seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust
1750777072,3,0,2012,1642.0,0.81610337972167,safe,0.0,False
1750777073,3,0,114,111.0,0.9736842105263158,safe,0.0,False
1750777074,3,0,2204,1600.0,0.7259528130671506,safe,0.0,False
1750777075,3,0,510,359.0,0.703921568627451,safe,0.0,False
1750777076,3,0,2014,2010.0,0.9980139026812314,safe,0.0,False
1750777077,3,0,624,466.0,0.7467948717948718,safe,0.0,
1750777078,3,0,2420,2282.0,0.9429752066115702,safe,0.0,False
1750777079,3,0,160,141.0,0.88125,safe,0.0,False
1750777080,3,0,62,44.0,0.7096774193548387,safe,0.0,False
1750777081,3,0,2022,1283.0,0.6345202769535113,safe,0.0,False
1750777082,3,0,2800,1918.0,0.685,safe,0.0,False
1750777083,3,0,44,42.0,0.9545454545454546,safe,0.0,False
1750777084,3,0,77,67.0,0.8701298701298701,safe,0.0,
1750777085,3,0,3301,3299.0,0.9993941229930324,safe,0.0,False
1750777086,3,0,214,172.0,0.8037383177570093,safe,0.0,False
1750777087,3,0,230,162.0,0.7043478260869566,safe,0.0,False
1750777088,3,0,326,326.0,1.0,safe,0.0,
1750777089,3,0,62,46.0,0.7419354838709677,safe,0.0,False
1750777090,3,0,2050,2032.0,0.9912195121951219,safe,0.0,False
1750777091,3,0,460,306.0,0.6652173913043479,safe,0.0,False
1750777092,3,0,64,48.0,0.75,safe,0.0,False
1750777093,3,0,851.0,851.0,1.0,safe,0.0,True
1750777094,3,0,142,85.0,0.5985915492957746,safe,0.0,False
1750777095,3,0,340,322.0,0.9470588235294117,safe,0.0,False
1750777096,3,0,840,818.0,0.9738095238095238,safe,0.0,False
1750777097,3,0,504,467.0,0.9265873015873016,safe,0.0,False
1750777098,3,0,38,34.0,0.8947368421052632,safe,0.0,False
1750777099,3,0,2220,1838.0,0.8279279279279279,safe,0.0,False
1750777100,3,0,150,144.0,0.96,safe,0.0,False
1750777101,3,0,378,373.0,0.9867724867724867,safe,0.0,False
1750777102,3,0,240,225.0,0.9375,safe,0.0,False
1750777103,3,0,32,27.0,0.84375,safe,0.0,False
1750777104,3,0,442,362.0,0.8190045248868778,safe,0.0,False
1750777105,3,0,2110,1953.0,0.9255924170616113,safe,0.0,False
1750777106,3,0,24,22.0,0.9166666666666666,safe,0.0,False
1750777107,3,0,406,320.0,0.7881773399014779,safe,0.0,False
1750777108,3,0,373,373.0,1.0,safe,0.0,
1750777109,3,0,414,257.0,0.6207729468599034,safe,0.0,False
1750777110,3,0,180,170.0,0.9444444444444444,safe,0.0,False
1750777111,3,0,2024,2021.0,0.9985177865612648,safe,0.0,False
1750777112,3,0,16,13.0,0.8125,safe,0.0,False
1750777113,3,0,412,294.0,0.7135922330097088,safe,0.0,False
1750777114,3,0,412,275.0,0.6674757281553398,safe,0.0,False
1750777115,3,0,140,125.0,0.8928571428571429,safe,0.0,False
1750777116,3,0,70,54.0,0.7714285714285715,safe,0.0,False
1750777117,3,0,404,219.0,0.5420792079207921,safe,0.0,False
1750777118,3,0,280,258.0,0.9214285714285714,safe,0.0,False
1750777119,3,0,54,41.0,0.7592592592592593,safe,0.0,False
1750777120,3,0,2140,1255.0,0.5864485981308412,safe,0.0,False
1750777121,3,0,610,541.0,0.8868852459016393,safe,0.0,False
1750777122,3,0,40,38.0,0.95,safe,0.0,False
1750777123,3,0,3422,3402.0,0.994155464640561,safe,0.0,False
1750777124,3,0,150,121.0,0.8066666666666666,safe,0.0,False
1750777125,3,0,130,116.0,0.8923076923076924,safe,0.0,False
1750777126,3,0,212,168.0,0.7924528301886793,safe,0.0,False
1750777127,3,0,310,287.0,0.9258064516129032,safe,0.0,False
1750777128,3,0,150,144.0,0.96,safe,0.0,False
1750777129,3,0,438,438.0,1.0,safe,0.0,
1750777130,3,0,64,60.0,0.9375,safe,0.0,False
1750777131,3,0,700,576.0,0.8228571428571428,safe,0.0,False
1750777132,3,0,224,208.0,0.9285714285714286,safe,0.0,False
1750777133,3,0,2040,1884.0,0.9235294117647059,safe,0.0,False
1750777134,3,0,407,321.0,0.7886977886977887,safe,0.0,False
1750777135,3,0,3519,3519.0,1.0,safe,0.0,
1750777136,3,0,414,288.0,0.6956521739130435,safe,0.0,False
1750777137,3,0,142,132.0,0.9295774647887324,safe,0.0,False
1750777138,3,0,2104,1269.0,0.6031368821292775,safe,0.0,False
1750777139,3,0,280,235.0,0.8392857142857143,safe,0.0,False
1750777140,3,0,310,269.0,0.867741935483871,safe,0.0,False
1750777141,3,0,230,176.0,0.7652173913043478,safe,0.0,False
1750777142,3,0,320,290.0,0.90625,safe,0.0,False
1750777143,3,0,19,18.0,0.9473684210526315,safe,0.0,
1750777144,3,0,2014,1338.0,0.6643495531281033,safe,0.0,False
1750777145,3,0,260,171.0,0.6576923076923077,safe,0.0,False
1750777146,3,0,2202,2162.0,0.9818346957311535,safe,0.0,False
1750777147,3,0,150,141.0,0.94,safe,0.0,False
1750777148,3,0,403,307.0,0.7617866004962779,safe,0.0,False
1750777149,3,0,142,129.0,0.9084507042253521,safe,0.0,False
1750777150,3,0,2050,1319.0,0.6434146341463415,safe,0.0,False
1750777151,3,0,772,726.0,0.9404145077720207,safe,0.0,
1750777152,3,0,122,98.0,0.8032786885245902,safe,0.0,False
