seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our,finalpercent
1755016010,10,7254.0,6130,0.8450510063413289,safe,0.067,False,False,0.0914644010008487,0.0001334569988102,0.063
1755016011,10,2840.0,2421,0.8524647887323944,safe,0.067,False,False,0.3345142470006976,0.0001265020000573,0.063
1755016012,10,2270.0,2145,0.9449339207048458,safe,0.067,False,False,0.2994733630002884,0.0001344459997199,0.063
1755016013,10,2484.0,2302,0.926731078904992,safe,0.067,False,False,0.3526095790002728,0.0001144050002039,0.063
1755016014,10,4250.0,3407,0.8016470588235294,safe,0.067,,False,0.320347271999708,0.0001368659995932,0.063
1755016015,10,5200.0,4590,0.8826923076923077,safe,0.067,,False,0.0046992299994599,0.0001214190015161,0.063
1755016016,10,4520.0,3346,0.7402654867256637,safe,0.067,False,False,0.1296502049990522,0.0001242979997186,0.063
1755016017,10,3068.0,2534,0.8259452411994785,safe,0.067,False,False,0.4852325990013924,0.0001416869999957,0.063
1755016018,10,3570.0,3295,0.92296918767507,safe,0.067,False,False,0.3634659340004873,0.0001429040003131,0.063
1755016019,10,2260.0,2193,0.970353982300885,safe,0.067,False,False,0.2465960529989388,0.0001386790008837,0.063
1755016020,10,2750.0,2375,0.8636363636363636,safe,0.067,False,False,0.3272339039995131,0.0001209759993798,0.063
1755016021,10,5536.0,4469,0.8072615606936416,safe,0.067,False,False,0.2111288579999382,0.0001219929999933,0.063
1755016022,10,1152.0,794,0.6892361111111112,safe,0.067,,False,0.0261010690010152,8.68440001795534e-05,0.063
1755016023,10,4980.0,3561,0.7150602409638555,safe,0.067,False,False,0.062099427999783,0.0001314940000156,0.063
1755016024,10,5418.0,4322,0.7977113325950536,safe,0.067,False,False,0.102494591001232,0.0001330899995082,0.063
1755016025,10,296.0,223,0.7533783783783784,safe,0.067,False,False,0.0042298459993617,0.0001111880010284,0.063
1755016026,10,3310.0,2665,0.8051359516616314,safe,0.067,False,False,0.0270769679991644,0.0001384040006087,0.063
1755016027,10,5330.0,4170,0.7823639774859287,safe,0.067,False,False,0.4453398420009762,0.0001402790003339,0.063
1755016028,10,0.0,2234,,,0.067,False,False,0.1194414179990417,0.0003593050005292,0.063
1755016029,10,4350.0,3305,0.7597701149425288,safe,0.067,False,False,0.0262464819988963,0.0001221729999087,0.063
1755016030,10,2524.0,2262,0.8961965134706814,safe,0.067,False,False,0.3827744229984091,0.0001438639992557,0.063
1755016031,10,5504.0,4294,0.7801598837209303,safe,0.067,False,False,0.4138540130006731,0.000119727999845,0.063
1755016032,10,4444.0,3340,0.7515751575157515,safe,0.067,,False,0.1124520899993513,0.0001308089995291,0.063
1755016033,10,3220.0,2615,0.812111801242236,safe,0.067,False,False,0.4794027190000633,0.0001226740005222,0.063
1755016034,10,4216.0,3124,0.7409867172675522,safe,0.067,False,False,0.4092570129996602,0.0001028099995892,0.063
1755016035,10,4550.0,3538,0.7775824175824175,safe,0.067,False,False,0.0434272599995892,9.70029996096855e-05,0.063
1755016036,10,2990.0,2505,0.8377926421404682,safe,0.067,False,False,0.2683901039999909,0.0001261410016013,0.063
1755016037,10,782.0,591,0.7557544757033248,safe,0.067,False,False,0.0072535309991508,8.28849988465663e-05,0.063
1755016038,10,800.0,671,0.83875,safe,0.067,,False,0.0118757349991938,9.051500092027708e-05,0.063
1755016039,10,2240.0,2145,0.9575892857142856,safe,0.067,False,False,0.5751875070000096,0.0001100190002034,0.063
1755016040,10,3494.0,2747,0.7862049227246709,safe,0.067,False,False,0.2727939959986543,0.0001196150005853,0.063
1755016041,10,4350.0,3705,0.8517241379310345,safe,0.067,False,False,0.0129095550000783,0.0001044740001816,0.063
1755016042,10,3466.0,2733,0.7885170225043278,safe,0.067,False,False,0.1694728020011098,0.0001090549994842,0.063
1755016043,10,4062.0,3132,0.7710487444608567,safe,0.067,False,False,0.934639546998369,0.0001374450002913,0.063
1755016044,10,626.0,419,0.6693290734824281,safe,0.067,,True,0.0041153410002152,0.0002203130006819,0.063
1755016045,10,4200.0,3299,0.7854761904761904,safe,0.067,,False,0.2251292889995966,0.0001375290012219,0.063
1755016046,10,820.0,641,0.7817073170731708,safe,0.067,False,False,0.0270453369994356,0.0001127870000345,0.063
1755016047,10,3840.0,3440,0.8958333333333334,safe,0.067,False,False,0.0087718699996912,0.0001157350016001,0.063
1755016048,10,2212.0,2116,0.9566003616636528,safe,0.067,False,False,0.6366453800001182,0.0001368689991068,0.063
1755016049,10,2864.0,2433,0.8495111731843575,safe,0.067,False,False,0.3920398139998724,0.0001321569998253,0.063
1755016050,10,916.0,759,0.8286026200873362,safe,0.067,False,False,0.010800661999383,9.457300075155216e-05,0.063
1755016051,10,3282.0,2641,0.8046922608165753,safe,0.067,False,False,0.068990935000329,8.926600094127934e-05,0.063
1755016052,10,4400.0,3420,0.7772727272727272,safe,0.067,False,False,0.0207996429999184,9.00209997780621e-05,0.063
1755016053,10,2896.0,2449,0.8456491712707183,safe,0.067,False,False,0.2112551999998686,0.0001584889996593,0.063
1755016054,10,4862.0,3433,0.7060880296174414,safe,0.067,False,False,0.2754354820008302,0.0001416920003975,0.063
1755016055,10,2674.0,2337,0.8739715781600599,safe,0.067,False,False,0.3555358899993734,0.0001303579992963,0.063
1755016056,10,4452.0,3846,0.8638814016172507,safe,0.067,False,False,0.0887420660001225,0.0001848730007623,0.063
1755016057,10,4840.0,3491,0.7212809917355372,safe,0.067,False,False,0.0801871080002456,0.0001431860000593,0.063
1755016058,10,4070.0,3252,0.799017199017199,safe,0.067,,False,0.3878157030012517,0.0001540020002721,0.063
1755016059,10,3048.0,2584,0.847769028871391,safe,0.067,False,False,0.04388561199994,8.061300104600377e-05,0.063
1755016060,10,2796.0,2519,0.9009298998569384,safe,0.067,False,False,0.2286118409992923,0.0001413710015185,0.063
1755016061,10,1511.8000000000002,1127,0.7454689773779599,safe,0.067,False,False,0.0137573629999678,0.00173043399991,0.063
1755016062,10,2504.0,2252,0.8993610223642172,safe,0.067,False,False,0.0866820239989465,0.000136057000418,0.063
1755016063,10,4324.0,3292,0.7613320999074931,safe,0.067,False,False,0.0459531569995306,0.0001148009996541,0.063
1755016064,10,710.0,555,0.7816901408450704,safe,0.067,False,False,0.0141616609998891,0.0001029260001814,0.063
1755016065,10,709.0,555,0.7827926657263752,safe,0.067,False,False,0.0270971380014088,0.0001215880001836,0.063
1755016066,10,2954.0,2578,0.8727149627623562,safe,0.067,False,False,0.0629764889999933,0.0001354409996565,0.063
1755016067,10,4802.0,3715,0.7736359850062474,safe,0.067,,False,0.2456349679996492,0.0001279879998037,0.063
1755016068,10,3136.0,2518,0.8029336734693877,safe,0.067,False,True,0.466151026001171,0.0001566440005262,0.063
1755016069,10,4014.0,3044,0.7583457897359243,safe,0.067,False,False,0.1814599949993862,0.0001342169998679,0.063
