seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our,finalpercent
1755016010,8,2536.0,2269,0.8947160883280757,safe,0.028,False,False,0.2442422490003082,0.0001114669994422,0.0423
1755016011,8,334.0,273,0.8173652694610778,safe,0.028,False,False,0.0037469710005098,8.988499939732719e-05,0.0423
1755016012,8,0.0,722,,,0.028,False,False,0.001867413000582,0.0007854829982534,0.0423
1755016013,8,2836.0,2519,0.8882228490832158,safe,0.028,False,False,0.1956109929997183,0.0001054670010489,0.0423
1755016014,8,2490.0,2245,0.9016064257028112,safe,0.028,False,False,0.2327016479994199,9.519499872112648e-05,0.0423
1755016015,8,4806.0,3404,0.708281315022888,safe,0.028,False,False,0.5113721170000645,0.0001295509991905,0.0423
1755016016,8,668.0,535,0.8008982035928144,safe,0.028,False,False,0.0137429839996912,8.681500003149267e-05,0.0423
1755016017,8,2570.0,2285,0.8891050583657587,safe,0.028,False,False,0.0322661850004806,0.0001004440000542,0.0423
1755016018,8,2386.0,2203,0.9233025984911988,safe,0.028,False,False,0.1691676049995294,9.73329988482874e-05,0.0423
1755016019,8,304.0,252,0.8289473684210527,safe,0.028,False,False,0.003900905001501,0.0004513460007729,0.0423
1755016020,8,1052.0,676,0.6425855513307985,safe,0.028,False,True,0.006699698000375,0.0002134529986506,0.0423
1755016021,8,2872.0,2436,0.8481894150417827,safe,0.028,False,False,0.1725911560006352,0.0001279290008824,0.0423
1755016022,8,804.0,612,0.7611940298507462,safe,0.028,False,False,0.0116064840003673,8.263100062322337e-05,0.0423
1755016023,8,2820.0,2410,0.8546099290780141,safe,0.028,False,False,0.0118126429988478,0.0001862319986685,0.0423
1755016024,8,2328.0,2164,0.929553264604811,safe,0.028,False,False,0.8240897569994559,0.0001141230004577,0.0423
1755016025,8,866.0,733,0.8464203233256351,safe,0.028,False,False,0.0069888519992673,0.0001137600011134,0.0423
1755016026,8,4410.0,3457,0.7839002267573696,safe,0.028,False,False,0.2890013889991678,0.0001098650009225,0.0423
1755016027,8,3140.0,2570,0.8184713375796179,safe,0.028,False,False,0.0193185999996785,0.0001645230004214,0.0423
1755016028,8,2592.0,2306,0.8896604938271605,safe,0.028,False,False,0.0962611399991146,0.0001138349998655,0.0423
1755016029,8,862.0,651,0.7552204176334106,safe,0.028,False,False,0.0034863769997173,4.64429995190585e-05,0.0423
1755016030,8,2414.0,2218,0.9188069594034796,safe,0.028,False,False,0.0443719970007805,7.345799895119853e-05,0.0423
1755016031,8,3146.0,2583,0.8210425937698665,safe,0.028,False,False,0.1548406269994302,0.0001238610002474,0.0423
1755016032,8,2896.0,2449,0.8456491712707183,safe,0.028,False,False,0.1926507869993656,0.0001160860010713,0.0423
1755016033,8,4102.0,3054,0.7445148707947343,safe,0.028,,False,0.4254706450010417,0.0001118680011131,0.0423
1755016034,8,3042.0,2521,0.8287310979618672,safe,0.028,False,False,0.1051392699991993,9.16499993763864e-05,0.0423
1755016035,8,2756.0,2389,0.8668359941944848,safe,0.028,False,False,0.1601763230009965,8.854400039126631e-05,0.0423
1755016036,8,2870.0,2440,0.8501742160278746,safe,0.028,False,False,0.0047543340006086,7.598199954372831e-05,0.0423
1755016037,8,1184.0,812,0.6858108108108109,safe,0.028,False,False,0.0018257170013384,8.395699842367321e-05,0.0423
1755016038,8,2656.0,2329,0.8768825301204819,safe,0.028,False,False,0.2082214019992534,0.0001114789993152,0.0423
1755016039,8,664.0,533,0.802710843373494,safe,0.028,False,False,0.0128846730003715,8.81650012161117e-05,0.0423
1755016040,8,1082.6,830,0.7666728246813228,safe,0.028,False,False,0.0004120039993722,0.0005174380003154,0.0423
1755016041,8,1200.0,920,0.7666666666666667,safe,0.028,,False,0.0004289240005164,6.605400085391011e-05,0.0423
1755016042,8,736.0,569,0.7730978260869565,safe,0.028,False,False,0.0089416979990346,6.320899956335779e-05,0.0423
1755016043,8,2618.0,2310,0.8823529411764706,safe,0.028,False,False,0.0838910689999465,9.201800094160716e-05,0.0423
