seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our,finalpercent
1755016010,3,2210.0,2105,0.9524886877828054,safe,0.0,False,False,0.0018596000008983,6.337099875963759e-05,0.0
1755016011,3,320.0,260,0.8125,safe,0.0,False,False,0.0001780519996827,3.173600089212414e-05,0.0
1755016012,3,70.0,65,0.9285714285714286,safe,0.0,,False,7.677999929001089e-05,2.8872000257251784e-05,0.0
1755016013,3,2030.0,2020,0.9950738916256158,safe,0.0,False,False,0.0042940250004903,0.0013360860011744,0.0
1755016014,3,64.0,52,0.8125,safe,0.0,False,False,9.597400094207842e-05,2.990700158989057e-05,0.0
1755016015,3,106.0,104,0.981132075471698,safe,0.0,False,False,0.0003342609998071,3.299200034234673e-05,0.0
1755016016,3,510.0,455,0.8921568627450981,safe,0.0,False,False,0.0003751010008272,3.391800055396743e-05,0.0
1755016017,3,400.0,350,0.875,safe,0.0,,False,9.94929996522842e-05,3.0650999178760685e-05,0.0
1755016018,3,2030.0,2015,0.9926108374384236,safe,0.0,False,False,0.006245016998946,4.43499993707519e-05,0.0
1755016019,3,242.0,221,0.9132231404958676,safe,0.0,False,False,0.0008124249998218,3.625099998316728e-05,0.0
1755016020,3,2110.0,2055,0.9739336492890996,safe,0.0,False,False,0.0025598349984647,3.909199949703179e-05,0.0
1755016021,3,400.0,305,0.7625,safe,0.0,,False,0.0001785710010153,2.974600101879332e-05,0.0
1755016022,3,32.0,26,0.8125,safe,0.0,False,False,0.0001261329998669,2.561799919931218e-05,0.0
1755016023,3,214.0,208,0.97196261682243,safe,0.0,False,False,0.0002902120013459,2.626700006658212e-05,0.0
1755016024,3,2080.0,2040,0.9807692307692308,safe,0.0,False,False,0.0008023059999686,3.246400046919007e-05,0.0
1755016025,3,604.0,502,0.8311258278145696,safe,0.0,False,False,0.0004391780003061,3.076900065934751e-05,0.0
1755016026,3,106.0,104,0.981132075471698,safe,0.0,False,False,0.0003796210003201,3.523600025800988e-05,0.0
1755016027,3,62.0,61,0.9838709677419356,safe,0.0,False,False,0.0002164509987778,3.1852001484367065e-05,0.0
1755016028,3,242.0,221,0.9132231404958676,safe,0.0,False,False,0.0007247620014823,3.6501000067801215e-05,0.0
1755016029,3,540.0,480,0.8888888888888888,safe,0.0,False,False,8.337399958691094e-05,2.087400025629904e-05,0.0
1755016030,3,250.0,225,0.9,safe,0.0,False,False,0.0001874390000011,2.8462000045692548e-05,0.0
1755016031,3,2500.0,2250,0.9,safe,0.0,False,False,0.0002767120004136,3.79939992853906e-05,0.0
1755016032,3,2220.0,2110,0.9504504504504504,safe,0.0,False,False,0.0007848720015317,3.740399915841408e-05,0.0
1755016033,3,26.0,23,0.8846153846153846,safe,0.0,False,False,0.000136308999572,3.2547000955673866e-05,0.0
1755016034,3,430.0,415,0.9651162790697676,safe,0.0,False,False,0.0004283789985493,3.0594001145800576e-05,0.0
1755016035,3,510.0,455,0.8921568627450981,safe,0.0,False,False,0.0002932959996542,2.6550998882157728e-05,0.0
1755016036,3,408.0,404,0.9901960784313726,safe,0.0,False,False,0.0021449200012284,3.075299900956452e-05,0.0
1755016037,3,302.0,251,0.8311258278145696,safe,0.0,False,False,0.0005338979990483,4.662300125346519e-05,0.0
1755016038,3,444.0,422,0.9504504504504504,safe,0.0,False,False,0.0006720359997416,2.874100027838722e-05,0.0
1755016039,3,430.0,415,0.9651162790697676,safe,0.0,False,False,0.0003660729998955,2.685300023586024e-05,0.0
1755016040,3,2060.0,2030,0.9854368932038836,safe,0.0,False,False,0.0014305770000646,2.895200123020913e-05,0.0
1755016041,3,2044.0,2022,0.9892367906066536,safe,0.0,False,False,0.0071006960006343,3.791500057559461e-05,0.0
1755016042,3,310.0,305,0.9838709677419356,safe,0.0,,False,0.0001813499984564,2.720100019359961e-05,0.0
1755016043,3,510.0,455,0.8921568627450981,safe,0.0,False,False,0.0003121059999102,2.8626000130316243e-05,0.0
1755016044,3,4000.0,3010,0.7525,safe,0.0,,False,0.0008532930005458,3.596600072341971e-05,0.0
1755016045,3,302.0,301,0.9966887417218544,safe,0.0,,False,0.0007576320003863,3.2969001040328294e-05,0.0
1755016046,3,2220.0,2110,0.9504504504504504,safe,0.0,False,False,0.00105558299947,3.4218999644508585e-05,0.0
1755016047,3,540.0,480,0.8888888888888888,safe,0.0,False,False,0.000142066999615,2.936499913630541e-05,0.0
1755016048,3,170.0,160,0.9411764705882352,safe,0.0,,False,0.0001024040011543,2.940800004580524e-05,0.0
1755016049,3,106.0,103,0.9716981132075472,safe,0.0,False,False,0.0006061249987396,3.3849000828922726e-05,0.0
1755016050,3,40.0,30,0.75,safe,0.0,False,False,7.703499977651518e-05,3.042599928448908e-05,0.0
1755016051,3,800.0,600,0.75,safe,0.0,False,False,7.907399958639871e-05,2.680999932636041e-05,0.0
1755016052,3,2006.0,2003,0.9985044865403788,safe,0.0,False,False,0.1229662229998211,5.579900062002707e-05,0.0
1755016053,3,2012.0,2006,0.9970178926441352,safe,0.0,False,False,0.0527876519990968,4.240499947627541e-05,0.0
1755016054,3,214.0,208,0.97196261682243,safe,0.0,False,False,0.0005299629992805,2.907399903051555e-05,0.0
1755016055,3,2402.0,2201,0.9163197335553706,safe,0.0,False,False,0.0091619539998646,4.401200021675322e-05,0.0
1755016056,3,414.0,408,0.9855072463768116,safe,0.0,False,False,0.0015238579999277,4.836900006921496e-05,0.0
1755016057,3,2600.0,2300,0.8846153846153846,safe,0.0,False,False,0.0003086949982389,7.073999950080179e-05,0.0
1755016058,3,64.0,62,0.96875,safe,0.0,False,False,0.0001200460010295,3.292099972895812e-05,0.0
1755016059,3,2404.0,2202,0.9159733777038268,safe,0.0,False,False,0.0043869919991266,4.586899922287557e-05,0.0
1755016060,3,310.0,255,0.8225806451612904,safe,0.0,False,False,0.0001021610005409,1.9016999431187287e-05,0.0
1755016061,3,34.0,28,0.8235294117647058,safe,0.0,False,False,9.5457000497845e-05,3.151499913656153e-05,0.0
1755016062,3,414.0,408,0.9855072463768116,safe,0.0,False,False,0.0014915439987817,3.3557000278960913e-05,0.0
1755016063,3,52.0,46,0.8846153846153846,safe,0.0,False,False,0.0001952680013346,2.983800004585646e-05,0.0
1755016064,3,114.0,108,0.9473684210526316,safe,0.0,False,False,0.0002783090003504,2.889200004574377e-05,0.0
1755016065,3,2202.0,2101,0.9541326067211626,safe,0.0,False,False,0.0109255150000535,5.194500045035966e-05,0.0
1755016066,3,17.0,16,0.9411764705882352,safe,0.0,False,False,7.524099964939523e-05,2.884700006688945e-05,0.0
1755016067,3,2102.0,2051,0.9757373929590866,safe,0.0,False,False,0.0118813980006962,4.290899960324168e-05,0.0
1755016068,3,2104.0,2052,0.9752851711026616,safe,0.0,False,False,0.0043485570004122,3.375100095581729e-05,0.0
1755016069,3,2300.0,2150,0.9347826086956522,safe,0.0,False,False,0.0002461299991409,4.459600131667685e-05,0.0
1755016070,3,414.0,408,0.9855072463768116,safe,0.0,False,False,0.0021756669993919,5.466100083140191e-05,0.0
1755016071,3,2500.0,2250,0.9,safe,0.0,False,False,0.0002512880000722,3.5352999475435354e-05,0.0
1755016072,3,106.0,103,0.9716981132075472,safe,0.0,False,False,0.0006645160010521,3.306700091343373e-05,0.0
1755016073,3,34.0,28,0.8235294117647058,safe,0.0,False,False,0.0001141530010499,3.061800089199096e-05,0.0
1755016074,3,450.0,425,0.9444444444444444,safe,0.0,False,False,0.0003199559996573,2.804100040521007e-05,0.0
1755016075,3,800.0,700,0.875,safe,0.0,False,False,7.39050010452047e-05,2.822100032062736e-05,0.0
1755016076,3,442.0,421,0.9524886877828054,safe,0.0,False,False,0.0013445040003716,2.90789994323859e-05,0.0
1755016077,3,800.0,800,1.0,safe,0.0,,False,0.0001152300010289,3.3291000363533385e-05,0.0
1755016078,3,450.0,425,0.9444444444444444,safe,0.0,False,False,0.0007913669996924,2.882599983422552e-05,0.0
1755016079,3,124.0,112,0.9032258064516128,safe,0.0,False,False,0.0002137430001312,2.6327999876230024e-05,0.0
1755016080,3,2004.0,2002,0.999001996007984,safe,0.0,False,False,0.2049067769985413,4.666600034397561e-05,0.0
1755016081,3,2024.0,2012,0.9940711462450592,safe,0.0,False,False,0.0116086140005791,3.671000013127923e-05,0.0
1755016082,3,214.0,208,0.97196261682243,safe,0.0,False,False,0.0004766059992107,3.104600000369828e-05,0.0
1755016083,3,154.0,152,0.987012987012987,safe,0.0,,False,0.000180407998414,2.8768999982276e-05,0.0
1755016084,3,224.0,212,0.9464285714285714,safe,0.0,False,False,0.0003533349990902,2.450499960104935e-05,0.0
1755016085,3,406.0,403,0.9926108374384236,safe,0.0,False,False,0.0039628690010431,3.036999987671152e-05,0.0
1755016086,3,2006.0,2003,0.9985044865403788,safe,0.0,False,False,0.1026391420000436,4.812800034414977e-05,0.0
1755016087,3,240.0,220,0.9166666666666666,safe,0.0,False,False,9.441399924980942e-05,4.629599970940035e-05,0.0
1755016088,3,2440.0,2220,0.9098360655737704,safe,0.0,False,False,0.0003941420000046,2.8372000087983903e-05,0.0
1755016089,3,2420.0,2210,0.9132231404958676,safe,0.0,False,False,0.0008918269995774,3.686600030050613e-05,0.0
1755016090,3,400.0,302,0.755,safe,0.0,,False,0.0004083860003447,3.0309000067063607e-05,0.0
1755016091,3,2440.0,2220,0.9098360655737704,safe,0.0,False,False,0.0004963179999322,3.2807000025059097e-05,0.0
1755016092,3,414.0,408,0.9855072463768116,safe,0.0,False,False,0.0013711560004594,3.193099837517366e-05,0.0
1755016093,3,2440.0,2220,0.9098360655737704,safe,0.0,False,False,0.0004878189993178,3.29529993905453e-05,0.0
1755016094,3,2024.0,2012,0.9940711462450592,safe,0.0,False,False,0.0256004759994539,5.066999983682763e-05,0.0
1755016095,3,4000.0,3050,0.7625,safe,0.0,,False,0.0002214520009147,3.1629999284632504e-05,0.0
1755016096,3,2420.0,2210,0.9132231404958676,safe,0.0,False,False,0.0008164990013028,4.388400157040451e-05,0.0
1755016097,3,2044.0,2022,0.9892367906066536,safe,0.0,False,False,0.0094448600011673,9.25149997783592e-05,0.0
