seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our
1755022037,3,2014,2008,0.997020854021847,safe,0.0,False,False,0.02075761200103443,4.894399899058044e-05
1755022038,3,46,43,0.9347826086956522,safe,0.0,False,False,0.00019576699924073182,3.128000025753863e-05
1755022039,3,640,520,0.8125,safe,0.0,False,False,0.00012488699940149672,2.947300163214095e-05
1755022040,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.007210229003248969,3.109200042672455e-05
1755022041,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0006570959994860459,2.5700999685795978e-05
1755022042,3,340,280,0.8235294117647058,safe,0.0,False,False,6.995500007178634e-05,2.374399991822429e-05
1755022043,3,520,460,0.8846153846153846,safe,0.0,False,False,0.000178672002220992,2.1986001229379326e-05
1755022044,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.0028677910013357177,3.5107001167489216e-05
1755022045,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.0009756120016390923,2.7624999347608536e-05
1755022046,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.0016847539991431404,1.965000046766363e-05
1755022047,3,160,140,0.875,safe,0.0,False,False,5.142999725649133e-05,1.3903001672588289e-05
1755022048,3,222,211,0.9504504504504504,safe,0.0,False,False,0.0004496930014283862,2.2379001165973023e-05
1755022049,3,504,452,0.8968253968253969,safe,0.0,False,False,0.001013531997159589,0.00035238300188211724
1755022050,3,510,455,0.8921568627450981,safe,0.0,False,False,0.0002356060031161178,2.1114003175171092e-05
1755022051,3,2440,2220,0.9098360655737705,safe,0.0,False,False,0.000356475000444334,2.8422000468708575e-05
1755022052,3,2030,2015,0.9926108374384236,safe,0.0,False,False,0.004410127003211528,4.969200017512776e-05
1755022053,3,450,425,0.9444444444444444,safe,0.0,False,False,0.00045679600225412287,3.519600068102591e-05
1755022054,3,406,403,0.9926108374384236,safe,0.0,False,False,0.004457899998669745,8.081399937509559e-05
1755022055,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.10326560199973756,4.9510999815538526e-05
1755022056,3,2004,2002,0.999001996007984,safe,0.0,False,False,0.15398465500038583,3.7434001569636166e-05
1755022057,3,112,106,0.9464285714285714,safe,0.0,False,False,0.0003372630017111078,2.2972999431658536e-05
1755022058,3,26,23,0.8846153846153846,safe,0.0,False,False,4.6036999265197664e-05,1.1338997865095735e-05
1755022059,3,19,18,0.9473684210526315,safe,0.0,,False,5.740000051446259e-05,2.4582001060480252e-05
1755022060,3,2008,2004,0.99800796812749,safe,0.0,False,False,0.0363570699992124,4.0082999475998804e-05
1755022061,3,412,406,0.9854368932038835,safe,0.0,False,False,0.0022604719997616485,3.464200199232437e-05
1755022062,3,320,260,0.8125,safe,0.0,False,False,6.434100214391947e-05,1.7115999071393162e-05
1755022063,3,130,115,0.8846153846153846,safe,0.0,False,False,8.491599874105304e-05,2.96909965982195e-05
1755022064,3,3040,3020,0.993421052631579,safe,0.0,,False,0.0003561370031093247,3.337599991937168e-05
1755022065,3,32,26,0.8125,safe,0.0,False,False,9.122499977820553e-05,2.4828997993608937e-05
1755022066,3,48,44,0.9166666666666666,safe,0.0,False,False,9.598699762136675e-05,2.1985000785207376e-05
1755022067,3,230,215,0.9347826086956522,safe,0.0,False,False,0.00016987999697448686,2.375899930484593e-05
1755022068,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00015178799731074832,2.5661000108812004e-05
1755022069,3,206,203,0.9854368932038835,safe,0.0,False,False,0.0021585129979939666,2.7574998966883868e-05
1755022070,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.0019255289989814628,2.943299841717817e-05
1755022071,3,8,6,0.75,safe,0.0,False,False,4.54379987786524e-05,2.423400292173028e-05
1755022072,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.004514836997259408,2.5162000383716077e-05
1755022073,3,2240,2120,0.9464285714285714,safe,0.0,False,False,0.00042717600081232376,2.8408001526258886e-05
1755022074,3,415,410,0.9879518072289156,safe,0.0,False,False,0.0004938999991281889,2.532500002416782e-05
1755022075,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.00743094399877009,3.533400013111532e-05
1755022076,3,510,455,0.8921568627450981,safe,0.0,False,False,0.0002858519983419683,2.5624998670537025e-05
1755022077,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.08180695800183457,4.130500019527972e-05
1755022078,3,422,411,0.9739336492890995,safe,0.0,False,False,0.0018065859985654242,2.867299917852506e-05
1755022079,3,480,440,0.9166666666666666,safe,0.0,False,False,0.00011512800119817257,5.219000013312325e-05
1755022080,3,34,28,0.8235294117647058,safe,0.0,False,False,9.966099969460629e-05,2.5876001018332317e-05
1755022081,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.008803494001767831,3.8573998608626425e-05
1755022082,3,14,12,0.8571428571428571,safe,0.0,False,False,4.430499757290818e-05,1.3515000318875536e-05
1755022083,3,700,550,0.7857142857142857,safe,0.0,False,False,4.789500235347077e-05,1.5106998034752905e-05
1755022084,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.0009574899995641317,1.796099968487397e-05
1755022085,3,215,210,0.9767441860465116,safe,0.0,False,False,0.00019768499987549148,2.2527001419803128e-05
1755022086,3,64,62,0.96875,safe,0.0,,False,6.184299854794517e-05,2.6059999072458595e-05
1755022087,3,160,140,0.875,safe,0.0,False,False,9.19659978535492e-05,1.8635000742506236e-05
1755022088,3,140,120,0.8571428571428571,safe,0.0,False,False,4.354499833425507e-05,2.2487998649012297e-05
1755022089,3,200,151,0.755,safe,0.0,,False,0.000153472999954829,1.5997000446077436e-05
1755022090,3,340,320,0.9411764705882353,safe,0.0,,False,0.00015402799908770248,7.316899791476317e-05
1755022091,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00014492999980575405,2.4652999854879454e-05
1755022092,3,2012,2006,0.9970178926441352,safe,0.0,False,False,0.022923376000107965,3.6754001484951004e-05
1755022093,3,32,31,0.96875,safe,0.0,,False,5.042200064053759e-05,2.0683000911958516e-05
1755022094,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.0010463149992574472,2.8360002033878118e-05
1755022095,3,602,501,0.8322259136212624,safe,0.0,False,False,0.0008639840016257949,2.285799928358756e-05
1755022096,3,800,700,0.875,safe,0.0,,False,4.387800072436221e-05,2.257899905089289e-05
1755022097,3,2014,2008,0.997020854021847,safe,0.0,False,False,0.01714362199709285,2.6457997591933236e-05
1755022098,3,442,421,0.9524886877828054,safe,0.0,False,False,0.0010642249981174245,2.5613000616431236e-05
1755022099,3,220,210,0.9545454545454546,safe,0.0,False,False,0.0001568570005474612,2.1485000615939498e-05
1755022100,3,203,202,0.9950738916256158,safe,0.0,False,False,0.0015850300005695317,2.386599953752011e-05
1755022101,3,54,48,0.8888888888888888,safe,0.0,False,False,7.712200022069737e-05,2.0266998035367578e-05
1755022102,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.08330670400027884,3.676699998322874e-05
1755022103,3,520,460,0.8846153846153846,safe,0.0,False,False,0.00012212000001454726,1.9733000954147428e-05
1755022104,3,700,650,0.9285714285714286,safe,0.0,,False,0.00010422899867990054,2.454099740134552e-05
1755022105,3,400,305,0.7625,safe,0.0,,False,0.00010812199980136938,2.1496998670045286e-05
1755022106,3,2500,2250,0.9,safe,0.0,False,False,0.0001396020015818067,2.1348001610022038e-05
1755022107,3,414,408,0.9855072463768116,safe,0.0,False,False,0.0009746129981067497,2.2435000573750585e-05
1755022108,3,214,208,0.9719626168224299,safe,0.0,False,False,0.00041527400026097894,2.4898999981814995e-05
1755022109,3,302,301,0.9966887417218543,safe,0.0,,False,0.000431743999797618,2.4824999854899943e-05
1755022110,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0005120519999763928,2.414600021438673e-05
1755022111,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.0028954090012121014,2.6285000785719603e-05
1755022112,3,2402,2201,0.9163197335553706,safe,0.0,False,False,0.00496534400008386,2.607600254123099e-05
1755022113,3,3020,3010,0.9966887417218543,safe,0.0,False,False,0.002162879998650169,5.343899829313159e-05
1755022114,3,2008,2004,0.99800796812749,safe,0.0,False,False,0.05185671299841488,4.424399958224967e-05
1755022115,3,400,305,0.7625,safe,0.0,,False,0.00014470699898083694,2.492299972800538e-05
1755022116,3,4000,3010,0.7525,safe,0.0,,False,0.0006293459991866257,2.818800203385763e-05
1755022117,3,510,455,0.8921568627450981,safe,0.0,False,False,0.000269120999291772,2.251099795103073e-05
1755022118,3,640,520,0.8125,safe,0.0,False,False,9.324199709226377e-05,2.457599839544855e-05
1755022119,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.002025335001235362,3.0297000193968415e-05
1755022120,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0014556570022250526,2.6826000976143405e-05
1755022121,3,60,50,0.8333333333333334,safe,0.0,False,False,7.1647998993285e-05,2.3008000425761566e-05
1755022122,3,230,215,0.9347826086956522,safe,0.0,False,False,0.0001645479969738517,2.4962999304989353e-05
1755022123,3,2080,2040,0.9807692307692307,safe,0.0,False,False,0.0008415830016019754,2.843200127244927e-05
1755022124,3,40,40,1.0,safe,0.0,,False,6.737999865435995e-05,2.6330002583563328e-05
1755022125,3,502,451,0.898406374501992,safe,0.0,False,False,0.0012878250017820392,2.9498001822503284e-05
1755022126,3,16,14,0.875,safe,0.0,False,False,0.00010355199992773123,2.6499001251067966e-05
1755022127,3,222,211,0.9504504504504504,safe,0.0,False,False,0.0009743759983393829,3.7451001844601706e-05
1755022128,3,340,280,0.8235294117647058,safe,0.0,False,False,9.658099952503107e-05,3.0942002922529355e-05
1755022129,3,32,26,0.8125,safe,0.0,False,False,0.00011437799912528135,3.224900137865916e-05
1755022130,3,130,115,0.8846153846153846,safe,0.0,False,False,0.00012433799929567613,3.288899824838154e-05
1755022131,3,406,403,0.9926108374384236,safe,0.0,False,False,0.006497596001281636,5.085399970994331e-05
1755022132,3,2060,2030,0.9854368932038835,safe,0.0,False,False,0.0020614350032701623,4.0640999941388145e-05
1755022133,3,206,203,0.9854368932038835,safe,0.0,False,False,0.0037953989995003212,5.7671000831760466e-05
1755022134,3,224,212,0.9464285714285714,safe,0.0,False,False,0.0005595660004473757,3.677299901028164e-05
1755022135,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.01316721500188578,4.450299820746295e-05
1755022136,3,444,422,0.9504504504504504,safe,0.0,False,False,0.0010566460005065892,4.1126000724034384e-05
1755022137,3,640,620,0.96875,safe,0.0,False,False,0.00013063599908491597,3.270199886173941e-05
1755022138,3,260,230,0.8846153846153846,safe,0.0,False,False,0.0001435250014765188,3.57429998985026e-05
1755022139,3,510,455,0.8921568627450981,safe,0.0,False,False,0.00036748200000147335,3.577700044843368e-05
1755022140,3,340,280,0.8235294117647058,safe,0.0,False,False,0.00024341800235561095,7.480500062229112e-05
1755022141,3,32,31,0.96875,safe,0.0,,False,0.00010239200128125958,3.128600292257033e-05
1755022142,3,2300,2150,0.9347826086956522,safe,0.0,False,False,0.00027519799914443865,3.3926000469364226e-05
1755022143,3,510,455,0.8921568627450981,safe,0.0,False,False,0.00034868199873017147,3.292700057500042e-05
1755022144,3,32,26,0.8125,safe,0.0,False,False,0.00015178499961621128,3.159200059599243e-05
1755022145,3,310,255,0.8225806451612904,safe,0.0,False,False,0.00022934399748919532,3.170600029989146e-05
1755022146,3,430,415,0.9651162790697675,safe,0.0,False,False,0.0005085829980089329,3.1734998628962785e-05
1755022147,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.014944108999770833,4.331599848228507e-05
1755022148,3,604,502,0.8311258278145696,safe,0.0,False,False,0.0005848239998158533,3.108199962298386e-05
1755022149,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0012004759992123581,3.0854000215185806e-05
1755022150,3,220,210,0.9545454545454546,safe,0.0,False,False,0.000246662999416003,3.061900133616291e-05
1755022151,3,28,24,0.8571428571428571,safe,0.0,False,False,0.00013208499876782298,2.8812002710765228e-05
1755022152,3,46,43,0.9347826086956522,safe,0.0,False,False,0.00019869699826813303,3.214400203432888e-05
1755022153,3,26,24,0.9230769230769231,safe,0.0,False,False,7.347800055867992e-05,2.8901999030495062e-05
1755022154,3,170,160,0.9411764705882353,safe,0.0,,False,8.475600043311715e-05,2.9581999115180224e-05
1755022155,3,70,65,0.9285714285714286,safe,0.0,False,False,6.009400021866895e-05,2.8381997253745794e-05
1755022156,3,206,204,0.9902912621359223,safe,0.0,False,False,0.000856554997881176,3.2654999813530594e-05
1755022157,3,2022,2011,0.9945598417408507,safe,0.0,False,False,0.032452755000122124,5.694799983757548e-05
1755022158,3,222,211,0.9504504504504504,safe,0.0,False,False,0.001494925996667007,3.690899757202715e-05
1755022159,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.002204478998464765,4.08650012104772e-05
1755022160,3,106,103,0.9716981132075472,safe,0.0,False,False,0.0006549970021296758,3.740900137927383e-05
1755022161,3,40,31,0.775,safe,0.0,,False,0.000172456002474064,3.480400118860416e-05
1755022162,3,250,225,0.9,safe,0.0,False,False,0.00025041399931069463,3.310300235170871e-05
1755022163,3,230,215,0.9347826086956522,safe,0.0,False,False,0.00025423799888812937,4.210999759379774e-05
1755022164,3,2220,2110,0.9504504504504504,safe,0.0,False,False,0.0011356340000929777,3.893399843946099e-05
1755022165,3,224,212,0.9464285714285714,safe,0.0,False,False,0.000519367000379134,3.8578000385314226e-05
1755022166,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.027427580000221496,6.534899875987321e-05
1755022167,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.005239081001491286,4.740099757327698e-05
1755022168,3,114,108,0.9473684210526315,safe,0.0,False,False,0.00026303699996788055,3.070299862883985e-05
1755022169,3,144,132,0.9166666666666666,safe,0.0,False,False,0.0004939610007568263,3.2481999369338155e-05
1755022170,3,2008,2004,0.99800796812749,safe,0.0,False,False,0.06543226800204138,5.7214998378185555e-05
1755022171,3,3020,3010,0.9966887417218543,safe,0.0,,False,0.0008570099998905789,3.618699702201411e-05
1755022172,3,304,302,0.993421052631579,safe,0.0,False,False,0.000407110001106048,3.198400008841418e-05
1755022173,3,54,48,0.8888888888888888,safe,0.0,False,False,0.00017591600044397637,3.581000055419281e-05
1755022174,3,504,452,0.8968253968253969,safe,0.0,False,False,0.000885031000507297,3.622099757194519e-05
1755022175,3,150,135,0.9,safe,0.0,False,False,0.00023559500186820515,3.293200279586017e-05
1755022176,3,80,80,1.0,safe,0.0,,False,0.00011431299935793504,5.2059996960451826e-05
1755022177,3,2300,2150,0.9347826086956522,safe,0.0,False,False,0.00031623900213162415,4.028300099889748e-05
1755022178,3,700,550,0.7857142857142857,safe,0.0,False,False,0.0001260030003322754,3.444899994065054e-05
1755022179,3,54,48,0.8888888888888888,safe,0.0,False,False,0.00016611099999863654,3.356700108270161e-05
1755022180,3,70,55,0.7857142857142857,safe,0.0,False,False,8.225500278058462e-05,3.210499926353805e-05
1755022181,3,460,430,0.9347826086956522,safe,0.0,False,False,0.00023796000095899217,3.478399958112277e-05
1755022182,3,2008,2004,0.99800796812749,safe,0.0,False,False,0.12351373500132468,5.757499820902012e-05
1755022183,3,800,620,0.775,safe,0.0,,False,0.00015705000259913504,3.595000089262612e-05
1755022184,3,16,14,0.875,safe,0.0,False,False,0.00011089599865954369,2.8915001166751608e-05
1755022185,3,412,406,0.9854368932038835,safe,0.0,False,False,0.0030737830020370893,3.568099782569334e-05
1755022186,3,70,55,0.7857142857142857,safe,0.0,False,False,0.0001705189970380161,6.438399941544048e-05
1755022187,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.0023830280006222893,4.7184999857563525e-05
1755022188,3,160,140,0.875,safe,0.0,False,False,0.00016201000107685104,2.9236998670967296e-05
1755022189,3,2008,2004,0.99800796812749,safe,0.0,False,False,0.06714971999826957,6.73100003041327e-05
1755022190,3,620,510,0.8225806451612904,safe,0.0,False,False,0.00019698100004461594,3.120199835393578e-05
1755022191,3,2050,2025,0.9878048780487805,safe,0.0,False,False,0.003965422998589929,4.0937000449048355e-05
1755022192,3,2030,2015,0.9926108374384236,safe,0.0,False,False,0.006123667000792921,3.7672998587368056e-05
1755022193,3,414,408,0.9855072463768116,safe,0.0,False,False,0.001344268999673659,5.1143000746378675e-05
1755022194,3,700,550,0.7857142857142857,safe,0.0,False,False,7.206000009318814e-05,2.698699972825125e-05
1755022195,3,510,455,0.8921568627450981,safe,0.0,False,False,0.00030475699895760044,2.844399932655506e-05
1755022196,3,112,106,0.9464285714285714,safe,0.0,False,False,0.00034230699748150073,2.643300103954971e-05
1755022197,3,260,230,0.8846153846153846,safe,0.0,False,False,9.924199912347831e-05,2.446899816277437e-05
1755022198,3,400,302,0.755,safe,0.0,,False,0.00034473900086595677,3.7868001527385786e-05
1755022199,3,2402,2201,0.9163197335553706,safe,0.0,False,False,0.008758766001847107,5.153299935045652e-05
1755022200,3,2440,2220,0.9098360655737705,safe,0.0,False,False,0.00036081600046600215,3.0073999369051307e-05
1755022201,3,400,300,0.75,safe,0.0,False,False,7.952699888846837e-05,2.9603997973026708e-05
1755022202,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.0071173769974848256,3.1075000151759014e-05
