seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our
1755019037,3,260,240,0.9230769230769231,safe,0.0,False,False,0.0002130819993908517,3.9647999074077234e-05
1755019038,3,400,350,0.875,safe,0.0,False,False,4.6209999709390104e-05,2.869099989766255e-05
1755019039,3,2500,2250,0.9,safe,0.0,False,False,0.00017322699932265095,2.4311000743182376e-05
1755019040,3,550,500,0.9090909090909091,safe,0.0,False,False,6.0305999795673415e-05,2.4143002519849688e-05
1755019041,3,424,412,0.9716981132075472,safe,0.0,False,False,0.00065659699976095,2.4428998585790396e-05
1755019042,3,4000,4000,1.0,safe,0.0,,False,4.8958001571008936e-05,2.2103002265794203e-05
1755019043,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.002871868997317506,3.0125000193947926e-05
1755019044,3,120,110,0.9166666666666666,safe,0.0,False,False,8.72410018928349e-05,2.1579999156529084e-05
1755019045,3,412,406,0.9854368932038835,safe,0.0,False,False,0.0017725979996612296,2.3942000552779064e-05
1755019046,3,122,111,0.9098360655737705,safe,0.0,False,False,0.00030912900183466263,2.6773999707074836e-05
1755019047,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0010118659993167967,2.5110002752626315e-05
1755019048,3,112,106,0.9464285714285714,safe,0.0,False,False,0.00027462000070954673,2.237400258309208e-05
1755019049,3,2240,2120,0.9464285714285714,safe,0.0,False,False,0.0003412549995118752,2.345000029890798e-05
1755019050,3,406,403,0.9926108374384236,safe,0.0,False,False,0.0034117950017389376,2.24960022023879e-05
1755019051,3,302,251,0.8311258278145696,safe,0.0,False,False,0.000469110000267392,2.479100294294767e-05
1755019052,3,604,502,0.8311258278145696,safe,0.0,False,False,0.0004720369979622774,2.461300027789548e-05
1755019053,3,2500,2250,0.9,safe,0.0,False,False,9.689899889053777e-05,1.6897000023163855e-05
1755019054,3,70,65,0.9285714285714286,safe,0.0,False,False,8.248000085586682e-05,2.2557000193046406e-05
1755019055,3,604,502,0.8311258278145696,safe,0.0,False,False,0.000874622000992531,3.302900222479366e-05
1755019056,3,2080,2040,0.9807692307692307,safe,0.0,False,False,0.0007587959989905357,3.518399898894131e-05
1755019057,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.001383493003231706,3.717700019478798e-05
1755019058,3,108,104,0.9629629629629629,safe,0.0,False,False,0.00021284600006765686,2.6895999326370656e-05
1755019059,3,62,51,0.8225806451612904,safe,0.0,False,False,0.0001108860014937818,2.0968996977899224e-05
1755019060,3,242,221,0.9132231404958677,safe,0.0,False,False,0.000320786999509437,1.4637000276707113e-05
1755019061,3,320,310,0.96875,safe,0.0,,False,0.00019523299852153286,5.918600072618574e-05
1755019062,3,54,48,0.8888888888888888,safe,0.0,False,False,5.739799962611869e-05,1.4862001989968121e-05
1755019063,3,320,260,0.8125,safe,0.0,False,False,0.00013326099724508822,2.5360997824463993e-05
1755019064,3,64,52,0.8125,safe,0.0,False,False,9.340000178781338e-05,2.5901001208694652e-05
1755019065,3,640,520,0.8125,safe,0.0,False,False,0.0001012619977700524,2.4860000849002972e-05
1755019066,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0016492470022058114,4.240099951857701e-05
1755019067,3,450,425,0.9444444444444444,safe,0.0,False,False,0.0003753710007003974,2.8022997867083177e-05
1755019068,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.0019324860004417133,4.838699896936305e-05
1755019069,3,424,412,0.9716981132075472,safe,0.0,False,False,0.00050514200120233,1.688699921942316e-05
1755019070,3,180,150,0.8333333333333334,safe,0.0,False,False,6.074499833630398e-05,2.322200089110993e-05
1755019071,3,46,43,0.9347826086956522,safe,0.0,False,False,0.0001972539976122789,2.3489999875891954e-05
1755019072,3,2500,2250,0.9,safe,0.0,False,False,0.0001664949995756615,2.548200063756667e-05
1755019073,3,2024,2012,0.9940711462450593,safe,0.0,False,False,0.012725352000416024,4.2259001929778606e-05
1755019074,3,444,422,0.9504504504504504,safe,0.0,False,False,0.00042297599793528207,2.3370997951133177e-05
1755019075,3,700,650,0.9285714285714286,safe,0.0,False,False,3.853100133710541e-05,1.442500069970265e-05
1755019076,3,412,406,0.9854368932038835,safe,0.0,False,False,0.001779672002157895,2.6312001864425838e-05
1755019077,3,400,350,0.875,safe,0.0,,False,8.997099939733744e-05,2.492299972800538e-05
