seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,adjust,inserted,run_time_our,run_time_G
1755025037,3,133.96008564515503,117.99045092593111,0.8807881120535735,safe,0.0,False,False,3.733099947567098e-05,0.00012136399891460314
1755025038,3,1219.8193692077853,1174.7612704335136,0.9630616631349814,safe,0.0,False,False,3.3144002372864634e-05,0.008617966999736382
1755025039,3,128.11134205709186,118.79034109072109,0.9272429683687418,safe,0.0,False,False,2.7449001208879054e-05,8.049999814829789e-05
1755025040,3,19.45987450048752,18.459874500487413,0.9486122071355058,safe,0.0,,False,2.490399856469594e-05,4.7950001317076385e-05
1755025041,3,36.99877359756909,25.998773597568874,0.7026928481563793,safe,0.0,False,False,2.4707998818485066e-05,8.976300159702078e-05
1755025042,3,30.950220089693445,28.673724350255817,0.9264465411606003,safe,0.0,False,False,3.8748999941162765e-05,9.168599717668258e-05
1755025043,3,386.85485997956835,332.51419945435964,0.8595321756379675,safe,0.0,False,False,2.6360001356806606e-05,0.00017342399951303378
1755025044,3,17.86135095459484,12.856297238370102,0.7197830259901373,safe,0.0,False,False,0.00021295099941198714,3.9915001252666116e-05
1755025045,3,2156.382472951015,2136.3824729510097,0.9907252074940883,safe,0.0,,False,0.00010003499846789055,0.00023669899746892042
1755025046,3,73.57818638975857,67.88712653421543,0.9226528930001557,safe,0.0,False,False,7.933999950182624e-05,0.0003371359998709522
1755025047,3,1473.5744623966825,1447.4647602305567,0.9822813825616522,safe,0.0,False,False,5.995199899189174e-05,0.002080325000861194
1755025048,3,175.46629602577502,155.95506136769868,0.8888035189663418,safe,0.0,False,False,5.305599916027859e-05,6.887700146762654e-05
1755025049,3,1287.8123223080074,1233.0769878801377,0.9574974291830245,safe,0.0,False,False,3.6020999687025324e-05,0.0007831240000086837
1755025050,3,15.870870089420512,12.87087008942051,0.8109744467003233,safe,0.0,False,False,7.455200102413073e-05,0.00011954000001423992
1755025051,3,17.615619407999496,11.615619407999489,0.6593931861813883,safe,0.0,False,False,5.7462999393465e-05,8.513499778928235e-05
1755025052,3,155.9304422826611,136.59484643106362,0.8759985826465682,safe,0.0,False,False,4.9488997319713235e-05,0.00017670799934421666
1755025053,3,23.04773513561299,18.04773513561298,0.7830589439448179,safe,0.0,,False,5.0484002713346854e-05,2.990199936903082e-05
1755025054,3,78.99004578700232,67.9900457870015,0.8607419467807064,safe,0.0,False,False,7.449300028383732e-05,0.0004476239992072806
