seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our
1755018037,3,602,501,0.8322259136212624,safe,0.0,False,False,0.0013921429999754764,4.170900137978606e-05
1755018038,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.009581000998878153,3.14860008074902e-05
1755018039,3,800,600,0.75,safe,0.0,False,False,4.186499791103415e-05,2.1910000214120373e-05
1755018040,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00015052800154080614,2.391599991824478e-05
1755018041,3,70,65,0.9285714285714286,safe,0.0,,False,4.312899909564294e-05,2.1251998987281695e-05
1755018042,3,70,55,0.7857142857142857,safe,0.0,False,False,5.9130001318408176e-05,2.4855002266122028e-05
1755018043,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.0031635509985790122,4.203500066068955e-05
1755018044,3,222,211,0.9504504504504504,safe,0.0,False,False,0.00038164000216056593,1.5806999726919457e-05
1755018045,3,800,601,0.75125,safe,0.0,,False,0.0010508269988349639,2.9380000341916457e-05
1755018046,3,400,301,0.7525,safe,0.0,,False,0.00034327600224060006,2.415999915683642e-05
1755018047,3,144,132,0.9166666666666666,safe,0.0,False,False,0.00035772399860434234,2.709299951675348e-05
1755018048,3,610,505,0.8278688524590164,safe,0.0,False,False,0.0002585420006653294,2.345300163142383e-05
1755018049,3,17,16,0.9411764705882353,safe,0.0,,False,9.457499982090667e-05,2.5543999072397128e-05
1755018050,3,510,455,0.8921568627450981,safe,0.0,False,False,0.0002903259992308449,2.598200080683455e-05
1755018051,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0014208200009306893,2.7311998564982787e-05
1755018052,3,310,255,0.8225806451612904,safe,0.0,False,False,0.00018355799693381414,2.478299938957207e-05
1755018053,3,550,500,0.9090909090909091,safe,0.0,False,False,4.269599958206527e-05,1.7153997760033235e-05
1755018054,3,406,404,0.9950738916256158,safe,0.0,False,False,0.0014979949992266484,3.627399928518571e-05
1755018055,3,2300,2150,0.9347826086956522,safe,0.0,False,False,0.00023705000057816505,3.398800254217349e-05
1755018056,3,2022,2011,0.9945598417408507,safe,0.0,False,False,0.02306945599775645,4.4768999941879883e-05
1755018057,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0015032869996502995,2.376700285822153e-05
1755018058,3,2140,2080,0.9719626168224299,safe,0.0,False,False,0.0005135169994900934,2.54259975918103e-05
1755018059,3,40,35,0.875,safe,0.0,,False,4.8121000872924924e-05,2.5023000489454716e-05
1755018060,3,2500,2250,0.9,safe,0.0,False,False,0.00015229899872792885,2.681700061657466e-05
1755018061,3,2020,2010,0.995049504950495,safe,0.0,False,False,0.008214519002649467,4.642800195142627e-05
1755018062,3,2202,2101,0.9541326067211626,safe,0.0,False,False,0.004391657999804011,3.6368997825775295e-05
1755018063,3,242,221,0.9132231404958677,safe,0.0,False,False,0.0003007359991897829,1.9326002075104043e-05
1755018064,3,620,510,0.8225806451612904,safe,0.0,False,False,0.00012777400115737692,2.4535998818464577e-05
1755018065,3,230,215,0.9347826086956522,safe,0.0,False,False,0.0001664119990891777,2.4722001398913562e-05
1755018066,3,230,215,0.9347826086956522,safe,0.0,False,False,9.407999823451973e-05,1.3269000191939995e-05
1755018067,3,124,112,0.9032258064516129,safe,0.0,False,False,0.00016830399908940308,2.345000029890798e-05
1755018068,3,160,140,0.875,safe,0.0,False,False,0.00010346599810873158,2.230400059488602e-05
1755018069,3,114,108,0.9473684210526315,safe,0.0,False,False,0.00018615799854160286,2.1477000700542703e-05
1755018070,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0006192559994815383,2.3615997633896768e-05
1755018071,3,80,62,0.775,safe,0.0,,False,9.364499783259816e-05,2.4221997591666877e-05
1755018072,3,112,106,0.9464285714285714,safe,0.0,False,False,0.00034497000160627067,2.2564996470464393e-05
1755018073,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.0143696289997024,2.988699998240918e-05
1755018074,3,600,500,0.8333333333333334,safe,0.0,False,False,5.538699770113453e-05,2.075800148304552e-05
1755018075,3,160,155,0.96875,safe,0.0,False,False,9.031899753608741e-05,2.638400110299699e-05
1755018076,3,224,212,0.9464285714285714,safe,0.0,False,False,0.0003594330009946134,2.4567998480051756e-05
1755018077,3,2012,2006,0.9970178926441352,safe,0.0,False,False,0.0400801979994867,4.243199873599224e-05
1755018078,3,18,15,0.8333333333333334,safe,0.0,False,False,7.117600034689531e-05,2.2405001800507307e-05
1755018079,3,302,251,0.8311258278145696,safe,0.0,False,False,0.0005998939996061381,2.473199856467545e-05
1755018080,3,80,80,1.0,safe,0.0,,False,4.828700184589252e-05,2.3386997781926766e-05
1755018081,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.09743687100126408,4.218100002617575e-05
1755018082,3,2420,2210,0.9132231404958677,safe,0.0,False,False,0.0007310760011023376,2.5257999368477613e-05
