seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our
1755025010,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.0015661109991924604,5.9518000853131525e-05
1755025011,3,214,208,0.9719626168224299,safe,0.0,False,False,0.0006011269997543423,3.2943999030976556e-05
1755025012,3,106,103,0.9716981132075472,safe,0.0,False,False,0.0006379149999702349,3.463000030023977e-05
1755025013,3,460,440,0.9565217391304348,safe,0.0,False,False,0.00017628599925956223,3.4417998904245906e-05
1755025014,3,106,103,0.9716981132075472,safe,0.0,False,False,0.0005272630005492829,3.952399856643751e-05
1755025015,3,340,280,0.8235294117647058,safe,0.0,False,False,9.507300092082005e-05,2.9991000701556914e-05
1755025016,3,20,20,1.0,safe,0.0,,False,4.800199894816615e-05,2.5064999135793187e-05
1755025017,3,620,610,0.9838709677419355,safe,0.0,False,False,0.00015046299995447043,2.5767998522496782e-05
1755025018,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.10198482000123477,5.17230000696145e-05
1755025019,3,2020,2010,0.995049504950495,safe,0.0,False,False,0.008429564999460126,3.3508000342408195e-05
1755025020,3,242,221,0.9132231404958677,safe,0.0,False,False,0.0005739250009355601,2.7584001145442016e-05
1755025021,3,2300,2150,0.9347826086956522,safe,0.0,False,False,0.00019509500089043286,2.6454001272213645e-05
1755025022,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00015693299974373076,2.7228001272305846e-05
1755025023,3,106,104,0.9811320754716981,safe,0.0,False,False,0.00029161600104998797,2.6310999601264484e-05
1755025024,3,2060,2030,0.9854368932038835,safe,0.0,False,False,0.0015242420013237279,3.486500099825207e-05
1755025025,3,620,510,0.8225806451612904,safe,0.0,False,False,0.00019474500004434958,3.07890004478395e-05
1755025026,3,440,420,0.9545454545454546,safe,0.0,False,False,0.00021168900093471166,2.4990000383695588e-05
1755025027,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.007226738000099431,3.5277000279165804e-05
1755025028,3,54,48,0.8888888888888888,safe,0.0,False,False,8.012599937501363e-05,2.5069000912480988e-05
1755025029,3,4000,3100,0.775,safe,0.0,,False,9.354500070912763e-05,2.7375999707146548e-05
1755025030,3,26,23,0.8846153846153846,safe,0.0,False,False,0.00013824000052409247,2.5207998987752944e-05
1755025031,3,26,23,0.8846153846153846,safe,0.0,False,False,0.00013936000141256955,2.605900044727605e-05
1755025032,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0012738730001728982,3.556099909474142e-05
1755025033,3,2030,2015,0.9926108374384236,safe,0.0,False,False,0.004738638001072104,3.227299930586014e-05
1755025034,3,2200,2100,0.9545454545454546,safe,0.0,False,False,0.0002683990005607484,2.8381999072735198e-05
1755025035,3,2500,2250,0.9,safe,0.0,False,False,0.00020591199972841423,2.8345000828267075e-05
1755025036,3,444,422,0.9504504504504504,safe,0.0,False,False,0.0007195880007202504,2.8479000320658088e-05
1755025037,3,2220,2110,0.9504504504504504,safe,0.0,False,False,0.0008128620011120802,3.207100053259637e-05
1755025038,3,502,451,0.898406374501992,safe,0.0,False,False,0.0012137419998907717,3.7101999623700976e-05
1755025039,3,222,211,0.9504504504504504,safe,0.0,False,False,0.0006280160014284775,3.1305000447900966e-05
1755025040,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.001245547999133123,3.330199979245663e-05
1755025041,3,70,55,0.7857142857142857,safe,0.0,False,False,8.194199835998006e-05,3.0220999178709462e-05
1755025042,3,80,62,0.775,safe,0.0,,False,0.00011294700016151182,3.138399915769696e-05
1755025043,3,60,50,0.8333333333333334,safe,0.0,False,False,7.690900019952096e-05,2.428399966447614e-05
1755025044,3,414,408,0.9855072463768116,safe,0.0,False,False,0.0016083490008895751,3.572799869289156e-05
1755025045,3,2220,2110,0.9504504504504504,safe,0.0,False,False,0.0031974829998944188,5.476099977386184e-05
1755025046,3,70,55,0.7857142857142857,safe,0.0,False,False,0.00010262700016028248,3.275499875599053e-05
1755025047,3,430,415,0.9651162790697675,safe,0.0,False,False,0.0004959100006090011,3.117699998256285e-05
1755025048,3,260,230,0.8846153846153846,safe,0.0,False,False,0.0001275689992326079,2.412000139884185e-05
1755025049,3,34,32,0.9411764705882353,safe,0.0,,False,7.999899935384747e-05,2.9462000384228304e-05
1755025050,3,440,420,0.9545454545454546,safe,0.0,False,False,0.0002539369997975882,2.76100017799763e-05
1755025051,3,430,415,0.9651162790697675,safe,0.0,False,False,0.00034569300078146625,2.4705001123948023e-05
1755025052,3,420,410,0.9761904761904762,safe,0.0,False,False,0.00046093699893390294,2.560500070103444e-05
1755025053,3,32,26,0.8125,safe,0.0,False,False,9.626300015952438e-05,2.2756999896955676e-05
1755025054,3,422,411,0.9739336492890995,safe,0.0,False,False,0.0017089280008804053,3.634799941210076e-05
1755025055,3,800,602,0.7525,safe,0.0,,False,0.0005334649995347718,2.6274999981978908e-05
1755025056,3,224,212,0.9464285714285714,safe,0.0,False,False,0.00039897799979371484,2.845599919965025e-05
1755025057,3,124,112,0.9032258064516129,safe,0.0,False,False,0.00017297199883614667,2.728000072238501e-05
1755025058,3,4,4,1.0,safe,0.0,,False,5.693300045095384e-05,2.6280999009031802e-05
1755025059,3,144,132,0.9166666666666666,safe,0.0,False,False,0.0004031270000268705,2.7300999136059545e-05
1755025060,3,800,700,0.875,safe,0.0,,False,9.575799958838616e-05,2.7642998247756623e-05
1755025061,3,320,260,0.8125,safe,0.0,False,False,0.00014284500139183365,2.7887999749509618e-05
