seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our
1755020010,3,112,106,0.9464285714285714,safe,0.0,False,False,0.0005414869992819149,4.103399987798184e-05
1755020011,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.004370513999674586,4.2921999920508824e-05
1755020012,3,304,302,0.993421052631579,safe,0.0,,False,0.00048148400128411595,7.87210010457784e-05
1755020013,3,340,280,0.8235294117647058,safe,0.0,False,False,0.00010981900049955584,3.0672001230414025e-05
1755020014,3,304,302,0.993421052631579,safe,0.0,False,False,0.00038532799953827634,3.720499989867676e-05
1755020015,3,408,404,0.9901960784313726,safe,0.0,False,False,0.002716476999921724,3.5971999750472605e-05
1755020016,3,320,260,0.8125,safe,0.0,False,False,0.00010222199853160419,2.835200029949192e-05
1755020017,3,280,240,0.8571428571428571,safe,0.0,False,False,7.73880001361249e-05,2.836400017258711e-05
1755020018,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0013676090002263663,2.959500125143677e-05
1755020019,3,60,50,0.8333333333333334,safe,0.0,False,False,0.00011141499999212101,2.6880999939749017e-05
1755020020,3,2012,2006,0.9970178926441352,safe,0.0,False,False,0.04264246100137825,5.038400013290811e-05
1755020021,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.00689474599857931,3.417799962335266e-05
1755020022,3,16,14,0.875,safe,0.0,False,False,9.294799929193687e-05,2.5691000701044686e-05
1755020023,3,7,6,0.8571428571428571,safe,0.0,False,False,5.3555999329546466e-05,2.6916000933852047e-05
1755020024,3,230,215,0.9347826086956522,safe,0.0,False,False,0.00015199299923551735,2.410100023553241e-05
1755020025,3,412,406,0.9854368932038835,safe,0.0,False,False,0.0022145980001369026,3.0642000638181344e-05
1755020026,3,280,240,0.8571428571428571,safe,0.0,False,False,0.00011167999946337659,2.575699909357354e-05
1755020027,3,442,421,0.9524886877828054,safe,0.0,False,False,0.001923821999298525,3.608800034271553e-05
1755020028,3,280,240,0.8571428571428571,safe,0.0,False,False,8.159199933288619e-05,2.95429999823682e-05
1755020029,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.0017163219999929424,3.216900040570181e-05
1755020030,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.10804260599979898,5.1540999265853316e-05
1755020031,3,4000,3001,0.75025,safe,0.0,,False,0.008298789000036777,4.399899989948608e-05
1755020032,3,610,605,0.9918032786885246,safe,0.0,False,False,0.0003331729985802667,3.407199983485043e-05
1755020033,3,340,280,0.8235294117647058,safe,0.0,False,False,6.790599945816211e-05,2.5937999453162774e-05
1755020034,3,122,111,0.9098360655737705,safe,0.0,False,False,0.00034758099900500383,2.9192999136284925e-05
1755020035,3,112,106,0.9464285714285714,safe,0.0,False,False,0.0003577430015866412,2.611499985505361e-05
1755020036,3,280,240,0.8571428571428571,safe,0.0,False,False,0.00010568300058366731,2.4139999368344434e-05
1755020037,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.0031211580007948214,3.87720010621706e-05
1755020038,3,70,55,0.7857142857142857,safe,0.0,False,False,9.314099952462129e-05,2.573100027802866e-05
1755020039,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0005794320004497422,2.7381998734199442e-05
1755020040,3,400,305,0.7625,safe,0.0,,False,0.00018466499932401348,2.8014999770675786e-05
1755020041,3,150,135,0.9,safe,0.0,False,False,0.0002036420009972062,2.8800001018680632e-05
1755020042,3,302,251,0.8311258278145696,safe,0.0,False,False,0.0005226800003583776,2.8202000976307318e-05
1755020043,3,104,102,0.9807692307692307,safe,0.0,False,False,0.0009396599998581223,3.4126000173273496e-05
1755020044,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.008410163998632925,3.618800110416487e-05
1755020045,3,52,46,0.8846153846153846,safe,0.0,False,False,0.00020366100034152623,3.4532000427134335e-05
1755020046,3,244,222,0.9098360655737705,safe,0.0,False,False,0.0004400279995024903,3.061600000364706e-05
1755020047,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0021649279988196213,3.697299871419091e-05
1755020048,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.018465425000613322,5.2195000534993596e-05
1755020049,3,4000,3050,0.7625,safe,0.0,,False,0.00017187000048579648,3.0409000828512944e-05
1755020050,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0014797450003243284,3.314700006740168e-05
1755020051,3,212,206,0.9716981132075472,safe,0.0,False,False,0.0007629640003870009,2.909599970735144e-05
1755020052,3,440,420,0.9545454545454546,safe,0.0,False,False,0.00028056100018147845,2.9274999178596772e-05
1755020053,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00019628900008683559,3.24970005749492e-05
1755020054,3,34,28,0.8235294117647058,safe,0.0,False,False,6.340599975374062e-05,1.8942000679089688e-05
1755020055,3,2140,2080,0.9719626168224299,safe,0.0,False,False,0.0005456759990920546,3.362200004630722e-05
1755020056,3,610,505,0.8278688524590164,safe,0.0,False,False,0.002618978000100469,4.73060008516768e-05
1755020057,3,40,32,0.8,safe,0.0,,False,7.548899884568527e-05,2.672300070116762e-05
1755020058,3,502,451,0.898406374501992,safe,0.0,False,False,0.0016923729999689385,3.413499871385284e-05
1755020059,3,430,415,0.9651162790697675,safe,0.0,False,False,0.0005385389995353762,3.445599941187538e-05
1755020060,3,2800,2400,0.8571428571428571,safe,0.0,False,False,8.23560003482271e-05,3.0437000532401726e-05
1755020061,3,224,212,0.9464285714285714,safe,0.0,False,False,0.000492847999339574,3.3182999686687253e-05
1755020062,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.0012970740008313442,3.532700065989047e-05
1755020063,3,2300,2200,0.9565217391304348,safe,0.0,False,False,0.00019425400023465045,3.738799932762049e-05
1755020064,3,152,151,0.993421052631579,safe,0.0,,False,0.00028576400109159295,2.9992001145728864e-05
1755020065,3,412,406,0.9854368932038835,safe,0.0,False,False,0.0022347419999277918,2.9328999517019838e-05
1755020066,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.001906416000565514,4.18700001318939e-05
1755020067,3,34,28,0.8235294117647058,safe,0.0,False,False,7.655599983991124e-05,2.394399962213356e-05
1755020068,3,206,203,0.9854368932038835,safe,0.0,False,False,0.0012248559996805852,2.8434000341803767e-05
1755020069,3,208,204,0.9807692307692307,safe,0.0,False,False,0.0006591619985556463,3.24890006595524e-05
1755020070,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.0017828820000431733,2.9912000172771513e-05
1755020071,3,40,30,0.75,safe,0.0,False,False,7.450299926858861e-05,2.887799928430468e-05
1755020072,3,212,206,0.9716981132075472,safe,0.0,False,False,0.0008274009996966925,3.158599974995013e-05
1755020073,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.0008821450010145782,3.0900999263394624e-05
1755020074,3,130,115,0.8846153846153846,safe,0.0,False,False,0.00010010600090026855,2.8566000764840282e-05
1755020075,3,16,14,0.875,safe,0.0,False,False,0.00010681499952625018,2.5407000066479668e-05
1755020076,3,260,230,0.8846153846153846,safe,0.0,False,False,0.0001528510001662653,2.6960000468534417e-05
1755020077,3,200,160,0.8,safe,0.0,,False,0.00011832899872388225,2.7373998818802647e-05
1755020078,3,2104,2052,0.9752851711026616,safe,0.0,False,False,0.004589741000017966,3.716100036399439e-05
1755020079,3,2300,2150,0.9347826086956522,safe,0.0,False,False,0.0002161070005968213,3.1276000299840234e-05
1755020080,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.007181742999819107,3.626400030043442e-05
1755020081,3,242,221,0.9132231404958677,safe,0.0,False,False,0.0005731450000894256,2.761599898803979e-05
1755020082,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.006876326999190496,2.833399958035443e-05
1755020083,3,244,222,0.9098360655737705,safe,0.0,False,False,0.0003179459999955725,2.583599962235894e-05
1755020084,3,620,510,0.8225806451612904,safe,0.0,False,False,0.00019941600112360902,3.48129997291835e-05
1755020085,3,320,260,0.8125,safe,0.0,False,False,9.277199933421798e-05,2.582399974926375e-05
1755020086,3,80,62,0.775,safe,0.0,,False,8.856299973558635e-05,2.6587000320432708e-05
1755020087,3,214,208,0.9719626168224299,safe,0.0,False,False,0.00043075799840153195,2.7816000510938466e-05
1755020088,3,2030,2015,0.9926108374384236,safe,0.0,False,False,0.0045753920003335224,2.870599928428419e-05
1755020089,3,700,650,0.9285714285714286,safe,0.0,,False,0.00011206999988644384,2.833500002452638e-05
1755020090,3,260,230,0.8846153846153846,safe,0.0,False,False,0.0001452349988539936,2.8516000384115614e-05
1755020091,3,2402,2201,0.9163197335553706,safe,0.0,False,False,0.006092714000260457,3.3846999940578826e-05
1755020092,3,2060,2030,0.9854368932038835,safe,0.0,False,False,0.0015700210005888948,3.707100040628575e-05
1755020093,3,520,460,0.8846153846153846,safe,0.0,False,False,0.0002216039993072627,2.892199881898705e-05
1755020094,3,800,800,1.0,safe,0.0,,False,9.134900028584525e-05,2.909199974965304e-05
1755020095,3,180,150,0.8333333333333334,safe,0.0,False,False,0.0001270080010726815,2.692199996090494e-05
1755020096,3,224,212,0.9464285714285714,safe,0.0,False,False,0.00035978100095235277,2.6470001103007235e-05
1755020097,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0012641240009543253,3.3524000173201784e-05
1755020098,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.009460072000365471,4.229200021654833e-05
1755020099,3,700,550,0.7857142857142857,safe,0.0,False,False,0.00011742999959096778,3.054899934795685e-05
1755020100,3,114,108,0.9473684210526315,safe,0.0,False,False,0.00022490500123240054,2.8391999876475893e-05
1755020101,3,26,23,0.8846153846153846,safe,0.0,False,False,0.00010596899846859742,2.5003999326145276e-05
1755020102,3,2300,2200,0.9565217391304348,safe,0.0,False,False,0.00014814899986959063,2.930899972852785e-05
1755020103,3,406,403,0.9926108374384236,safe,0.0,False,False,0.007711799000389874,2.867299917852506e-05
1755020104,3,502,451,0.898406374501992,safe,0.0,False,False,0.0017040899983840063,4.1257999328081496e-05
1755020105,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.004570118000629009,5.0337001084699295e-05
1755020106,3,304,252,0.8289473684210527,safe,0.0,False,False,0.0005455490008898778,4.2783000026247464e-05
1755020107,3,122,111,0.9098360655737705,safe,0.0,False,False,0.0004723050005850382,3.421700057515409e-05
1755020108,3,106,103,0.9716981132075472,safe,0.0,False,False,0.0005797930007247487,6.385699998645578e-05
1755020109,3,4000,4000,1.0,safe,0.0,,False,6.824499905633274e-05,2.897100057452917e-05
1755020110,3,122,111,0.9098360655737705,safe,0.0,False,False,0.000335407001330168,2.7101999876322225e-05
1755020111,3,502,451,0.898406374501992,safe,0.0,False,False,0.0017012990010698559,3.576000017346814e-05
1755020112,3,112,106,0.9464285714285714,safe,0.0,False,False,0.0004946429999108659,3.242999991925899e-05
1755020113,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.0011556330009625526,3.1859999580774456e-05
1755020114,3,304,252,0.8289473684210527,safe,0.0,False,False,0.0002769619986793259,2.829999903042335e-05
1755020115,3,2060,2030,0.9854368932038835,safe,0.0,False,False,0.0015016469988040626,3.145499977108557e-05
1755020116,3,130,115,0.8846153846153846,safe,0.0,False,False,0.00014277199989010114,2.8201999157317914e-05
1755020117,3,2800,2400,0.8571428571428571,safe,0.0,False,False,0.00011325000014039688,2.9897000786149874e-05
1755020118,3,400,302,0.755,safe,0.0,,False,0.00031441399914911017,2.7070998839917593e-05
1755020119,3,222,211,0.9504504504504504,safe,0.0,False,False,0.0006520650003949413,2.7862999559147283e-05
1755020120,3,412,406,0.9854368932038835,safe,0.0,False,False,0.002213922000009916,3.1920999390422367e-05
1755020121,3,23,22,0.9565217391304348,safe,0.0,False,False,0.0001244669983861968,2.7592999686021358e-05
1755020122,3,302,251,0.8311258278145696,safe,0.0,False,False,0.0004941439983667806,2.4709999706828967e-05
1755020123,3,2300,2200,0.9565217391304348,safe,0.0,False,False,0.00013051600035396405,3.307300175947603e-05
1755020124,3,4,4,1.0,safe,0.0,,False,9.163299910142086e-05,2.828899960150011e-05
1755020125,3,120,110,0.9166666666666666,safe,0.0,False,False,0.00010004499927163124,2.4995000785565935e-05
1755020126,3,2022,2011,0.9945598417408507,safe,0.0,False,False,0.023285126999326167,3.282100078649819e-05
1755020127,3,450,425,0.9444444444444444,safe,0.0,False,False,0.0003139279997412814,2.8788999770767987e-05
1755020128,3,304,252,0.8289473684210527,safe,0.0,False,False,0.00032508099866390694,2.90729985863436e-05
1755020129,3,450,425,0.9444444444444444,safe,0.0,False,False,0.00034418100040056743,2.8249000024516135e-05
1755020130,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.014472963999651256,3.366799865034409e-05
1755020131,3,114,108,0.9473684210526315,safe,0.0,False,False,0.00021810799989907537,2.5588000426068902e-05
1755020132,3,55,50,0.9090909090909091,safe,0.0,False,False,0.00010795600064739119,2.7148998924531043e-05
