seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our
1755018010,3,800,620,0.775,safe,0.0,,False,0.00015536499995505437,4.391800030134618e-05
1755018011,3,62,61,0.9838709677419355,safe,0.0,False,False,0.000189903001228231,2.4575001589255407e-05
1755018012,3,450,425,0.9444444444444444,safe,0.0,False,False,0.00033897200046340004,2.986999970744364e-05
1755018013,3,450,425,0.9444444444444444,safe,0.0,False,False,0.00026105300094059203,2.2223000996746123e-05
1755018014,3,106,103,0.9716981132075472,safe,0.0,False,False,0.0006593750003958121,3.2653999369358644e-05
1755018015,3,2140,2080,0.9719626168224299,safe,0.0,False,False,0.0003930359998776112,2.349399983359035e-05
1755018016,3,700,550,0.7857142857142857,safe,0.0,False,False,5.9635000070557e-05,2.5274001018260606e-05
1755018017,3,2012,2006,0.9970178926441352,safe,0.0,False,False,0.03999963400019624,5.274099930829834e-05
1755018018,3,2440,2220,0.9098360655737705,safe,0.0,False,False,0.000557973000468337,4.102400089323055e-05
1755018019,3,114,108,0.9473684210526315,safe,0.0,False,False,0.0002535760013415711,3.07809987134533e-05
1755018020,3,430,415,0.9651162790697675,safe,0.0,False,False,0.0004509740010689711,2.7927000701311044e-05
1755018021,3,2030,2020,0.9950738916256158,safe,0.0,False,False,0.0028469640001276275,3.651500082924031e-05
1755018022,3,280,240,0.8571428571428571,safe,0.0,False,False,8.453099871985614e-05,2.4128999939421192e-05
1755018023,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0018065180011035409,3.4500000765547156e-05
1755018024,3,2104,2052,0.9752851711026616,safe,0.0,False,False,0.005110026000693324,4.60700011899462e-05
1755018025,3,144,132,0.9166666666666666,safe,0.0,False,False,0.00027069999850937165,2.6583998987916857e-05
1755018026,3,2050,2025,0.9878048780487805,safe,0.0,False,False,0.003341350999107817,3.39599992003059e-05
1755018027,3,2140,2080,0.9719626168224299,safe,0.0,False,False,0.0006681920003757114,3.516300057526678e-05
1755018028,3,80,70,0.875,safe,0.0,False,False,8.601700028521009e-05,3.3895999877131544e-05
1755018029,3,480,440,0.9166666666666666,safe,0.0,False,False,9.891700028674677e-05,2.118199881806504e-05
1755018030,3,2015,2010,0.9975186104218362,safe,0.0,False,False,0.006929949999175733,3.9808001019991934e-05
1755018031,3,2420,2210,0.9132231404958677,safe,0.0,False,False,0.0005454450001707301,3.1225999919115566e-05
1755018032,3,602,501,0.8322259136212624,safe,0.0,False,False,0.001437610000721179,3.9476999518228695e-05
1755018033,3,412,406,0.9854368932038835,safe,0.0,False,False,0.00222122900049726,2.723400029935874e-05
1755018034,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.01732386799994856,4.0961998820421286e-05
1755018035,3,230,215,0.9347826086956522,safe,0.0,False,False,0.00013718199988943525,1.9209999663871713e-05
1755018036,3,350,300,0.8571428571428571,safe,0.0,False,False,4.857199928665068e-05,2.743400000326801e-05
1755018037,3,602,501,0.8322259136212624,safe,0.0,False,False,0.001282589999391348,3.679099972941913e-05
1755018038,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.009009631001390517,3.482899955997709e-05
1755018039,3,800,600,0.75,safe,0.0,False,False,6.917300015629735e-05,2.3322001652559265e-05
1755018040,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00019655700089060701,2.8555999961099587e-05
1755018041,3,70,65,0.9285714285714286,safe,0.0,,False,0.00012572899868246168,2.938399848062545e-05
1755018042,3,70,55,0.7857142857142857,safe,0.0,False,False,8.090099981927779e-05,2.6622001314535737e-05
1755018043,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.0035273659996164497,3.0216999221011065e-05
1755018044,3,222,211,0.9504504504504504,safe,0.0,False,False,0.0005134160001034616,2.063899955828674e-05
1755018045,3,800,601,0.75125,safe,0.0,,False,0.0014129139999567997,4.5925999074825086e-05
