seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our
1755020010,3,112,106,0.9464285714285714,safe,0.0,False,False,0.00041507900095894,3.7662999602616765e-05
1755020011,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.0036984070011385484,3.289499909442384e-05
1755020012,3,304,302,0.993421052631579,safe,0.0,,False,0.0003915289998985827,2.7477000912767835e-05
1755020013,3,340,280,0.8235294117647058,safe,0.0,False,False,8.395099939662032e-05,2.4312001187354326e-05
1755020014,3,304,302,0.993421052631579,safe,0.0,False,False,0.0004955399999744259,5.156999941391405e-05
1755020015,3,408,404,0.9901960784313726,safe,0.0,False,False,0.0014059250006539514,2.4805000066407956e-05
1755020016,3,320,260,0.8125,safe,0.0,False,False,9.267600034945644e-05,2.7070998839917593e-05
1755020017,3,280,240,0.8571428571428571,safe,0.0,False,False,0.00010443800056236796,2.7349999072612263e-05
1755020018,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.001173176999145653,2.5605999326216988e-05
1755020019,3,60,50,0.8333333333333334,safe,0.0,False,False,8.912599878385663e-05,2.858199877664447e-05
1755020020,3,2012,2006,0.9970178926441352,safe,0.0,False,False,0.040943271000287496,4.1907998820533976e-05
1755020021,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.008461765000902233,5.415799932961818e-05
1755020022,3,16,14,0.875,safe,0.0,False,False,0.00015220999921439216,2.8092999855289236e-05
1755020023,3,7,6,0.8571428571428571,safe,0.0,False,False,7.534200085501652e-05,4.0242000977741554e-05
1755020024,3,230,215,0.9347826086956522,safe,0.0,False,False,0.00013450900041789282,2.050200055236928e-05
1755020025,3,412,406,0.9854368932038835,safe,0.0,False,False,0.0018130820008082082,3.69059998774901e-05
1755020026,3,280,240,0.8571428571428571,safe,0.0,False,False,0.00010510199899727013,3.087900040554814e-05
1755020027,3,442,421,0.9524886877828054,safe,0.0,False,False,0.0014612029990530573,3.540199941198807e-05
1755020028,3,280,240,0.8571428571428571,safe,0.0,False,False,9.609399967303034e-05,2.7750998924602754e-05
1755020029,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.002324533999853884,4.987799911759794e-05
1755020030,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.09059729000000516,5.043700002715923e-05
1755020031,3,4000,3001,0.75025,safe,0.0,,False,0.00791283999933512,4.548799915937707e-05
1755020032,3,610,605,0.9918032786885246,safe,0.0,False,False,0.0002340540013392456,2.4970999220386147e-05
1755020033,3,340,280,0.8235294117647058,safe,0.0,False,False,5.830200097989291e-05,2.089000008709263e-05
1755020034,3,122,111,0.9098360655737705,safe,0.0,False,False,0.0004199640006845584,3.10929990519071e-05
1755020035,3,112,106,0.9464285714285714,safe,0.0,False,False,0.00047404399992956314,3.009899955941364e-05
1755020036,3,280,240,0.8571428571428571,safe,0.0,False,False,9.530200077279005e-05,2.8930000553373247e-05
1755020037,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.004140880000704783,4.108800021640491e-05
1755020038,3,70,55,0.7857142857142857,safe,0.0,False,False,8.340800013684202e-05,2.7681000574375503e-05
1755020039,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0008134170002449537,3.128100070171058e-05
1755020040,3,400,305,0.7625,safe,0.0,,False,0.00020753799981321208,2.8500000553322025e-05
1755020041,3,150,135,0.9,safe,0.0,False,False,0.00018972699945152272,2.9537999580497853e-05
1755020042,3,302,251,0.8311258278145696,safe,0.0,False,False,0.0005809200010844506,2.829000004567206e-05
1755020043,3,104,102,0.9807692307692307,safe,0.0,False,False,0.0006909090006956831,2.692900125111919e-05
1755020044,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.0075823899987881305,3.601100070227403e-05
1755020045,3,52,46,0.8846153846153846,safe,0.0,False,False,0.00017205599942826666,2.52820009336574e-05
1755020046,3,244,222,0.9098360655737705,safe,0.0,False,False,0.00033213799906661734,2.315399979124777e-05
1755020047,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.00158803500016802,2.8391999876475893e-05
1755020048,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.014489378001599107,3.312799890409224e-05
1755020049,3,4000,3050,0.7625,safe,0.0,,False,0.00021080800070194528,2.9572000130428933e-05
1755020050,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0015767000004416332,2.7055999453295954e-05
1755020051,3,212,206,0.9716981132075472,safe,0.0,False,False,0.0009353130008094013,2.9580000045825727e-05
1755020052,3,440,420,0.9545454545454546,safe,0.0,False,False,0.0002450760002830066,2.430700078548398e-05
1755020053,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00018512999849917833,3.462699896772392e-05
1755020054,3,34,28,0.8235294117647058,safe,0.0,False,False,6.935900091775693e-05,2.006499926210381e-05
1755020055,3,2140,2080,0.9719626168224299,safe,0.0,False,False,0.0006469010004366282,3.4654000046430156e-05
1755020056,3,610,505,0.8278688524590164,safe,0.0,False,False,0.00042874199971265625,3.38079989887774e-05
1755020057,3,40,32,0.8,safe,0.0,,False,0.00010550399929343257,3.088400080741849e-05
1755020058,3,502,451,0.898406374501992,safe,0.0,False,False,0.0016121610005939147,3.3316999179078266e-05
1755020059,3,430,415,0.9651162790697675,safe,0.0,False,False,0.0004718060008599423,2.5067000024137087e-05
1755020060,3,2800,2400,0.8571428571428571,safe,0.0,False,False,0.00010079499952553306,3.168199873471167e-05
1755020061,3,224,212,0.9464285714285714,safe,0.0,False,False,0.0005436570008896524,3.0639001124654897e-05
1755020062,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.0007216280009743059,2.995999966515228e-05
1755020063,3,2300,2200,0.9565217391304348,safe,0.0,False,False,0.00010488499901839532,2.2801999875809997e-05
1755020064,3,152,151,0.993421052631579,safe,0.0,,False,0.0002557759999035625,2.147000122931786e-05
1755020065,3,412,406,0.9854368932038835,safe,0.0,False,False,0.00271563999922364,3.352399835421238e-05
1755020066,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.0017221760008396814,4.524700125330128e-05
1755020067,3,34,28,0.8235294117647058,safe,0.0,False,False,5.9317000705050305e-05,2.064299951598514e-05
1755020068,3,206,203,0.9854368932038835,safe,0.0,False,False,0.001420735001374851,2.7278998459223658e-05
1755020069,3,208,204,0.9807692307692307,safe,0.0,False,False,0.00047963600081857294,2.3844000679673627e-05
1755020070,3,2110,2055,0.9739336492890995,safe,0.0,False,False,0.0013481269998010248,3.1536999813397415e-05
1755020071,3,40,30,0.75,safe,0.0,False,False,7.81660000939155e-05,2.7750000299420208e-05
1755020072,3,212,206,0.9716981132075472,safe,0.0,False,False,0.0005978210010653129,2.481099909346085e-05
1755020073,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.001294145999054308,3.277300129411742e-05
1755020074,3,130,115,0.8846153846153846,safe,0.0,False,False,0.00013028699868300464,2.750999919953756e-05
1755020075,3,16,14,0.875,safe,0.0,False,False,0.0001405950006301282,2.6314000933780335e-05
1755020076,3,260,230,0.8846153846153846,safe,0.0,False,False,0.0001463429998693755,2.771199979179073e-05
1755020077,3,200,160,0.8,safe,0.0,,False,6.146200030343607e-05,2.0382000002427958e-05
1755020078,3,2104,2052,0.9752851711026616,safe,0.0,False,False,0.00573956299922429,4.802300099981949e-05
1755020079,3,2300,2150,0.9347826086956522,safe,0.0,False,False,0.00029099199855409097,3.595400085032452e-05
