seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,finalpercent
1755016037,8,0.2,3020.6,2741.149703722971,0.9074851697420948,safe,0.6,0.49
1755016038,8,0.2,3203.2,2963.1592516029177,0.92506220392199,safe,0.6,0.49
1755016039,8,0.2,3851.400000000001,3737.623024087709,0.9704582811672918,safe,0.6,0.49
1755016040,8,0.2,2721.4,2596.841450389445,0.9542299736861344,safe,0.6,0.49
1755016041,8,0.2,0.0,2982.9072055226,,,0.6,0.49
1755016042,8,0.2,0.0,5846.26991812212,,,0.6,0.49
1755016043,8,0.2,0.0,990.1242261493916,,,0.6,0.49
1755016044,8,0.2,0.0,911.29697902392,,,0.6,0.49
1755016045,8,0.2,0.0,2699.937716147979,,,0.6,0.49
1755016046,8,0.2,0.0,6098.294181178557,,,0.6,0.49
1755016047,8,0.2,0.0,2252.629509394712,,,0.6,0.49
1755016048,8,0.2,2481.6000000000004,2323.852793966076,0.9364332664273352,safe,0.6,0.49
1755016049,8,0.2,0.0,70.07495157309904,,,0.6,0.49
1755016050,8,0.2,0.0,526.7576003625832,,,0.6,0.49
1755016051,8,0.2,0.0,6358.313717878984,,,0.6,0.49
1755016052,8,0.2,2785.2,2638.728487729328,0.9474107739944448,safe,0.6,0.49
1755016053,8,0.2,948.2,829.963509939791,0.8753042711872928,safe,0.6,0.49
1755016054,8,0.2,0.0,3134.555817186236,,,0.6,0.49
1755016055,8,0.2,2745.6,2579.2602379578293,0.9394158792095824,safe,0.6,0.49
1755016056,8,0.2,0.0,847.1953708362162,,,0.6,0.49
1755016057,8,0.2,2378.2,2264.873309563437,0.9523477039624244,safe,0.1,0.49
1755016058,8,0.2,2912.8,2763.969378996606,0.9489046206387688,safe,0.1,0.49
1755016059,8,0.2,836.8,817.0981283091096,0.9764556982661444,safe,0.1,0.49
1755016060,8,0.2,3392.4,3183.722906774383,0.9384868844400374,safe,0.1,0.49
1755016061,8,0.2,2838.0,2628.238148627214,0.9260881425747758,safe,0.1,0.49
1755016062,8,0.2,0.0,2407.609876620543,,,0.1,0.49
1755016063,8,0.2,2705.9999999999995,2536.7918001092985,0.9374692535511082,safe,0.1,0.49
1755016064,8,0.2,3157.0,2945.7902035524457,0.9330979422085668,safe,0.1,0.49
1755016065,8,0.2,883.2,840.9384681635674,0.9521495336996914,safe,0.1,0.49
1755016066,8,0.2,783.0,770.0339865118067,0.9834405958005192,safe,0.1,0.49
1755016067,8,0.2,624.8,572.1359843691071,0.915710602383334,safe,0.3,0.49
1755016068,8,0.2,2413.4,2329.104279619831,0.9650717989640468,safe,0.3,0.49
1755016069,8,0.2,2844.6,2679.841823105533,0.9420803709152544,safe,0.3,0.49
1755016070,8,0.2,0.0,8055.851234058107,,,0.3,0.49
1755016071,8,0.2,2950.2,2706.467694253032,0.9173844804599796,safe,0.3,0.49
1755016072,8,0.2,2928.2,2784.7191554062592,0.9510003262776652,safe,0.3,0.49
1755016073,8,0.2,0.0,666.4430541002585,,,0.3,0.49
1755016074,8,0.2,2751.6,2522.9472151644777,0.9169018807837178,safe,0.3,0.49
1755016075,8,0.2,0.0,2487.6173161240977,,,0.3,0.49
1755016076,8,0.2,1257.0,1209.323739929746,0.9620713921477692,safe,0.3,0.49
1755016077,8,0.2,0.0,2691.817878032401,,,0.4,0.49
1755016078,8,0.2,3150.4,2794.2602942594094,0.886954130986354,safe,0.4,0.49
1755016079,8,0.2,0.0,489.4476034454198,,,0.4,0.49
1755016080,8,0.2,5159.2,5146.697611191077,0.9975766807239644,safe,0.4,0.49
1755016081,8,0.2,0.0,4552.851400115891,,,0.4,0.49
1755016082,8,0.2,3150.4,2869.745137699556,0.910914530757858,safe,0.4,0.49
1755016083,8,0.2,2767.6000000000004,2624.809676295331,0.9484064446796252,safe,0.4,0.49
1755016084,8,0.2,2600.4,2441.6183595085035,0.938939532190626,safe,0.4,0.49
1755016085,8,0.2,2809.4,2616.0773098695427,0.9311871965079884,safe,0.4,0.49
1755016086,8,0.2,0.0,480.49198492759024,,,0.4,0.49
1755016087,8,0.2,2899.6,2678.4993406579742,0.923747875795963,safe,0.6,0.49
1755016088,8,0.2,0.0,765.7330965931615,,,0.6,0.49
1755016089,8,0.2,0.0,3813.546922770997,,,0.6,0.49
1755016090,8,0.2,0.0,986.9877648059482,,,0.6,0.49
1755016091,8,0.2,2842.4,2693.8955731887027,0.947753860536414,safe,0.6,0.49
1755016092,8,0.2,0.0,2500.0259659485496,,,0.6,0.49
1755016093,8,0.2,3830.0,3767.106612272572,0.9835787499406192,safe,0.6,0.49
1755016094,8,0.2,3225.2,2928.869159916634,0.9081201661653956,safe,0.6,0.49
1755016095,8,0.2,0.0,2756.636694601133,,,0.6,0.49
1755016096,8,0.2,0.0,4409.997743974862,,,0.6,0.49
1755016097,8,0.2,0.0,4728.203278614476,,,0.7,0.49
1755016098,8,0.2,0.0,2929.5321426735422,,,0.7,0.49
1755016099,8,0.2,0.0,2415.555282120178,,,0.7,0.49
1755016100,8,0.2,2695.0,2543.8213231349064,0.9439040160055312,safe,0.7,0.49
1755016101,8,0.2,0.0,525.5783880570289,,,0.7,0.49
1755016102,8,0.2,0.0,1016.9169057501796,,,0.7,0.49
1755016103,8,0.2,5304.2,5251.286208286474,0.9900241710882836,safe,0.7,0.49
1755016104,8,0.2,0.0,1299.1269282788744,,,0.7,0.49
1755016105,8,0.2,2833.6,2670.4002265368035,0.9424055006129318,safe,0.7,0.49
1755016106,8,0.2,0.0,135.91083396816157,,,0.7,0.49
1755016107,8,0.2,3533.2000000000003,3155.650165469542,0.893142240877828,safe,0.4,0.49
1755016108,8,0.2,2708.2,2544.972981760693,0.9397285952886394,safe,0.4,0.49
1755016109,8,0.2,2587.2,2443.6854934997427,0.944529025007631,safe,0.4,0.49
1755016110,8,0.2,0.0,562.4253309367367,,,0.4,0.49
1755016111,8,0.2,2866.5999999999995,2581.8671962766766,0.9006722934056642,safe,0.4,0.49
1755016112,8,0.2,0.0,3170.80695433011,,,0.4,0.49
1755016113,8,0.2,0.0,3991.761255527637,,,0.4,0.49
1755016114,8,0.2,4536.4,4323.054462166127,0.9529702985111824,safe,0.4,0.49
1755016115,8,0.2,0.0,4539.665697831544,,,0.4,0.49
1755016116,8,0.2,2719.2,2495.576581765937,0.9177613201551696,safe,0.4,0.49
1755016117,8,0.2,0.0,733.7347787150557,,,0.7,0.49
1755016118,8,0.2,0.0,1288.6221866658598,,,0.7,0.49
1755016119,8,0.2,3040.4,2718.364874247469,0.8940813295117317,safe,0.7,0.49
1755016120,8,0.2,3985.6,3724.557826500246,0.9345036698364728,safe,0.7,0.49
1755016121,8,0.2,3253.0,3039.5577078149654,0.934386015313546,safe,0.7,0.49
1755016122,8,0.2,0.0,4120.305866352311,,,0.7,0.49
1755016123,8,0.2,0.0,592.908554070666,,,0.7,0.49
1755016124,8,0.2,0.0,825.2918749848805,,,0.7,0.49
1755016125,8,0.2,0.0,2318.630570775194,,,0.7,0.49
1755016126,8,0.2,0.0,930.2336445177014,,,0.7,0.49
1755016127,8,0.2,3311.0,2953.117079310984,0.8919109270042235,safe,0.5,0.49
1755016128,8,0.2,0.0,2713.324748734642,,,0.5,0.49
1755016129,8,0.2,3889.0,3760.827630767267,0.9670423324163708,safe,0.5,0.49
1755016130,8,0.2,0.0,1135.905531117662,,,0.5,0.49
1755016131,8,0.2,3161.4,2818.627753595224,0.8915758061603163,safe,0.5,0.49
1755016132,8,0.2,0.0,3233.7753661267925,,,0.5,0.49
1755016133,8,0.2,1124.4,1010.3928838581248,0.8986062645483144,safe,0.5,0.49
1755016134,8,0.2,0.0,1146.5344381356545,,,0.5,0.49
1755016135,8,0.2,0.0,1079.4406997102174,,,0.5,0.49
1755016136,8,0.2,2481.6,2402.9967218563543,0.9683255649002072,safe,0.5,0.49
