seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,ratios
1751035505,3,0,4.977160016066273,4.977160016066274,1.0000000000000002,exceed,0.0,1.0
1751035506,3,0,4.154757777180735,4.154757777180735,1.0,safe,0.0,1.0
1751035507,3,0,4.672263213668979,4.672263213668979,1.0,safe,0.0,1.0
1751035508,3,0,5.510015224305537,5.510015224305537,1.0,safe,0.0,1.0
1751035509,3,0,5.614804738712853,5.614804738712852,0.9999999999999999,safe,0.0,1.0
1751035510,3,0,4.583675090280103,4.583675090280103,1.0,safe,0.0,1.0
1751035511,3,0,5.139503417478578,5.139503417478578,1.0,safe,0.0,1.0
1751035512,3,0,5.062744136609393,5.062744136609393,1.0,safe,0.0,1.0
1751035513,3,0,4.884931637310231,4.884931637310232,1.0000000000000002,exceed,0.0,1.0
1751035514,3,0,5.443033014571514,5.443033014571514,1.0,safe,0.0,1.0
1751035515,3,0,5.175739923914764,5.175739923914764,1.0,safe,0.0,1.0
1751035516,3,0,4.8250958768455785,4.825095876845577,0.9999999999999997,safe,0.0,1.0
1751035517,3,0,4.809567747202237,4.809567747202237,1.0,safe,0.0,1.0
1751035518,3,0,4.487557659218748,4.487557659218748,1.0,safe,0.0,1.0
1751035519,3,0,4.810004191780141,4.810004191780141,1.0,safe,0.0,1.0
1751035520,3,0,4.717371851046092,4.717371851046091,0.9999999999999998,safe,0.0,1.0
1751035521,3,0,5.761647521164437,5.761647521164437,1.0,safe,0.0,1.0
1751035522,3,0,5.255008128291932,5.255008128291933,1.0000000000000002,exceed,0.0,1.0
1751035523,3,0,5.451358407446252,5.451358407446252,1.0,safe,0.0,1.0
1751035524,3,0,5.3329901622492635,5.3329901622492635,1.0,safe,0.0,1.0
1751035525,3,0,4.530468350776813,4.530468350776813,1.0,safe,0.0,1.0
1751035526,3,0,4.59383111277764,4.59383111277764,1.0,safe,0.0,1.0
1751035527,3,0,4.734524159904129,4.7345241599041294,1.0000000000000002,exceed,0.0,1.0
1751035528,3,0,4.92578065663817,4.92578065663817,1.0,safe,0.0,1.0
1751035529,3,0,4.874281740659668,4.874281740659668,1.0,safe,0.0,1.0
1751035530,3,0,4.7366980182508085,4.736698018250808,0.9999999999999998,safe,0.0,1.0
1751035531,3,0,4.225181363626858,4.225181363626858,1.0,safe,0.0,1.0
1751035532,3,0,4.752654112288772,4.752654112288772,1.0,safe,0.0,1.0
1751035533,3,0,5.17168113521141,5.17168113521141,1.0,safe,0.0,1.0
1751035534,3,0,4.832308633652262,4.8323086336522625,1.0000000000000002,exceed,0.0,1.0
1751035535,3,0,4.306996935164468,4.306996935164468,1.0,safe,0.0,1.0
1751035536,3,0,5.112922938153814,5.112922938153814,1.0,safe,0.0,1.0
1751035537,3,0,4.744862219891921,4.744862219891921,1.0,safe,0.0,1.0
1751035538,3,0,4.997125338813822,4.997125338813822,1.0,safe,0.0,1.0
