seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G,finalpercent
1755017038,8,467.2524216763762,428.8768103649669,0.9178696363440388,safe,0.0,,False,5.571998190134764e-05,0.0048828150029294,0.0
1755025538,8,249.14514026409665,173.75896946125377,0.6974206652277758,safe,0.0,False,False,5.357200279831886e-05,0.0014735339791513,0.0
1755025535,8,357.94141320100806,302.9540133784468,0.8463787709535523,safe,0.0,,False,4.553800681605935e-05,0.0038640609709545,0.0
1755025537,8,2402.8939852708827,2325.616036828699,0.9678396346589248,safe,0.0,,False,5.7586992625147104e-05,0.1930371719645336,0.0
1755025536,8,2679.805872162677,1401.866846843004,0.5231225371230561,safe,0.0,True,False,0.0055012259981594,0.0088160169543698,0.0
1755025540,8,1728.3093824031273,1623.026775728341,0.9390834721221056,safe,0.0,,False,9.588099783286452e-05,0.3569945790222846,0.0
1755017086,8,1310.6598393535037,1071.1611109607682,0.817268583959305,safe,0.0,False,False,0.0003156120073981,1.1343485440011136,0.0
1755025541,8,1818.241636278301,1609.344835006878,0.8851105391585867,safe,0.0,,False,7.980503141880035e-05,0.0871914720046334,0.0
1755025545,8,1277.1681938299375,1098.9447918710591,0.8604542433644335,safe,0.0,False,False,0.0001529069850221,1.0736183560220525,0.0
1755025543,8,1539.4123645118952,1314.102975810899,0.8536393536293079,safe,0.0,False,False,8.277699816972017e-05,0.147396499000024,0.0
1755025544,8,1224.730777024889,1147.7971514249523,0.9371832348438052,safe,0.0,False,False,0.0004656100063584,0.250576363003347,0.0
1755025546,8,810.3325391602178,481.9230538072334,0.5947225743972602,safe,0.0,True,False,0.0012379480176605,0.0022658059606328,0.0
1755025547,8,1437.600628219315,1364.6095845336238,0.9492271759952542,safe,0.0,,False,0.000385224004276,0.2731540499953553,0.0
1755025548,8,1233.2921482091726,1146.797531796566,0.9298668879565942,safe,0.0,False,False,0.0001447349786758,0.6987238610163331,0.0
1755025549,8,189.38147371532085,133.58116419713122,0.7053549725668049,safe,0.0,False,False,0.0001527640270069,0.0108365730266086,0.0
1755017037,8,2530.806411847099,2345.851277991669,0.926918497997466,safe,0.0,,False,0.0001637800014577,0.599377658974845,0.0
1755025534,8,1301.6034668539385,1191.3949354201725,0.9153286432924556,safe,0.0,False,False,5.153304664418101e-05,0.196346364042256,0.0
1755025542,8,432.0518669320357,311.8639110847077,0.721820538120174,safe,0.0,,False,7.290602661669254e-05,0.0055239629582501,0.0
1755025533,8,1677.2604100554258,1544.5664357576527,0.9208864804163664,safe,0.0,False,False,0.0001563780242577,1.3053990990156308,0.0
1755025512,8,1298.3072809050514,1093.123099046,0.8419602316979865,safe,0.0,False,False,0.0008935999940149,0.3849990100134164,0.0
1755025531,8,266.8216727441836,238.4558744010196,0.8936900512936974,safe,0.0,,False,0.0002012199838645,0.0103164699976332,0.0
1755025511,8,708.6770873001999,665.8034226096198,0.939501833121326,safe,0.0,,False,0.0003224000101909,0.0020608410122804,0.0
1755017039,8,1595.8411661890946,1573.9484278395898,0.9862813801189344,safe,0.0,,False,7.288699271157384e-05,0.0246550369774922,0.0
1755025513,8,320.29754779016923,230.93136394339987,0.7209901091552714,safe,0.0,False,False,0.0003675640327855,0.0460102849756367,0.0
1755025514,8,422.4347293585608,400.5457761137648,0.9481838217278372,safe,0.0,,False,8.634797995910048e-05,0.0180932549992576,0.0
1755025515,8,361.3128380198765,288.6593915992375,0.7989181706943881,safe,0.0,False,False,0.0002096809912472,0.0555921969935298,0.0
1755025516,8,1538.6208018275493,1272.6122496524151,0.8271123386222431,safe,0.0,False,False,9.4538030680269e-05,0.281408623966854,0.0
1755025517,8,1239.9052848545966,1223.75235704259,0.9869724502271956,safe,0.0,False,False,0.000198622001335,2.0341977669741027,0.0
1755025518,8,1304.8894022098473,1121.2818924061116,0.8592926653455888,safe,0.0,False,False,0.0007778729777783,0.0607998110353946,0.0
1755025519,8,667.2074311122728,447.70293852574446,0.6710101201651758,safe,0.0,True,False,0.0012476440169848,0.015188236022368,0.0
1755025532,8,1195.6323063031075,1092.595012259896,0.9138219220909124,safe,0.0,False,False,0.0001905300305224,0.0478970139520242,0.0
1755025520,8,474.9841213616719,438.93574577871175,0.9241061459494316,safe,0.0,,False,6.544002098962665e-05,0.0081058730138465,0.0
1755025522,8,390.6081157624412,328.94251692436336,0.8421292432244766,safe,0.0,False,False,0.0002497379900887,0.0581449629971757,0.0
1755025523,8,1418.9664035700152,1107.5588035032704,0.7805391309595024,safe,0.0,False,False,0.0002131820074282,0.3914224489708431,0.0
