seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G,finalpercent
1755020038,5,1363.9933717245167,1319.8413713465898,0.967630340958252,safe,0.0,False,False,3.664300311356783e-05,0.0628980660112574,0.0
1755020194,5,139.3582196034138,134.55916962868037,0.96556320833898,safe,0.0,False,False,0.0001359080197289,0.0129052340053021,0.0
1755020195,5,1544.3246854320682,1430.9071204328618,0.9265584717584988,safe,0.0,False,False,5.180196603760123e-05,0.0823265140061266,0.0
1755020196,5,1417.510419166941,1341.0864006303743,0.946085744765474,safe,0.0,False,False,0.0001706649782136,0.0556546099833212,0.0
1755020197,5,211.3711167740624,149.80133921025876,0.7087124366683627,safe,0.0,False,False,5.745800444856286e-05,0.00034481898183,0.0
1755020198,5,295.7375300839318,238.8146282025133,0.8075222246386401,safe,0.0,False,False,5.46189839951694e-05,0.0115027129650115,0.0
1755020199,5,250.2265035944016,237.9258450708613,0.9508419038477286,safe,0.0,False,False,6.217503687366843e-05,0.0155690049869008,0.0
1755020200,5,1448.4938150920684,1370.6802538770414,0.946279673130616,safe,0.0,False,False,5.988898919895291e-05,0.0892510049743577,0.0
1755020201,5,1317.4782825658383,1287.478282565835,0.9772292261686644,safe,0.0,False,False,6.271700840443373e-05,0.0212017319863662,0.0
1755020202,5,1258.236821594768,1226.7757206956855,0.9749958828424632,safe,0.0,False,False,0.0004074760363437,1.4050391159835272,0.0
1755020203,5,22.62454784893197,13.447466668417905,0.5943750459991054,safe,0.0,False,False,0.00014611199731,0.0002957439864985,0.0
1755020204,5,159.38823730405676,148.45941847368317,0.9314327141373347,safe,0.0,,False,5.392200546339154e-05,0.0016119870124384,0.0
1755020205,5,391.86404279735626,290.8456705371428,0.7422106617920724,safe,0.0,,False,0.0038435710011981,0.0002547879703342,0.0
1755020206,5,1153.0453541745703,1130.292708771929,0.9802673456683502,safe,0.0,False,False,0.0002332539879716,0.1557821309543214,0.0
1755020207,5,412.968980021389,334.5435140770846,0.8100935669787049,safe,0.0,False,False,0.000257622974459,0.0008676099823787,0.0
1755020208,5,334.63163849821035,296.8286342248728,0.8870309919199713,safe,0.0,False,False,5.413999315351248e-05,0.0014781180070713,0.0
1755020209,5,184.5086477658633,129.5671250625906,0.7022279260699367,safe,0.0,False,False,0.0002240450121462,0.0035354630090296,0.0
1755020210,5,158.87588513382468,116.6936617592494,0.7344957459148426,safe,0.0,False,False,0.0003412880469113,0.0106529100448824,0.0
1755020211,5,2450.6115800077146,2276.517794325424,0.9289590455286502,safe,0.0,,False,6.380502600222826e-05,0.0008474080241285,0.0
1755020212,5,348.6426297355099,262.52038787656903,0.7529784526801108,safe,0.0,False,False,5.6050019338727e-05,0.0544802349759265,0.0
1755020213,5,353.7427993684081,317.9137712329264,0.8987144665574738,safe,0.0,False,False,4.889501724392176e-05,0.0005209969822317,0.0
1755020214,5,1738.6857184732864,1716.6052508027328,0.9873004836722636,safe,0.0,,False,6.267899880185723e-05,0.2348047720151953,0.0
1755020215,5,1358.3966060531236,1324.1493680615786,0.9747884838353272,safe,0.0,False,False,5.464401328936219e-05,0.2395134399994276,0.0
1755020216,5,414.1318222520797,381.5948604656225,0.92143332137695,safe,0.0,False,False,4.7412002459168434e-05,0.0010462829959578,0.0
1755020217,5,1614.183964647089,1396.120764377671,0.8649080866584541,safe,0.0,False,False,5.3356983698904514e-05,0.0421035789768211,0.0
1755020218,5,1143.6473771802816,1104.8819454244426,0.9661036849912452,safe,0.0,False,False,5.402398528531194e-05,0.1077392370207235,0.0
