seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G,finalpercent
1755016037,3,178.82301134132825,127.82301134132824,0.7148018053299986,safe,0.0,False,False,4.1018007323145866e-05,0.0006284120026975,0.0
1755019032,3,153.55113005087193,131.55113005087142,0.8567252485037925,safe,0.0,False,False,2.85289715975523e-05,0.0005199969746172,0.0
1755019033,3,296.09854906973044,243.73132353199605,0.8231425797179369,safe,0.0,False,False,2.699298784136772e-05,0.0002237769658677,0.0
1755019034,3,1470.2897725140454,1445.3121244968725,0.9830117515036076,safe,0.0,False,False,3.1589996069669724e-05,0.0080033700214698,0.0
1755019035,3,39.23984655254644,27.867709800857188,0.7101890616095882,safe,0.0,False,False,3.030803054571152e-05,9.555299766361712e-05,0.0
1755019036,3,1342.5510540819928,1140.9545538032858,0.8498407195273819,safe,0.0,False,False,3.327295416966081e-05,0.0054998659761622,0.0
1755022036,3,134.1485472181308,123.89357994782353,0.9235551373237588,safe,0.0,False,False,3.030704101547599e-05,0.0015585690271109,0.0
1755022035,3,14.071225585392538,9.071225585392538,0.6446649249095584,safe,0.0,,False,0.0001305460464209,3.395602107048035e-05,0.0
1755022034,3,1404.7596636141318,1157.5923670871412,0.8240501183732137,safe,0.0,False,False,3.461999585852027e-05,0.0001832649577409,0.0
1755022033,3,1564.6889218771712,1395.1687455457648,0.891658863329823,safe,0.0,False,False,3.569299587979913e-05,0.0001889769919216,0.0
1755022032,3,459.2659009854825,439.265900985482,0.956452242683193,safe,0.0,,False,3.538199234753847e-05,0.000160928000696,0.0
1755022031,3,322.2921417187842,317.2921417187837,0.984486125000332,safe,0.0,,False,3.460102016106248e-05,0.0005766010144725,0.0
1755022030,3,316.9033088518387,309.33762256407294,0.9761261997699654,safe,0.0,,False,3.495696000754833e-05,0.0001500559737905,0.0
1755022029,3,59.35447506294192,53.354475062940125,0.8989124241493308,safe,0.0,False,False,3.403401933610439e-05,0.0009423649753443,0.0
1755022028,3,1306.5909642236145,1105.5909642236145,0.8461645568477999,safe,0.0,False,False,3.6363955587148666e-05,0.0162384349969215,0.0
