num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,false_percentage
3,0,358,0,0.0,0.0
3,0,106,0,0.0,0.0
3,0,406,0,0.0,0.0
3,0,320,0,0.0,0.0
3,0,289,0,0.0,0.0
3,0,424,0,0.0,0.0
3,0,180,0,0.0,0.0
3,0,510,0,0.0,0.0
3,0,407,0,0.0,0.0
3,0,260,0,0.0,0.0
3,0.02,360.03999999999996,0,0.0,0.0
3,0.02,107.06,0,0.0,0.0
3,0.02,410.06,0,0.0,0.0
3,0.02,323.2,0,0.0,0.0
3,0.02,290.0,0,0.0,0.0
3,0.02,428.24,0,0.0,0.0
3,0.02,181.04000000000002,0,0.0,0.0
3,0.02,515.1,0,0.0,0.0
3,0.02,409.0,0,0.0,0.0
3,0.02,262.6,0,0.0,0.0
3,0.05,363.09999999999997,0,0.0,10.0
3,0.05,108.64999999999999,0,0.0,10.0
3,0.05,416.15000000000003,0,0.0,10.0
3,0.05,328.0,0,0.0,10.0
3,0.05,291.5,0,0.0,10.0
3,0.05,434.6,0,0.0,10.0
3,0.05,182.6,0,0.0,10.0
3,0.05,522.75,0,0.0,10.0
3,0.05,0,0,,10.0
3,0.05,266.5,0,0.0,10.0
3,0.1,368.2,0,0.0,20.0
3,0.1,111.30000000000001,0,0.0,20.0
3,0.1,426.3,0,0.0,20.0
3,0.1,336.0,0,0.0,20.0
3,0.1,0,0,,20.0
3,0.1,445.2,0,0.0,20.0
3,0.1,185.2,0,0.0,20.0
3,0.1,535.5,0,0.0,20.0
3,0.1,0,0,,20.0
3,0.1,273.0,0,0.0,20.0
3,0.2,378.40000000000003,0,0.0,20.0
3,0.2,116.6,0,0.0,20.0
3,0.2,446.6,0,0.0,20.0
3,0.2,352.0,0,0.0,20.0
3,0.2,0,0,,20.0
3,0.2,466.4,0,0.0,20.0
3,0.2,190.4,0,0.0,20.0
3,0.2,561.0,0,0.0,20.0
3,0.2,0,0,,20.0
3,0.2,286.0,0,0.0,20.0
3,0.3,388.59999999999997,0,0.0,30.0
3,0.3,121.9,0,0.0,30.0
3,0.3,466.9,0,0.0,30.0
3,0.3,0,0,,30.0
3,0.3,0,0,,30.0
3,0.3,487.6,0,0.0,30.0
3,0.3,195.6,0,0.0,30.0
3,0.3,586.5,0,0.0,30.0
3,0.3,0,0,,30.0
3,0.3,299.0,0,0.0,30.0
3,0.4,398.79999999999995,0,0.0,30.0
3,0.4,127.19999999999999,0,0.0,30.0
3,0.4,487.2,0,0.0,30.0
3,0.4,0,0,,30.0
3,0.4,0,0,,30.0
3,0.4,508.8,0,0.0,30.0
3,0.4,200.8,0,0.0,30.0
3,0.4,612.0,0,0.0,30.0
3,0.4,0,0,,30.0
3,0.4,312.0,0,0.0,30.0
3,0.5,0,0,,50.0
3,0.5,132.5,0,0.0,50.0
3,0.5,507.5,0,0.0,50.0
3,0.5,0,0,,50.0
3,0.5,0,0,,50.0
3,0.5,530.0,0,0.0,50.0
3,0.5,0,0,,50.0
3,0.5,637.5,0,0.0,50.0
3,0.5,0,0,,50.0
3,0.5,325.0,0,0.0,50.0
5,0,433,0,0.0,0.0
5,0,734,0,0.0,0.0
5,0,400,0,0.0,0.0
5,0,3879,0,0.0,0.0
5,0,174,0,0.0,0.0
5,0,2034,0,0.0,0.0
5,0,2124,0,0.0,0.0
5,0,2604,0,0.0,0.0
5,0,562,0,0.0,0.0
5,0,4185,0,0.0,0.0
5,0.02,436.79999999999995,0,0.0,10.0
5,0.02,738.8,0,0.0,10.0
5,0.02,0,0,,10.0
5,0.02,3899.4,0,0.0,10.0
5,0.02,175.73999999999998,0,0.0,10.0
5,0.02,2054.34,0,0.0,10.0
5,0.02,2145.24,0,0.0,10.0
5,0.02,2630.04,0,0.0,10.0
5,0.02,567.6200000000001,0,0.0,10.0
5,0.02,4207.0,0,0.0,10.0
5,0.05,442.5,0,0.0,10.0
5,0.05,746.0,0,0.0,10.0
5,0.05,0,0,,10.0
5,0.05,3930.0,0,0.0,10.0
5,0.05,178.35,0,0.0,10.0
5,0.05,2084.8500000000004,0,0.0,10.0
5,0.05,2177.1000000000004,0,0.0,10.0
5,0.05,2669.1,0,0.0,10.0
5,0.05,576.05,0,0.0,10.0
5,0.05,4240.0,0,0.0,10.0
5,0.1,0,0,,20.0
5,0.1,758.0,0,0.0,20.0
5,0.1,0,0,,20.0
5,0.1,3981.0,0,0.0,20.0
5,0.1,182.7,0,0.0,20.0
5,0.1,2135.7000000000003,0,0.0,20.0
5,0.1,2230.2000000000003,0,0.0,20.0
5,0.1,2734.2,0,0.0,20.0
5,0.1,590.1,0,0.0,20.0
5,0.1,4295.0,0,0.0,20.0
5,0.2,0,0,,30.0
5,0.2,782.0,0,0.0,30.0
5,0.2,0,0,,30.0
5,0.2,4083.0,0,0.0,30.0
5,0.2,191.4,0,0.0,30.0
5,0.2,2237.3999999999996,0,0.0,30.0
5,0.2,2336.3999999999996,0,0.0,30.0
5,0.2,2864.4,0,0.0,30.0
5,0.2,618.2,0,0.0,30.0
5,0.2,0,0,,30.0
5,0.3,0,0,,50.0
5,0.3,0,0,,50.0
5,0.3,0,0,,50.0
5,0.3,4185.0,0,0.0,50.0
5,0.3,0,0,,50.0
5,0.3,2339.1000000000004,0,0.0,50.0
5,0.3,2442.6000000000004,0,0.0,50.0
5,0.3,2994.6,0,0.0,50.0
5,0.3,646.3,0,0.0,50.0
5,0.3,0,0,,50.0
5,0.4,0,0,,70.0
5,0.4,0,0,,70.0
5,0.4,0,0,,70.0
5,0.4,0,0,,70.0
5,0.4,0,0,,70.0
5,0.4,2440.7999999999997,0,0.0,70.0
5,0.4,2548.7999999999997,0,0.0,70.0
5,0.4,0,0,,70.0
5,0.4,674.4,0,0.0,70.0
5,0.4,0,0,,70.0
5,0.5,0,0,,80.0
5,0.5,0,0,,80.0
5,0.5,0,0,,80.0
5,0.5,0,0,,80.0
5,0.5,0,0,,80.0
5,0.5,2542.5,0,0.0,80.0
5,0.5,2655.0,0,0.0,80.0
5,0.5,0,0,,80.0
5,0.5,0,0,,80.0
5,0.5,0,0,,80.0
