num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,false_percentage,ratios
3,0,5491.141784490066,4518.349047031197,0.8228432672770246,0.0,1.0
3,0,3828.623824631414,2696.009701073721,0.7041720013674283,0.0,1.0
3,0,3465.714276181808,3393.769535487537,0.9792410063377951,0.0,1.0
3,0,2135.5320182411187,1662.7091388183192,0.7785924653041592,0.0,1.0
3,0,4500.4002737103,3870.242263387277,0.8599773415702207,0.0,1.0
3,0,4697.919314106221,3999.265352357806,0.8512843846315965,0.0,1.0
3,0,4175.573904920969,3928.139796858799,0.9407424910452272,0.0,1.0
3,0,4604.58993330703,4383.587623586964,0.9520039106801977,0.0,1.0
3,0,5662.036173028276,4977.265181287985,0.87905923402569,0.0,1.0
3,0,3889.3697984058954,3267.2708698428014,0.8400514837087313,0.0,1.0
3,0,2955.625914742559,2711.81428784058,0.9175093080332477,0.0,1.0
3,0,4479.888091087157,3586.205705331342,0.8005123414725879,0.0,1.0
3,0,5920.193268281897,4702.11369940763,0.7942500331196507,0.0,1.0
3,0,2431.925878384065,1410.9071222553189,0.5801604131096382,0.0,1.0
3,0,2505.4345769106776,2228.3568423789943,0.8894093116279518,0.0,1.0
3,0,4902.573930842716,3859.238286268833,0.7871861476662032,0.0,1.0
3,0,3557.4974263521312,2826.586368164684,0.7945434752044428,0.0,1.0
3,0,4919.058078000555,4577.936692694338,0.9306531088071901,0.0,1.0
3,0,2710.783198969836,2546.1288107642627,0.9392594773834565,0.0,1.0
3,0,4585.847068013936,3902.2587980021717,0.8509352231172819,0.0,1.0
3,0.02,0,5466.895290297747,,0.25,1.0
3,0.02,3866.910062877728,3811.3922315044615,0.9856428439062401,0.25,1.0
3,0.02,3500.371418943626,3448.012232374618,0.9850418197664266,0.25,1.0
3,0.02,0,2087.8949521886047,,0.25,1.0
3,0.02,4545.4042764474025,4492.390221225725,0.9883367788655508,0.25,1.0
3,0.02,0,4691.679063533422,,0.25,1.0
3,0.02,4217.329643970178,4123.420756450157,0.9777326186359917,0.25,1.0
3,0.02,4650.6358326401005,4592.020614953416,0.987396300248818,0.25,1.0
3,0.02,0,5618.248228808005,,0.25,1.0
3,0.02,3928.2634963899545,3850.351443926401,0.9801662865703499,0.25,1.0
3,0.02,2985.1821738899844,2949.782495063145,0.9881415348327937,0.25,1.0
3,0.02,4524.686971998029,4447.473680852897,0.9829351087438795,0.25,1.0
3,0.02,0,5855.391341885421,,0.25,1.0
3,0.02,2456.245137167906,2376.462766447111,0.9675185633903034,0.25,1.0
3,0.02,2530.488922679785,2488.737071033297,0.9835004803726733,0.25,1.0
3,0.02,4951.599670151144,4857.257283941049,0.9809470893257379,0.25,1.0
3,0.02,3593.0724006156524,3499.972718230411,0.9740891159417524,0.25,1.0
3,0.02,4968.24865878056,4889.170497157309,0.9840832923119713,0.25,1.0
3,0.02,2737.8910309595344,2667.570885138989,0.9743159442704699,0.25,1.0
3,0.02,4631.705538694076,4572.437993790475,0.9872039480039331,0.25,1.0
3,0.05,0,5490.707685467205,,0.55,1.0
3,0.05,3924.339420247199,3765.6935434093134,0.9595738645797635,0.55,1.0
3,0.05,0,3441.514924068433,,0.55,1.0
3,0.05,0,2094.121602097703,,0.55,1.0
3,0.05,0,4494.379192022099,,0.55,1.0
3,0.05,0,4665.230857036473,,0.55,1.0
3,0.05,4279.963252543993,4126.227974820697,0.9640802341861426,0.55,1.0
3,0.05,0,4546.888628157182,,0.55,1.0
3,0.05,0,5595.390809202405,,0.55,1.0
3,0.05,3986.604043366043,3836.923233553408,0.962454056589414,0.55,1.0
3,0.05,3029.516562611123,2906.5309204361406,0.9594042020787034,0.55,1.0
3,0.05,0,4403.962418952039,,0.55,1.0
3,0.05,0,5907.0943981694145,,0.55,1.0
3,0.05,2492.7240253436667,2385.528735444773,0.9569967277528385,0.55,1.0
3,0.05,2568.070441333445,2510.569849443792,0.9776094179644867,0.55,1.0
3,0.05,0,4828.183086405529,,0.55,1.0
3,0.05,3646.4348620109345,3504.4990112847427,0.9610754459911243,0.55,1.0
3,0.05,5042.034529950569,4876.152349555956,0.9671001498682241,0.55,1.0
3,0.05,2778.552778944082,2690.296768819301,0.9682366983295814,0.55,1.0
3,0.05,0,4517.0493772386335,,0.55,1.0
3,0.1,0,5582.471787401708,,0.7,1.0
3,0.1,0,3791.602701752479,,0.7,1.0
3,0.1,0,3415.052257405994,,0.7,1.0
3,0.1,0,2131.8396601120244,,0.7,1.0
3,0.1,0,4404.9910444214165,,0.7,1.0
3,0.1,0,4643.509949210904,,0.7,1.0
3,0.1,0,4155.1289772562095,,0.7,1.0
3,0.1,0,4527.384882825819,,0.7,1.0
3,0.1,0,5728.172929534876,,0.7,1.0
3,0.1,4083.83828832619,3834.7725790781597,0.9390118580454092,0.7,1.0
3,0.1,3103.407210479687,2942.171002982727,0.9480454234454014,0.7,1.0
3,0.1,0,4447.030772274068,,0.7,1.0
3,0.1,0,5889.658335540749,,0.7,1.0
3,0.1,2553.5221723032682,2401.7939084370055,0.9405807924787258,0.7,1.0
3,0.1,2630.706305756212,2458.1942576339197,0.9344236763545893,0.7,1.0
3,0.1,0,4925.123345221297,,0.7,1.0
3,0.1,3735.3722976697377,3514.8871014172464,0.9409737025704137,0.7,1.0
3,0.1,0,4921.893714824506,,0.7,1.0
3,0.1,2846.322358918328,2730.3570888534223,0.9592578578805194,0.7,1.0
3,0.1,0,4597.360895858482,,0.7,1.0
3,0.2,0,5500.873918432568,,0.85,1.0
3,0.2,0,3916.6386761116805,,0.85,1.0
3,0.2,0,3474.4617817901926,,0.85,1.0
3,0.2,0,2163.0128194998565,,0.85,1.0
3,0.2,0,4602.309249346583,,0.85,1.0
3,0.2,0,4632.901910388657,,0.85,1.0
3,0.2,0,4255.56504562904,,0.85,1.0
3,0.2,0,4569.9624784002035,,0.85,1.0
3,0.2,0,5654.943267373992,,0.85,1.0
3,0.2,4278.306778246485,3934.4425728601263,0.9196260990131018,0.85,1.0
3,0.2,3251.188506216815,2986.331658491607,0.9185353764573302,0.85,1.0
3,0.2,0,4521.479056264229,,0.85,1.0
3,0.2,0,5957.137135747456,,0.85,1.0
3,0.2,0,2452.919565279987,,0.85,1.0
3,0.2,2755.978034601746,2523.6292294572913,0.9156927949978998,0.85,1.0
3,0.2,0,4973.719617580405,,0.85,1.0
3,0.2,0,3467.0999402481316,,0.85,1.0
3,0.2,0,5178.77179041073,,0.85,1.0
3,0.2,0,2809.3693619955075,,0.85,1.0
3,0.2,0,4710.489556542409,,0.85,1.0
3,0.3,0,5708.862621144246,,0.95,1.0
3,0.3,0,3985.3292800814957,,0.95,1.0
3,0.3,0,3501.938851607494,,0.95,1.0
3,0.3,0,2205.8415943667483,,0.95,1.0
3,0.3,0,4694.155355080731,,0.95,1.0
3,0.3,0,4989.528597745146,,0.95,1.0
3,0.3,0,4186.076844020486,,0.95,1.0
3,0.3,0,4854.536782498205,,0.95,1.0
3,0.3,0,5939.46673379051,,0.95,1.0
3,0.3,0,4002.6190874566682,,0.95,1.0
3,0.3,3398.969801953943,3091.163449253269,0.9094412805539704,0.95,1.0
3,0.3,0,4586.352053713256,,0.95,1.0
3,0.3,0,6175.255673549938,,0.95,1.0
3,0.3,0,2573.9509647538634,,0.95,1.0
3,0.3,0,2623.5967692932204,,0.95,1.0
3,0.3,0,4996.654564800853,,0.95,1.0
3,0.3,0,3657.5917074972876,,0.95,1.0
3,0.3,0,5012.077750508313,,0.95,1.0
3,0.3,0,2786.51004476915,,0.95,1.0
3,0.3,0,4728.464555582942,,0.95,1.0
3,0.4,0,5637.0197680045385,,1.0,1.0
3,0.4,0,4160.60113699832,,1.0,1.0
3,0.4,0,3687.842228268819,,1.0,1.0
3,0.4,0,2246.4416726180775,,1.0,1.0
3,0.4,0,4968.313606346581,,1.0,1.0
3,0.4,0,4887.023078256116,,1.0,1.0
3,0.4,0,4367.036782863802,,1.0,1.0
3,0.4,0,5061.695887341203,,1.0,1.0
3,0.4,0,5985.704038764072,,1.0,1.0
3,0.4,0,4196.801109827043,,1.0,1.0
3,0.4,0,3140.203905699724,,1.0,1.0
3,0.4,0,4785.9869825434425,,1.0,1.0
3,0.4,0,6215.976447046516,,1.0,1.0
3,0.4,0,2550.171240761121,,1.0,1.0
3,0.4,0,2552.151180462235,,1.0,1.0
3,0.4,0,5085.191307090913,,1.0,1.0
3,0.4,0,3678.9075203218226,,1.0,1.0
3,0.4,0,5097.191978621926,,1.0,1.0
3,0.4,0,2940.9349824308947,,1.0,1.0
3,0.4,0,4785.5347162954995,,1.0,1.0
3,0.5,0,5895.481517845503,,1.0,1.0
3,0.5,0,3992.6092979595446,,1.0,1.0
3,0.5,0,3694.0726272535358,,1.0,1.0
3,0.5,0,2377.3053397102035,,1.0,1.0
3,0.5,0,4716.949321153983,,1.0,1.0
3,0.5,0,5030.996624468931,,1.0,1.0
3,0.5,0,4597.297497977678,,1.0,1.0
3,0.5,0,4814.603717152243,,1.0,1.0
3,0.5,0,6101.79693704823,,1.0,1.0
3,0.5,0,4085.6656440961424,,1.0,1.0
3,0.5,0,3244.266890133015,,1.0,1.0
3,0.5,0,4896.6311271089935,,1.0,1.0
3,0.5,0,6388.193688535874,,1.0,1.0
3,0.5,0,2839.5411969407114,,1.0,1.0
3,0.5,0,2758.6286355301427,,1.0,1.0
3,0.5,0,5224.006172953165,,1.0,1.0
3,0.5,0,3733.6994038679236,,1.0,1.0
3,0.5,0,5392.706221825867,,1.0,1.0
3,0.5,0,2910.688568781711,,1.0,1.0
3,0.5,0,4891.11322836869,,1.0,1.0
5,0,9786.668417376593,8149.848147835716,0.83275000237725,0.0,1.0
5,0,7370.634088533243,5619.261435271704,0.762385076748524,0.0,1.0
5,0,8973.842798740818,6725.454828926087,0.7494509297477089,0.0,1.0
5,0,4892.912643389713,3528.914932763382,0.7212299074112674,0.0,1.0
5,0,6384.880639434603,5128.897591187992,0.8032879361143653,0.0,1.0
5,0,9111.83742921952,7340.037405961684,0.8055496449512927,0.0,1.0
5,0,8805.14988460777,7908.338564917921,0.8981492272769189,0.0,1.0
5,0,5990.4536742713935,4762.563301079686,0.795025478877265,0.0,1.0
5,0,6222.991788085922,4416.91318626994,0.7097732628743354,0.0,1.0
5,0,9152.529382035504,6268.740940777683,0.6849189638311249,0.0,1.0
5,0,8422.751287780196,7226.854936963288,0.8580159487135842,0.0,1.0
5,0,8898.490567996685,7437.979312920595,0.8358697754505914,0.0,1.0
5,0,9245.531515922698,7733.481666940871,0.8364561468015368,0.0,1.0
5,0,5412.446037072928,4455.4527519752855,0.8231865447631902,0.0,1.0
5,0,7716.064792797058,5684.319615579135,0.7366863509084896,0.0,1.0
5,0,6417.0734403307315,4982.53303318744,0.7764494328322108,0.0,1.0
5,0,7078.130365011461,5991.965171722614,0.8465463141710462,0.0,1.0
5,0,8143.51448765939,5559.15235590373,0.6826478130944593,0.0,1.0
5,0,8503.55071723922,6708.95839628612,0.7889596498419267,0.0,1.0
5,0,7096.629693300968,5511.162073598513,0.7765886500744016,0.0,1.0
5,0.02,0,8696.769111847576,,0.7,1.0
5,0.02,0,7041.561536574835,,0.7,1.0
5,0.02,0,8688.336816933594,,0.7,1.0
5,0.02,4941.84176982361,4817.480380487653,0.9748350118987327,0.7,1.0
5,0.02,6448.729445828949,6084.781790584662,0.9435628896666322,0.7,1.0
5,0.02,0,8710.186291586557,,0.7,1.0
5,0.02,0,8364.483712990766,,0.7,1.0
5,0.02,6050.358211014109,5582.280013351976,0.9226362834501203,0.7,1.0
5,0.02,6285.221705966781,5846.636152205078,0.9302195571963137,0.7,1.0
5,0.02,0,8670.759123480428,,0.7,1.0
5,0.02,0,8035.365482192714,,0.7,1.0
5,0.02,0,8605.04560312151,,0.7,1.0
5,0.02,0,9099.085991452954,,0.7,1.0
5,0.02,0,5201.662520072345,,0.7,1.0
5,0.02,0,7388.6105311118445,,0.7,1.0
5,0.02,6481.244174734038,6116.557531159517,0.9437320005630729,0.7,1.0
5,0.02,0,6671.975056573432,,0.7,1.0
5,0.02,0,7876.169728817785,,0.7,1.0
5,0.02,0,8066.884742575808,,0.7,1.0
5,0.02,7167.595990233977,6731.988765482573,0.939225477364387,0.7,1.0
5,0.05,0,9324.530758843675,,1.0,1.0
5,0.05,0,6961.729440565754,,1.0,1.0
5,0.05,0,8753.681283168326,,1.0,1.0
5,0.05,0,4791.086379978548,,1.0,1.0
5,0.05,0,6116.494514092412,,1.0,1.0
5,0.05,0,8715.948665362965,,1.0,1.0
5,0.05,0,8389.350456520115,,1.0,1.0
5,0.05,0,5854.402977180651,,1.0,1.0
5,0.05,0,5829.061254804002,,1.0,1.0
5,0.05,0,8906.809709051464,,1.0,1.0
5,0.05,0,8031.899511518359,,1.0,1.0
5,0.05,0,8617.861927221915,,1.0,1.0
5,0.05,0,9157.362158781598,,1.0,1.0
5,0.05,0,5225.004384788192,,1.0,1.0
5,0.05,0,7408.403903377199,,1.0,1.0
5,0.05,0,6116.073932081027,,1.0,1.0
5,0.05,0,6678.909975648214,,1.0,1.0
5,0.05,0,7876.447137729166,,1.0,1.0
5,0.05,0,8043.790782526828,,1.0,1.0
5,0.05,0,6764.745457876904,,1.0,1.0
5,0.1,0,9547.349500145205,,1.0,1.0
5,0.1,0,7159.841441013845,,1.0,1.0
5,0.1,0,8749.144406055193,,1.0,1.0
5,0.1,0,4816.4958020143995,,1.0,1.0
5,0.1,0,6006.457201483516,,1.0,1.0
5,0.1,0,8444.017364875566,,1.0,1.0
5,0.1,0,8392.651930733902,,1.0,1.0
5,0.1,0,5693.101355077537,,1.0,1.0
5,0.1,0,5825.558952220196,,1.0,1.0
5,0.1,0,8948.774664776894,,1.0,1.0
5,0.1,0,8056.94780887872,,1.0,1.0
5,0.1,0,8548.126342113166,,1.0,1.0
5,0.1,0,9250.412487062433,,1.0,1.0
5,0.1,0,5229.351627858692,,1.0,1.0
5,0.1,0,7247.99877817939,,1.0,1.0
5,0.1,0,6114.971393818333,,1.0,1.0
5,0.1,0,6653.4113979392605,,1.0,1.0
5,0.1,0,7868.936711532721,,1.0,1.0
5,0.1,0,8057.747195574274,,1.0,1.0
5,0.1,0,6804.402884091897,,1.0,1.0
5,0.2,0,9645.86527352861,,1.0,1.0
5,0.2,0,7160.482363992707,,1.0,1.0
5,0.2,0,8688.939270023437,,1.0,1.0
5,0.2,0,4777.703632155894,,1.0,1.0
5,0.2,0,6166.677696009692,,1.0,1.0
5,0.2,0,8620.200963084826,,1.0,1.0
5,0.2,0,8376.379505858711,,1.0,1.0
5,0.2,0,5686.4382933916695,,1.0,1.0
5,0.2,0,5945.217713570651,,1.0,1.0
5,0.2,0,8796.348463681861,,1.0,1.0
5,0.2,0,8135.242080586375,,1.0,1.0
5,0.2,0,8529.670203238878,,1.0,1.0
5,0.2,0,9253.27723094563,,1.0,1.0
5,0.2,0,5304.391388719685,,1.0,1.0
5,0.2,0,7494.213870921885,,1.0,1.0
5,0.2,0,6354.660305858056,,1.0,1.0
5,0.2,0,6827.834698004186,,1.0,1.0
5,0.2,0,7810.188806754292,,1.0,1.0
5,0.2,0,8154.940328538324,,1.0,1.0
5,0.2,0,6822.12214873593,,1.0,1.0
5,0.3,0,9351.675323303685,,1.0,1.0
5,0.3,0,7209.028623925065,,1.0,1.0
5,0.3,0,8808.477622458833,,1.0,1.0
5,0.3,0,4794.252928339974,,1.0,1.0
5,0.3,0,6306.2134774935275,,1.0,1.0
5,0.3,0,9099.82083199919,,1.0,1.0
5,0.3,0,8466.204702518617,,1.0,1.0
5,0.3,0,6012.743466672194,,1.0,1.0
5,0.3,0,5907.5476109789715,,1.0,1.0
5,0.3,0,9167.904793585665,,1.0,1.0
5,0.3,0,8152.074026666722,,1.0,1.0
5,0.3,0,8579.902450324538,,1.0,1.0
5,0.3,0,9269.47005247678,,1.0,1.0
5,0.3,0,5464.8053806431435,,1.0,1.0
5,0.3,0,7465.589952055216,,1.0,1.0
5,0.3,0,6421.979914613855,,1.0,1.0
5,0.3,0,6932.073120072691,,1.0,1.0
5,0.3,0,7973.048299086734,,1.0,1.0
5,0.3,0,8226.855343371653,,1.0,1.0
5,0.3,0,6952.115011624633,,1.0,1.0
5,0.4,0,9746.949823805122,,1.0,1.0
5,0.4,0,7333.494155972607,,1.0,1.0
5,0.4,0,8834.438254629093,,1.0,1.0
5,0.4,0,4826.707369312689,,1.0,1.0
5,0.4,0,6302.202939292839,,1.0,1.0
5,0.4,0,9145.96745232974,,1.0,1.0
5,0.4,0,9126.006501943337,,1.0,1.0
5,0.4,0,5700.787746366097,,1.0,1.0
5,0.4,0,5977.31000946226,,1.0,1.0
5,0.4,0,9031.499795971322,,1.0,1.0
5,0.4,0,8318.11027854631,,1.0,1.0
5,0.4,0,8712.346213856457,,1.0,1.0
5,0.4,0,9264.095718493492,,1.0,1.0
5,0.4,0,5302.495419188639,,1.0,1.0
5,0.4,0,7718.2363842785935,,1.0,1.0
5,0.4,0,6536.988436192482,,1.0,1.0
5,0.4,0,7107.114261558851,,1.0,1.0
5,0.4,0,8317.758299613652,,1.0,1.0
5,0.4,0,8594.177813965443,,1.0,1.0
5,0.4,0,6894.295981664637,,1.0,1.0
5,0.5,0,9945.047888953775,,1.0,1.0
5,0.5,0,7599.607064291844,,1.0,1.0
5,0.5,0,9278.712554074218,,1.0,1.0
5,0.5,0,5017.421631032116,,1.0,1.0
5,0.5,0,6493.616216072943,,1.0,1.0
5,0.5,0,9205.783619957168,,1.0,1.0
5,0.5,0,8813.009044356526,,1.0,1.0
5,0.5,0,5982.5985447169205,,1.0,1.0
5,0.5,0,6251.101522944266,,1.0,1.0
5,0.5,0,9070.321858783427,,1.0,1.0
5,0.5,0,8477.994943898719,,1.0,1.0
5,0.5,0,8927.682708221364,,1.0,1.0
5,0.5,0,9423.89514277341,,1.0,1.0
5,0.5,0,5332.753024334745,,1.0,1.0
5,0.5,0,7879.108384401043,,1.0,1.0
5,0.5,0,6631.490984912805,,1.0,1.0
5,0.5,0,7111.276534286186,,1.0,1.0
5,0.5,0,8104.708695254568,,1.0,1.0
5,0.5,0,8651.987411121338,,1.0,1.0
5,0.5,0,7090.904899774298,,1.0,1.0
8,0,11884.24673462428,10361.781554379519,0.8718921599120693,0.0,1.0
8,0,13604.84293856964,10355.195080009375,0.7611403620583127,0.0,1.0
8,0,14762.976734688895,11126.637568493074,0.7536852335713953,0.0,1.0
8,0,12816.77507565609,10745.681161959932,0.8384075634103971,0.0,1.0
8,0,12731.456423490097,11231.044203054138,0.882149208187397,0.0,1.0
8,0,15225.362063990366,13008.478698952364,0.8543953598134016,0.0,1.0
8,0,14018.857100219844,11297.236661183824,0.8058600341255109,0.0,1.0
8,0,15207.102229459033,10589.843573399918,0.6963748525925858,0.0,1.0
8,0,14063.798303558104,11187.999159231933,0.7955176061079743,0.0,1.0
8,0,14865.365821260557,12957.990921877335,0.8716900127237178,0.0,1.0
8,0,14931.068107432511,13740.825814619815,0.9202841830036119,0.0,1.0
8,0,14440.29129353313,12346.318421493981,0.8549909534735699,0.0,1.0
8,0,15844.106569362995,12768.862850502197,0.8059061452661993,0.0,1.0
8,0,15027.530211628553,12331.18169548965,0.8205727436134232,0.0,1.0
8,0,15257.753872366757,11145.09109574693,0.7304542456889247,0.0,1.0
8,0,13236.122489440137,8615.636189669134,0.6509184390324844,0.0,1.0
8,0,12071.731374443152,9412.142525325502,0.7796845567034222,0.0,1.0
8,0,13903.0851732722,11619.527272422889,0.8357517146453719,0.0,1.0
8,0,12356.438168021492,8965.020949617674,0.7255343997770475,0.0,1.0
8,0,14135.838041613055,11313.062983550772,0.8003107385814267,0.0,1.0
8,0.02,0,10523.167051584827,,1.0,1.0
8,0.02,0,11993.185215336924,,1.0,1.0
8,0.02,0,13315.222677312011,,1.0,1.0
8,0.02,0,11724.991229527788,,1.0,1.0
8,0.02,0,11897.56119389592,,1.0,1.0
8,0.02,0,13405.055726306215,,1.0,1.0
8,0.02,0,12612.989244442604,,1.0,1.0
8,0.02,0,13077.225516823815,,1.0,1.0
8,0.02,0,12827.687368514506,,1.0,1.0
8,0.02,0,14074.317093405332,,1.0,1.0
8,0.02,0,13861.710465078917,,1.0,1.0
8,0.02,0,13172.928029922965,,1.0,1.0
8,0.02,0,13332.279301568828,,1.0,1.0
8,0.02,0,13308.234446851677,,1.0,1.0
8,0.02,0,13872.096890273979,,1.0,1.0
8,0.02,0,11726.590670199996,,1.0,1.0
8,0.02,0,11182.505993789322,,1.0,1.0
8,0.02,0,12603.021242774092,,1.0,1.0
8,0.02,0,10940.413403990262,,1.0,1.0
8,0.02,0,12802.202163585886,,1.0,1.0
8,0.05,0,10712.207052077101,,1.0,1.0
8,0.05,0,12107.03309471633,,1.0,1.0
8,0.05,0,13294.167524434602,,1.0,1.0
8,0.05,0,11712.479679818947,,1.0,1.0
8,0.05,0,11850.584901681592,,1.0,1.0
8,0.05,0,13305.116306391912,,1.0,1.0
8,0.05,0,12610.856106257674,,1.0,1.0
8,0.05,0,12869.810568092445,,1.0,1.0
8,0.05,0,12802.89552352375,,1.0,1.0
8,0.05,0,14074.383336103767,,1.0,1.0
8,0.05,0,13780.290952965914,,1.0,1.0
8,0.05,0,12913.206701762709,,1.0,1.0
8,0.05,0,13359.76257209022,,1.0,1.0
8,0.05,0,13322.653117950156,,1.0,1.0
8,0.05,0,13898.38384230382,,1.0,1.0
8,0.05,0,11722.744545854479,,1.0,1.0
8,0.05,0,11095.303764214825,,1.0,1.0
8,0.05,0,12608.938809397965,,1.0,1.0
8,0.05,0,10930.876065731596,,1.0,1.0
8,0.05,0,12866.933324805193,,1.0,1.0
8,0.1,0,10624.162203835025,,1.0,1.0
8,0.1,0,12057.039264273493,,1.0,1.0
8,0.1,0,12845.371193422214,,1.0,1.0
8,0.1,0,11942.28326488209,,1.0,1.0
8,0.1,0,11656.86651473779,,1.0,1.0
8,0.1,0,13302.067172341202,,1.0,1.0
8,0.1,0,12852.083262855795,,1.0,1.0
8,0.1,0,13516.561134374842,,1.0,1.0
8,0.1,0,13045.906094718202,,1.0,1.0
8,0.1,0,13991.123185036648,,1.0,1.0
8,0.1,0,13854.503241867153,,1.0,1.0
8,0.1,0,13344.778372836969,,1.0,1.0
8,0.1,0,13481.692741814904,,1.0,1.0
8,0.1,0,13121.377513876732,,1.0,1.0
8,0.1,0,13771.889208414354,,1.0,1.0
8,0.1,0,11784.697263961567,,1.0,1.0
8,0.1,0,11134.155790766263,,1.0,1.0
8,0.1,0,12596.10183481613,,1.0,1.0
8,0.1,0,10878.455679669192,,1.0,1.0
8,0.1,0,13021.256821827019,,1.0,1.0
8,0.2,0,10993.072901747495,,1.0,1.0
8,0.2,0,12483.091482159462,,1.0,1.0
8,0.2,0,13423.87467571654,,1.0,1.0
8,0.2,0,12031.812970778801,,1.0,1.0
8,0.2,0,12102.199190440195,,1.0,1.0
8,0.2,0,14570.659248304408,,1.0,1.0
8,0.2,0,12549.329588055112,,1.0,1.0
8,0.2,0,13859.621254248133,,1.0,1.0
8,0.2,0,12934.29859869031,,1.0,1.0
8,0.2,0,14154.826946319847,,1.0,1.0
8,0.2,0,13834.524990054972,,1.0,1.0
8,0.2,0,13405.071514945652,,1.0,1.0
