seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our,finalpercent
1755016037,3,302.0,251,0.8311258278145696,safe,0.0,False,False,0.0002735199996095,2.4058997951215133e-05,0.0
1755016038,3,444.0,422,0.9504504504504504,safe,0.0,False,False,0.0003081959985138,1.393599814036861e-05,0.0
1755016039,3,430.0,415,0.9651162790697676,safe,0.0,False,False,0.0002508049983589,1.7693000700091943e-05,0.0
1755016040,3,2060.0,2030,0.9854368932038836,safe,0.0,False,False,0.0006703750004817,1.532500027678907e-05,0.0
1755016041,3,2044.0,2022,0.9892367906066536,safe,0.0,False,False,0.0031664090020058,1.7192000086652115e-05,0.0
1755016042,3,310.0,305,0.9838709677419356,safe,0.0,,False,6.458599818870425e-05,1.4514000213239342e-05,0.0
1755016043,3,510.0,455,0.8921568627450981,safe,0.0,False,False,0.0001926090008055,2.2819000150775537e-05,0.0
1755016044,3,4000.0,3010,0.7525,safe,0.0,,False,0.0002662059996509,1.4863999240333214e-05,0.0
1755016045,3,302.0,301,0.9966887417218544,safe,0.0,,False,0.0002394879993516,1.3025000953348354e-05,0.0
1755016046,3,2220.0,2110,0.9504504504504504,safe,0.0,False,False,0.0003666100019472,1.5595000149914995e-05,0.0
1755016047,3,540.0,480,0.8888888888888888,safe,0.0,False,False,3.991599805885926e-05,1.0702999134082347e-05,0.0
1755016048,3,170.0,160,0.9411764705882352,safe,0.0,,False,2.955899981316179e-05,1.339899972663261e-05,0.0
1755016049,3,106.0,103,0.9716981132075472,safe,0.0,False,False,0.0002576560000306,2.223599949502386e-05,0.0
1755016050,3,40.0,30,0.75,safe,0.0,False,False,2.48910000664182e-05,1.3270000636111943e-05,0.0
1755016051,3,800.0,600,0.75,safe,0.0,False,False,2.0553998183459044e-05,1.0836000001290811e-05,0.0
1755016052,3,2006.0,2003,0.9985044865403788,safe,0.0,False,False,0.045148209999752,2.206600038334728e-05,0.0
1755016053,3,2012.0,2006,0.9970178926441352,safe,0.0,False,False,0.0187276939977891,1.934499960043468e-05,0.0
1755016054,3,214.0,208,0.97196261682243,safe,0.0,False,False,0.0001921889997902,1.221999991685152e-05,0.0
1755016055,3,2402.0,2201,0.9163197335553706,safe,0.0,False,False,0.0030271380019257,1.989800148294308e-05,0.0
1755016056,3,414.0,408,0.9855072463768116,safe,0.0,False,False,0.0005090909980935,1.6099998902063817e-05,0.0
1755016057,3,2600.0,2300,0.8846153846153846,safe,0.0,False,False,5.072999920230359e-05,1.5166999219218267e-05,0.0
1755016058,3,64.0,62,0.96875,safe,0.0,False,False,4.018099934910424e-05,1.3718999980483204e-05,0.0
1755016059,3,2404.0,2202,0.9159733777038268,safe,0.0,False,False,0.0014560109993908,1.7097998352255672e-05,0.0
1755016060,3,310.0,255,0.8225806451612904,safe,0.0,False,False,6.865300019853748e-05,1.4067001757211983e-05,0.0
1755016061,3,34.0,28,0.8235294117647058,safe,0.0,False,False,2.9696002457058057e-05,1.2315002095419914e-05,0.0
1755016062,3,414.0,408,0.9855072463768116,safe,0.0,False,False,0.0005214199991314,1.6165999113582075e-05,0.0
1755016063,3,52.0,46,0.8846153846153846,safe,0.0,False,False,6.753799971193075e-05,1.1772997822845356e-05,0.0
1755016064,3,114.0,108,0.9473684210526316,safe,0.0,False,False,8.501400225213729e-05,1.2783999409293756e-05,0.0
1755016065,3,2202.0,2101,0.9541326067211626,safe,0.0,False,False,0.0035700279986485,1.6340000001946464e-05,0.0
1755016066,3,17.0,16,0.9411764705882352,safe,0.0,False,False,2.3090000468073413e-05,1.1293999705230816e-05,0.0
1755016067,3,2102.0,2051,0.9757373929590866,safe,0.0,False,False,0.0042728680018626,1.883400182123296e-05,0.0
