seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016037,8,1184,812,0.6858108108108109,safe,0.115,3.3004998840624467e-05,0.0008513889988535,0.1216
1755016038,8,2656,2329,0.8768825301204819,safe,0.115,3.176300015184097e-05,0.0972803719996591,0.1216
1755016039,8,664,533,0.802710843373494,safe,0.115,4.04800011892803e-05,0.0094496159981645,0.1216
1755016040,8,0,830,,,0.115,2.368799687246792e-05,0.0001628409991099,0.1216
1755016041,8,1200,920,0.7666666666666667,safe,0.115,3.154899968649261e-05,0.0001901459982036,0.1216
1755016042,8,736,569,0.7730978260869565,safe,0.115,2.8735998057527468e-05,0.0042116280019399,0.1216
1755016043,8,2618,2310,0.8823529411764706,safe,0.115,4.9874000978888944e-05,0.0403439609981433,0.1216
1755016044,8,2218,2120,0.9558160504959424,safe,0.115,2.924599903053604e-05,0.0402926110000407,0.1216
1755016045,8,438,344,0.7853881278538812,safe,0.115,2.638400110299699e-05,0.0016853050001373,0.1216
1755016046,8,822,661,0.8041362530413625,safe,0.115,3.1005998607724905e-05,0.0019415530005062,0.1216
1755016047,8,0,808,,,0.115,3.187000038451515e-05,0.0011292960007267,0.1216
1755016048,8,3072,2536,0.8255208333333334,safe,0.115,3.126800220343284e-05,0.034604971002409,0.1216
1755016049,8,2750,2375,0.8636363636363636,safe,0.115,2.8788999770767987e-05,0.0054492649978783,0.1216
1755016050,8,2636,2319,0.879742033383915,safe,0.115,3.259900040575303e-05,0.0741363689994614,0.1216
1755016051,8,5224,4312,0.8254211332312404,safe,0.115,3.0786002753302455e-05,0.0187841250008204,0.1216
1755016052,8,4020,3176,0.7900497512437811,safe,0.115,2.92389995593112e-05,0.0396408980013802,0.1216
1755016053,8,0,2236,,,0.115,1.685499955783598e-05,0.0367756219966395,0.1216
1755016054,8,306,253,0.826797385620915,safe,0.115,4.828600140172057e-05,0.0028626749990507,0.1216
1755016055,8,2348,2174,0.9258943781942078,safe,0.115,3.0712999432580546e-05,0.0452948229976755,0.1216
1755016056,8,2230,2115,0.9484304932735426,safe,0.115,2.893700002459809e-05,0.2430155380025098,0.1216
1755016057,8,1350,1185,0.8777777777777778,safe,0.115,2.6208002964267507e-05,0.0003023839999514,0.1216
1755016058,8,0,2024,,,0.115,1.9811999663943425e-05,0.2615587060026882,0.1216
1755016059,8,3462,2731,0.7888503755054882,safe,0.115,3.1023999326862395e-05,0.019496845001413,0.1216
1755016060,8,946,783,0.8276955602536998,safe,0.115,2.824499824782833e-05,0.0026333380010328,0.1216
1755016061,8,766,593,0.7741514360313316,safe,0.115,2.76809987553861e-05,0.0036866600021312,0.1216
