seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust,inserted,finalpercent_x,finalpercent_y,finalpercent
1755016010,3,0.0,2210.0,1778.0763131523595,0.8045594177159998,safe,0.0,False,False,0.0,0.0,0.0
1755016011,3,0.0,320.0,296.1112052953971,0.925347516548116,safe,0.0,False,False,0.0,0.0,0.0
1755016012,3,0.0,85.38604137251795,84.74096485510752,0.9924451759673912,safe,0.0,,False,0.0,0.0,0.0
1755016013,3,0.0,2032.4343462103825,1159.629348815443,0.57056177532999,safe,0.0,False,False,0.0,0.0,0.0
1755016014,3,0.0,64.0,47.619430653673895,0.7440536039636546,safe,0.0,False,False,0.0,0.0,0.0
1755016015,3,0.0,107.22966315523055,81.4850877701053,0.7599118133211308,safe,0.0,False,False,0.0,0.0,0.0
1755016016,3,0.0,510.0,478.5998153091805,0.938431010410158,safe,0.0,False,False,0.0,0.0,0.0
1755016017,3,0.0,415.6974018137361,415.6974018137361,1.0,safe,0.0,True,False,0.0,0.0,0.0
1755016018,3,0.0,2030.0,2023.8384653828928,0.9969647612723612,safe,0.0,False,False,0.0,0.0,0.0
1755016019,3,0.0,242.0,180.43174911596125,0.7455857401486002,safe,0.0,False,False,0.0,0.0,0.0
1755016020,3,0.0,2110.0,2080.757034032386,0.9861407744229316,safe,0.0,False,False,0.0,0.0,0.0
1755016021,3,0.0,333.0268460256149,333.0268460256149,1.0,safe,0.0,,False,0.0,0.0,0.0
1755016022,3,0.0,32.0,27.91689576915655,0.8724029927861422,safe,0.0,False,False,0.0,0.0,0.0
1755016023,3,0.0,214.0,210.94532581324347,0.9857258215572124,safe,0.0,False,False,0.0,0.0,0.0
1755016024,3,0.0,2080.0,1746.9623980833176,0.8398857683092873,safe,0.0,False,False,0.0,0.0,0.0
1755016025,3,0.0,604.0,511.6466341524887,0.8470970764114051,safe,0.0,False,False,0.0,0.0,0.0
1755016026,3,0.0,107.68953638215515,85.68911760025553,0.7957051397841728,safe,0.0,False,False,0.0,0.0,0.0
1755016027,3,0.0,70.50419535496533,69.80769522078472,0.9901211533487624,safe,0.0,False,False,0.0,0.0,0.0
1755016028,3,0.0,242.0,165.91321833417427,0.6855918112982408,safe,0.0,False,False,0.0,0.0,0.0
1755016029,3,0.0,540.0,492.3977322386152,0.9118476522937318,safe,0.0,False,False,0.0,0.0,0.0
1755016030,3,0.0,250.0,234.0121320790901,0.9360485283163604,safe,0.0,False,False,0.0,0.0,0.0
1755016031,3,0.0,2500.0,1728.2650012257002,0.6913060004902801,safe,0.0,False,False,0.0,0.0,0.0
1755016032,3,0.0,2220.0,1967.198390200111,0.886125400991041,safe,0.0,False,False,0.0,0.0,0.0
1755016033,3,0.0,26.0,20.639991571269405,0.7938458296642079,safe,0.0,False,False,0.0,0.0,0.0
1755016034,3,0.0,430.0,287.2704252002102,0.6680707562795586,safe,0.0,False,False,0.0,0.0,0.0
1755016035,3,0.0,510.0,490.3267201184108,0.9614249414086484,safe,0.0,False,False,0.0,0.0,0.0
1755016036,3,0.0,408.0,405.8217636720969,0.9946611854708256,safe,0.0,False,False,0.0,0.0,0.0
1755016037,3,0.0,302.00000000000006,271.642687924137,0.8994790990865462,safe,0.0,False,False,0.0,0.0,0.0
1755016038,3,0.0,444.0,267.6540713856815,0.6028244851028862,safe,0.0,False,False,0.0,0.0,0.0
1755016039,3,0.0,430.0,424.0958712361301,0.986269467991,safe,0.0,False,False,0.0,0.0,0.0
1755016040,3,0.0,2060.0,2047.343687950031,0.993856159199044,safe,0.0,False,False,0.0,0.0,0.0
1755016041,3,0.0,2044.0,1190.7362333568117,0.5825519732665418,safe,0.0,False,False,0.0,0.0,0.0
1755016042,3,0.0,326.76769278302595,326.20983609353993,0.9982928034141476,safe,0.0,,False,0.0,0.0,0.0
1755016043,3,0.0,510.0,482.4747937468192,0.9460290073467044,safe,0.0,False,False,0.0,0.0,0.0
1755016044,3,0.0,3480.0377941951383,3480.0377941951383,1.0,safe,0.0,,False,0.0,0.0,0.0
1755016045,3,0.0,330.9675330664981,241.66942149772584,0.730190720698787,safe,0.0,,False,0.0,0.0,0.0
1755016046,3,0.0,2220.0,2153.1503310043304,0.9698875364884372,safe,0.0,False,False,0.0,0.0,0.0
1755016047,3,0.0,540.0,511.10756888701735,0.9464954979389212,safe,0.0,False,False,0.0,0.0,0.0
1755016048,3,0.0,219.91786005739988,180.9795925317412,0.8229417678241523,safe,0.0,,False,0.0,0.0,0.0
1755016049,3,0.0,106.0,76.66890445081964,0.7232915514228268,safe,0.0,False,False,0.0,0.0,0.0
1755016050,3,0.0,40.0,34.98017681800636,0.8745044204501589,safe,0.0,False,False,0.0,0.0,0.0
1755016051,3,0.0,800.0,693.7174655275735,0.8671468319094668,safe,0.0,False,False,0.0,0.0,0.0
1755016052,3,0.0,2006.0,2004.119147405936,0.9990623865433378,safe,0.0,False,False,0.0,0.0,0.0
1755016053,3,0.0,2012.0,1443.86767871257,0.7176280709307008,safe,0.0,False,False,0.0,0.0,0.0
1755016054,3,0.0,214.0,208.52233426764244,0.9744034311572076,safe,0.0,False,False,0.0,0.0,0.0
1755016055,3,0.0,2402.0,1746.1145489578323,0.7269419437792807,safe,0.0,False,False,0.0,0.0,0.0
1755016056,3,0.0,414.0,321.7941155162595,0.7772804722614964,safe,0.0,False,False,0.0,0.0,0.0
1755016057,3,0.0,2600.0,1755.4063825162204,0.6751563009677771,safe,0.0,False,False,0.0,0.0,0.0
1755016058,3,0.0,78.8184694166549,78.40984135280334,0.9948155798142762,safe,0.0,False,False,0.0,0.0,0.0
1755016059,3,0.0,2404.0,2184.942990265652,0.908878115751103,safe,0.0,False,False,0.0,0.0,0.0
1755016060,3,0.0,310.0,234.6471324213378,0.7569262336172187,safe,0.0,False,False,0.0,0.0,0.0
1755016061,3,0.0,34.0,24.91404528310402,0.7327660377383536,safe,0.0,False,False,0.0,0.0,0.0
1755016062,3,0.0,414.0,239.77468822597385,0.5791659135893088,safe,0.0,False,False,0.0,0.0,0.0
1755016063,3,0.0,52.0,47.60804098355679,0.9155392496837844,safe,0.0,False,False,0.0,0.0,0.0
1755016064,3,0.0,114.0,106.24904316658515,0.9320091505840804,safe,0.0,False,False,0.0,0.0,0.0
1755016065,3,0.0,2202.0,2162.169339424697,0.9819115982855116,safe,0.0,False,False,0.0,0.0,0.0
1755016066,3,0.0,18.97544671707253,18.02913604587032,0.9501297289433086,safe,0.0,False,False,0.0,0.0,0.0
1755016067,3,0.0,2102.0,1237.0776416918168,0.58852409214644,safe,0.0,False,False,0.0,0.0,0.0
1755016068,3,0.0,2104.0,1876.3506939574013,0.8918016606261413,safe,0.0,False,False,0.0,0.0,0.0
1755016069,3,0.0,2300.0,2004.9635354497905,0.8717232762825176,safe,0.0,False,False,0.0,0.0,0.0
1755016070,3,0.0,414.0,409.6382738562179,0.9894644296043912,safe,0.0,False,False,0.0,0.0,0.0
1755016071,3,0.0,2500.0,2064.967076301218,0.8259868305204873,safe,0.0,False,False,0.0,0.0,0.0
1755016072,3,0.0,106.0,104.74846790226036,0.9881930934175508,safe,0.0,False,False,0.0,0.0,0.0
1755016073,3,0.0,34.0,30.820479750871744,0.9064846985550512,safe,0.0,False,False,0.0,0.0,0.0
1755016074,3,0.0,450.0,395.9036937039898,0.8797859860088663,safe,0.0,False,False,0.0,0.0,0.0
1755016075,3,0.0,861.7899775350487,779.5598944899731,0.9045822239888704,safe,0.0,False,False,0.0,0.0,0.0
1755016076,3,0.0,442.0,425.2924426799154,0.9622000965608948,safe,0.0,False,False,0.0,0.0,0.0
1755016077,3,0.0,1013.5949650874492,1013.5949650874496,1.0000000000000002,safe,0.0,,False,0.0,0.0,0.0
1755016078,3,0.0,450.0,398.8145690262615,0.8862545978361367,safe,0.0,False,False,0.0,0.0,0.0
1755016079,3,0.0,124.0,110.6739683829023,0.8925320030879218,safe,0.0,False,False,0.0,0.0,0.0
1755016080,3,0.0,2004.0,1262.0280757733572,0.6297545288290205,safe,0.0,False,False,0.0,0.0,0.0
1755016081,3,0.0,2024.0,1225.5517550910097,0.6055097604204592,safe,0.0,False,False,0.0,0.0,0.0
1755016082,3,0.0,214.0,211.1333537943044,0.9866044569827306,safe,0.0,False,False,0.0,0.0,0.0
1755016083,3,0.0,158.28982021214117,141.13553856235723,0.8916273855969157,safe,0.0,,False,0.0,0.0,0.0
1755016084,3,0.0,224.0,215.5322208849637,0.9621974146650168,safe,0.0,False,False,0.0,0.0,0.0
1755016085,3,0.0,406.0,388.8936692298085,0.9578661803689864,safe,0.0,False,False,0.0,0.0,0.0
1755016086,3,0.0,2006.0,2003.938298720387,0.9989722326622068,safe,0.0,False,False,0.0,0.0,0.0
1755016087,3,0.0,240.0,193.7194650253231,0.8071644376055129,safe,0.0,False,False,0.0,0.0,0.0
1755016088,3,0.0,2440.0,2321.022940007275,0.9512389098390472,safe,0.0,False,False,0.0,0.0,0.0
1755016089,3,0.0,2420.0,2293.0632559045725,0.9475467999605672,safe,0.0,False,False,0.0,0.0,0.0
1755016090,3,0.0,345.0885316137546,345.0885316137545,1.0,safe,0.0,,False,0.0,0.0,0.0
1755016091,3,0.0,2440.0,2373.823952643823,0.9728786691163208,safe,0.0,False,False,0.0,0.0,0.0
1755016092,3,0.0,414.0,350.51522302900804,0.8466551280893914,safe,0.0,False,False,0.0,0.0,0.0
1755016093,3,0.0,2440.0,2266.2755248236404,0.9288014445998526,safe,0.0,False,False,0.0,0.0,0.0
1755016094,3,0.0,2024.0,1071.8707263060514,0.5295803983725551,safe,0.0,False,False,0.0,0.0,0.0
1755016095,3,0.0,3441.042132494093,3441.042132494093,1.0,safe,0.0,True,False,0.0,0.0,0.0
1755016096,3,0.0,2420.0,2084.7393994297818,0.8614625617478437,safe,0.0,False,False,0.0,0.0,0.0
1755016097,3,0.0,2044.0,1212.0716789514224,0.5929900581954122,safe,0.0,False,False,0.0,0.0,0.0
1755016098,3,0.0,3142.50162262495,2665.9994151551964,0.8483685086941248,safe,0.0,,False,0.0,0.0,0.0
1755016099,3,0.0,510.0,467.49360762946975,0.9166541326068034,safe,0.0,False,False,0.0,0.0,0.0
