seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our,finalpercent
1755017038,8,7100.0,5302,0.7467605633802817,safe,0.05,False,False,0.0131903139990754,9.56669682636857e-05,0.0417
1755025538,8,1114.0,812,0.7289048473967684,safe,0.05,,False,0.0111423290218226,7.406499935314059e-05,0.0417
1755025535,8,2886.0,2503,0.8672903672903672,safe,0.05,False,False,0.1351765380240976,0.0001217260141856,0.0417
1755025537,8,933.8,752,0.8053116298993361,safe,0.05,True,False,0.0027045599999837,0.0008851200109347,0.0417
1755025536,8,2272.0,2136,0.9401408450704224,safe,0.05,False,False,0.4514326020143926,9.24499472603202e-05,0.0417
1755025540,8,4084.0,3052,0.7473065621939275,safe,0.05,False,False,0.3267962530371733,9.428098564967512e-05,0.0417
1755017086,8,5400.0,4321,0.8001851851851852,safe,0.05,False,False,0.0289348119986243,7.082195952534676e-05,0.0417
1755025541,8,933.2,758,0.8122588941277324,safe,0.05,True,False,0.0024458389962092,0.0008955760276876,0.0417
1755025545,8,280.0,210,0.75,safe,0.05,False,False,0.0004920340143144,6.878096610307693e-05,0.0417
1755025543,8,404.0,312,0.7722772277227723,safe,0.05,False,False,0.0010368530056439,6.289698649197817e-05,0.0417
1755025544,8,1620.0,1061,0.6549382716049382,safe,0.05,False,False,0.0032417239854112,6.736197974532843e-05,0.0417
1755025546,8,1206.2,901,0.7469739678328635,safe,0.05,True,False,0.0072322330088354,0.001967986987438,0.0417
1755025547,8,144.0,90,0.625,safe,0.05,False,True,0.0003624979872256,0.0001275009708479,0.0417
1755025548,8,3508.0,3254,0.927594070695553,safe,0.05,False,False,0.0749601380084641,9.6625997684896e-05,0.0417
1755025549,8,2726.0,2363,0.8668378576669112,safe,0.05,False,False,0.1384460639674216,9.519001469016076e-05,0.0417
1755017037,8,2710.0,2355,0.8690036900369004,safe,0.05,False,False,0.018519728037063,9.0119952801615e-05,0.0417
1755025534,8,3120.0,2560,0.8205128205128205,safe,0.05,False,False,0.0028282139683142,8.274201536551118e-05,0.0417
1755025542,8,800.0,585,0.73125,safe,0.05,False,True,0.000311647017952,0.0001053410232998,0.0417
1755025533,8,2668.0,2334,0.8748125937031485,safe,0.05,False,False,0.4011828659567982,0.000105325016193,0.0417
1755025512,8,640.0,492,0.76875,safe,0.05,False,False,0.0028986600227653,0.0005900230025872,0.0417
1755025531,8,272.0,186,0.6838235294117647,safe,0.05,False,True,0.0019544680253602,0.0001293639652431,0.0417
1755025511,8,2764.0,2392,0.8654124457308249,safe,0.05,False,False,0.0250481559778563,7.68069876357913e-05,0.0417
1755017039,8,2452.0,2226,0.9078303425774876,safe,0.05,False,False,0.0938963270164094,7.876096060499549e-05,0.0417
1755025513,8,4442.0,3442,0.774876181900045,safe,0.05,,False,0.2327432850142941,8.697900921106339e-05,0.0417
