seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our,finalpercent
1755016037,3,302.0,251,0.8311258278145696,safe,0.0,False,False,0.0008382059750147,5.810504080727696e-05,0.0
1755019032,3,160.0,140,0.875,safe,0.0,False,False,0.0001159359817393,3.2002979423850775e-05,0.0
1755019033,3,240.0,220,0.9166666666666666,safe,0.0,False,False,0.0001237909891642,3.084598574787378e-05,0.0
1755019034,3,700.0,650,0.9285714285714286,safe,0.0,False,False,7.876299787312746e-05,3.600196214392781e-05,0.0
1755019035,3,450.0,425,0.9444444444444444,safe,0.0,False,False,0.0004229749902151,3.503396874293685e-05,0.0
1755019036,3,2300.0,2200,0.9565217391304348,safe,0.0,False,False,0.0001454920275136,3.913900582119823e-05,0.0
1755022036,3,2400.0,2200,0.9166666666666666,safe,0.0,False,False,0.0001144210109487,2.943701110780239e-05,0.0
1755022035,3,450.0,425,0.9444444444444444,safe,0.0,False,False,0.0003131569828838,2.684403443709016e-05,0.0
1755022034,3,2440.0,2220,0.9098360655737704,safe,0.0,False,False,0.0003529249806888,3.26890149153769e-05,0.0
1755022033,3,424.0,412,0.9716981132075472,safe,0.0,False,False,0.000847588002216,3.217096673324704e-05,0.0
1755022032,3,620.0,510,0.8225806451612904,safe,0.0,False,False,0.0001564039848744,3.051100065931677e-05,0.0
1755022031,3,16.0,14,0.875,safe,0.0,False,False,9.040703298524022e-05,2.9287999495863914e-05,0.0
1755022030,3,800.0,800,1.0,safe,0.0,,False,4.228000761941075e-05,3.183702938258648e-05,0.0
1755022029,3,2120.0,2060,0.9716981132075472,safe,0.0,False,False,0.0009365939768031,3.12419724650681e-05,0.0
1755022028,3,4000.0,3001,0.75025,safe,0.0,,False,0.005789469985757,4.122999962419272e-05,0.0
1755022027,3,4000.0,4000,1.0,safe,0.0,,False,4.345399793237448e-05,2.832000609487295e-05,0.0
1755022026,3,304.0,252,0.8289473684210527,safe,0.0,False,False,0.0002764459932222,2.743699587881565e-05,0.0
1755022025,3,504.0,452,0.8968253968253969,safe,0.0,False,False,0.0046170679852366,3.4160970244556665e-05,0.0
1755022024,3,104.0,102,0.9807692307692308,safe,0.0,False,False,0.0006399399717338,2.8592010494321585e-05,0.0
1755022023,3,2042.0,2021,0.9897159647404504,safe,0.0,False,False,0.0145034969900734,3.2499025110155344e-05,0.0
1755019031,3,103.0,102,0.9902912621359224,safe,0.0,False,False,0.0008114020456559,4.705996252596378e-05,0.0
1755022022,3,52.0,46,0.8846153846153846,safe,0.0,False,False,0.0001259789569303,2.5635003112256527e-05,0.0
1755019030,3,44.0,42,0.9545454545454546,safe,0.0,False,False,0.0002489670296199,3.212102456018329e-05,0.0
1755019028,3,114.0,108,0.9473684210526316,safe,0.0,False,False,0.0002633379772305,3.3799035008996725e-05,0.0
1755019009,3,3004.0,3002,0.9993342210386152,safe,0.0,False,False,0.0045785499969497,4.132499452680349e-05,0.0
1755019010,3,2080.0,2040,0.9807692307692308,safe,0.0,False,False,0.0010919040068984,4.005403025075793e-05,0.0
1755019011,3,224.0,212,0.9464285714285714,safe,0.0,False,False,0.0004590260214172,4.121701931580901e-05,0.0
1755019012,3,2240.0,2120,0.9464285714285714,safe,0.0,False,False,0.0005967319593764,3.7447025533765554e-05,0.0
1755019013,3,510.0,455,0.8921568627450981,safe,0.0,False,False,0.0003763549611903,3.9462000131607056e-05,0.0
1755019014,3,2044.0,2022,0.9892367906066536,safe,0.0,False,False,0.0097644120105542,4.4294982217252254e-05,0.0
1755019015,3,250.0,225,0.9,safe,0.0,False,False,0.0001877599861472,3.239198122173548e-05,0.0
1755019016,3,2050.0,2025,0.9878048780487804,safe,0.0,False,False,0.0039790800074115,4.6993023715913296e-05,0.0
