seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755025035,10,0,2548,,,0.174,0.0001175960060209,0.0424066869891248,0.1693
1755024038,10,3864,3432,0.8881987577639752,safe,0.174,0.0001020110212266,0.5018396390369162,0.1693
1755025378,10,6442,4426,0.6870537100279416,safe,0.165,0.0001116080093197,0.1201389619964174,0.1693
1755025377,10,4400,3604,0.8190909090909091,safe,0.165,0.0001158749801106,0.1324532920261845,0.1693
1755025376,10,1470,942,0.6408163265306123,safe,0.165,0.0001058860216289,0.0049564759829081,0.1693
1755025375,10,4658,3331,0.7151137827393731,safe,0.165,8.815701585263014e-05,0.7914453139528632,0.1693
1755025374,10,5062,3556,0.702489134729356,safe,0.165,8.729897672310472e-05,0.1239097660291008,0.1693
1755025373,10,4144,3223,0.7777509652509652,safe,0.165,9.458803106099368e-05,0.1818416560417972,0.1693
1755025372,10,2654,2327,0.8767897513187641,safe,0.165,8.371705189347267e-05,0.2880217999918386,0.1693
1755025371,10,3742,3372,0.9011223944414752,safe,0.165,9.820197010412812e-05,0.4570772420265712,0.1693
1755025370,10,2464,2233,0.90625,safe,0.165,8.0186000559479e-05,0.8711426839581691,0.1693
1755025369,10,2386,2205,0.924140821458508,safe,0.165,7.95869855210185e-05,0.3011805840069428,0.1693
1755025368,10,2750,2375,0.8636363636363636,safe,0.165,9.494397090747952e-05,0.36938629305223,0.1693
1755025367,10,3464,2732,0.7886836027713626,safe,0.165,8.2580023445189e-05,0.2689869229798205,0.1693
1755025366,10,2586,2318,0.8963650425367363,safe,0.165,7.931696018204093e-05,0.6512995410012081,0.1693
1755025365,10,2476,2238,0.9038772213247172,safe,0.165,8.425902342423797e-05,0.2526017089840024,0.1693
1755025364,10,4280,3142,0.7341121495327103,safe,0.165,0.0001022880314849,0.6612715320079587,0.1693
1755025363,10,3344,2672,0.7990430622009569,safe,0.165,0.0001021440257318,0.0747815910144709,0.1693
1755025362,10,0,666,,,0.165,9.45409992709756e-05,0.0227714699576608,0.1693
1755025361,10,4440,3501,0.7885135135135135,safe,0.165,0.0001022020005621,0.0901011070236563,0.1693
1755025360,10,4300,3264,0.7590697674418605,safe,0.165,9.851303184404968e-05,0.1279316240106709,0.1693
1755025359,10,386,304,0.7875647668393783,safe,0.165,9.105500066652894e-05,0.0028797959676012,0.1693
1755025358,10,2382,2202,0.924433249370277,safe,0.165,8.588499622419477e-05,0.6408528970205225,0.1693
1755025357,10,3008,2514,0.8357712765957447,safe,0.165,0.000105491024442,0.117967199999839,0.1693
1755025356,10,1050,825,0.7857142857142857,safe,0.165,0.0001081110094673,0.0131735340110026,0.1693
1755025355,10,160,130,0.8125,safe,0.165,9.766395669430494e-05,0.0025750050554051,0.1693
1755025354,10,5420,4265,0.7869003690036901,safe,0.165,0.0001056870096363,0.013842286018189,0.1693
1755025353,10,4624,3316,0.717128027681661,safe,0.165,0.0001240010024048,0.7689986730110832,0.1693
1755025352,10,966,683,0.7070393374741201,safe,0.165,0.0001150189782492,0.0106904240092262,0.1693
1755025379,10,2962,2482,0.837947332883187,safe,0.165,0.0001090180012397,0.6665466410340741,0.1693
