seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our,finalpercent
1755020038,5,570.0,495,0.868421052631579,safe,0.007,False,False,0.00076430500485,5.386199336498976e-05,0.0112
1755020194,5,2232.0,2116,0.9480286738351256,safe,0.007,False,False,0.2042228120262734,9.222101652994752e-05,0.0112
1755020195,5,722.0,561,0.7770083102493075,safe,0.007,False,False,0.0072655190015211,5.852698814123869e-05,0.0112
1755020196,5,4006.0,3005,0.7501248127808288,safe,0.007,False,False,0.5771635209675878,8.784397505223751e-05,0.0112
1755020197,5,2454.0,2228,0.9079054604726976,safe,0.007,False,False,0.0719437999650836,6.411998765543103e-05,0.0112
1755020198,5,76.0,59,0.7763157894736842,safe,0.007,False,False,0.0002945250016637,5.1852024625986814e-05,0.0112
1755020199,5,2606.0,2303,0.8837298541826554,safe,0.007,False,False,0.2130008019739762,8.371699368581176e-05,0.0112
1755020200,5,662.0,531,0.8021148036253777,safe,0.007,False,False,0.0024197060265578,4.8783025704324245e-05,0.0112
1755020201,5,750.0,585,0.78,safe,0.007,False,False,0.0004193829954601,4.223303403705359e-05,0.0112
1755020202,5,438.0,420,0.958904109589041,safe,0.007,False,False,0.0073287569684907,6.25789980404079e-05,0.0112
1755020203,5,2604.0,2302,0.8840245775729647,safe,0.007,False,False,0.0078664430184289,4.938303027302027e-05,0.0112
1755020204,5,2514.0,2258,0.898170246618934,safe,0.007,False,False,0.0286564069683663,5.49789983779192e-05,0.0112
1755020205,5,4004.0,3112,0.7772227772227772,safe,0.007,False,False,0.0138149919803254,5.286600207909942e-05,0.0112
1755020206,5,450.0,328,0.7288888888888889,safe,0.007,,False,0.0005456910002976,4.423700738698244e-05,0.0112
1755020207,5,562.0,491,0.8736654804270463,safe,0.007,False,False,0.0026634450186975,5.270203109830618e-05,0.0112
1755020208,5,2226.0,2113,0.949236298292902,safe,0.007,False,False,0.1336896079592406,6.135599687695503e-05,0.0112
1755020209,5,2306.0,2153,0.9336513443191674,safe,0.007,False,False,0.1383825400262139,7.716298568993807e-05,0.0112
1755020210,5,2064.0,2032,0.9844961240310076,safe,0.007,False,False,0.0597527310019359,7.642200216650963e-05,0.0112
1755020211,5,1200.0,830,0.6916666666666667,safe,0.007,,False,0.0003046499914489,5.2931951358914375e-05,0.0112
1755020212,5,402.0,309,0.7686567164179104,safe,0.007,False,False,0.0022827169741503,5.386199336498976e-05,0.0112
1755020213,5,166.0,143,0.8614457831325302,safe,0.007,False,False,0.0021760659874416,5.457701627165079e-05,0.0112
1755020214,5,4000.0,3401,0.85025,safe,0.007,,False,0.0140052390052005,6.163696525618434e-05,0.0112
1755020215,5,800.0,658,0.8225,safe,0.007,,False,0.0019220569520257,5.403498653322458e-05,0.0112
1755020216,5,616.0,509,0.8262987012987013,safe,0.007,False,False,0.0075760729960165,6.128399400040507e-05,0.0112
1755020217,5,242.0,201,0.8305785123966942,safe,0.007,,False,0.0012568840174935,5.382602103054524e-05,0.0112
1755020218,5,2482.0,2241,0.90290088638195,safe,0.007,False,False,0.0344922030344605,7.236801320686936e-05,0.0112
1755020219,5,2506.0,2253,0.8990422984836393,safe,0.007,False,False,0.1834018069785088,7.150101009756327e-05,0.0112
1755020220,5,2314.0,2158,0.9325842696629212,safe,0.007,False,False,0.0249616549699567,5.803100066259504e-05,0.0112
1755020193,5,2226.0,2113,0.949236298292902,safe,0.007,False,False,0.2731925550033338,9.233399759978056e-05,0.0112
1755020221,5,434.0,417,0.9608294930875576,safe,0.007,False,False,0.012558493996039,5.399499787017703e-05,0.0112
1755020192,5,2904.0,2452,0.8443526170798898,safe,0.007,False,False,0.0163600569940172,7.130799349397421e-05,0.0112
1755020190,5,248.0,224,0.9032258064516128,safe,0.007,False,False,0.0037575349560938,5.541002610698342e-05,0.0112
1755020163,5,4004.0,3112,0.7772227772227772,safe,0.007,,False,0.0182196520036086,6.8043009378016e-05,0.0112
1755020164,5,864.4,721,0.8341045812124017,safe,0.007,True,False,0.0027243459480814,0.0009391130297444,0.0112
1755020165,5,4000.0,3082,0.7705,safe,0.007,,False,0.0138413149979896,6.126699736341834e-05,0.0112
1755020166,5,4000.0,3013,0.75325,safe,0.007,,False,0.1607955719809979,8.702895138412714e-05,0.0112
1755020167,5,5002.0,4003,0.8002798880447821,safe,0.007,False,False,0.1631966339773498,7.365102646872401e-05,0.0112
1755020168,5,2306.0,2153,0.9336513443191674,safe,0.007,False,False,0.1418274589814245,8.77959537319839e-05,0.0112
1755020169,5,500.0,450,0.9,safe,0.007,False,False,0.0009615300223231,5.183095345273614e-05,0.0112
