seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016037,5,179.60814002488308,154.21216613608755,0.8586034358727997,safe,0.311,5.980800051474944e-05,0.0022859889977553,0.3225
1755016038,5,1162.7178058642933,1151.6730563585943,0.9905009199566795,safe,0.311,5.9840000176336616e-05,0.622272520999104,0.3225
1755016039,5,1285.332818866622,1248.8869818087792,0.9716448249644944,safe,0.311,5.457500083139166e-05,0.3392359440003929,0.3225
1755016040,5,420.87771817600105,274.07673903197895,0.6512027774237423,safe,0.311,3.855199975077994e-05,0.0004246270000294,0.3225
1755016041,5,483.7893994837396,468.711068238153,0.9688328614440976,safe,0.311,4.436499875737354e-05,0.0004603669985954,0.3225
1755016042,5,0.0,84.66224811723401,,,0.311,2.2414998966269195e-05,0.0024524649998056,0.3225
1755016043,5,0.0,363.3079051874316,,,0.311,4.072299998369999e-05,0.0032037689998105,0.3225
1755016044,5,1295.896095311098,1287.5026517390934,0.99352305821248,safe,0.311,5.253999916021712e-05,0.0599531989973911,0.3225
1755016045,5,239.00702631968585,202.5128534405921,0.8473092049173455,safe,0.311,3.758399907383137e-05,0.0002067480018013,0.3225
1755016046,5,1212.295221350335,1072.4192850628965,0.8846189163959293,safe,0.311,4.376099968794733e-05,0.0098072319997299,0.3225
1755016047,5,1185.1888776616572,1144.5086919527405,0.965676200244827,safe,0.311,5.3904001106275246e-05,0.1174416409994592,0.3225
1755016048,5,106.53900522280792,96.01420183123352,0.9012117358373716,safe,0.311,4.219500260660425e-05,0.0005627329992421,0.3225
1755016049,5,0.0,267.53167265271287,,,0.311,2.0404000679263845e-05,0.0029972979973535,0.3225
1755016050,5,320.155053106481,289.70295281392725,0.9048832745350248,safe,0.311,4.329100192990154e-05,0.0123118340015935,0.3225
1755016051,5,1324.484480000604,1254.1638184901667,0.9469071457066788,safe,0.311,4.865899973083288e-05,0.0298527430022659,0.3225
1755016052,5,0.0,261.91128581848324,,,0.311,2.613700053188949e-05,0.0173256310008582,0.3225
1755016053,5,305.6057736943684,223.96495077615089,0.7328557574966983,safe,0.311,3.951699909521267e-05,0.0012495290029619,0.3225
1755016054,5,0.0,37.950848170858414,,,0.311,4.616600199369714e-05,0.0005863990008947,0.3225
1755016055,5,0.0,1191.094753043532,,,0.311,2.852000034181401e-05,0.2574373389979882,0.3225
1755016056,5,0.0,121.70413978197968,,,0.311,2.215800122939981e-05,0.0026235580007778,0.3225
1755016057,5,1141.005754766816,1126.1034861942203,0.9869393572202964,safe,0.311,5.076199886389077e-05,0.0143281380005646,0.3225
1755016058,5,1147.6147561005628,1137.721072096518,0.9913789153098188,safe,0.311,6.426999971154146e-05,0.8732261959994503,0.3225
1755016059,5,0.0,213.5323872505087,,,0.311,0.0001011300009849,0.0003453259996604,0.3225
1755016060,5,116.73603386795496,95.44683756524996,0.817629607608683,safe,0.311,4.4147000153316185e-05,0.0004375669996079,0.3225
1755016061,5,1326.0476296904026,1117.7930107888023,0.8429508757915263,safe,0.311,6.183299774420448e-05,0.4521263829992676,0.3225
1755016062,5,95.97613344818312,84.853474780217,0.8841101608456525,safe,0.311,4.53569991805125e-05,0.00493242399898,0.3225
1755016063,5,0.0,31.20909444213361,,,0.311,2.244899951620028e-05,0.0002033219971053,0.3225
1755016064,5,488.8549052107693,373.5717653888588,0.7641771851052486,safe,0.311,4.317000275477767e-05,0.000603330998274,0.3225
1755016065,5,81.14289557958975,62.81429978154924,0.7741195249796978,safe,0.311,4.681499922298826e-05,0.0042762880002555,0.3225
1755016066,5,533.9724952128194,519.8046623703023,0.973467111191054,safe,0.311,4.313800309319049e-05,0.0001747960013744,0.3225
1755016067,5,1706.7524846911708,1600.688571638478,0.9378563007793806,safe,0.311,4.946199987898581e-05,0.0010121750019607,0.3225
1755016068,5,0.0,1348.8561111087722,,,0.311,3.221099905204028e-05,0.6290188200000557,0.3225
1755016069,5,297.10477079152736,242.5511368753621,0.8163825044921796,safe,0.311,5.281799894873984e-05,0.0104639919991313,0.3225
1755016070,5,1208.0066525382065,1092.7853587161317,0.9046186595247822,safe,0.311,5.11070029460825e-05,0.0212830870004836,0.3225
1755016071,5,95.20644145107804,83.29365370718571,0.8748741412626609,safe,0.311,4.045300011057407e-05,0.0022558340024261,0.3225
1755016072,5,192.33351939060296,158.7300355670978,0.8252853484406892,safe,0.311,4.54540022474248e-05,0.0020607439982995,0.3225
1755016073,5,1513.9815877352123,1227.8736825120895,0.8110228634608985,safe,0.311,4.323200118960813e-05,0.0039556709998578,0.3225
1755016074,5,0.0,127.92311507429471,,,0.311,2.7310001314617693e-05,0.0046844819989928,0.3225
1755016075,5,141.2163885974332,134.7855845936822,0.954461347810817,safe,0.311,4.406900188769214e-05,0.0007809019989508,0.3225
1755016076,5,384.3676078806355,277.50696527052565,0.7219832253833024,safe,0.311,4.764699770021252e-05,0.0011387430022296,0.3225
1755016077,5,0.0,124.83056779767364,,,0.311,5.097499888506718e-05,0.0002411479981674,0.3225
1755016078,5,288.61829344021936,255.2693538989243,0.8844531330852646,safe,0.311,4.615299985744059e-05,0.0024039290001383,0.3225
1755016079,5,1845.210968143528,1665.799524795752,0.902769143233371,safe,0.311,7.280100180651061e-05,0.0060459460000856,0.3225
1755016080,5,0.0,1357.7587231126568,,,0.311,9.483399844611996e-05,1.1152691000024788,0.3225
1755016081,5,350.877768100895,235.32781498628464,0.6706831734024712,safe,0.311,6.377600220730528e-05,0.0216872019991569,0.3225
1755016082,5,285.7915318520236,262.3462404031536,0.9179636593955856,safe,0.311,6.0253998526604846e-05,0.0017794900013541,0.3225
1755016083,5,0.0,118.71101586621054,,,0.311,5.8575002185534686e-05,0.0038303319997794,0.3225
1755016084,5,273.55596811672444,269.6369562160355,0.9856738205067538,safe,0.311,6.04150009166915e-05,0.00638089000131,0.3225
1755016085,5,96.10556655295542,81.35788701952882,0.8465470829382142,safe,0.311,3.4285996662219986e-05,0.0015000700004748,0.3225
1755016086,5,116.47564006856952,98.66784137602949,0.847111390140835,safe,0.311,3.3543001336511225e-05,0.0001664920018811,0.3225
1755016087,5,88.24719771626945,74.43118478548968,0.8434396412767606,safe,0.311,5.408500146586448e-05,0.0014131310017546,0.3225
1755016088,5,2055.575050190508,1937.6661118528773,0.9426394388632504,safe,0.311,5.493700155057013e-05,0.0164668649995292,0.3225
1755016089,5,389.0886313589859,236.89047808064947,0.6088342320700874,safe,0.311,7.345400081248954e-05,0.0033446480010752,0.3225
1755016090,5,1542.2848933499668,1481.8479762494512,0.9608133896914196,safe,0.311,7.998400178621523e-05,0.0406411690019012,0.3225
1755016091,5,343.7200704033273,313.05255675995784,0.910777646451126,safe,0.311,5.450900061987341e-05,0.0004584289999911,0.3225
1755016092,5,1313.4935646255708,1148.6966636748966,0.8745354332987145,safe,0.311,7.090899816830643e-05,0.0989185369980987,0.3225
1755016093,5,304.6487532738844,239.37718331770128,0.7857481140009693,safe,0.311,3.562300116755068e-05,0.0025657739970483,0.3225
1755016094,5,2604.2544177152195,2479.3576120328285,0.9520412426555596,safe,0.311,6.94070004101377e-05,0.0036100559991609,0.3225
1755016095,5,281.4603580919219,267.2072026322622,0.9493599896046292,safe,0.311,6.618000043090433e-05,0.0023286729992832,0.3225
1755016096,5,0.0,290.6201588364955,,,0.311,3.826100146397948e-05,0.0296671350006363,0.3225
1755016097,5,0.0,321.5697747757173,,,0.311,3.504000051179901e-05,0.0086740149999968,0.3225
1755016098,5,1200.0935317189687,1143.7010011119391,0.9530098870491744,safe,0.311,7.509299757657573e-05,0.1854356709991407,0.3225
1755016099,5,0.0,1437.158205867046,,,0.311,6.51480004307814e-05,0.5291453530007857,0.3225
1755016100,5,528.2930991619215,478.7563754615387,0.9062324990067684,safe,0.311,6.111099719419144e-05,0.0122575740024331,0.3225
1755016101,5,0.0,1230.7507019188206,,,0.311,6.295300045167096e-05,0.0169169760010845,0.3225
1755016102,5,1681.9365704155157,1504.2268705378187,0.8943422106377088,safe,0.311,5.759999839938246e-05,0.0141605209973931,0.3225
1755016103,5,231.9306274555537,198.4483827012088,0.8556368120861424,safe,0.311,5.262999911792576e-05,0.0004478399969229,0.3225
1755016104,5,141.94845004760776,133.5846079778234,0.94107831352171,safe,0.311,5.909699757467024e-05,0.0015645519997633,0.3225
1755016105,5,324.0438507176208,272.5973310956527,0.8412359330132767,safe,0.311,5.050400068284944e-05,0.0161992739995184,0.3225
1755016106,5,1177.5671608102382,1159.3898328104797,0.9845636592079796,safe,0.311,6.50609981676098e-05,0.2307739899988519,0.3225
1755016107,5,208.19239175159896,166.96006760677224,0.8019508599813661,safe,0.311,5.720800254493952e-05,0.0003768780006794,0.3225
1755016108,5,0.0,300.6729356124504,,,0.311,2.7173999114893377e-05,0.002892160002375,0.3225
1755016109,5,0.0,157.66181158287466,,,0.311,2.946099994005636e-05,0.0023126659980334,0.3225
1755016110,5,1227.4419032838248,1170.8448908733858,0.9538902719069452,safe,0.311,6.3292001868831e-05,0.0613603320016409,0.3225
1755016111,5,1337.5511769677694,1223.3325364543616,0.914606153035324,safe,0.311,5.11799989908468e-05,0.0217822209997393,0.3225
1755016112,5,1181.1163897480074,1067.5911202845257,0.9038830800682542,safe,0.311,5.704300201614387e-05,0.0277222160002565,0.3225
1755016113,5,103.38854505869244,80.50279223390297,0.7786432451312909,safe,0.311,5.56779996259138e-05,0.0009107440018851,0.3225
1755016114,5,247.50871021436285,213.9144839854885,0.86427052930873,safe,0.311,5.428799704532139e-05,0.0004711299989139,0.3225
1755016115,5,226.42848154007004,215.1376321462139,0.9501350301999968,safe,0.311,5.655199856846593e-05,0.0027262250005151,0.3225
1755016116,5,0.0,1143.37923002872,,,0.311,3.534200004651211e-05,0.2080123949999688,0.3225
1755016117,5,1479.2916002081922,1245.612803442927,0.8420333105843515,safe,0.311,6.993400165811181e-05,0.1225236290010798,0.3225
1755016118,5,142.91094411798585,129.57067153771777,0.9066532471491164,safe,0.311,5.8535999414743856e-05,0.0032214679995377,0.3225
1755016119,5,0.0,302.7559398449628,,,0.311,3.97769981645979e-05,0.0004846959964197,0.3225
1755016120,5,1547.6442034971546,1453.852237758438,0.9393969456760292,safe,0.311,7.38079979782924e-05,0.060227701000258,0.3225
1755016121,5,0.0,66.62599086132226,,,0.311,2.713200228754431e-05,0.0046769520013185,0.3225
1755016122,5,1363.977104057422,1137.8535020480126,0.8342174503246722,safe,0.311,7.418499808409251e-05,0.1722254820015223,0.3225
1755016123,5,0.0,144.78490305750793,,,0.311,2.984700040542521e-05,0.0135093719982251,0.3225
1755016124,5,0.0,79.7454376599027,,,0.311,5.759700070484541e-05,0.0057395010007894,0.3225
1755016125,5,1333.5494340583157,1264.3675687796142,0.9481220091945418,safe,0.311,7.138000000850298e-05,0.1471356299989565,0.3225
1755016126,5,1294.9327596894618,1248.9928873152037,0.9645233530231522,safe,0.311,6.625599780818447e-05,0.1017054520016245,0.3225
1755016127,5,0.0,165.9134144578365,,,0.311,3.5450000723358244e-05,0.0004305420006858,0.3225
1755016128,5,1598.4668437797986,1505.6653387363394,0.9419434282265016,safe,0.311,7.487200127798133e-05,0.5332368259987561,0.3225
1755016129,5,414.6320594756226,261.52314408091536,0.6307354631758547,safe,0.311,5.653400148730725e-05,0.0009732129983603,0.3225
1755016130,5,1168.4981422437495,1120.9060218606303,0.9592706922993196,safe,0.311,7.089399878168479e-05,0.5758559280002373,0.3225
1755016131,5,1361.8554296022685,1284.4209417666343,0.9431404493072744,safe,0.311,7.621099939569831e-05,0.0573742039996432,0.3225
1755016132,5,0.0,1050.7258826690222,,,0.311,4.833699858863838e-05,0.7487281690009695,0.3225
1755016133,5,0.0,219.26703676333045,,,0.311,0.0001215030024468,0.0019809899968095,0.3225
1755016134,5,1195.4319546790102,1174.1567916327174,0.9822029493497976,safe,0.311,5.3466999816009775e-05,0.0894326189991261,0.3225
1755016135,5,1495.574434128008,1329.0544080125517,0.8886581487918082,safe,0.311,7.635600195499137e-05,0.0871048609988065,0.3225
1755016136,5,0.0,133.13191064623982,,,0.311,4.400199759402312e-05,0.0063281879993155,0.3225
1755016137,5,1380.6588691569168,1207.7692812746886,0.8747774763596737,safe,0.311,7.357299909926951e-05,0.0173245170008158,0.3225
1755016138,5,1696.846431171439,1352.4101377061115,0.7970138681156069,safe,0.311,6.45099971734453e-05,0.0010988659996655,0.3225
1755016139,5,0.0,136.07285969902486,,,0.311,3.862499943352304e-05,0.0001587730002938,0.3225
1755016140,5,43.078985842753845,32.36384807870199,0.7512676411844035,safe,0.311,6.768799721612595e-05,0.0005641899988404,0.3225
1755016141,5,0.0,58.50568410574047,,,0.311,3.83810001949314e-05,0.0039888370010885,0.3225
1755016142,5,422.7574347885444,315.32831000280936,0.7458847179364944,safe,0.311,5.732400313718245e-05,0.0003237180026189,0.3225
1755016143,5,1121.741032081198,1070.8471452282397,0.9546295576274556,safe,0.311,5.524399966816418e-05,0.2610476150002796,0.3225
1755016144,5,1381.539129789729,1247.5582492539693,0.9030205676793592,safe,0.311,4.4943997636437416e-05,0.0186172040012024,0.3225
1755016145,5,312.18926979326875,297.3203350808532,0.9523720507041712,safe,0.311,3.84619997930713e-05,0.00599233200046,0.3225
1755016146,5,0.0,1077.580681585995,,,0.311,3.085500065935776e-05,0.4867031399990082,0.3225
1755016147,5,342.4508973849224,233.34430098778552,0.6813949175478473,safe,0.311,3.982699854532257e-05,0.0100224820016592,0.3225
1755016148,5,2392.9722625918216,2389.9722625914706,0.9987463289703568,safe,0.311,7.093499880284071e-05,0.8438245140023355,0.3225
1755016149,5,0.0,129.341898836966,,,0.311,0.0003427179981372,0.0118590269994456,0.3225
1755016150,5,1489.9262451056843,1468.8891331172722,0.9858804339761664,safe,0.311,7.349899897235446e-05,0.589110698998411,0.3225
1755016151,5,0.0,366.9100870208574,,,0.311,3.661599839688279e-05,0.0336224240018054,0.3225
1755016152,5,1271.0303436923523,1250.2501550832249,0.9836509106865532,safe,0.311,6.31969996902626e-05,0.0523742999976093,0.3225
1755016153,5,514.4303969787904,500.3989763534661,0.9727243555051766,safe,0.311,5.30420002178289e-05,0.0038862050023453,0.3225
1755016154,5,437.24789939773086,326.5823077737807,0.7469042349285567,safe,0.311,5.08720004290808e-05,0.0014896030006639,0.3225
1755016155,5,1262.8110689303912,1199.4035068574858,0.9497885601156378,safe,0.311,5.6486998801119626e-05,0.1062689089994819,0.3225
1755016156,5,0.0,21.73226761359675,,,0.311,4.853200152865611e-05,0.0006640950014116,0.3225
1755016157,5,123.9198056560462,117.50310236971627,0.948218904537825,safe,0.311,6.066299829399213e-05,0.0125848579991725,0.3225
1755016158,5,212.72588935344427,151.69836740510357,0.7131166209537222,safe,0.311,6.185399979585782e-05,0.002927333000116,0.3225
1755016159,5,0.0,14.327809116594931,,,0.311,3.3337000786559656e-05,0.0003305570025986,0.3225
1755016160,5,1336.3346089023105,1314.6490300308828,0.9837723435979552,safe,0.311,5.385199983720668e-05,0.3172957130009308,0.3225
1755016161,5,0.0,173.28897148587367,,,0.311,3.7755999073851854e-05,0.0008916030019463,0.3225
1755016162,5,1603.0124636169303,1505.3326521929116,0.9390648459441042,safe,0.311,4.595000064000487e-05,0.0089539059990784,0.3225
1755016163,5,0.0,120.7378691539019,,,0.311,1.9019000319531187e-05,0.0012972240001545,0.3225
1755016164,5,378.88046575273086,342.52945997308944,0.9040567960994716,safe,0.311,5.287499880068936e-05,0.0010105889996339,0.3225
1755016165,5,474.1619429420196,407.09028264310297,0.858546934655365,safe,0.311,5.256000076769851e-05,0.0006310839999059,0.3225
1755016166,5,161.26376744223705,137.1694449159219,0.8505906012958213,safe,0.311,5.838400102220476e-05,0.0032394350018876,0.3225
1755016167,5,218.2141507004296,135.26781839773582,0.6198856396963698,safe,0.311,5.344999954104424e-05,0.0003637859990703,0.3225
1755016168,5,1748.028707261944,1525.849209177455,0.8728971113795355,safe,0.311,6.21879989921581e-05,0.0003267179999966,0.3225
1755016169,5,0.0,60.97090690440707,,,0.311,6.215699977474287e-05,0.0048921029992925,0.3225
1755016170,5,0.0,1491.5243365394592,,,0.311,6.952499825274572e-05,0.045094536999386,0.3225
1755016171,5,1281.3908916143116,1166.883048652974,0.9106378516417584,safe,0.311,7.084499884513207e-05,0.556835974999558,0.3225
1755016172,5,0.0,1016.8246468506368,,,0.311,4.188599996268749e-05,0.2337190340003871,0.3225
1755016173,5,2126.686389421924,1974.476227743175,0.9284284874178734,safe,0.311,6.113600102253258e-05,0.0031478109995077,0.3225
1755016174,5,2077.3885935000644,1976.615236052569,0.9514903673954864,safe,0.311,5.506999877979979e-05,0.057253214999946,0.3225
1755016175,5,0.0,167.11937615609764,,,0.311,1.845099905040115e-05,0.0057709940010681,0.3225
1755016176,5,0.0,115.68514960799234,,,0.311,4.843200076720677e-05,0.0005400410009315,0.3225
1755016177,5,68.19761133845478,63.49688759968374,0.9310720178241724,safe,0.311,3.187400216120295e-05,6.199700146680698e-05,0.3225
1755016178,5,0.0,201.80467114055028,,,0.311,2.5607998395571485e-05,0.0170182250003563,0.3225
1755016179,5,0.0,109.4259799133456,,,0.311,1.924800017150119e-05,0.0018599690010887,0.3225
1755016180,5,0.0,1234.8155602438574,,,0.311,2.2308999177766964e-05,0.0083439369991538,0.3225
1755016181,5,1489.426304693176,1418.7950542322003,0.9525782173724092,safe,0.311,5.188000068301335e-05,0.0188464190032391,0.3225
1755016182,5,1368.9875137689492,1337.6831297625713,0.9771331851521464,safe,0.311,4.051699943374842e-05,0.0171055190003244,0.3225
1755016183,5,1339.421494936847,1167.4456031840427,0.8716043512793463,safe,0.311,5.208899892750196e-05,0.1119645099970512,0.3225
1755016184,5,1476.2118068595494,1379.295137125957,0.9343477207787882,safe,0.311,5.013600093661808e-05,0.0058346769983472,0.3225
1755016185,5,0.0,77.26795007603224,,,0.311,1.749800139805302e-05,0.0017265770002268,0.3225
1755016186,5,0.0,1425.714081879932,,,0.311,4.3519998143892735e-05,0.0034638830002222,0.3225
1755016187,5,1287.541306622168,1211.5404952258343,0.9409721373555622,safe,0.311,7.693100269534625e-05,0.5261832200012577,0.3225
1755016188,5,1302.4354002111872,1101.74808623942,0.8459138058292748,safe,0.311,6.104299973230809e-05,0.0573721000000659,0.3225
1755016189,5,1168.767284515408,1119.9493893213516,0.9582312956216112,safe,0.311,6.344400026137009e-05,0.0219177949984441,0.3225
1755016190,5,0.0,1375.7048805318375,,,0.311,6.220099749043584e-05,0.3943330959991726,0.3225
1755016191,5,0.0,245.7551359462172,,,0.311,2.636499993968755e-05,0.0392153930006315,0.3225
1755016192,5,0.0,342.6219164119074,,,0.311,2.536999818403273e-05,0.000512726001034,0.3225
1755016193,5,0.0,307.10422771588424,,,0.311,4.651299968827516e-05,0.0020086309996258,0.3225
1755016194,5,1083.1116476838329,1058.7553327701985,0.9775126461194292,safe,0.311,6.660000144620426e-05,0.5593107269996835,0.3225
1755016195,5,1362.933299018613,1137.8819563356535,0.8348772145746172,safe,0.311,6.193799708853476e-05,0.1121331080030358,0.3225
1755016196,5,0.0,65.19743799042332,,,0.311,4.589700256474316e-05,0.0010095090001414,0.3225
1755016197,5,395.372388296443,262.4177607440476,0.6637230330492668,safe,0.311,4.717800038633868e-05,0.0016000229989003,0.3225
1755016198,5,0.0,1449.2686242054956,,,0.311,4.694599920185283e-05,0.7146533859995543,0.3225
1755016199,5,421.7542082671626,272.090880410487,0.6451408784476893,safe,0.311,4.815400097868405e-05,0.003753142998903,0.3225
1755016200,5,62.68845126741124,47.1619812516352,0.7523232796174131,safe,0.311,4.483900193008594e-05,0.0001684980015852,0.3225
1755016201,5,0.0,81.88668312085846,,,0.311,7.06269966030959e-05,0.0005191899981582,0.3225
1755016202,5,0.0,229.1376937506932,,,0.311,5.1069997425656766e-05,0.0001009139996313,0.3225
1755016203,5,356.7031261784164,259.5972935708131,0.7277684845435509,safe,0.311,4.622300184564665e-05,0.002389895998931,0.3225
1755016204,5,123.27294072223408,109.27704438276083,0.8864641643374954,safe,0.311,4.432899731909856e-05,0.0021491450024768,0.3225
1755016205,5,0.0,223.4124009882018,,,0.311,3.696800195029937e-05,0.0232294609995733,0.3225
1755016206,5,1101.3554059866656,1078.9995750833227,0.9797015288781236,safe,0.311,5.999600034556352e-05,0.212088014002802,0.3225
1755016207,5,0.0,1159.493472205873,,,0.311,3.736899816431105e-05,0.0344064800010528,0.3225
1755016208,5,0.0,1276.6575655638303,,,0.311,3.2742998882895336e-05,0.5435533579984622,0.3225
1755016209,5,0.0,1415.1229104581507,,,0.311,5.429399971035309e-05,0.0172724670010211,0.3225
1755016210,5,289.1035356578019,239.6793523678205,0.8290433108072313,safe,0.311,4.3725998693844303e-05,0.0152453029986645,0.3225
1755016211,5,140.26803725564884,118.7615571731802,0.846675832190683,safe,0.311,5.441699977382086e-05,0.0023915419988043,0.3225
1755016212,5,0.0,61.97022564539111,,,0.311,2.449400199111551e-05,0.0022073470026953,0.3225
1755016213,5,211.31122973429447,178.66187876008848,0.8454916427524476,safe,0.311,4.446599996299483e-05,0.0016028890022425,0.3225
1755016214,5,1881.5054091261209,1800.32137946145,0.9568515565935164,safe,0.311,5.269299799692817e-05,0.0174807460025476,0.3225
1755016215,5,233.39192439461848,205.42566835402192,0.8801747056452937,safe,0.311,4.441800047061406e-05,0.0209811579989036,0.3225
1755016216,5,394.7942645075616,344.5742522277651,0.8727944734900409,safe,0.311,4.562300091492944e-05,0.0137036950000037,0.3225
1755016217,5,366.326101574756,347.3375681550804,0.9481649455552088,safe,0.311,4.38250026491005e-05,0.0023360199993476,0.3225
1755016218,5,0.0,79.16415653973107,,,0.311,4.057799742440693e-05,0.0012148050009272,0.3225
1755016219,5,0.0,277.5778029843492,,,0.311,3.164199733873829e-05,0.0007010890003584,0.3225
1755016220,5,451.8199926927928,362.5146161747241,0.8023430172139586,safe,0.311,4.633599746739492e-05,0.0026618420015438,0.3225
1755016221,5,196.59345631963112,179.54308962102328,0.9132709347614982,safe,0.311,5.038699964643456e-05,0.0004115169977012,0.3225
1755016222,5,560.7800871558678,462.5255371602633,0.8247895168783074,safe,0.311,3.639799979282543e-05,0.0076580530003411,0.3225
1755016223,5,1967.911758477651,1913.9939691355169,0.9726015208203014,safe,0.311,4.646700108423829e-05,0.0321553550020325,0.3225
1755016224,5,42.26336471189932,27.81376788678708,0.6581058577893129,safe,0.311,3.1376002880278975e-05,0.0001395930012222,0.3225
1755016225,5,1241.055761549646,1219.2798880477062,0.9824537509299748,safe,0.311,6.931100142537616e-05,0.0168468269985169,0.3225
1755016226,5,75.8484695126648,60.84846951266462,0.8022372752360474,safe,0.311,4.45080004283227e-05,0.000328038000589,0.3225
1755016227,5,136.98697844487614,121.98697844486956,0.8905005412171886,safe,0.311,3.268699947511777e-05,0.0004670160014939,0.3225
1755016228,5,1439.0870930049286,1380.9013197217791,0.9595675803320194,safe,0.311,3.718399966601282e-05,0.0043436889973236,0.3225
1755016229,5,184.3613896759648,123.91909902840204,0.6721532054309385,safe,0.311,3.120499968645163e-05,0.0025734909977472,0.3225
1755016230,5,1860.7255966404207,1771.2710555835415,0.951924915087753,safe,0.311,4.45849982497748e-05,0.0294087239999498,0.3225
1755016231,5,1873.908229662621,1849.9566471797484,0.9872183802260236,safe,0.311,5.007900108466856e-05,0.0306938540015835,0.3225
1755016232,5,373.6838870920675,269.17290548062374,0.7203224831963532,safe,0.311,3.735700011020526e-05,0.0042619220002961,0.3225
1755016233,5,0.0,258.559988132872,,,0.311,1.723400055197999e-05,0.0012207059990032,0.3225
1755016234,5,124.72856751936308,117.64954376930812,0.943244567857672,safe,0.311,3.030900188605301e-05,0.0010870610021811,0.3225
1755016235,5,0.0,1243.5369228485122,,,0.311,2.6734000130090863e-05,0.5331637570016028,0.3225
1755016236,5,1692.384488898836,1634.3556565463111,0.9657117914202334,safe,0.311,5.1471000915626064e-05,0.0481868860006216,0.3225
