seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016037,8,0.0,1533.1551256124503,,,0.577,5.319600313669071e-05,0.15793683299853,0.5757
1755016038,8,510.2707851049589,487.4919522404269,0.9553593238542032,safe,0.577,7.73169995227363e-05,0.0223249819973716,0.5757
1755016039,8,302.1082390984285,274.60690245207337,0.908968597717075,safe,0.577,7.053700028336607e-05,0.0362270039986469,0.5757
1755016040,8,0.0,171.50352815584384,,,0.577,5.6050997955026105e-05,0.007473581998056,0.5757
1755016041,8,0.0,123.09440617168062,,,0.577,3.101300171692856e-05,0.0015874390010139,0.5757
1755016042,8,1588.1356151200482,1555.6870039331,0.9795681106336152,safe,0.577,7.797800208209082e-05,0.1423612709986628,0.5757
1755016043,8,0.0,1732.7553698600857,,,0.577,2.95429999823682e-05,0.038178106999112,0.5757
1755016044,8,2051.57066783664,1942.42411986382,0.9467985433385466,safe,0.577,7.097699926816858e-05,0.0566468469987739,0.5757
1755016045,8,1887.5294611695435,1740.580809464143,0.9221476248564888,safe,0.577,7.287499829544686e-05,0.0198173959979612,0.5757
1755016046,8,0.0,1130.7870691595442,,,0.577,4.3831998482346535e-05,1.0738224050001008,0.5757
1755016047,8,1423.5241149863089,1198.712397763011,0.842073825896894,safe,0.577,7.933000233606435e-05,0.5545650599997316,0.5757
1755016048,8,0.0,155.73974217957743,,,0.577,2.6095000066561624e-05,0.021686686999601,0.5757
1755016049,8,522.4905820233078,447.226783109075,0.8559518553946388,safe,0.577,6.447900159400888e-05,0.0088539379976282,0.5757
1755016050,8,2231.09267587794,2159.528093927687,0.967923976119866,safe,0.577,7.353000182774849e-05,0.1255647940015478,0.5757
1755016051,8,0.0,1344.350826008387,,,0.577,5.241500184638426e-05,1.513835787998687,0.5757
1755016052,8,0.0,120.6865358444624,,,0.577,4.175399953965098e-05,0.0102876780001679,0.5757
1755016053,8,0.0,326.9096727992454,,,0.577,2.913899879786186e-05,0.0444884999997157,0.5757
1755016054,8,0.0,93.73216427430694,,,0.577,2.7451998903416097e-05,0.0124577970018435,0.5757
1755016055,8,0.0,1455.0395730163427,,,0.577,3.678199936985038e-05,0.2196611279978242,0.5757
1755016056,8,1974.878117647432,1772.8673052699291,0.897709731769094,safe,0.577,9.80909971985966e-05,0.6780115329966065,0.5757
1755016057,8,0.0,1170.1509103988774,,,0.577,5.072699786978774e-05,0.2097963589985738,0.5757
1755016058,8,0.0,1201.056529735192,,,0.577,8.591200094087981e-05,0.2678463199990801,0.5757
1755016059,8,0.0,493.186752164292,,,0.577,3.5764001950155944e-05,0.046463386999676,0.5757
1755016060,8,0.0,286.7425301347449,,,0.577,3.456799822743051e-05,0.0519970309978816,0.5757
1755016061,8,253.4110501770176,225.612922646325,0.8903042013705619,safe,0.577,6.721600220771506e-05,0.0053407319974212,0.5757
1755016062,8,0.0,259.7016233154544,,,0.577,2.9803999495925385e-05,0.0477035910007543,0.5757
1755016063,8,1729.289492300462,1541.856854689975,0.8916129205404779,safe,0.577,7.923800149001181e-05,0.2930595219986571,0.5757
1755016064,8,0.0,1445.079479672533,,,0.577,3.894499968737364e-05,0.2634411610015377,0.5757
1755016065,8,2948.496845915458,2893.546982942312,0.981363431658654,safe,0.577,8.790100037003867e-05,0.2448418779968051,0.5757
1755016066,8,0.0,445.6418159300936,,,0.577,7.29769999452401e-05,0.009298855002271,0.5757
1755016067,8,0.0,1096.0995904243737,,,0.577,7.624399950145744e-05,0.7041724390001036,0.5757
1755016068,8,2424.790598153552,2254.8312585892468,0.929907621840118,safe,0.577,6.678499994450249e-05,0.03018125699964,0.5757
