seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G,finalpercent
1755016037,10,209.0923994279677,148.28984722034238,0.7092072577770967,safe,0.0,False,False,0.0001459089980926,0.0165314190016943,0.0
1755016038,10,2120.545517180378,2046.1141434517035,0.9648998933879792,safe,0.0,,False,8.306499876198359e-05,0.4329444969989708,0.0
1755016039,10,1574.5793673143485,1279.4668570571357,0.8125769228384049,safe,0.0,False,False,0.0001647540011617,0.85668797100152,0.0
1755016040,10,399.0149530361841,339.21046040153544,0.8501196705046155,safe,0.0,False,False,0.0002023630004259,0.0777520619994902,0.0
1755016041,10,1135.9098826980337,1064.5719374958016,0.937197530993578,safe,0.0,False,False,0.0003580910015443,0.7433810049988097,0.0
1755016042,10,2372.1805615104945,2275.6226448275493,0.9592957137202652,safe,0.0,,False,0.0011297010023554,0.2039515239994216,0.0
1755016043,10,364.6786918455705,318.1851927038094,0.8725083198404979,safe,0.0,,False,7.448000178555958e-05,0.0029049910008325,0.0
1755016044,10,164.834957890189,147.8007741977362,0.8966591558581841,safe,0.0,False,False,7.556399941677228e-05,0.0112378080011694,0.0
1755016045,10,593.0148393101608,461.07730344762655,0.7775139387472767,safe,0.0,False,False,7.275499956449494e-05,0.002832665999449,0.0
1755016046,10,503.1639312660136,389.76288912752045,0.7746240636661611,safe,0.0,False,False,7.407999873976223e-05,0.0080171300032816,0.0
1755016047,10,2601.338445760996,2379.28905485004,0.9146403301451236,safe,0.0,,False,0.0002174910005123,1.135045695998997,0.0
1755016048,10,434.8165816618677,299.39596701580984,0.6885569217979667,safe,0.0,False,False,7.8085002314765e-05,0.0183687259996077,0.0
1755016049,10,538.6040628077285,424.8943516429405,0.7888807028821463,safe,0.0,,False,7.463300062227063e-05,0.0274432410005829,0.0
1755016050,10,1145.34826618626,1133.7233307618276,0.9898503051275918,safe,0.0,False,False,0.0001877889990282,1.4510179269964285,0.0
1755016051,10,453.2035944531263,405.89239132428446,0.8956071758743849,safe,0.0,False,False,0.000131197997689,0.038958408000326,0.0
1755016052,10,2511.4669615136017,2371.887332769943,0.9444230679190232,safe,0.0,,False,8.244700075010769e-05,0.7244252730015432,0.0
1755016053,10,459.7793553060042,436.8685679381539,0.9501700389470464,safe,0.0,,False,0.0002875169993785,0.034494719999202,0.0
1755016054,10,2171.6620013708034,1914.749630738768,0.8816978100321935,safe,0.0,,False,8.215100024244748e-05,0.415377504999924,0.0
1755016055,10,2265.9078017227007,2055.503655855926,0.9071435538079656,safe,0.0,,False,8.154599709087051e-05,0.6309764020006696,0.0
1755016056,10,1522.3816939956118,1344.9483078988171,0.8834501315953776,safe,0.0,False,False,0.0001944530013133,0.694068093001988,0.0
1755016057,10,1380.6837905904758,1137.6202279636836,0.8239542143658821,safe,0.0,False,False,0.0001783560001058,1.3452768120005203,0.0
1755016058,10,1676.8883826296344,1481.3640048142988,0.8834004816058648,safe,0.0,,False,0.0005037640003138,2.0656070459990588,0.0
1755016059,10,510.436558678327,362.5529350870533,0.7102801100803033,safe,0.0,False,False,0.0001521889971627,0.0178628719986591,0.0
1755016060,10,1461.492377501586,1312.785215899423,0.8982497863886386,safe,0.0,False,False,0.0001725269976304,0.8045541620012955,0.0
1755016061,10,1603.057192088219,1543.95779861785,0.9631333219038908,safe,0.0,False,False,0.0001741310006764,1.3421532840002328,0.0
1755016062,10,1519.5242031970158,1337.9595267568538,0.8805121523841757,safe,0.0,False,False,9.177800166071393e-05,0.0101026429983903,0.0
1755016063,10,437.12715514315465,304.30795266677137,0.6961543090753848,safe,0.0,False,False,0.0002523689981899,0.0116031219986325,0.0
1755016064,10,1147.1135520147418,1113.8330809607232,0.9709876402422706,safe,0.0,False,False,0.000220228001126,0.708315116000449,0.0
1755016065,10,520.8398303686856,446.9024953959152,0.8580420876789846,safe,0.0,False,False,9.105500066652894e-05,0.0128246860003855,0.0
1755016066,10,496.5295544551609,438.5293304343424,0.8831887779883278,safe,0.0,,False,0.0002338779995625,0.0448037040005147,0.0
1755016067,10,1340.5519573549293,1119.1488269318802,0.8348418133229956,safe,0.0,False,False,0.0008547090001229,1.255994423001539,0.0
1755016068,10,1262.33147613053,1160.714551381343,0.9195006013312153,safe,0.0,False,False,6.571500125573948e-05,0.3705565069976728,0.0
1755016069,10,1729.9321592187628,1499.2758823071867,0.8666674437593319,safe,0.0,False,False,9.24259984458331e-05,0.2051689820000319,0.0
1755016070,10,1465.1158900744242,1165.7945165922351,0.7957012305238296,safe,0.0,False,False,0.0001489679998485,1.6442155830009142,0.0
1755016071,10,1644.2492912444914,1426.9899668622554,0.8678671625165806,safe,0.0,,False,0.0001332419997197,0.6888121609990776,0.0
