seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G,finalpercent
1755016037,8,1787.8176248951208,1533.1551256124503,0.857556779988893,safe,0.0,False,False,0.0002079539990518,0.15793683299853,0.0
1755016038,8,510.2707851049589,487.4919522404269,0.9553593238542032,safe,0.0,,False,6.605599992326461e-05,0.0223249819973716,0.0
1755016039,8,302.1082390984285,274.60690245207337,0.908968597717075,safe,0.0,False,False,6.435600153054111e-05,0.0362270039986469,0.0
1755016040,8,204.1921980658904,171.50352815584384,0.8399122482657329,safe,0.0,False,False,0.0002402160025667,0.007473581998056,0.0
1755016041,8,156.79988672888095,123.09440617168062,0.7850414227946497,safe,0.0,False,False,0.0001605709985597,0.0015874390010139,0.0
1755016042,8,1588.1356151200482,1555.6870039331,0.9795681106336152,safe,0.0,,False,6.668299829470925e-05,0.1423612709986628,0.0
1755016043,8,1855.4148523200968,1732.7553698600857,0.9338910743833746,safe,0.0,,False,0.0001434519981557,0.038178106999112,0.0
1755016044,8,2051.57066783664,1942.42411986382,0.9467985433385466,safe,0.0,,False,6.369800030370243e-05,0.0566468469987739,0.0
1755016045,8,1887.5294611695435,1740.580809464143,0.9221476248564888,safe,0.0,,False,6.50570000289008e-05,0.0198173959979612,0.0
1755016046,8,1190.2537677059197,1130.7870691595442,0.9500386386837568,safe,0.0,False,False,0.0001355550011794,1.0738224050001008,0.0
1755016047,8,1423.5241149863089,1198.712397763011,0.842073825896894,safe,0.0,False,False,6.466999911936e-05,0.5545650599997316,0.0
1755016048,8,173.9320880820925,155.73974217957743,0.8954054648390777,safe,0.0,False,False,0.0001472559997637,0.021686686999601,0.0
1755016049,8,522.4905820233078,447.226783109075,0.8559518553946388,safe,0.0,False,False,6.014199971104972e-05,0.0088539379976282,0.0
1755016050,8,2231.09267587794,2159.528093927687,0.967923976119866,safe,0.0,,False,6.492100146715529e-05,0.1255647940015478,0.0
1755016051,8,1527.7878562166384,1344.350826008387,0.8799329177399613,safe,0.0,False,False,0.0001371090002066,1.513835787998687,0.0
1755016052,8,187.0138073275421,120.6865358444624,0.6453348956908196,safe,0.0,False,False,0.000206625998544,0.0102876780001679,0.0
1755016053,8,434.4086660618082,326.9096727992454,0.7525394826095212,safe,0.0,,False,0.0001949580000655,0.0444884999997157,0.0
1755016054,8,107.05504758005776,93.73216427430694,0.8755510963106368,safe,0.0,False,False,0.0001057519984897,0.0124577970018435,0.0
1755016055,8,1638.403656826857,1455.0395730163427,0.8880836947314676,safe,0.0,False,False,0.0001398920030624,0.2196611279978242,0.0
1755016056,8,1974.878117647432,1772.8673052699291,0.897709731769094,safe,0.0,,False,8.176199844456278e-05,0.6780115329966065,0.0
1755016057,8,1192.602189723835,1170.1509103988774,0.9811745446063984,safe,0.0,False,False,0.0002619680017232,0.2097963589985738,0.0
1755016058,8,1283.1552703091745,1201.056529735192,0.93601807787907,safe,0.0,False,False,0.0012130520008213,0.2678463199990801,0.0
1755016059,8,554.9973869511647,493.186752164292,0.8886289625138153,safe,0.0,,False,0.0001507269989815,0.046463386999676,0.0
1755016060,8,320.7996631727888,286.7425301347449,0.8938367556212177,safe,0.0,False,False,0.0001479870006733,0.0519970309978816,0.0
