seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,added,finalpercent
1755016037,10,0.2,3313.2,2976.116645867587,0.8982604871023745,safe,0.0,False,0.0
1755016038,10,0.2,3677.2,3229.739281261518,0.8783148268414875,safe,0.0,False,0.0
1755016039,10,0.2,400.4,332.0747968182808,0.8293576344112906,safe,0.0,False,0.0
1755016040,10,0.2,1157.1999999999998,1036.7933093484753,0.8959499735123362,safe,0.0,False,0.0
1755016041,10,0.2,3420.8,3102.7611926199625,0.9070279445217384,safe,0.0,False,0.0
1755016042,10,0.2,2706.0,2532.690780560561,0.9359537252625874,safe,0.0,False,0.0
1755016043,10,0.2,899.8,774.5031355966494,0.8607503174001438,safe,0.0,False,0.0
1755016044,10,0.2,495.00000000000006,415.9869966989916,0.8403777711090737,safe,0.0,False,0.0
1755016045,10,0.2,3654.2,3265.2170646667582,0.8935518211008588,safe,0.0,False,0.0
1755016046,10,0.2,3346.8,3118.5942558801817,0.9318137492172168,safe,0.0,False,0.0
1755016047,10,0.2,3592.4,3148.036414768183,0.8763045359002848,safe,0.0,False,0.0
1755016048,10,0.2,1162.2,1125.838946503347,0.9687136005019332,safe,0.0,False,0.0
1755016049,10,0.2,1358.6,1314.2634403703778,0.9673659946786236,safe,0.0,False,0.0
1755016050,10,0.2,4540.200000000001,4313.200948361773,0.9500024114271998,safe,0.0,False,0.0
1755016051,10,0.2,3359.4,2990.397349542982,0.8901581679892189,safe,0.0,False,0.0
1755016052,10,0.2,4960.6,4700.632882920239,0.9475936142644515,safe,0.0,True,0.0
1755016053,10,0.2,5863.400000000001,4856.421110023686,0.8282602432076416,safe,0.0,False,0.0
1755016054,10,0.2,3737.6,3627.842420476579,0.97063420924566,safe,0.0,False,0.0
1755016055,10,0.2,2626.8,2530.286077788871,0.9632579860624606,safe,0.0,False,0.0
1755016056,10,0.2,5704.0,4347.90505983388,0.7622554452724194,safe,0.0,False,0.0
1755016057,10,0.2,5006.0,4807.539043541095,0.9603553822495196,safe,0.0,True,0.0
1755016058,10,0.2,8007.0,7985.746076020572,0.997345582118218,safe,0.0,False,0.0
1755016059,10,0.2,979.0,862.1508045248561,0.8806443355718653,safe,0.0,True,0.0
1755016060,10,0.2,2959.0,2624.0995875686867,0.8868197321962442,safe,0.0,False,0.0
1755016061,10,0.2,4081.0,3959.0328449861495,0.9701134146008698,safe,0.0,False,0.0
1755016062,10,0.2,2644.4,2547.252491523832,0.963262929785143,safe,0.0,False,0.0
1755016063,10,0.2,7618.599999999999,7301.176224294325,0.9583356816599278,safe,0.0,False,0.0
1755016064,10,0.2,9473.0,9425.557606226195,0.994991830067159,safe,0.0,True,0.0
