seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,added,finalpercent
1755016037,8,0.0,884.0,714.0,0.8076923076923077,safe,0.0,False,0.0
1755016037,8,0.02,892.8400000000001,716.0229414486857,0.8019610920754957,safe,0.0,False,0.0
1755016037,8,0.05,906.1,717.9109169767908,0.7923087043116551,safe,0.0,False,0.0
1755016037,8,0.1,928.2,868.099449592035,0.9352504305020848,safe,0.0,False,0.0
1755016037,8,0.2,972.4,871.6872614752065,0.8964286934134168,safe,0.0,True,0.0
1755016037,8,0.3,1016.6,877.3059800770498,0.8629805037153746,safe,0.0,False,0.0
1755016037,8,0.4,1060.8000000000002,879.989900447009,0.8295530735737262,safe,0.0,False,0.0
1755016037,8,0.5,1105.0,886.9375648963833,0.8026584297704826,safe,0.0,False,0.0
1755016038,8,0.0,2912.0,2094.0,0.7190934065934066,safe,0.0,False,0.0
1755016038,8,0.02,2941.1200000000003,2807.9979732434062,0.9547376418654818,safe,0.0,False,0.0
1755016038,8,0.05,2984.8,2809.9918158454675,0.941433870224292,safe,0.0,False,0.0
1755016038,8,0.1,3057.6,2815.117165247327,0.9206950435790578,safe,0.0,False,0.0
1755016038,8,0.2,3203.2,3004.976376144219,0.938117000544524,safe,0.0,False,0.0
1755016038,8,0.3,3348.8,2988.4026308127027,0.8923801453692972,safe,0.0,False,0.0
1755016038,8,0.4,3494.4,3095.14273031584,0.8857436842707875,safe,0.0,False,0.0
1755016038,8,0.5,3640.0,3115.1344166260883,0.8558061584137605,safe,0.0,False,0.0
1755016039,8,0.0,3618.0,3150.0,0.8706467661691543,safe,0.0,False,0.0
1755016039,8,0.02,3641.34,3550.7142692675407,0.9751119832994284,safe,0.0,False,0.0
1755016039,8,0.05,3676.35,3601.948719610009,0.9797621879336867,safe,0.0,False,0.0
1755016039,8,0.1,3734.7,3652.0675033305815,0.9778743950867758,safe,0.0,False,0.0
1755016039,8,0.2,3851.400000000001,3743.285639313097,0.9719285556714692,safe,0.0,False,0.0
1755016039,8,0.3,4968.099999999999,4459.6162656687375,0.8976502618040575,safe,0.0,False,0.0
1755016039,8,0.4,5084.799999999998,4813.773662936197,0.9466987222577484,safe,0.0,False,0.0
1755016039,8,0.5,5201.5,5045.942150138617,0.9700936557028966,safe,0.0,False,0.0
1755016040,8,0.0,230.0,186.0,0.808695652173913,safe,0.0,False,0.0
1755016040,8,0.02,231.42,217.0122096414516,0.937741809875774,safe,0.0,False,0.0
1755016040,8,0.05,233.55,217.03831749446545,0.9293012952021642,safe,0.0,False,0.0
1755016040,8,0.1,237.1,222.04621087862324,0.9365086920228732,safe,0.0,False,0.0
1755016040,8,0.2,244.2,227.07786770407483,0.9298847981329844,safe,0.0,False,0.0
1755016040,8,0.3,251.3,231.7055226988396,0.922027547548108,safe,0.0,False,0.0
1755016040,8,0.4,258.4,234.15335665875864,0.9061662409394684,safe,0.0,False,0.0
1755016040,8,0.5,265.5,248.20996190011465,0.9348774459514676,safe,0.0,False,0.0
1755016041,8,0.0,2594.0,2130.0,0.8211256746337703,safe,0.0,False,0.0
1755016041,8,0.02,2619.94,2500.2807567837867,0.9543274871881748,safe,0.0,False,0.0
1755016041,8,0.05,2658.85,2495.538567855277,0.9385781702071486,safe,0.0,False,0.0
1755016041,8,0.1,2723.7,2553.65195225786,0.9375672622747954,safe,0.0,False,0.0
1755016041,8,0.2,2853.4,2690.8348438399908,0.9430275614494956,safe,0.0,False,0.0
1755016041,8,0.3,2983.1,2727.9383017908112,0.914464249200768,safe,0.0,False,0.0
1755016041,8,0.4,3112.8,2738.7187498173184,0.8798248361016828,safe,0.0,False,0.0
1755016041,8,0.5,3242.5,2771.08701416629,0.8546143451553708,safe,0.0,False,0.0
1755016042,8,0.0,4338.0,3177.0,0.7323651452282157,safe,0.0,False,0.0
1755016042,8,0.02,4362.54,4152.027521563877,0.9517454330651128,safe,0.0,False,0.0
1755016042,8,0.05,4399.35,4191.99999061768,0.9528680351910348,safe,0.0,False,0.0
1755016042,8,0.1,4460.7,4267.670650752661,0.9567266686288388,safe,0.0,False,0.0
1755016042,8,0.2,4583.4,4447.997995079782,0.9704581740803296,safe,0.0,False,0.0
1755016042,8,0.3,4706.1,4503.884572581304,0.9570312089801116,safe,0.0,False,0.0
1755016042,8,0.4,4828.8,4596.768351590126,0.9519483829502416,safe,0.0,False,0.0
1755016042,8,0.5,4951.5,4690.898267516173,0.947369134104044,safe,0.0,False,0.0
1755016043,8,0.0,820.0,689.0,0.8402439024390244,safe,0.0,False,0.0
1755016043,8,0.02,828.2,759.0519542277657,0.9165080345662469,safe,0.0,True,0.0
