seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,finalpercent_x,finalpercent_y,finalpercent
1755016010,3,0.0,2210.0,1778.0763131523595,0.8045594177159998,safe,0.02,0.011,0.011,0.011
1755016011,3,0.0,320.0,296.1112052953971,0.925347516548116,safe,0.02,0.011,0.011,0.011
1755016012,3,0.0,85.38604137251795,84.74096485510752,0.9924451759673912,safe,0.02,0.011,0.011,0.011
1755016013,3,0.0,2032.4343462103825,1159.629348815443,0.57056177532999,safe,0.02,0.011,0.011,0.011
1755016014,3,0.0,64.0,47.619430653673895,0.7440536039636546,safe,0.02,0.011,0.011,0.011
1755016015,3,0.0,107.22966315523055,81.4850877701053,0.7599118133211308,safe,0.02,0.011,0.011,0.011
1755016016,3,0.0,510.0,478.5998153091805,0.938431010410158,safe,0.02,0.011,0.011,0.011
1755016017,3,0.0,0.0,393.8813746562431,,,0.02,0.011,0.011,0.011
1755016018,3,0.0,2030.0,2023.8384653828928,0.9969647612723612,safe,0.02,0.011,0.011,0.011
1755016019,3,0.0,242.0,180.43174911596125,0.7455857401486002,safe,0.02,0.011,0.011,0.011
1755016020,3,0.0,2110.0,2080.757034032386,0.9861407744229316,safe,0.02,0.011,0.011,0.011
1755016021,3,0.0,333.0268460256149,333.0268460256149,1.0,safe,0.02,0.011,0.011,0.011
1755016022,3,0.0,32.0,27.91689576915655,0.8724029927861422,safe,0.02,0.011,0.011,0.011
1755016023,3,0.0,214.0,210.94532581324347,0.9857258215572124,safe,0.02,0.011,0.011,0.011
1755016024,3,0.0,2080.0,1746.9623980833176,0.8398857683092873,safe,0.02,0.011,0.011,0.011
1755016025,3,0.0,604.0,511.6466341524887,0.8470970764114051,safe,0.02,0.011,0.011,0.011
1755016026,3,0.0,107.68953638215515,85.68911760025553,0.7957051397841728,safe,0.02,0.011,0.011,0.011
1755016027,3,0.0,70.50419535496533,69.80769522078472,0.9901211533487624,safe,0.02,0.011,0.011,0.011
