seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust,inserted,finalpercent_x,finalpercent_y,finalpercent
1755016093,10,0.2,0.0,957.5953187885884,,,0.29,False,False,0.241,0.241,0.241
1755016094,10,0.2,6274.763313749682,6023.4072798611305,0.9599417505776252,safe,0.29,False,False,0.241,0.241,0.241
1755016095,10,0.2,0.0,533.5515267334772,,,0.29,False,False,0.241,0.241,0.241
1755016096,10,0.2,3080.2,2883.2295770731907,0.9360527164058148,safe,0.29,False,True,0.241,0.241,0.241
1755016097,10,0.2,730.4,642.0489089479161,0.8790373890305533,safe,0.29,False,False,0.241,0.241,0.241
1755016098,10,0.2,3038.2000000000003,2771.3248382979154,0.9121601073984316,safe,0.29,False,False,0.241,0.241,0.241
1755016099,10,0.2,4355.213330593957,4050.0088517057447,0.9299220369426568,safe,0.29,False,True,0.241,0.241,0.241
1755016100,10,0.2,5852.306209897486,5693.952414423193,0.9729416421843268,safe,0.29,True,False,0.241,0.241,0.241
1755016101,10,0.2,0.0,7800.027931239756,,,0.29,False,False,0.241,0.241,0.241
1755016102,10,0.2,4020.6536096181626,3569.3636206922133,0.887757058243869,safe,0.29,False,False,0.241,0.241,0.241
1755016103,10,0.2,2991.280618791205,2728.0514427741705,0.9120011762308656,safe,0.29,False,False,0.241,0.241,0.241
1755016104,10,0.2,0.0,1062.6268482724263,,,0.29,False,False,0.241,0.241,0.241
1755016105,10,0.2,2983.2,2720.5595692248003,0.91196016667498,safe,0.29,False,False,0.241,0.241,0.241
1755016106,10,0.2,0.0,2581.5606469422582,,,0.29,False,False,0.241,0.241,0.241
1755016107,10,0.2,0.0,1803.9096893412927,,,0.29,False,False,0.241,0.241,0.241
1755016108,10,0.2,4729.7220280430165,4545.485979134977,0.9610471719446334,safe,0.29,False,False,0.241,0.241,0.241
1755016109,10,0.2,4861.372645006008,4647.609004411119,0.956028131105217,safe,0.29,False,False,0.241,0.241,0.241
1755016110,10,0.2,3312.3701625489743,3031.930608210637,0.9153356839434484,safe,0.25,False,True,0.241,0.241,0.241
1755016111,10,0.2,0.0,1420.3213638758937,,,0.25,False,False,0.241,0.241,0.241
1755016112,10,0.2,3537.6,3140.397960260685,0.8877199118783031,safe,0.25,False,False,0.241,0.241,0.241
1755016113,10,0.2,379.3663339025239,357.3290459143973,0.9419102697874372,safe,0.25,False,True,0.241,0.241,0.241
1755016114,10,0.2,676.125837678123,608.4394016025326,0.8998907713569537,safe,0.25,False,False,0.241,0.241,0.241
1755016115,10,0.2,998.3157738511828,962.2633049626766,0.9638867081610588,safe,0.25,False,False,0.241,0.241,0.241
1755016116,10,0.2,2743.2000000000003,2520.0278881928243,0.9186453369031876,safe,0.25,False,True,0.241,0.241,0.241
1755016117,10,0.2,0.0,1186.937145699445,,,0.25,False,False,0.241,0.241,0.241
1755016118,10,0.2,4546.553667914049,4172.551623547106,0.9177394414133168,safe,0.25,False,False,0.241,0.241,0.241
1755016119,10,0.2,2605.4,2420.616335614094,0.9290766621686092,safe,0.25,False,True,0.241,0.241,0.241
1755016120,10,0.2,2930.4,2709.012222938749,0.9244513455291936,safe,0.25,False,False,0.241,0.241,0.241
1755016121,10,0.2,4661.333745757844,4602.751572442896,0.987432315189132,safe,0.25,True,False,0.241,0.241,0.241
1755016122,10,0.2,567.6000000000001,516.7094177067647,0.9103407641063506,safe,0.25,False,False,0.241,0.241,0.241
1755016123,10,0.2,4605.676228766835,4543.54667338368,0.986510220802084,safe,0.25,False,False,0.241,0.241,0.241
1755016124,10,0.2,3828.0,3424.081207289877,0.8944830740046701,safe,0.25,False,False,0.241,0.241,0.241
1755016125,10,0.2,3473.8,3069.909584074652,0.8837323922144776,safe,0.25,False,False,0.241,0.241,0.241
1755016126,10,0.2,839.1348245939241,835.1022056153597,0.9951943134042662,safe,0.25,False,False,0.241,0.241,0.241
1755016127,10,0.2,3058.2,2813.961351284728,0.9201364695849612,safe,0.25,False,True,0.241,0.241,0.241
1755016128,10,0.2,509.6779012851931,462.76993777488497,0.90796547507352,safe,0.25,False,False,0.241,0.241,0.241
1755016129,10,0.2,0.0,1129.0862265659157,,,0.25,False,False,0.241,0.241,0.241
1755016130,10,0.2,0.0,400.8565074428912,,,0.25,False,False,0.241,0.241,0.241
1755016131,10,0.2,726.438469438972,693.2181255821702,0.9542695696134348,safe,0.25,False,True,0.241,0.241,0.241
1755016132,10,0.2,0.0,1168.2247435358004,,,0.25,False,False,0.241,0.241,0.241
1755016133,10,0.2,5866.120939413478,5691.7363345474005,0.9702725861489804,safe,0.25,False,False,0.241,0.241,0.241
1755016134,10,0.2,3846.010645498317,3742.473717237339,0.9730793963396418,safe,0.25,False,False,0.241,0.241,0.241
1755016135,10,0.2,2490.370841447404,2358.944197832823,0.9472260751582702,safe,0.25,False,False,0.241,0.241,0.241
1755016136,10,0.2,0.0,855.654379026164,,,0.25,False,False,0.241,0.241,0.241
1755016137,10,0.2,1504.5142676565777,1503.396292276739,0.99925691938995,safe,0.25,True,False,0.241,0.241,0.241
1755016138,10,0.2,0.0,1164.6442712973576,,,0.25,False,False,0.241,0.241,0.241
1755016139,10,0.2,906.4,755.2146430046498,0.8332023863687663,safe,0.25,False,False,0.241,0.241,0.241
1755016140,10,0.2,2778.6000000000004,2607.9542917509534,0.9385857236561408,safe,0.25,False,False,0.241,0.241,0.241
1755016141,10,0.2,0.0,1547.996552574812,,,0.25,False,False,0.241,0.241,0.241
1755016142,10,0.2,0.0,4426.784398977237,,,0.25,False,False,0.241,0.241,0.241
1755016143,10,0.2,6236.871271150338,6158.672855485094,0.9874619160368177,safe,0.25,False,False,0.241,0.241,0.241
1755016144,10,0.2,4331.599999999999,3939.9033718853984,0.909572299354834,safe,0.25,False,True,0.241,0.241,0.241
1755016145,10,0.2,4623.0790979397125,4346.091679245379,0.9400859442751536,safe,0.25,False,False,0.241,0.241,0.241
1755016146,10,0.2,0.0,878.4451453247202,,,0.25,False,False,0.241,0.241,0.241
1755016147,10,0.2,892.9915376204596,777.5230623525142,0.870694770999026,safe,0.25,False,True,0.241,0.241,0.241
1755016148,10,0.2,3038.2,2843.601867589369,0.9359495318245572,safe,0.25,False,False,0.241,0.241,0.241
1755016149,10,0.2,2936.9999999999995,2683.9731223053823,0.913848526491448,safe,0.25,False,False,0.241,0.241,0.241
1755016150,10,0.2,4136.218307119554,4123.082434137701,0.9968241828630654,safe,0.25,True,False,0.241,0.241,0.241
1755016151,10,0.2,911.1186098574976,902.156720020692,0.990163860402097,safe,0.25,False,False,0.241,0.241,0.241
1755016152,10,0.2,4229.910589795999,4165.5367760572335,0.984781282636551,safe,0.25,False,False,0.241,0.241,0.241
1755016153,10,0.2,5507.319639718211,5501.546537220653,0.9989517400704468,safe,0.25,,False,0.241,0.241,0.241
1755016154,10,0.2,6098.981553163858,5897.147268281333,0.9669068871379316,safe,0.25,False,False,0.241,0.241,0.241
1755016155,10,0.2,0.0,2889.776930798198,,,0.25,False,False,0.241,0.241,0.241
1755016156,10,0.2,0.0,1164.645558490726,,,0.25,False,False,0.241,0.241,0.241
1755016157,10,0.2,7929.221978917837,7783.851496066782,0.9816664884351118,safe,0.25,False,False,0.241,0.241,0.241
1755016158,10,0.2,3520.0,3220.314714922788,0.9148621349212466,safe,0.25,False,False,0.241,0.241,0.241
1755016159,10,0.2,0.0,914.9563661309768,,,0.25,False,False,0.241,0.241,0.241
1755016160,10,0.2,910.7837814419078,877.1403522113542,0.963061014133024,safe,0.25,False,True,0.241,0.241,0.241
1755016161,10,0.2,2679.6,2541.9401582801947,0.9486267197642166,safe,0.25,False,False,0.241,0.241,0.241
1755016162,10,0.2,2965.6,2795.9236863404794,0.9427851653427568,safe,0.25,False,False,0.241,0.241,0.241
1755016163,10,0.2,484.5277051531424,443.2653159341844,0.9148399796748128,safe,0.25,False,True,0.241,0.241,0.241
1755016164,10,0.2,0.0,1405.8131178909655,,,0.25,False,False,0.241,0.241,0.241
1755016165,10,0.2,0.0,4038.5301095213,,,0.25,False,False,0.241,0.241,0.241
1755016166,10,0.2,1692.9216195798097,1522.4239271193364,0.8992878993991514,safe,0.25,False,True,0.241,0.241,0.241
1755016167,10,0.2,1033.0536498945162,958.4334213841375,0.9277673250387354,safe,0.25,False,False,0.241,0.241,0.241
1755016168,10,0.2,0.0,3297.252996104016,,,0.25,False,False,0.241,0.241,0.241
1755016169,10,0.2,3165.8,2974.4482760734973,0.9395565974077632,safe,0.25,False,False,0.241,0.241,0.241
1755016170,10,0.2,3673.4,3586.508659985033,0.9763457995276944,safe,0.25,False,True,0.241,0.241,0.241
1755016171,10,0.2,6080.131834139051,5969.614680115756,0.981823230640698,safe,0.25,,False,0.241,0.241,0.241
1755016172,10,0.2,3999.660669909904,3872.376051115236,0.968176145603488,safe,0.25,False,False,0.241,0.241,0.241
1755016173,10,0.2,2910.417433872992,2721.5688465768235,0.935112886179746,safe,0.25,False,False,0.241,0.241,0.241
1755016174,10,0.2,8177.649365442834,8170.205521142576,0.999089733006686,safe,0.25,False,False,0.241,0.241,0.241
1755016175,10,0.2,836.0,775.448985386538,0.9275705566824616,safe,0.25,False,False,0.241,0.241,0.241
1755016176,10,0.2,3209.4558477352416,3072.6636179208326,0.9573783730625436,safe,0.25,False,False,0.241,0.241,0.241
1755016177,10,0.2,0.0,1133.998573367775,,,0.25,False,False,0.241,0.241,0.241
1755016178,10,0.2,5307.911868690156,5167.975841473558,0.9736363318234352,safe,0.25,False,True,0.241,0.241,0.241
1755016179,10,0.2,4194.2,3891.3826847885503,0.9278009357657124,safe,0.25,False,True,0.241,0.241,0.241
1755016180,10,0.2,4998.513624532954,4728.231756183111,0.945927551937983,safe,0.25,True,False,0.241,0.241,0.241
1755016181,10,0.2,1145.8937565140068,1131.8461278310804,0.9877408977899822,safe,0.25,True,True,0.241,0.241,0.241
1755016182,10,0.2,0.0,6595.762175980151,,,0.25,False,False,0.241,0.241,0.241
1755016183,10,0.2,3295.439156093587,3012.9707806161587,0.9142850581977467,safe,0.25,False,False,0.241,0.241,0.241
1755016184,10,0.2,4988.065142862259,4845.028089297877,0.971324140830626,safe,0.25,False,False,0.241,0.241,0.241
1755016185,10,0.2,4405.9981474671295,4186.462794948076,0.9501735259137007,safe,0.25,False,False,0.241,0.241,0.241
1755016186,10,0.2,459.5606508032951,433.71072652232647,0.9437507884198008,safe,0.25,False,True,0.241,0.241,0.241
1755016187,10,0.2,0.0,6746.845279260189,,,0.25,False,False,0.241,0.241,0.241
1755016188,10,0.2,4552.551219921235,4433.650893044615,0.9738827041953244,safe,0.25,False,False,0.241,0.241,0.241
1755016189,10,0.2,0.0,953.469212600874,,,0.25,False,False,0.241,0.241,0.241
1755016190,10,0.2,2477.162986463077,2343.4783885032025,0.9460331844572122,safe,0.25,False,False,0.241,0.241,0.241
1755016191,10,0.2,0.0,3233.729690485463,,,0.25,False,False,0.241,0.241,0.241
1755016192,10,0.2,1061.2570826211495,1018.6749716934864,0.9598757816320136,safe,0.25,False,False,0.241,0.241,0.241
1755016193,10,0.2,3139.4,2880.957581132818,0.9176777668130276,safe,0.25,False,False,0.241,0.241,0.241
1755016194,10,0.2,0.0,2799.820355165488,,,0.25,False,False,0.241,0.241,0.241
1755016195,10,0.2,4474.099497641673,4377.216470506481,0.9783458040693416,safe,0.25,True,False,0.241,0.241,0.241
1755016196,10,0.2,5474.84892078434,5298.757331412531,0.9678362650879176,safe,0.25,False,False,0.241,0.241,0.241
1755016197,10,0.2,3792.7999999999993,3361.3905537311293,0.886255682801922,safe,0.25,False,False,0.241,0.241,0.241
1755016198,10,0.2,3422.6,3240.769689745488,0.9468736310832372,safe,0.25,False,True,0.241,0.241,0.241
1755016199,10,0.2,3568.4,3200.002374736732,0.8967611183546499,safe,0.25,False,False,0.241,0.241,0.241
1755016200,10,0.2,2679.6000000000004,2543.3652091498707,0.9491585345386888,safe,0.25,False,False,0.241,0.241,0.241
1755016201,10,0.2,3723.5219072423606,3285.971507426613,0.882490177118416,safe,0.25,False,False,0.241,0.241,0.241
1755016202,10,0.2,1572.3701551593472,1467.1969145905855,0.9331116529885402,safe,0.25,False,False,0.241,0.241,0.241
1755016203,10,0.2,3051.4,2848.045971523359,0.9333571382065148,safe,0.25,False,False,0.241,0.241,0.241
1755016204,10,0.2,0.0,1122.5381112875257,,,0.25,False,False,0.241,0.241,0.241
1755016205,10,0.2,3488.2000000000003,3467.786295531172,0.9941477826762146,safe,0.25,False,True,0.241,0.241,0.241
1755016206,10,0.2,2764.1247707669954,2649.2880201688845,0.9584545705705442,safe,0.25,False,True,0.241,0.241,0.241
1755016207,10,0.2,0.0,964.344537511017,,,0.25,False,False,0.241,0.241,0.241
1755016208,10,0.2,0.0,1343.3481600932137,,,0.25,False,False,0.241,0.241,0.241
1755016209,10,0.2,3287.185389893806,3032.833813169833,0.92262329423039,safe,0.25,False,False,0.241,0.241,0.241
1755016210,10,0.2,3341.8,3125.146437803284,0.9351686030891384,safe,0.21,False,False,0.241,0.241,0.241
1755016211,10,0.2,0.0,1051.1788927817545,,,0.21,False,False,0.241,0.241,0.241
1755016212,10,0.2,0.0,3111.307687214175,,,0.21,False,False,0.241,0.241,0.241
1755016213,10,0.2,4358.866697287946,4097.548985450092,0.9400491618611682,safe,0.21,False,False,0.241,0.241,0.241
1755016214,10,0.2,0.0,2878.641621626821,,,0.21,False,False,0.241,0.241,0.241
1755016215,10,0.2,4458.067948496392,4263.1806205305165,0.9562843522760556,safe,0.21,False,False,0.241,0.241,0.241
1755016216,10,0.2,713.4823583781554,713.380609843065,0.9998573916595196,safe,0.21,,True,0.241,0.241,0.241
1755016217,10,0.2,3107.666202114496,2930.337947512372,0.9429384486398612,safe,0.21,False,False,0.241,0.241,0.241
1755016218,10,0.2,945.3584746123756,914.0778173779836,0.9669113272113862,safe,0.21,False,True,0.241,0.241,0.241
1755016219,10,0.2,2893.0,2628.497154319128,0.9085714325334006,safe,0.21,False,False,0.241,0.241,0.241
1755016220,10,0.2,3217.452615899424,3042.19745066365,0.945529837993657,safe,0.21,False,False,0.241,0.241,0.241
1755016221,10,0.2,4188.257787551507,4162.027438116085,0.993737169303813,safe,0.21,False,False,0.241,0.241,0.241
1755016222,10,0.2,4658.820319929066,4380.998953005881,0.940366584704985,safe,0.21,False,False,0.241,0.241,0.241
1755016223,10,0.2,3476.0,3234.4858554072707,0.9305195211183171,safe,0.21,False,False,0.241,0.241,0.241
1755016224,10,0.2,0.0,458.4481015803312,,,0.21,False,False,0.241,0.241,0.241
1755016225,10,0.2,5525.470784143242,5437.196260463388,0.9840240719518092,safe,0.21,False,False,0.241,0.241,0.241
1755016226,10,0.2,0.0,3090.9116470582208,,,0.21,False,False,0.241,0.241,0.241
1755016227,10,0.2,0.0,1178.6531135324694,,,0.21,False,False,0.241,0.241,0.241
1755016228,10,0.2,4691.209324729722,4480.287277647061,0.9550388753768064,safe,0.21,False,False,0.241,0.241,0.241
1755016229,10,0.2,0.0,2320.1150867731094,,,0.21,False,False,0.241,0.241,0.241
1755016230,10,0.2,1243.4663823148871,1148.2043114953324,0.9233899105159472,safe,0.21,False,True,0.241,0.241,0.241
1755016231,10,0.2,2857.8,2651.509333165596,0.9278148691880452,safe,0.21,False,False,0.241,0.241,0.241
1755016232,10,0.2,0.0,516.1942742878,,,0.21,False,False,0.241,0.241,0.241
1755016233,10,0.2,3296.097937185301,3008.8508916347178,0.9128523936409858,safe,0.21,False,False,0.241,0.241,0.241
1755016234,10,0.2,0.0,625.1982470907387,,,0.21,False,False,0.241,0.241,0.241
1755016235,10,0.2,570.9830059034937,536.0816064441178,0.938874889272493,safe,0.21,False,True,0.241,0.241,0.241
1755016236,10,0.2,5531.152338840143,5508.916922454548,0.9959799667368666,safe,0.21,False,False,0.241,0.241,0.241
1755016237,10,0.2,4282.190321973758,4098.93500623798,0.9572052379840718,safe,0.21,False,False,0.241,0.241,0.241
1755016238,10,0.2,3491.4,3008.4024221507934,0.8616607727991046,safe,0.21,False,False,0.241,0.241,0.241
1755016239,10,0.2,0.0,1259.7803791627375,,,0.21,False,False,0.241,0.241,0.241
1755016240,10,0.2,5653.749151193245,5646.438637042069,0.998706961707059,safe,0.21,,False,0.241,0.241,0.241
1755016241,10,0.2,4701.092795544073,4564.5008716104,0.9709446441765324,safe,0.21,False,False,0.241,0.241,0.241
1755016242,10,0.2,0.0,666.6451365554103,,,0.21,False,False,0.241,0.241,0.241
1755016243,10,0.2,0.0,856.1795510604383,,,0.21,False,False,0.241,0.241,0.241
1755016244,10,0.2,478.2897522317708,436.14796395368126,0.9118906727952047,safe,0.21,False,True,0.241,0.241,0.241
1755016245,10,0.2,4547.430946953724,4168.6709858449385,0.9167090241661584,safe,0.21,False,False,0.241,0.241,0.241
1755016246,10,0.2,4765.358146107936,4594.053240600455,0.9640520396882672,safe,0.21,False,False,0.241,0.241,0.241
1755016247,10,0.2,3089.935735872016,2936.920127095153,0.9504793556058602,safe,0.21,False,False,0.241,0.241,0.241
1755016248,10,0.2,3456.2000000000003,3178.034542402951,0.9195169673059864,safe,0.21,False,False,0.241,0.241,0.241
1755016249,10,0.2,3016.2,2707.8247641100515,0.8977603488197241,safe,0.21,False,False,0.241,0.241,0.241
1755016250,10,0.2,3437.36981050925,3183.719522941144,0.9262080306888693,safe,0.21,False,False,0.241,0.241,0.241
1755016251,10,0.2,1244.7908784313204,1187.074197947717,0.9536334323429992,safe,0.21,False,False,0.241,0.241,0.241
1755016252,10,0.2,5969.262620829972,5949.739952643868,0.99672946736872,safe,0.21,False,False,0.241,0.241,0.241
1755016253,10,0.2,1757.47564607895,1686.9313649364558,0.9598604502430044,safe,0.21,False,True,0.241,0.241,0.241
1755016254,10,0.2,2501.4,2337.769966979039,0.9345846194047492,safe,0.21,False,False,0.241,0.241,0.241
1755016255,10,0.2,3011.133099255645,2783.2101219612377,0.924306575039559,safe,0.21,False,False,0.241,0.241,0.241
1755016256,10,0.2,0.0,1451.3880742506226,,,0.21,False,False,0.241,0.241,0.241
1755016257,10,0.2,4610.457597220236,4493.770299767435,0.9746907340557356,safe,0.21,False,False,0.241,0.241,0.241
1755016258,10,0.2,0.0,980.9875981845908,,,0.21,False,False,0.241,0.241,0.241
1755016259,10,0.2,3922.173990641578,3769.297911490567,0.9610226166621424,safe,0.21,False,False,0.241,0.241,0.241
1755016260,10,0.2,3957.7622231663368,3746.581590576292,0.9466414047428312,safe,0.21,False,False,0.241,0.241,0.241
1755016261,10,0.2,0.0,3629.090063115717,,,0.21,False,False,0.241,0.241,0.241
