seed,num_tasks,per_jitter,chain_type,final_e2e_max,max_reaction_time,R,exceed,false_percentage
1751900251,3,0,asc,414.0,266.2976555938016,0.643231052158941,safe,0.013333333333333334
1751900251,3,0,desc,414.0,266.2976555938016,0.643231052158941,safe,0.01
1751900251,3,0,max_period,414.0,266.2976555938016,0.643231052158941,safe,0.013333333333333334
1751900251,3,0,min_period,414.0,266.2976555938016,0.643231052158941,safe,0.013333333333333334
1751900251,3,0.02,asc,418.14,414.8819623458519,0.9922082612183764,safe,0.02666666666666667
1751900251,3,0.02,desc,418.14,414.8819623458519,0.9922082612183764,safe,0.03333333333333333
1751900251,3,0.02,max_period,418.14,414.8819623458519,0.9922082612183764,safe,0.03333333333333333
1751900251,3,0.02,min_period,418.14,414.8819623458519,0.9922082612183764,safe,0.02666666666666667
1751900251,3,0.05,asc,424.35,414.6601400759157,0.9771654060938275,safe,0.04
1751900251,3,0.05,desc,424.35,414.6601400759157,0.9771654060938275,safe,0.04666666666666667
1751900251,3,0.05,max_period,424.35,414.6601400759157,0.9771654060938275,safe,0.04666666666666667
1751900251,3,0.05,min_period,424.35,414.6601400759157,0.9771654060938275,safe,0.04
1751900251,3,0.1,asc,434.7,426.00279028019133,0.979992616241526,safe,0.06
1751900251,3,0.1,desc,434.7,426.00279028019133,0.979992616241526,safe,0.07
1751900251,3,0.1,max_period,434.7,426.00279028019133,0.979992616241526,safe,0.06666666666666667
1751900251,3,0.1,min_period,434.7,426.00279028019133,0.979992616241526,safe,0.06
1751900251,3,0.2,asc,455.4,434.9241497371489,0.9550376586235154,safe,0.13333333333333333
1751900251,3,0.2,desc,455.4,434.9241497371489,0.9550376586235154,safe,0.15
1751900251,3,0.2,max_period,455.4,434.9241497371489,0.9550376586235154,safe,0.14333333333333334
1751900251,3,0.2,min_period,455.4,434.9241497371489,0.9550376586235154,safe,0.12333333333333334
1751900251,3,0.3,asc,476.09999999999997,454.67108620855686,0.9549907292765321,safe,0.22
1751900251,3,0.3,desc,476.09999999999997,454.67108620855686,0.9549907292765321,safe,0.24333333333333335
1751900251,3,0.3,max_period,476.09999999999997,454.67108620855686,0.9549907292765321,safe,0.23666666666666666
1751900251,3,0.3,min_period,476.09999999999997,454.67108620855686,0.9549907292765321,safe,0.20333333333333334
1751900251,3,0.4,asc,496.79999999999995,471.657702706755,0.9493915110844505,safe,0.3566666666666667
1751900251,3,0.4,desc,496.80000000000007,471.657702706755,0.9493915110844504,safe,0.38666666666666666
1751900251,3,0.4,max_period,496.80000000000007,471.657702706755,0.9493915110844504,safe,0.3333333333333333
1751900251,3,0.4,min_period,496.79999999999995,471.657702706755,0.9493915110844505,safe,0.36333333333333334
1751900251,3,0.5,asc,0,472.60760274539143,,,0.47333333333333333
1751900251,3,0.5,desc,517.5,472.60760274539143,0.9132514062712878,safe,0.52
1751900251,3,0.5,max_period,517.5,472.60760274539143,0.9132514062712878,safe,0.43
1751900251,3,0.5,min_period,0,472.60760274539143,,,0.49666666666666665
1751900251,5,0,asc,2379.41569635632,1634.902289715614,0.6871024227583248,safe,0.05
1751900251,5,0,desc,2408.0,1634.902289715614,0.6789461336028297,safe,0.06
1751900251,5,0,max_period,2408.0,1634.902289715614,0.6789461336028297,safe,0.07
1751900251,5,0,min_period,2379.41569635632,1634.902289715614,0.6871024227583248,safe,0.043333333333333335
1751900251,5,0.02,asc,2401.49569635632,2364.894432558543,0.9847589717302803,safe,0.08333333333333333
1751900251,5,0.02,desc,2432.08,2364.894432558543,0.9723752642012364,safe,0.09333333333333334
1751900251,5,0.02,max_period,2432.08,2364.894432558543,0.9723752642012364,safe,0.10333333333333333
1751900251,5,0.02,min_period,2401.49569635632,2364.894432558543,0.9847589717302803,safe,0.08666666666666667
1751900251,5,0.05,asc,2434.61569635632,2376.975289281935,0.9763246383564149,safe,0.12333333333333334
1751900251,5,0.05,desc,2468.2,2376.975289281935,0.9630399843132386,safe,0.12333333333333334
1751900251,5,0.05,max_period,2468.2,2376.975289281935,0.9630399843132386,safe,0.12666666666666668
1751900251,5,0.05,min_period,2434.61569635632,2376.975289281935,0.9763246383564149,safe,0.11666666666666667
1751900251,5,0.1,asc,2489.8156963563197,2434.7979414002666,0.9779028805077549,safe,0.20666666666666667
1751900251,5,0.1,desc,2528.4000000000005,2434.7979414002666,0.9629797268629434,safe,0.18333333333333332
1751900251,5,0.1,max_period,2528.3999999999996,2434.7979414002666,0.9629797268629438,safe,0.19333333333333333
1751900251,5,0.1,min_period,2489.8156963563197,2434.7979414002666,0.9779028805077549,safe,0.19666666666666666
1751900251,5,0.2,asc,2600.2156963563193,2483.073715832249,0.9549491295325149,safe,0.3433333333333333
1751900251,5,0.2,desc,2648.8,2483.073715832249,0.9374334475355818,safe,0.35333333333333333
1751900251,5,0.2,max_period,2648.7999999999997,2483.073715832249,0.9374334475355819,safe,0.31666666666666665
1751900251,5,0.2,min_period,2600.2156963563193,2483.073715832249,0.9549491295325149,safe,0.3433333333333333
1751900251,5,0.3,asc,0,2562.4615470941526,,,0.49
1751900251,5,0.3,desc,2769.2,2562.4615470941526,0.9253436180464224,safe,0.47333333333333333
1751900251,5,0.3,max_period,2769.2,2562.4615470941526,0.9253436180464224,safe,0.4266666666666667
1751900251,5,0.3,min_period,0,2562.4615470941526,,,0.5033333333333333
1751900251,5,0.4,asc,0,2622.634923527235,,,0.6533333333333333
1751900251,5,0.4,desc,2889.5999999999995,2622.634923527235,0.90761175371236,safe,0.66
1751900251,5,0.4,max_period,2889.6000000000004,2622.634923527235,0.9076117537123598,safe,0.54
1751900251,5,0.4,min_period,0,2622.634923527235,,,0.6933333333333334
1751900251,5,0.5,asc,0,2694.561375514446,,,0.75
1751900251,5,0.5,desc,3010.0,2694.561375514446,0.8952031147888525,safe,0.74
1751900251,5,0.5,max_period,3010.0,2694.561375514446,0.8952031147888525,safe,0.6366666666666667
1751900251,5,0.5,min_period,0,2694.561375514446,,,0.77
1751900251,8,0,asc,813.0130857501404,758.9239096246428,0.9334707188930529,safe,0.14333333333333334
1751900251,8,0,desc,813.1661191791418,758.9239096246428,0.9332950447944703,safe,0.12333333333333334
1751900251,8,0,max_period,813.166119179142,758.9239096246428,0.9332950447944701,safe,0.12
1751900251,8,0,min_period,813.0130857501404,758.9239096246428,0.9334707188930529,safe,0.13
1751900251,8,0.02,asc,818.3730857501403,776.9154039254302,0.9493413425409647,safe,0.19333333333333333
1751900251,8,0.02,desc,818.5461191791419,776.9154039254302,0.9491406601555206,safe,0.17333333333333334
1751900251,8,0.02,max_period,818.5461191791419,776.9154039254302,0.9491406601555206,safe,0.15
1751900251,8,0.02,min_period,818.3730857501403,776.9154039254302,0.9493413425409647,safe,0.19333333333333333
1751900251,8,0.05,asc,826.4130857501406,786.9564256883791,0.95225552360906,safe,0.25
1751900251,8,0.05,desc,826.6161191791421,786.9564256883791,0.9520216306329153,safe,0.22666666666666666
1751900251,8,0.05,max_period,826.616119179142,786.9564256883791,0.9520216306329154,safe,0.19
1751900251,8,0.05,min_period,826.4130857501406,786.9564256883791,0.95225552360906,safe,0.23666666666666666
1751900251,8,0.1,asc,839.8130857501404,798.886149487865,0.9512666128252593,safe,0.3333333333333333
1751900251,8,0.1,desc,840.0661191791418,798.886149487865,0.9509800850776899,safe,0.34
1751900251,8,0.1,max_period,840.0661191791419,798.886149487865,0.9509800850776898,safe,0.24666666666666667
1751900251,8,0.1,min_period,839.8130857501404,798.886149487865,0.9512666128252593,safe,0.3433333333333333
1751900251,8,0.2,asc,0,806.2544413821558,,,0.52
1751900251,8,0.2,desc,866.966119179142,806.2544413821558,0.929972260214195,safe,0.57
1751900251,8,0.2,max_period,866.966119179142,806.2544413821558,0.929972260214195,safe,0.41
1751900251,8,0.2,min_period,0,806.2544413821558,,,0.5233333333333333
1751900251,8,0.3,asc,0,822.8886533858574,,,0.6833333333333333
1751900251,8,0.3,desc,893.8661191791421,822.8886533858574,0.9205949702417797,safe,0.7433333333333333
1751900251,8,0.3,max_period,893.866119179142,822.8886533858574,0.9205949702417798,safe,0.5566666666666666
1751900251,8,0.3,min_period,0,822.8886533858574,,,0.7066666666666667
1751900251,8,0.4,asc,0,952.6965809272413,,,0.8166666666666667
1751900251,8,0.4,desc,0,952.6965809272413,,,0.8666666666666667
1751900251,8,0.4,max_period,0,952.6965809272413,,,0.7066666666666667
1751900251,8,0.4,min_period,0,952.6965809272413,,,0.8633333333333333
1751900251,8,0.5,asc,0,996.4716391060285,,,0.8933333333333333
1751900251,8,0.5,desc,0,996.4716391060285,,,0.9133333333333333
1751900251,8,0.5,max_period,0,996.4716391060285,,,0.79
1751900251,8,0.5,min_period,0,996.4716391060285,,,0.93
1751900251,10,0,asc,782.0,693.1339329487712,0.8863605280674823,safe,0.18666666666666668
1751900251,10,0,desc,0,693.1339329487712,,,0.18666666666666668
1751900251,10,0,max_period,782.0,693.1339329487712,0.8863605280674823,safe,0.14
1751900251,10,0,min_period,768.116805536745,693.1339329487712,0.9023808982598978,safe,0.17
1751900251,10,0.02,asc,0,694.0666091784369,,,0.23
1751900251,10,0.02,desc,0,694.0666091784369,,,0.25
1751900251,10,0.02,max_period,0,694.0666091784369,,,0.17666666666666667
1751900251,10,0.02,min_period,774.9368055367448,694.0666091784369,0.8956428501259599,safe,0.23
1751900251,10,0.05,asc,0,695.5396254208899,,,0.31666666666666665
1751900251,10,0.05,desc,0,695.5396254208899,,,0.31333333333333335
1751900251,10,0.05,max_period,0,695.5396254208899,,,0.24
1751900251,10,0.05,min_period,785.1668055367448,695.5396254208899,0.8858495042278497,safe,0.30666666666666664
1751900251,10,0.1,asc,0,697.7212983986828,,,0.43
1751900251,10,0.1,desc,0,697.7212983986828,,,0.4166666666666667
1751900251,10,0.1,max_period,0,697.7212983986828,,,0.32
1751900251,10,0.1,min_period,802.2168055367449,697.7212983986828,0.869741563107561,safe,0.42333333333333334
1751900251,10,0.2,asc,0,751.2937533499498,,,0.6333333333333333
1751900251,10,0.2,desc,0,751.2937533499498,,,0.6033333333333334
1751900251,10,0.2,max_period,0,751.2937533499498,,,0.4666666666666667
1751900251,10,0.2,min_period,0,751.2937533499498,,,0.62
1751900251,10,0.3,asc,0,804.3421224460762,,,0.79
1751900251,10,0.3,desc,0,804.3421224460762,,,0.7733333333333333
1751900251,10,0.3,max_period,0,804.3421224460762,,,0.63
1751900251,10,0.3,min_period,0,804.3421224460762,,,0.78
1751900251,10,0.4,asc,0,810.1300539943036,,,0.9166666666666666
1751900251,10,0.4,desc,0,810.1300539943036,,,0.89
1751900251,10,0.4,max_period,0,810.1300539943036,,,0.7666666666666667
1751900251,10,0.4,min_period,0,810.1300539943036,,,0.9033333333333333
1751900251,10,0.5,asc,0,853.7826840901107,,,0.9633333333333334
1751900251,10,0.5,desc,0,853.7826840901107,,,0.9466666666666667
1751900251,10,0.5,max_period,0,853.7826840901107,,,0.87
1751900251,10,0.5,min_period,0,853.7826840901107,,,0.9566666666666667
1751900252,3,0,asc,800.0,725.383496972437,0.9067293712155462,safe,0.013333333333333334
1751900252,3,0,desc,800.0,725.383496972437,0.9067293712155462,safe,0.01
1751900252,3,0,max_period,800.0,725.383496972437,0.9067293712155462,safe,0.013333333333333334
1751900252,3,0,min_period,800.0,725.383496972437,0.9067293712155462,safe,0.013333333333333334
1751900252,3,0.02,asc,808.0,727.193758132511,0.899992274916474,safe,0.02666666666666667
1751900252,3,0.02,desc,808.0,727.193758132511,0.899992274916474,safe,0.03333333333333333
1751900252,3,0.02,max_period,808.0,727.193758132511,0.899992274916474,safe,0.03333333333333333
1751900252,3,0.02,min_period,808.0,727.193758132511,0.899992274916474,safe,0.02666666666666667
1751900252,3,0.05,asc,820.0,730.2167723544553,0.890508258968848,safe,0.04
1751900252,3,0.05,desc,820.0,730.2167723544553,0.890508258968848,safe,0.04666666666666667
1751900252,3,0.05,max_period,820.0,730.2167723544553,0.890508258968848,safe,0.04666666666666667
1751900252,3,0.05,min_period,820.0,730.2167723544553,0.890508258968848,safe,0.04
1751900252,3,0.1,asc,840.0,734.4906574314991,0.8743936397994038,safe,0.06
1751900252,3,0.1,desc,840.0,734.4906574314991,0.8743936397994038,safe,0.07
1751900252,3,0.1,max_period,840.0,734.4906574314991,0.8743936397994038,safe,0.06666666666666667
1751900252,3,0.1,min_period,840.0,734.4906574314991,0.8743936397994038,safe,0.06
1751900252,3,0.2,asc,880.0,744.4161416561583,0.8459274337001799,safe,0.13333333333333333
1751900252,3,0.2,desc,880.0,744.4161416561583,0.8459274337001799,safe,0.15
1751900252,3,0.2,max_period,880.0,744.4161416561583,0.8459274337001799,safe,0.14333333333333334
1751900252,3,0.2,min_period,880.0,744.4161416561583,0.8459274337001799,safe,0.12333333333333334
1751900252,3,0.3,asc,920.0,750.9980540383531,0.8163022326503838,safe,0.22
1751900252,3,0.3,desc,920.0,750.9980540383531,0.8163022326503838,safe,0.24333333333333335
1751900252,3,0.3,max_period,920.0,750.9980540383531,0.8163022326503838,safe,0.23666666666666666
1751900252,3,0.3,min_period,920.0,750.9980540383531,0.8163022326503838,safe,0.20333333333333334
1751900252,3,0.4,asc,0,864.35292137551,,,0.3566666666666667
1751900252,3,0.4,desc,0,864.35292137551,,,0.38666666666666666
1751900252,3,0.4,max_period,0,864.35292137551,,,0.3333333333333333
1751900252,3,0.4,min_period,0,864.35292137551,,,0.36333333333333334
1751900252,3,0.5,asc,0,851.4274622323646,,,0.47333333333333333
1751900252,3,0.5,desc,0,851.4274622323646,,,0.52
1751900252,3,0.5,max_period,0,851.4274622323646,,,0.43
1751900252,3,0.5,min_period,0,851.4274622323646,,,0.49666666666666665
1751900252,5,0,asc,442.0,319.28020414606016,0.722353403045385,safe,0.05
1751900252,5,0,desc,441.99999999999994,319.28020414606016,0.7223534030453851,safe,0.06
1751900252,5,0,max_period,442.0,319.28020414606016,0.722353403045385,safe,0.07
1751900252,5,0,min_period,442.0,319.28020414606016,0.722353403045385,safe,0.043333333333333335
1751900252,5,0.02,asc,446.42,388.2194373479874,0.869628236521633,safe,0.08333333333333333
