seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,finalpercent
1755016037,5,0.0,72.0,61.0,0.8472222222222222,safe,0.0,0.05
1755016038,5,0.0,2606.0,2054.0,0.7881811204911742,safe,0.0,0.05
1755016039,5,0.0,2344.0,1905.0,0.8127133105802048,safe,0.0,0.05
1755016040,5,0.0,2056.0,1390.0,0.6760700389105059,safe,0.0,0.05
1755016041,5,0.0,2402.0,2292.0,0.9542048293089092,safe,0.0,0.05
1755016042,5,0.0,708.0,636.0,0.8983050847457628,safe,0.0,0.05
1755016043,5,0.0,282.0,282.0,1.0,safe,0.0,0.05
1755016044,5,0.0,330.0,289.0,0.8757575757575757,safe,0.0,0.05
1755016045,5,0.0,530.0,503.0,0.9490566037735848,safe,0.0,0.05
1755016046,5,0.0,408.0,356.0,0.8725490196078431,safe,0.0,0.05
1755016037,5,0.02,72.72,63.03484724394366,0.8668158311873441,safe,0.0,0.12
1755016038,5,0.02,2632.06,2061.0154445844946,0.7830427287312959,safe,0.0,0.12
1755016039,5,0.02,2367.44,2204.8250299273086,0.9313118938293298,safe,0.0,0.12
1755016040,5,0.02,2076.5599999999995,2055.076151531257,0.9896541161975854,safe,0.0,0.12
1755016041,5,0.02,2426.02,2342.697410611301,0.9656546156302508,safe,0.0,0.12
1755016042,5,0.02,712.3000000000001,706.0618801282194,0.9912422857338472,safe,0.0,0.12
1755016043,5,0.02,283.0,282.93984009419364,0.9997874208275394,safe,0.0,0.12
1755016044,5,0.02,333.30000000000007,289.07362518079753,0.8673076063030227,safe,0.0,0.12
1755016045,5,0.02,535.3,508.060891749592,0.9491143130012928,safe,0.0,0.12
1755016046,5,0.02,412.08,358.0245365825376,0.868822890173116,safe,0.0,0.12
1755016037,5,0.05,73.8,63.08131101579807,0.8547603118671825,safe,0.0,0.14
1755016038,5,0.05,2671.15,2099.057373676762,0.785825346265377,safe,0.0,0.14
1755016039,5,0.05,2402.6000000000004,2352.989580153648,0.979351361089506,safe,0.0,0.14
1755016040,5,0.05,2107.4,2080.781552641297,0.9873690579108368,safe,0.0,0.14
1755016041,5,0.05,2462.05,2344.2315860026683,0.952146213928502,safe,0.0,0.14
1755016042,5,0.05,718.75,710.7435455138238,0.9888605850627116,safe,0.0,0.14
1755016043,5,0.05,284.5,284.2770905011748,0.9992164868231102,safe,0.0,0.14
1755016044,5,0.05,338.25,294.1628653354055,0.8696610948570747,safe,0.0,0.14
1755016045,5,0.05,543.25,508.1521777620292,0.9353928720884108,safe,0.0,0.14
1755016046,5,0.05,418.2,410.0188283013522,0.980437179104142,safe,0.0,0.14
1755016037,5,0.1,0.0,63.16296158413752,,,0.1,0.18
1755016038,5,0.1,2736.3,2129.1118370174154,0.7780988331021508,safe,0.1,0.18
1755016039,5,0.1,2461.2,2353.3313643753936,0.956172340474319,safe,0.1,0.18
1755016040,5,0.1,2158.8,2110.151696635876,0.9774651179525088,safe,0.1,0.18
1755016041,5,0.1,2522.1,2394.425815846742,0.9493778263537298,safe,0.1,0.18
1755016042,5,0.1,729.5,716.1200602573881,0.9816587529230816,safe,0.1,0.18
