num_tasks,run_time_our_avg,run_time_G_avg,run_time_our_median,run_time_our_q1,run_time_our_q3,run_time_our_lower_whisker,run_time_our_upper_whisker,run_time_our_min,run_time_our_max,run_time_G_median,run_time_G_q1,run_time_G_q3,run_time_G_lower_whisker,run_time_G_upper_whisker,run_time_G_min,run_time_G_max,data_count
3,4.355143104912693e-05,0.005719120670418449,3.314550849609077e-05,3.015449328813702e-05,3.688473952934146e-05,2.0059123926330358e-05,4.698010889114812e-05,1.8016959074884653e-05,0.0080489280517213,0.0003526879881974,0.0001143794943345,0.0015832420176593001,2.8921000193804502e-05,0.0037865358026465006,2.8921000193804502e-05,0.5907306870212778,10000
5,9.848192764329477e-05,0.03867161507249107,5.801150109618902e-05,5.14004786964506e-05,7.074399036355317e-05,2.686603693291545e-05,9.975925786420702e-05,2.686603693291545e-05,0.0100693529821001,0.0038156349910423003,0.0008595009858254,0.0236484304914483,4.1095016058534384e-05,0.057831824749882646,4.1095016058534384e-05,1.0431273150024936,10000
8,0.00022596561663082958,0.14446645709766306,0.00010199300595555,8.797552436590195e-05,0.000118810479762,4.414800787344575e-05,0.00016506291285614706,4.414800787344575e-05,0.0159645829699002,0.039669077523285454,0.0073680884961504255,0.20712135201029008,0.0001020290073938,0.5067512472814996,0.0001020290073938,1.7807565259863622,10000
10,0.00032956322635286685,0.2384533274950343,0.0001306214835494,0.000112208785139925,0.00014705251669505,5.994318780723751e-05,0.00019931811402773748,5.887099541723728e-05,0.0215657340013422,0.11988736048806455,0.017335113734588875,0.3721973647479899,0.0001340560265816,0.9044907412680916,0.0001340560265816,2.337500437977724,10000
