num_tasks,run_time_our,run_time_G
3,4.355143104912693e-05,0.0057191206704184485
5,9.848192764329479e-05,0.03867161507249107
8,0.00022596561663082958,0.14446645709766304
10,0.00032956322635286685,0.23845332749503428
