num_tasks,run_time_our,run_time_G
3,4.4305984885431616e-05,0.0057191206704184485
5,6.203663939377232e-05,0.03867161507249107
8,9.971705703646588e-05,0.14446645709766304
10,0.00013807451148747707,0.23845332749503428
