seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G
1755020010,3,112,106,0.9464285714285714,safe,0.0,0.00019518800036166795,0.00041507900095894
1755020011,3,2204,2102,0.9537205081669692,safe,0.0,2.0868999854428694e-05,0.0036984070011385484
1755020012,3,304,302,0.993421052631579,safe,0.0,2.777299960143864e-05,0.0003915289998985827
1755020013,3,340,280,0.8235294117647058,safe,0.0,3.083700175920967e-05,8.395099939662032e-05
1755020014,3,304,302,0.993421052631579,safe,0.0,6.237799971131608e-05,0.0004955399999744259
1755020015,3,408,404,0.9901960784313726,safe,0.0,2.6273999537806958e-05,0.0014059250006539514
1755020016,3,320,260,0.8125,safe,0.0,2.1571000615949742e-05,9.267600034945644e-05
1755020017,3,280,240,0.8571428571428571,safe,0.0,3.580599877750501e-05,0.00010443800056236796
1755020018,3,2210,2105,0.9524886877828054,safe,0.0,2.2291000277618878e-05,0.001173176999145653
1755020019,3,60,50,0.8333333333333334,safe,0.0,2.6378000256954692e-05,8.912599878385663e-05
1755020020,3,2012,2006,0.9970178926441352,safe,0.0,2.649400084919762e-05,0.040943271000287496
1755020021,3,2044,2022,0.9892367906066536,safe,0.0,3.525400097714737e-05,0.008461765000902233
1755020022,3,16,14,0.875,safe,0.0,3.0390001484192908e-05,0.00015220999921439216
1755020023,3,7,6,0.8571428571428571,safe,0.0,3.25740002153907e-05,7.534200085501652e-05
1755020024,3,230,215,0.9347826086956522,safe,0.0,2.0002000383101404e-05,0.00013450900041789282
1755020025,3,412,406,0.9854368932038835,safe,0.0,4.137399992032442e-05,0.0018130820008082082
1755020026,3,280,240,0.8571428571428571,safe,0.0,3.14839999191463e-05,0.00010510199899727013
1755020027,3,442,421,0.9524886877828054,safe,0.0,6.685300104436465e-05,0.0014612029990530573
1755020028,3,280,240,0.8571428571428571,safe,0.0,3.1211000532493927e-05,9.609399967303034e-05
1755020029,3,2110,2055,0.9739336492890995,safe,0.0,3.4872000469476916e-05,0.002324533999853884
1755020030,3,2006,2003,0.9985044865403788,safe,0.0,2.6242001695209183e-05,0.09059729000000516
1755020031,3,4000,3001,0.75025,safe,0.0,3.744300011021551e-05,0.00791283999933512
1755020032,3,610,605,0.9918032786885246,safe,0.0,2.5069999537663534e-05,0.0002340540013392456
1755020033,3,340,280,0.8235294117647058,safe,0.0,2.461099938955158e-05,5.830200097989291e-05
1755020034,3,122,111,0.9098360655737705,safe,0.0,3.712300167535432e-05,0.0004199640006845584
1755020035,3,112,106,0.9464285714285714,safe,0.0,2.727799983404111e-05,0.00047404399992956314
1755020036,3,280,240,0.8571428571428571,safe,0.0,2.464299905113876e-05,9.530200077279005e-05
1755020037,3,2404,2202,0.9159733777038269,safe,0.0,3.440500040596817e-05,0.004140880000704783
1755020038,3,70,55,0.7857142857142857,safe,0.0,2.8926999220857397e-05,8.340800013684202e-05
1755020039,3,142,131,0.9225352112676056,safe,0.0,3.4961998608196154e-05,0.0008134170002449537
1755020040,3,400,305,0.7625,safe,0.0,2.979400051117409e-05,0.00020753799981321208
1755020041,3,150,135,0.9,safe,0.0,3.3958000130951405e-05,0.00018972699945152272
1755020042,3,302,251,0.8311258278145696,safe,0.0,3.5085999115835875e-05,0.0005809200010844506
1755020043,3,104,102,0.9807692307692307,safe,0.0,2.7808999220724218e-05,0.0006909090006956831
1755020044,3,2044,2022,0.9892367906066536,safe,0.0,2.8389000362949446e-05,0.0075823899987881305
1755020045,3,52,46,0.8846153846153846,safe,0.0,2.71440003416501e-05,0.00017205599942826666
1755020046,3,244,222,0.9098360655737705,safe,0.0,2.2352998712449335e-05,0.00033213799906661734
1755020047,3,2210,2105,0.9524886877828054,safe,0.0,2.6793000870384276e-05,0.00158803500016802
1755020048,3,2042,2021,0.9897159647404505,safe,0.0,2.7908999982173555e-05,0.014489378001599107
1755020049,3,4000,3050,0.7625,safe,0.0,3.135699989798013e-05,0.00021080800070194528
1755020050,3,2210,2105,0.9524886877828054,safe,0.0,2.4992999897222035e-05,0.0015767000004416332
1755020051,3,212,206,0.9716981132075472,safe,0.0,2.736100032052491e-05,0.0009353130008094013
1755020052,3,440,420,0.9545454545454546,safe,0.0,2.4851000489434227e-05,0.0002450760002830066
1755020053,3,62,51,0.8225806451612904,safe,0.0,2.7272000806988217e-05,0.00018512999849917833
1755020054,3,34,28,0.8235294117647058,safe,0.0,2.2467000235337764e-05,6.935900091775693e-05
1755020055,3,2140,2080,0.9719626168224299,safe,0.0,3.131599987682421e-05,0.0006469010004366282
1755020056,3,610,505,0.8278688524590164,safe,0.0,3.2186999305849895e-05,0.00042874199971265625
1755020057,3,40,32,0.8,safe,0.0,3.6833000194747e-05,0.00010550399929343257
1755020058,3,502,451,0.898406374501992,safe,0.0,3.6371999158291146e-05,0.0016121610005939147
1755020059,3,430,415,0.9651162790697675,safe,0.0,2.6821999199455604e-05,0.0004718060008599423
1755020060,3,2800,2400,0.8571428571428571,safe,0.0,2.9736000215052627e-05,0.00010079499952553306
1755020061,3,224,212,0.9464285714285714,safe,0.0,2.717200004553888e-05,0.0005436570008896524
1755020062,3,2120,2060,0.9716981132075472,safe,0.0,2.4823000785545446e-05,0.0007216280009743059
