seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,mrt,let,rm
1755016037,3,0,158.87087045049168,112.6616625284499,0.7091398329283921,safe,0.0,112.94738795352026,191.75957229863317,0.710938308786554
1755016037,3,0.02,161.89087045049166,114.66330055472099,0.7082752735571122,safe,0.0,132.68166252845376,193.77957229863316,0.8195747058450065
1755016037,3,0.05,166.42087045049166,117.63806118607408,0.7068708441894016,safe,0.0,178.7116625284501,196.80957229863319,1.0738536701838415
1755016037,3,0.1,173.97087045049167,122.36485669044396,0.7033640538417972,safe,0.0,240.1432945393671,201.8595722986332,1.3803649652239147
1755016037,3,0.2,189.0708704504917,174.57891955534615,0.9233517523846156,safe,0.0,387.3213439620685,211.95957229863316,2.048551122863153
1755016037,3,0.3,204.1708704504917,180.40916192173427,0.8836185177820493,safe,0.0,89.96166252844989,222.05957229863319,0.44061947882160896
1755016037,3,0.4,0,199.52332150361326,,,1.0,90.0616625284499,232.15957229863315,0.44061947882160896
1755016037,3,0.5,0,195.37589452581233,,,1.0,90.16166252844991,242.25957229863317,0.44061947882160896
1755016037,5,0,1394.4663436488217,1334.821378406841,0.9572273898802669,safe,0.0,639.6713822377096,1457.6444844123712,0.4587212772478377
1755016037,5,0.02,1419.2663436488217,1335.1647938599708,0.9407429407699245,safe,0.0,1820.417397701524,1558.0444844123713,1.2826467744041437
1755016037,5,0.05,1456.4663436488217,1335.2348959028604,0.9167633029938437,safe,0.0,2652.064978298066,1558.6444844123712,1.820889984765431
1755016037,5,0.1,1518.4663436488217,1431.7569053833722,0.9428967005899586,safe,0.0,846.8320184324344,1559.6444844123712,0.5576890274680218
1755016037,5,0.2,1642.4663436488217,1533.9062568790396,0.9339042244673273,safe,0.0,846.8320184324344,1681.6444844123712,0.5155856141022375
1755016037,5,0.3,1766.4663436488217,1635.0261796551058,0.9255914699613169,safe,0.0,0,1783.6444844123712,
1755016037,5,0.4,1890.4663436488217,1760.3285259189142,0.9311609973025353,safe,0.0,0,1905.6444844123712,
1755016037,5,0.5,2014.4663436488217,1857.5495631873491,0.9221050374178762,safe,0.0,0,2007.6444844123712,
1755016037,8,0,1466.238459592236,396.4911582457171,0.27041383047337475,safe,0.0,36.491158245716996,1648.4955366404108,0.02488760133591453
1755016037,8,0.02,1491.538459592236,1316.1294860584499,0.8823972842230697,safe,0.0,80.96338160802954,1669.5155366404108,0.054281792794108503
1755016037,8,0.05,1529.488459592236,1342.1679457882547,0.8775273441069824,safe,0.0,993.3749339841931,1699.545536640411,0.6494818105715086
1755016037,8,0.1,1592.738459592236,1390.7658630253427,0.8731916119997496,safe,0.0,993.3749339841931,1749.5955366404112,0.6236899272455011
1755016037,8,0.2,1719.238459592236,1488.6257129795194,0.865863431959629,safe,0.0,0,1849.695536640411,
1755016037,8,0.3,1845.7384595922354,1577.958985211706,0.8549201415894602,safe,0.0,0,1951.795536640411,
1755016037,8,0.4,1972.2384595922363,1728.431262827944,0.8763804672916176,safe,0.0,0,2051.8955366404107,
1755016037,8,0.5,2098.7384595922363,1784.5572120379802,0.8502999522792858,safe,0.0,0,2201.995536640411,
1755016037,10,0,0,167.63358425297432,,,1.0,47.4050633456099,360.4821578147493,
1755016037,10,0.02,0,253.702112963537,,,1.0,282.40506334560746,360.58215781474934,
1755016037,10,0.05,0,256.81423406765464,,,1.0,99.55648978383505,365.7321578147493,
1755016037,10,0.1,0,257.77862595393776,,,1.0,0,365.9821578147493,
1755016037,10,0.2,0,350.6825771097356,,,1.0,0,426.4821578147493,
1755016037,10,0.3,0,357.35654434161074,,,1.0,0,431.9821578147493,
1755016037,10,0.4,0,352.15459675175885,,,1.0,0,487.4821578147493,
1755016037,10,0.5,0,350.85931049312046,,,1.0,0,492.9821578147493,
