seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G
1755021037,3,80,70,0.875,safe,0.0,6.564900104422122e-05,0.00020717000006698072
1755021038,3,2030,2020,0.9950738916256158,safe,0.0,3.5540000681066886e-05,0.002388075001363177
1755021039,3,2104,2052,0.9752851711026616,safe,0.0,2.6784997317008674e-05,0.0026057700015371665
1755021040,3,520,460,0.8846153846153846,safe,0.0,2.6846002583624795e-05,0.00017145600213552825
1755021041,3,19,18,0.9473684210526315,safe,0.0,2.150199725292623e-05,8.45240028866101e-05
1755021042,3,114,108,0.9473684210526315,safe,0.0,2.950699854409322e-05,0.00023869500000728294
1755021043,3,130,120,0.9230769230769231,safe,0.0,2.603499888209626e-05,7.321099838009104e-05
1755021044,3,2004,2002,0.999001996007984,safe,0.0,3.72159993276e-05,0.1664780899991456
1755021045,3,320,260,0.8125,safe,0.0,4.127299689571373e-05,0.00025719800032675266
1755021046,3,130,115,0.8846153846153846,safe,0.0,1.8577997252577916e-05,5.560600038734265e-05
1755021047,3,106,104,0.9811320754716981,safe,0.0,2.9529001039918512e-05,0.00024321799719473347
1755021048,3,34,32,0.9411764705882353,safe,0.0,1.5006997273303568e-05,3.416999970795587e-05
1755021049,3,150,135,0.9,safe,0.0,2.4131997633958235e-05,0.00015050799993332475
1755021050,3,62,51,0.8225806451612904,safe,0.0,3.132299752905965e-05,0.00015939700097078457
1755021051,3,2200,2100,0.9545454545454546,safe,0.0,2.6041001547127962e-05,0.00024325200138264336
1755021052,3,2204,2102,0.9537205081669692,safe,0.0,1.6753998352214694e-05,0.0017730569998093415
1755021053,3,160,140,0.875,safe,0.0,2.6633002562448382e-05,0.00010117199781234376
1755021054,3,260,230,0.8846153846153846,safe,0.0,2.8616999770747498e-05,0.00014559900228050537
1755021055,3,620,510,0.8225806451612904,safe,0.0,2.3170003260020167e-05,0.00012766300278599374
1755021056,3,2440,2220,0.9098360655737705,safe,0.0,2.572299854364246e-05,0.0003373750005266629
1755021057,3,2102,2051,0.9757373929590866,safe,0.0,3.0383998819161206e-05,0.007034260997897945
1755021058,3,502,451,0.898406374501992,safe,0.0,2.6474997866898775e-05,0.000923652001802111
1755021059,3,18,15,0.8333333333333334,safe,0.0,2.2349999198922887e-05,6.330999894998968e-05
1755021060,3,800,700,0.875,safe,0.0,2.1595998987322673e-05,3.982699854532257e-05
1755021061,3,442,421,0.9524886877828054,safe,0.0,2.2766998881706968e-05,0.0010541560004639905
1755021062,3,310,255,0.8225806451612904,safe,0.0,2.154400135623291e-05,0.00012539200179162435
1755021063,3,34,28,0.8235294117647058,safe,0.0,2.113599839503877e-05,8.850399899529293e-05
1755021064,3,700,550,0.7857142857142857,safe,0.0,2.3022999812383205e-05,4.460399941308424e-05
1755021065,3,604,602,0.9966887417218543,safe,0.0,2.7730002329917625e-05,0.0005631490021187346
1755021066,3,444,422,0.9504504504504504,safe,0.0,1.9102997612208128e-05,0.00037422700188471936
1755021067,3,550,500,0.9090909090909091,safe,0.0,2.924900036305189e-05,9.020799916470423e-05
1755021068,3,160,155,0.96875,safe,0.0,2.6523997803451493e-05,8.702600098331459e-05
1755021069,3,2022,2011,0.9945598417408507,safe,0.0,2.710899934754707e-05,0.022988189997704467
1755021070,3,2410,2205,0.9149377593360996,safe,0.0,3.207299960195087e-05,0.0014464750020124484
1755021071,3,2024,2012,0.9940711462450593,safe,0.0,2.5120996724581346e-05,0.011751278001611354
1755021072,3,2008,2004,0.99800796812749,safe,0.0,3.1617000786354765e-05,0.048839397000847384
1755021073,3,8,7,0.875,safe,0.0,2.7362999389879405e-05,5.1275997975608334e-05
1755021074,3,48,44,0.9166666666666666,safe,0.0,2.8163998649688438e-05,0.00013422000120044686
1755021075,3,34,32,0.9411764705882353,safe,0.0,2.3853001039242372e-05,6.0603000747505575e-05
1755021076,3,190,180,0.9473684210526315,safe,0.0,1.9978997443104163e-05,5.6103999668266624e-05
1755021077,3,16,14,0.875,safe,0.0,2.143800156773068e-05,7.269299749168567e-05
1755021078,3,2014,2008,0.997020854021847,safe,0.0,2.504599979147315e-05,0.017658986002061283
1755021079,3,2120,2060,0.9716981132075472,safe,0.0,2.678300006664358e-05,0.0007321390003198758
1755021080,3,124,112,0.9032258064516129,safe,0.0,2.731899803620763e-05,0.000188738002179889
1755021081,3,430,415,0.9651162790697675,safe,0.0,3.0216000595828518e-05,0.0003899749972333666
1755021082,3,2120,2060,0.9716981132075472,safe,0.0,2.719799886108376e-05,0.001000257001578575
1755021083,3,460,430,0.9347826086956522,safe,0.0,2.637899888213724e-05,0.00018282800010638312
1755021084,3,2240,2120,0.9464285714285714,safe,0.0,2.9962000553496182e-05,0.0004493849992286414
