seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G
1755024010,3,800,601,0.75125,safe,0.0,6.192599903442897e-05,0.0012117719998059329
1755024011,3,550,500,0.9090909090909091,safe,0.0,3.0342998798005283e-05,9.487100032856688e-05
1755024012,3,460,430,0.9347826086956522,safe,0.0,3.156800084980205e-05,0.0001818309992813738
1755024013,3,2060,2030,0.9854368932038835,safe,0.0,3.4532000427134335e-05,0.0015805600014573429
1755024014,3,2014,2008,0.997020854021847,safe,0.0,3.368299985595513e-05,0.02176586700079497
1755024015,3,540,480,0.8888888888888888,safe,0.0,2.7819000024464913e-05,0.00021283199930621777
1755024016,3,4000,3002,0.7505,safe,0.0,3.179499981342815e-05,0.002729084999373299
1755024017,3,2402,2201,0.9163197335553706,safe,0.0,3.301899960206356e-05,0.013507285999367014
1755024018,3,140,120,0.8571428571428571,safe,0.0,3.1908999517327175e-05,9.450400102650747e-05
1755024019,3,442,421,0.9524886877828054,safe,0.0,3.151300006720703e-05,0.0018825160004780628
1755024020,3,230,215,0.9347826086956522,safe,0.0,3.177899998263456e-05,0.00027125099950353615
1755024021,3,2030,2015,0.9926108374384236,safe,0.0,3.6143999750493094e-05,0.005981460000839434
1755024022,3,40,35,0.875,safe,0.0,3.293900044809561e-05,7.45209999877261e-05
1755024023,3,26,23,0.8846153846153846,safe,0.0,3.6093999369768426e-05,0.00015087599967955612
1755024024,3,208,204,0.9807692307692307,safe,0.0,2.7148998924531043e-05,0.0007947800004330929
1755024025,3,2500,2250,0.9,safe,0.0,3.291999928478617e-05,0.0002363399999012472
1755024026,3,2140,2080,0.9719626168224299,safe,0.0,3.409199962334242e-05,0.0007107519995770417
1755024027,3,52,46,0.8846153846153846,safe,0.0,3.416199979255907e-05,0.00023121300000639167
1755024028,3,510,455,0.8921568627450981,safe,0.0,3.3629999961704016e-05,0.00038184900040505454
1755024029,3,114,108,0.9473684210526315,safe,0.0,2.8106000172556378e-05,0.00027302200032863766
1755024030,3,442,421,0.9524886877828054,safe,0.0,3.3456999517511576e-05,0.0017633439983910648
1755024031,3,16,14,0.875,safe,0.0,3.190099960193038e-05,0.00015175000044109765
1755024032,3,2050,2025,0.9878048780487805,safe,0.0,3.474999903119169e-05,0.0037588329996651737
1755024033,3,2015,2010,0.9975186104218362,safe,0.0,3.762699998333119e-05,0.010972010000841692
1755024034,3,250,225,0.9,safe,0.0,2.847399991878774e-05,0.00019869800053129438
1755024035,3,2440,2220,0.9098360655737705,safe,0.0,3.653199928521644e-05,0.0004937020003126236
1755024036,3,2044,2022,0.9892367906066536,safe,0.0,3.203999949619174e-05,0.009538574999169214
1755024037,3,604,502,0.8311258278145696,safe,0.0,3.601799835450947e-05,0.0008502820001012878
1755024038,3,2440,2220,0.9098360655737705,safe,0.0,3.584600017347839e-05,0.0005351769996195799
1755024039,3,114,108,0.9473684210526315,safe,0.0,3.299099989817478e-05,0.00030234599944378715
1755024040,3,800,700,0.875,safe,0.0,3.3213000278919935e-05,9.31249996938277e-05
1755024041,3,610,505,0.8278688524590164,safe,0.0,4.335199992056005e-05,0.00038659399979223963
1755024042,3,2500,2250,0.9,safe,0.0,3.6561999877449125e-05,0.00023174200032372028
1755024043,3,2500,2250,0.9,safe,0.0,3.041200034203939e-05,0.0002517279990570387
1755024044,3,55,50,0.9090909090909091,safe,0.0,3.151599958073348e-05,0.00011024000014003832
1755024045,3,80,70,0.875,safe,0.0,3.278499934822321e-05,0.00010503599878575187
1755024046,3,2060,2040,0.9902912621359223,safe,0.0,3.0641000194009393e-05,0.0007807740003045183
