seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,mrt,let,rm
1756736386,3,0,1340.8434140598517,784.9875538551385,0.5854431215635584,safe,0.0,1284.9875538551398,1747.8099500284898,0.9583427418749892
1756736386,3,0.02,1366.8434140598517,1288.2832235607966,0.9425243669531153,safe,0.0,1288.9875538551398,1751.8099500284898,0.943039663941123
1756736386,3,0.05,1405.8434140598517,1292.9787126722986,0.9197174448741643,safe,0.0,1294.9875538551403,1757.8099500284898,0.9211463673009092
1756736386,3,0.1,1470.8434140598517,1296.9640489553021,0.8817825450061987,safe,0.0,1330.8409676041176,1967.8099500284907,0.9048148530853488
1756736386,3,0.2,1600.8434140598517,1402.073555309944,0.875834290222169,safe,0.0,2861.223680691379,1987.8099500284907,1.7873226422783688
1756736386,3,0.3,1730.8434140598517,1505.6785030331757,0.8699102939077943,safe,0.0,4662.522335572129,2207.8099500284907,2.6937863342795154
1756736386,3,0.4,1860.8434140598517,1552.174121821503,0.8341239838311184,safe,0.0,3990.0825768190634,2227.8099500284907,2.1442333872218695
1756736386,3,0.5,1990.8434140598517,1613.5926337347046,0.8105070556223034,safe,0.0,1597.4012845180237,2447.8099500284907,0.8023741461717994
1756736386,5,0,431.57110430419027,152.77477455911514,0.35399676446232314,safe,0.0,293.88447153888006,449.3728391379783,0.6809641994282764
1756736386,5,0.02,438.8711043041903,334.09875897787697,0.7612685266841047,safe,0.0,299.3059804606106,451.3728391379783,0.6819906289687181
1756736386,5,0.05,449.82110430419027,336.61703726601445,0.7483353583125306,safe,0.0,542.7508064316222,454.3728391379783,1.2065925792236474
1756736386,5,0.1,468.07110430419027,438.35142728380333,0.9365060634012718,safe,0.0,893.1112059758183,459.3728391379783,1.9080673807101811
1756736386,5,0.2,504.57110430419027,446.55494785207884,0.8850188685851988,safe,0.0,,,
1756736386,5,0.3,541.0711043041903,449.75994709711995,0.8312400043530412,safe,0.0,,,
1756736386,5,0.4,0,455.32468862782184,,,1.0,,,
1756736386,5,0.5,0,450.95341457404857,,,1.0,,,
1756736386,8,0,1613.2584872237503,549.727503259017,0.3407559963964862,safe,0.0,757.8068577304431,1661.5132433526762,0.4697367865918063
1756736386,8,0.02,1637.9184872237502,1511.1359225031397,0.9225953149014727,safe,0.0,1021.7899095355598,1763.5132433526762,0.6238344078205503
1756736386,8,0.05,1674.9084872237502,1511.7154015446597,0.9025659688729671,safe,0.0,,,
1756736386,8,0.1,1736.5584872237503,1612.641895909515,0.9286424314378597,safe,0.0,,,
1756736386,8,0.2,1859.8584872237502,1647.5958958715878,0.8858716441007234,safe,0.0,,,
1756736386,8,0.3,1983.1584872237506,1784.016385347933,0.8995833650417929,safe,0.0,,,
1756736386,8,0.4,2106.4584872237506,1778.8195305677273,0.8444598084209854,safe,0.0,,,
1756736386,8,0.5,2229.758487223751,1976.0087925217206,0.88619857434965,safe,0.0,,,
1756736386,10,0,1227.6717817257268,452.4818679399633,0.3685690871740277,safe,0.0,897.0967524103139,1542.3074791512065,0.7307301232820334
1756736386,10,0.02,1250.5917817257266,1179.019566315565,0.9427693221273236,safe,0.0,,,
1756736386,10,0.05,1284.9717817257265,1181.469504404111,0.9194517118635779,safe,0.0,,,
1756736386,10,0.1,1342.2717817257267,1270.2446757893135,0.9463394024093916,safe,0.0,,,
1756736386,10,0.2,0,1299.8229367752674,,,1.0,,,
1756736386,10,0.3,0,1403.5034371174706,,,1.0,,,
1756736386,10,0.4,0,1490.7282581364043,,,1.0,,,
1756736386,10,0.5,0,1504.6741257313151,,,1.0,,,
