seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,mrt,let,rm
1756737380,3,0,0,18.0,,,1.0,,,
1756737380,3,0.02,0,23.09772103250623,,,1.0,,,
1756737380,3,0.05,0,23.23854008385706,,,1.0,,,
1756737380,3,0.1,0,23.454226216550296,,,1.0,,,
1756737380,3,0.2,0,23.862534715277263,,,1.0,,,
1756737380,3,0.3,0,24.378686935232736,,,1.0,,,
1756737380,3,0.4,0,24.841583350298038,,,1.0,,,
1756737380,3,0.5,0,25.372734994908114,,,1.0,,,
1756737380,5,0,664,553.0,0.8328313253012049,safe,0.0,,,
1756737380,5,0.02,670.64,601.132164668485,0.8963559654486535,safe,0.0,,,
1756737380,5,0.05,680.6,601.400434775294,0.8836327281447164,safe,0.0,,,
1756737380,5,0.1,697.2,597.4989531770625,0.8569979248093266,safe,0.0,,,
1756737380,5,0.2,0,617.6401617483076,,,1.0,,,
1756737380,5,0.3,0,670.6735788682852,,,1.0,,,
1756737380,5,0.4,0,706.8313931509156,,,1.0,,,
1756737380,5,0.5,0,726.8802439266431,,,1.0,,,
1756737380,8,0,3982,3098.0,0.7780010045203415,safe,0.0,,,
1756737380,8,0.02,4007.4,3967.5893497581346,0.990065715865183,safe,0.0,,,
1756737380,8,0.05,0,3997.2409581208813,,,1.0,,,
1756737380,8,0.1,0,4045.3226072847756,,,1.0,,,
1756737380,8,0.2,0,4091.0218141799596,,,1.0,,,
1756737380,8,0.3,0,4186.258926986913,,,1.0,,,
1756737380,8,0.4,0,4863.6616141057975,,,1.0,,,
1756737380,8,0.5,0,5092.511652820447,,,1.0,,,
1756737380,10,0,0,571.0,,,1.0,,,
1756737380,10,0.02,0,682.6548011822556,,,1.0,,,
1756737380,10,0.05,0,686.5914800099633,,,1.0,,,
1756737380,10,0.1,0,694.8533903462021,,,1.0,,,
1756737380,10,0.2,0,808.3183753203135,,,1.0,,,
1756737380,10,0.3,0,810.4027555211856,,,1.0,,,
1756737380,10,0.4,0,825.4385099587644,,,1.0,,,
1756737380,10,0.5,0,838.0451204978528,,,1.0,,,
