seeds,num_tasks,per_jitter,final_e2e_max,letG2023,R,exceed,false_percentage
1756824614,3,0,460,440,0.9565217391304348,safe,0.0
1756824615,3,0,70,55,0.7857142857142857,safe,0.0
1756824616,3,0,212,206,0.9716981132075472,safe,0.0
1756824617,3,0,170,160,0.9411764705882353,safe,0.0
1756824618,3,0,320,260,0.8125,safe,0.0
1756824619,3,0,62,51,0.8225806451612904,safe,0.0
1756824620,3,0,19,18,0.9473684210526315,safe,0.0
1756824621,3,0,242,221,0.9132231404958677,safe,0.0
1756824622,3,0,700,600,0.8571428571428571,safe,0.0
1756824623,3,0,222,211,0.9504504504504504,safe,0.0
1756824624,3,0,2006,2003,0.9985044865403788,safe,0.0
1756824625,3,0,2402,2201,0.9163197335553706,safe,0.0
1756824626,3,0,2200,2100,0.9545454545454546,safe,0.0
1756824627,3,0,2022,2011,0.9945598417408507,safe,0.0
1756824628,3,0,212,206,0.9716981132075472,safe,0.0
1756824629,3,0,4000,3100,0.775,safe,0.0
1756824630,3,0,2020,2010,0.995049504950495,safe,0.0
1756824631,3,0,700,550,0.7857142857142857,safe,0.0
1756824632,3,0,400,350,0.875,safe,0.0
1756824633,3,0,52,46,0.8846153846153846,safe,0.0
1756824634,3,0,2044,2022,0.9892367906066536,safe,0.0
1756824635,3,0,2402,2201,0.9163197335553706,safe,0.0
1756824636,3,0,140,120,0.8571428571428571,safe,0.0
1756824637,3,0,420,410,0.9761904761904762,safe,0.0
1756824638,3,0,242,221,0.9132231404958677,safe,0.0
1756824639,3,0,340,320,0.9411764705882353,safe,0.0
1756824640,3,0,2006,2003,0.9985044865403788,safe,0.0
1756824641,3,0,112,106,0.9464285714285714,safe,0.0
1756824642,3,0,2500,2250,0.9,safe,0.0
1756824643,3,0,2140,2080,0.9719626168224299,safe,0.0
1756824644,3,0,20,20,1.0,safe,0.0
1756824645,3,0,130,115,0.8846153846153846,safe,0.0
1756824646,3,0,8,7,0.875,safe,0.0
1756824647,3,0,2600,2300,0.8846153846153846,safe,0.0
1756824648,3,0,504,452,0.8968253968253969,safe,0.0
1756824649,3,0,2500,2250,0.9,safe,0.0
1756824650,3,0,2204,2102,0.9537205081669692,safe,0.0
1756824651,3,0,220,210,0.9545454545454546,safe,0.0
1756824652,3,0,230,215,0.9347826086956522,safe,0.0
1756824653,3,0,700,650,0.9285714285714286,safe,0.0
1756824654,3,0,2042,2021,0.9897159647404505,safe,0.0
1756824655,3,0,620,510,0.8225806451612904,safe,0.0
1756824656,3,0,16,14,0.875,safe,0.0
1756824657,3,0,34,28,0.8235294117647058,safe,0.0
1756824658,3,0,620,510,0.8225806451612904,safe,0.0
1756824659,3,0,2022,2011,0.9945598417408507,safe,0.0
1756824660,3,0,403,402,0.9975186104218362,safe,0.0
1756824661,3,0,800,600,0.75,safe,0.0
1756824662,3,0,122,111,0.9098360655737705,safe,0.0
1756824663,3,0,510,455,0.8921568627450981,safe,0.0
1756824664,3,0,8,7,0.875,safe,0.0
1756824665,3,0,214,208,0.9719626168224299,safe,0.0
1756824666,3,0,122,111,0.9098360655737705,safe,0.0
1756824667,3,0,2008,2004,0.99800796812749,safe,0.0
1756824668,3,0,340,280,0.8235294117647058,safe,0.0
1756824669,3,0,620,510,0.8225806451612904,safe,0.0
1756824670,3,0,2004,2002,0.999001996007984,safe,0.0
1756824671,3,0,2110,2055,0.9739336492890995,safe,0.0
1756824672,3,0,124,112,0.9032258064516129,safe,0.0
1756824673,3,0,2022,2011,0.9945598417408507,safe,0.0
1756824674,3,0,4000,3050,0.7625,safe,0.0
1756824675,3,0,2140,2080,0.9719626168224299,safe,0.0
1756824676,3,0,204,202,0.9901960784313726,safe,0.0
1756824677,3,0,414,408,0.9855072463768116,safe,0.0
1756824678,3,0,400,302,0.755,safe,0.0
1756824679,3,0,340,280,0.8235294117647058,safe,0.0
1756824680,3,0,2003,2002,0.9995007488766849,safe,0.0
1756824681,3,0,320,310,0.96875,safe,0.0
1756824682,3,0,32,26,0.8125,safe,0.0
1756824683,3,0,130,115,0.8846153846153846,safe,0.0
1756824684,3,0,8,8,1.0,safe,0.0
1756824685,3,0,190,180,0.9473684210526315,safe,0.0
1756824686,3,0,2042,2021,0.9897159647404505,safe,0.0
1756824687,3,0,400,301,0.7525,safe,0.0
1756824688,3,0,502,451,0.898406374501992,safe,0.0
1756824689,3,0,26,24,0.9230769230769231,safe,0.0
1756824690,3,0,144,132,0.9166666666666666,safe,0.0
1756824691,3,0,2402,2201,0.9163197335553706,safe,0.0
1756824692,3,0,62,51,0.8225806451612904,safe,0.0
1756824693,3,0,142,131,0.9225352112676056,safe,0.0
1756824694,3,0,16,14,0.875,safe,0.0
1756824695,3,0,2404,2202,0.9159733777038269,safe,0.0
1756824696,3,0,2600,2300,0.8846153846153846,safe,0.0
1756824697,3,0,2410,2205,0.9149377593360996,safe,0.0
1756824698,3,0,106,103,0.9716981132075472,safe,0.0
1756824699,3,0,424,412,0.9716981132075472,safe,0.0
1756824700,3,0,302,251,0.8311258278145696,safe,0.0
1756824701,3,0,222,211,0.9504504504504504,safe,0.0
1756824702,3,0,124,112,0.9032258064516129,safe,0.0
1756824703,3,0,310,255,0.8225806451612904,safe,0.0
1756824704,3,0,222,211,0.9504504504504504,safe,0.0
1756824705,3,0,122,111,0.9098360655737705,safe,0.0
1756824706,3,0,40,32,0.8,safe,0.0
1756824707,3,0,700,550,0.7857142857142857,safe,0.0
1756824708,3,0,206,203,0.9854368932038835,safe,0.0
1756824709,3,0,2240,2120,0.9464285714285714,safe,0.0
1756823710,5,0,272,236,0.8676470588235294,safe,0.044
1756823711,5,0,2410,2205,0.9149377593360996,safe,0.044
1756823712,5,0,800,625,0.78125,safe,0.044
1756823713,5,0,166,143,0.8614457831325302,safe,0.044
1756823714,5,0,2612,2306,0.8828483920367535,safe,0.044
1756823715,5,0,2260,2130,0.9424778761061947,safe,0.044
1756823716,5,0,2860,2430,0.8496503496503497,safe,0.044
1756823717,5,0,2232,2116,0.9480286738351255,safe,0.044
1756823718,5,0,82,65,0.7926829268292683,safe,0.044
1756823719,5,0,648,524,0.808641975308642,safe,0.044
1756823720,5,0,466,433,0.9291845493562232,safe,0.044
1756823721,5,0,5400,5200,0.9629629629629629,safe,0.044
1756823722,5,0,364,292,0.8021978021978022,safe,0.044
1756823723,5,0,660,530,0.803030303030303,safe,0.044
1756823724,5,0,2048,2025,0.98876953125,safe,0.044
1756823725,5,0,580,500,0.8620689655172413,safe,0.044
1756823726,5,0,2264,2132,0.941696113074205,safe,0.044
1756823727,5,0,500,461,0.922,safe,0.044
1756823728,5,0,2560,2290,0.89453125,safe,0.044
1756823729,5,0,2218,2110,0.951307484220018,safe,0.044
1756823730,5,0,364,292,0.8021978021978022,safe,0.044
1756823731,5,0,4120,4060,0.9854368932038835,safe,0.044
1756823732,5,0,2380,2200,0.9243697478991597,safe,0.044
1756823733,5,0,172,146,0.8488372093023255,safe,0.044
1756823734,5,0,3064,3032,0.9895561357702349,safe,0.044
1756823735,5,0,712,606,0.851123595505618,safe,0.044
1756823736,5,0,800,665,0.83125,safe,0.044
1756823737,5,0,2440,2220,0.9098360655737705,safe,0.044
1756823738,5,0,622,611,0.9823151125401929,safe,0.044
1756823739,5,0,302,261,0.8642384105960265,safe,0.044
1756823740,5,0,472,446,0.9449152542372882,safe,0.044
1756823741,5,0,800,665,0.83125,safe,0.044
1756823742,5,0,534,468,0.8764044943820225,safe,0.044
1756823743,5,0,444,422,0.9504504504504504,safe,0.044
1756823744,5,0,2262,2131,0.9420866489832007,safe,0.044
1756823745,5,0,403,302,0.749379652605459,safe,0.044
1756823746,5,0,2116,2059,0.973062381852552,safe,0.044
1756823747,5,0,66,53,0.803030303030303,safe,0.044
1756823748,5,0,130,115,0.8846153846153846,safe,0.044
1756823749,5,0,2540,2280,0.8976377952755905,safe,0.044
1756823750,5,0,242,183,0.756198347107438,safe,0.044
1756823751,5,0,4002,3016,0.7536231884057971,safe,0.044
1756823752,5,0,2414,2208,0.9146644573322287,safe,0.044
1756823753,5,0,2306,2203,0.9553339115351258,safe,0.044
1756823754,5,0,2224,2112,0.9496402877697842,safe,0.044
1756823755,5,0,3020,3011,0.9970198675496689,safe,0.044
1756823756,5,0,2806,2403,0.8563791874554526,safe,0.044
1756823757,5,0,5004,4004,0.8001598721023181,safe,0.044
1756823758,5,0,324,262,0.808641975308642,safe,0.044
1756823759,5,0,284,252,0.8873239436619719,safe,0.044
1756823760,5,0,456,429,0.9407894736842105,safe,0.044
1756823761,5,0,2600,2400,0.9230769230769231,safe,0.044
1756823762,5,0,524,462,0.8816793893129771,safe,0.044
1756823763,5,0,120,102,0.85,safe,0.044
1756823764,5,0,210,190,0.9047619047619048,safe,0.044
1756823765,5,0,2660,2430,0.9135338345864662,safe,0.044
1756823766,5,0,714,558,0.7815126050420168,safe,0.044
1756823767,5,0,514,457,0.8891050583657587,safe,0.044
1756823768,5,0,2216,2109,0.9517148014440433,safe,0.044
1756823769,5,0,304,252,0.8289473684210527,safe,0.044
1756823770,5,0,2250,2125,0.9444444444444444,safe,0.044
1756823771,5,0,2284,2142,0.9378283712784589,safe,0.044
1756823772,5,0,456,429,0.9407894736842105,safe,0.044
1756823773,5,0,2072,2036,0.9826254826254827,safe,0.044
1756823774,5,0,264,232,0.8787878787878788,safe,0.044
1756823775,5,0,724,562,0.7762430939226519,safe,0.044
1756823776,5,0,660,530,0.803030303030303,safe,0.044
1756823777,5,0,2430,2215,0.911522633744856,safe,0.044
1756823778,5,0,328,264,0.8048780487804879,safe,0.044
1756823779,5,0,2550,2285,0.8960784313725491,safe,0.044
1756823780,5,0,804,632,0.7860696517412935,safe,0.044
1756823781,5,0,130,115,0.8846153846153846,safe,0.044
1756823782,5,0,490,445,0.9081632653061225,safe,0.044
1756823783,5,0,620,520,0.8387096774193549,safe,0.044
1756823784,5,0,2800,2450,0.875,safe,0.044
1756823785,5,0,610,505,0.8278688524590164,safe,0.044
1756823786,5,0,248,225,0.907258064516129,safe,0.044
1756823787,5,0,3240,2620,0.808641975308642,safe,0.044
1756823788,5,0,2262,2131,0.9420866489832007,safe,0.044
1756823789,5,0,190,155,0.8157894736842105,safe,0.044
1756823790,5,0,234,217,0.9273504273504274,safe,0.044
1756823791,5,0,2050,2035,0.9926829268292683,safe,0.044
1756823792,5,0,2218,2110,0.951307484220018,safe,0.044
1756823793,5,0,2464,2232,0.9058441558441559,safe,0.044
1756823794,5,0,2660,2330,0.8759398496240601,safe,0.044
1756823795,5,0,92,66,0.717391304347826,safe,0.044
1756823796,5,0,518,460,0.888030888030888,safe,0.044
1756823797,5,0,400,310,0.775,safe,0.044
1756823798,5,0,154,137,0.8896103896103896,safe,0.044
1756823799,5,0,4010,3020,0.7531172069825436,safe,0.044
1756823800,5,0,234,217,0.9273504273504274,safe,0.044
1756823801,5,0,715,560,0.7832167832167832,safe,0.044
1756823802,5,0,242,221,0.9132231404958677,safe,0.044
1756823803,5,0,2054,2027,0.9868549172346641,safe,0.044
1756823804,5,0,2034,2017,0.9916420845624385,safe,0.044
1756823805,5,0,220,170,0.7727272727272727,safe,0.044
1756823806,5,0,204,162,0.7941176470588235,safe,0.044
1756823807,5,0,0,780,,,0.044
1756823808,5,0,2260,2130,0.9424778761061947,safe,0.044
1756823809,5,0,4240,3121,0.7360849056603773,safe,0.044
1756823810,5,0,634,518,0.8170347003154574,safe,0.044
1756823811,5,0,2380,2200,0.9243697478991597,safe,0.044
1756823812,5,0,2222,2111,0.95004500450045,safe,0.044
1756823813,5,0,616,509,0.8262987012987013,safe,0.044
1756823814,5,0,590,505,0.8559322033898306,safe,0.044
1756823815,5,0,2232,2116,0.9480286738351255,safe,0.044
1756823816,5,0,172,146,0.8488372093023255,safe,0.044
1756823817,5,0,454,427,0.9405286343612335,safe,0.044
1756823818,5,0,3502,3251,0.9283266704740148,safe,0.044
1756823819,5,0,0,703,,,0.044
1756823820,5,0,64,52,0.8125,safe,0.044
1756823821,5,0,2410,2205,0.9149377593360996,safe,0.044
1756823822,5,0,284,243,0.8556338028169014,safe,0.044
1756823823,5,0,438,420,0.958904109589041,safe,0.044
1756823824,5,0,4400,3201,0.7275,safe,0.044
1756823825,5,0,2252,2151,0.9551509769094139,safe,0.044
1756823826,5,0,632,516,0.8164556962025317,safe,0.044
1756823827,5,0,456,430,0.9429824561403509,safe,0.044
1756823828,5,0,704,552,0.7840909090909091,safe,0.044
1756823829,5,0,436,419,0.9610091743119266,safe,0.044
1756823830,5,0,564,492,0.8723404255319149,safe,0.044
1756823831,5,0,436,419,0.9610091743119266,safe,0.044
1756823832,5,0,2094,2048,0.9780324737344794,safe,0.044
1756823833,5,0,0,76,,,0.044
1756823834,5,0,2550,2285,0.8960784313725491,safe,0.044
1756823835,5,0,800,601,0.75125,safe,0.044
1756823836,5,0,136,119,0.875,safe,0.044
1756823837,5,0,2262,2131,0.9420866489832007,safe,0.044
1756823838,5,0,2414,2208,0.9146644573322287,safe,0.044
1756823839,5,0,300,300,1.0,safe,0.044
1756823840,5,0,2840,2480,0.8732394366197183,safe,0.044
1756823841,5,0,400,309,0.7725,safe,0.044
1756823842,5,0,434,417,0.9608294930875576,safe,0.044
1756823843,5,0,458,430,0.9388646288209607,safe,0.044
1756823844,5,0,546,483,0.8846153846153846,safe,0.044
1756823845,5,0,904,752,0.831858407079646,safe,0.044
1756823846,5,0,902,652,0.7228381374722838,safe,0.044
1756823847,5,0,4060,3035,0.7475369458128078,safe,0.044
1756823848,5,0,626,513,0.8194888178913738,safe,0.044
1756823849,5,0,3104,3052,0.9832474226804123,safe,0.044
1756823850,5,0,420,411,0.9785714285714285,safe,0.044
1756823851,5,0,50,46,0.92,safe,0.044
1756823852,5,0,504,353,0.7003968253968254,safe,0.044
1756823853,5,0,0,800,,,0.044
1756823854,5,0,4400,3600,0.8181818181818182,safe,0.044
1756823855,5,0,1020,710,0.696078431372549,safe,0.044
1756823856,5,0,2484,2242,0.9025764895330113,safe,0.044
1756823857,5,0,2100,2050,0.9761904761904762,safe,0.044
1756823858,5,0,3206,3104,0.9681846537741734,safe,0.044
1756823859,5,0,2642,2321,0.8785011355034065,safe,0.044
1756823860,5,0,166,159,0.9578313253012049,safe,0.044
1756823861,5,0,4000,3225,0.80625,safe,0.044
1756823862,5,0,1040,880,0.8461538461538461,safe,0.044
1756823863,5,0,3024,3012,0.996031746031746,safe,0.044
1756823864,5,0,2218,2110,0.951307484220018,safe,0.044
1756823865,5,0,4200,3120,0.7428571428571429,safe,0.044
1756823866,5,0,3406,3203,0.9403992953611274,safe,0.044
1756823867,5,0,2520,2260,0.8968253968253969,safe,0.044
1756823868,5,0,2164,2092,0.966728280961183,safe,0.044
1756823869,5,0,134,117,0.8731343283582089,safe,0.044
1756823870,5,0,4030,4015,0.9962779156327544,safe,0.044
1756823871,5,0,60,51,0.85,safe,0.044
1756823872,5,0,484,442,0.9132231404958677,safe,0.044
1756823873,5,0,2056,2029,0.9868677042801557,safe,0.044
1756823874,5,0,2460,2230,0.9065040650406504,safe,0.044
1756823875,5,0,2622,2311,0.8813882532418001,safe,0.044
1756823876,5,0,352,286,0.8125,safe,0.044
1756823877,5,0,344,282,0.8197674418604651,safe,0.044
1756823878,5,0,2480,2240,0.9032258064516129,safe,0.044
1756823879,5,0,2075,2040,0.983132530120482,safe,0.044
1756823880,5,0,2812,2406,0.8556187766714083,safe,0.044
1756823881,5,0,810,630,0.7777777777777778,safe,0.044
1756823882,5,0,2454,2228,0.9079054604726976,safe,0.044
1756823883,5,0,0,95,,,0.044
1756823884,5,0,2312,2156,0.9325259515570934,safe,0.044
1756823885,5,0,2214,2107,0.9516711833785004,safe,0.044
1756823886,5,0,3004,2502,0.8328894806924101,safe,0.044
1756823887,5,0,616,509,0.8262987012987013,safe,0.044
1756823888,5,0,2416,2209,0.9143211920529801,safe,0.044
1756823889,5,0,428,414,0.9672897196261683,safe,0.044
1756823890,5,0,660,530,0.803030303030303,safe,0.044
1756823891,5,0,2540,2280,0.8976377952755905,safe,0.044
1756823892,5,0,3400,3200,0.9411764705882353,safe,0.044
1756823893,5,0,2812,2406,0.8556187766714083,safe,0.044
1756823894,5,0,2464,2232,0.9058441558441559,safe,0.044
1756823895,5,0,77,71,0.922077922077922,safe,0.044
1756823896,5,0,490,445,0.9081632653061225,safe,0.044
1756823897,5,0,2094,2048,0.9780324737344794,safe,0.044
1756823898,5,0,2264,2132,0.941696113074205,safe,0.044
1756823899,5,0,2206,2103,0.9533091568449683,safe,0.044
1756823900,5,0,730,565,0.773972602739726,safe,0.044
1756823901,5,0,464,442,0.9525862068965517,safe,0.044
1756823902,5,0,2642,2321,0.8785011355034065,safe,0.044
1756823903,5,0,202,153,0.7574257425742574,safe,0.044
1756823904,5,0,684,542,0.7923976608187134,safe,0.044
1756823905,5,0,2620,2310,0.8816793893129771,safe,0.044
1756823906,5,0,2434,2218,0.9112571898110107,safe,0.044
1756823907,5,0,2354,2202,0.935429056924384,safe,0.044
1756823908,5,0,2252,2126,0.9440497335701599,safe,0.044
1756823909,5,0,0,212,,,0.044
1756823910,5,0,2702,2401,0.8886010362694301,safe,0.044
1756823911,5,0,3000,2600,0.8666666666666667,safe,0.044
1756823912,5,0,2190,2105,0.9611872146118722,safe,0.044
1756823913,5,0,128,114,0.890625,safe,0.044
1756823914,5,0,194,172,0.8865979381443299,safe,0.044
1756823915,5,0,814,708,0.8697788697788698,safe,0.044
1756823916,5,0,2162,2091,0.9671600370027752,safe,0.044
1756823917,5,0,4030,3215,0.7977667493796526,safe,0.044
1756823918,5,0,200,160,0.8,safe,0.044
1756823919,5,0,166,143,0.8614457831325302,safe,0.044
1756823920,5,0,600,510,0.85,safe,0.044
1756823921,5,0,506,453,0.8952569169960475,safe,0.044
1756823922,5,0,2132,2066,0.9690431519699813,safe,0.044
1756823923,5,0,2504,2252,0.8993610223642172,safe,0.044
1756823924,5,0,0,810,,,0.044
1756823925,5,0,560,490,0.875,safe,0.044
1756823926,5,0,2350,2185,0.9297872340425531,safe,0.044
1756823927,5,0,4002,3121,0.7798600699650174,safe,0.044
1756823928,5,0,2644,2322,0.8782148260211801,safe,0.044
1756823929,5,0,60,51,0.85,safe,0.044
1756823930,5,0,2246,2123,0.9452359750667854,safe,0.044
1756823931,5,0,2254,2128,0.9440993788819876,safe,0.044
1756823932,5,0,3244,3122,0.9623921085080148,safe,0.044
1756823933,5,0,2058,2030,0.9863945578231292,safe,0.044
1756823934,5,0,404,324,0.801980198019802,safe,0.044
1756823935,5,0,646,523,0.8095975232198143,safe,0.044
1756823936,5,0,2544,2282,0.8970125786163522,safe,0.044
1756823937,5,0,3106,3053,0.9829362524146813,safe,0.044
1756823938,5,0,0,721,,,0.044
1756823939,5,0,2214,2108,0.952122854561879,safe,0.044
1756823940,5,0,0,358,,,0.044
1756823941,5,0,262,231,0.8816793893129771,safe,0.044
1756823942,5,0,68,54,0.7941176470588235,safe,0.044
1756823943,5,0,2106,2053,0.9748338081671415,safe,0.044
1756823944,5,0,2190,2105,0.9611872146118722,safe,0.044
1756823945,5,0,2160,2090,0.9675925925925926,safe,0.044
1756823946,5,0,626,513,0.8194888178913738,safe,0.044
1756823947,5,0,2270,2135,0.9405286343612335,safe,0.044
1756823948,5,0,2524,2262,0.8961965134706814,safe,0.044
1756823949,5,0,218,211,0.9678899082568807,safe,0.044
1756823950,5,0,206,203,0.9854368932038835,safe,0.044
1756823951,5,0,2608,2304,0.8834355828220859,safe,0.044
1756823952,5,0,2540,2280,0.8976377952755905,safe,0.044
1756823953,5,0,644,522,0.8105590062111802,safe,0.044
1756823954,5,0,1100,850,0.7727272727272727,safe,0.044
1756823955,5,0,2216,2109,0.9517148014440433,safe,0.044
1756823956,5,0,450,325,0.7222222222222222,safe,0.044
1756823957,5,0,166,143,0.8614457831325302,safe,0.044
1756823958,5,0,420,322,0.7666666666666667,safe,0.044
1756823959,5,0,2282,2141,0.9382120946538125,safe,0.044
1756823960,5,0,492,446,0.9065040650406504,safe,0.044
1756823961,5,0,2350,2185,0.9297872340425531,safe,0.044
1756823962,5,0,446,423,0.9484304932735426,safe,0.044
1756823963,5,0,2206,2103,0.9533091568449683,safe,0.044
1756823964,5,0,2642,2321,0.8785011355034065,safe,0.044
1756823965,5,0,448,424,0.9464285714285714,safe,0.044
1756823966,5,0,200,160,0.8,safe,0.044
1756823967,5,0,234,222,0.9487179487179487,safe,0.044
1756823968,5,0,534,468,0.8764044943820225,safe,0.044
1756823969,5,0,616,509,0.8262987012987013,safe,0.044
1756823970,5,0,424,312,0.7358490566037735,safe,0.044
1756823971,5,0,350,275,0.7857142857142857,safe,0.044
1756823972,5,0,2550,2285,0.8960784313725491,safe,0.044
1756823973,5,0,144,128,0.8888888888888888,safe,0.044
1756823974,5,0,326,313,0.9601226993865031,safe,0.044
1756823975,5,0,78,60,0.7692307692307693,safe,0.044
1756823976,5,0,760,700,0.9210526315789473,safe,0.044
1756823977,5,0,2056,2029,0.9868677042801557,safe,0.044
1756823978,5,0,2600,2300,0.8846153846153846,safe,0.044
1756823979,5,0,2226,2114,0.949685534591195,safe,0.044
1756823980,5,0,2740,2420,0.8832116788321168,safe,0.044
1756823981,5,0,2048,2024,0.98828125,safe,0.044
1756823982,5,0,4020,3062,0.7616915422885572,safe,0.044
1756823983,5,0,608,504,0.8289473684210527,safe,0.044
1756823984,5,0,2490,2245,0.9016064257028112,safe,0.044
1756823985,5,0,2021,2013,0.9960415635823849,safe,0.044
1756823986,5,0,2600,2300,0.8846153846153846,safe,0.044
1756823987,5,0,0,382,,,0.044
1756823988,5,0,464,432,0.9310344827586207,safe,0.044
1756823989,5,0,840,626,0.7452380952380953,safe,0.044
1756823990,5,0,52,46,0.8846153846153846,safe,0.044
1756823991,5,0,444,422,0.9504504504504504,safe,0.044
1756823992,5,0,102,91,0.8921568627450981,safe,0.044
1756823993,5,0,326,263,0.8067484662576687,safe,0.044
1756823994,5,0,730,565,0.773972602739726,safe,0.044
1756823995,5,0,740,570,0.7702702702702703,safe,0.044
1756823996,5,0,2524,2262,0.8961965134706814,safe,0.044
1756823997,5,0,660,530,0.803030303030303,safe,0.044
1756823998,5,0,4200,3103,0.7388095238095238,safe,0.044
1756823999,5,0,52,46,0.8846153846153846,safe,0.044
1756824000,5,0,2612,2306,0.8828483920367535,safe,0.044
1756824001,5,0,552,486,0.8804347826086957,safe,0.044
1756824002,5,0,2352,2201,0.9357993197278912,safe,0.044
1756824003,5,0,2150,2075,0.9651162790697675,safe,0.044
1756824004,5,0,3026,3013,0.9957038995373431,safe,0.044
1756824005,5,0,2608,2304,0.8834355828220859,safe,0.044
1756824006,5,0,750,625,0.8333333333333334,safe,0.044
1756824007,5,0,2702,2351,0.8700962250185048,safe,0.044
1756824008,5,0,904,682,0.754424778761062,safe,0.044
1756824009,5,0,380,342,0.9,safe,0.044
1756824010,5,0,92,76,0.8260869565217391,safe,0.044
1756824011,5,0,490,448,0.9142857142857143,safe,0.044
1756824012,5,0,2460,2230,0.9065040650406504,safe,0.044
1756824013,5,0,4014,3028,0.7543597409068261,safe,0.044
1756824014,5,0,316,259,0.819620253164557,safe,0.044
1756824015,5,0,415,408,0.983132530120482,safe,0.044
1756824016,5,0,632,516,0.8164556962025317,safe,0.044
1756824017,5,0,2100,2050,0.9761904761904762,safe,0.044
1756824018,5,0,612,506,0.826797385620915,safe,0.044
1756824019,5,0,2300,2160,0.9391304347826087,safe,0.044
1756824020,5,0,164,142,0.8658536585365854,safe,0.044
1756824021,5,0,510,455,0.8921568627450981,safe,0.044
1756824022,5,0,3200,2600,0.8125,safe,0.044
1756824023,5,0,2086,2043,0.9793863854266539,safe,0.044
1756824024,5,0,444,428,0.963963963963964,safe,0.044
1756824025,5,0,0,608,,,0.044
1756824026,5,0,2502,2251,0.8996802557953637,safe,0.044
1756824027,5,0,3008,3004,0.9986702127659575,safe,0.044
1756824028,5,0,290,245,0.8448275862068966,safe,0.044
1756824029,5,0,2484,2242,0.9025764895330113,safe,0.044
1756824030,5,0,432,416,0.9629629629629629,safe,0.044
1756824031,5,0,462,431,0.9329004329004329,safe,0.044
1756824032,5,0,2560,2290,0.89453125,safe,0.044
1756824033,5,0,252,226,0.8968253968253969,safe,0.044
1756824034,5,0,708,604,0.8531073446327684,safe,0.044
1756824035,5,0,2740,2380,0.8686131386861314,safe,0.044
1756824036,5,0,3062,3031,0.9898758981058132,safe,0.044
1756824037,5,0,2040,2021,0.990686274509804,safe,0.044
1756824038,5,0,450,325,0.7222222222222222,safe,0.044
1756824039,5,0,110,78,0.7090909090909091,safe,0.044
1756824040,5,0,2080,2040,0.9807692307692307,safe,0.044
1756824041,5,0,2702,2351,0.8700962250185048,safe,0.044
1756824042,5,0,2660,2330,0.8759398496240601,safe,0.044
1756824043,5,0,47,41,0.8723404255319149,safe,0.044
1756824044,5,0,2234,2118,0.9480752014324082,safe,0.044
1756824045,5,0,0,611,,,0.044
1756824046,5,0,2522,2261,0.8965107057890563,safe,0.044
1756824047,5,0,248,224,0.9032258064516129,safe,0.044
1756824048,5,0,624,512,0.8205128205128205,safe,0.044
1756824049,5,0,38,30,0.7894736842105263,safe,0.044
1756824050,5,0,700,560,0.8,safe,0.044
1756824051,5,0,2422,2211,0.9128819157720892,safe,0.044
1756824052,5,0,940,780,0.8297872340425532,safe,0.044
1756824053,5,0,59,52,0.8813559322033898,safe,0.044
1756824054,5,0,842,721,0.8562945368171021,safe,0.044
1756824055,5,0,342,321,0.9385964912280702,safe,0.044
1756824056,5,0,406,353,0.8694581280788177,safe,0.044
1756824057,5,0,456,429,0.9407894736842105,safe,0.044
1756824058,5,0,0,353,,,0.044
1756824059,5,0,632,616,0.9746835443037974,safe,0.044
1756824060,5,0,68,54,0.7941176470588235,safe,0.044
1756824061,5,0,316,259,0.819620253164557,safe,0.044
1756824062,5,0,2134,2068,0.9690721649484536,safe,0.044
1756824063,5,0,4410,3215,0.7290249433106576,safe,0.044
1756824064,5,0,2842,2421,0.8518648838845884,safe,0.044
1756824065,5,0,806,609,0.7555831265508685,safe,0.044
1756824066,5,0,262,231,0.8816793893129771,safe,0.044
1756824067,5,0,2248,2124,0.9448398576512456,safe,0.044
1756824068,5,0,2074,2038,0.982642237222758,safe,0.044
1756824069,5,0,804,702,0.8731343283582089,safe,0.044
1756824070,5,0,0,74,,,0.044
1756824071,5,0,2074,2038,0.982642237222758,safe,0.044
1756824072,5,0,203,153,0.7536945812807881,safe,0.044
1756824073,5,0,344,282,0.8197674418604651,safe,0.044
1756824074,5,0,254,227,0.8937007874015748,safe,0.044
1756824075,5,0,460,390,0.8478260869565217,safe,0.044
1756824076,5,0,288,244,0.8472222222222222,safe,0.044
1756824077,5,0,326,263,0.8067484662576687,safe,0.044
1756824078,5,0,136,119,0.875,safe,0.044
1756824079,5,0,552,486,0.8804347826086957,safe,0.044
1756824080,5,0,2330,2165,0.9291845493562232,safe,0.044
1756824081,5,0,459,432,0.9411764705882353,safe,0.044
1756824082,5,0,2530,2265,0.8952569169960475,safe,0.044
1756824083,5,0,724,562,0.7762430939226519,safe,0.044
1756824084,5,0,608,504,0.8289473684210527,safe,0.044
1756824085,5,0,38,34,0.8947368421052632,safe,0.044
1756824086,5,0,2059,2032,0.9868868382710053,safe,0.044
1756824087,5,0,2132,2066,0.9690431519699813,safe,0.044
1756824088,5,0,450,425,0.9444444444444444,safe,0.044
1756824089,5,0,2042,2026,0.9921645445641528,safe,0.044
1756824090,5,0,2810,2405,0.8558718861209964,safe,0.044
1756824091,5,0,464,432,0.9310344827586207,safe,0.044
1756824092,5,0,328,264,0.8048780487804879,safe,0.044
1756824093,5,0,5000,4205,0.841,safe,0.044
1756824094,5,0,2510,2255,0.898406374501992,safe,0.044
