seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G
1755018010,3,800,620,0.775,safe,0.0,0.00017948900131159462,0.00015536499995505437
1755018011,3,62,61,0.9838709677419355,safe,0.0,3.59860005119117e-05,0.000189903001228231
1755018012,3,450,425,0.9444444444444444,safe,0.0,3.486700006760657e-05,0.00033897200046340004
1755018013,3,450,425,0.9444444444444444,safe,0.0,2.7366999347577803e-05,0.00026105300094059203
1755018014,3,106,103,0.9716981132075472,safe,0.0,2.9621998692164198e-05,0.0006593750003958121
1755018015,3,2140,2080,0.9719626168224299,safe,0.0,2.4524999389541335e-05,0.0003930359998776112
1755018016,3,700,550,0.7857142857142857,safe,0.0,2.567200135672465e-05,5.9635000070557e-05
1755018017,3,2012,2006,0.9970178926441352,safe,0.0,4.546699892671313e-05,0.03999963400019624
1755018018,3,2440,2220,0.9098360655737705,safe,0.0,4.5433000195771456e-05,0.000557973000468337
1755018019,3,114,108,0.9473684210526315,safe,0.0,2.8982000003452413e-05,0.0002535760013415711
1755018020,3,430,415,0.9651162790697675,safe,0.0,2.999299977091141e-05,0.0004509740010689711
1755018021,3,2030,2020,0.9950738916256158,safe,0.0,3.1024999771034345e-05,0.0028469640001276275
1755018022,3,280,240,0.8571428571428571,safe,0.0,2.3314998543355614e-05,8.453099871985614e-05
1755018023,3,2410,2205,0.9149377593360996,safe,0.0,3.738099985639565e-05,0.0018065180011035409
1755018024,3,2104,2052,0.9752851711026616,safe,0.0,2.6148998585995287e-05,0.005110026000693324
1755018025,3,144,132,0.9166666666666666,safe,0.0,2.3238999347086065e-05,0.00027069999850937165
1755018026,3,2050,2025,0.9878048780487805,safe,0.0,2.8527998438221402e-05,0.003341350999107817
1755018027,3,2140,2080,0.9719626168224299,safe,0.0,3.45049993484281e-05,0.0006681920003757114
1755018028,3,80,70,0.875,safe,0.0,3.810600173892453e-05,8.601700028521009e-05
1755018029,3,480,440,0.9166666666666666,safe,0.0,2.1976999050821178e-05,9.891700028674677e-05
1755018030,3,2015,2010,0.9975186104218362,safe,0.0,2.070600021397695e-05,0.006929949999175733
1755018031,3,2420,2210,0.9132231404958677,safe,0.0,2.8144000680185854e-05,0.0005454450001707301
1755018032,3,602,501,0.8322259136212624,safe,0.0,2.6562000130070373e-05,0.001437610000721179
1755018033,3,412,406,0.9854368932038835,safe,0.0,2.6030000299215317e-05,0.00222122900049726
1755018034,3,2042,2021,0.9897159647404505,safe,0.0,2.6825000531971455e-05,0.01732386799994856
1755018035,3,230,215,0.9347826086956522,safe,0.0,1.8603001080919057e-05,0.00013718199988943525
1755018036,3,350,300,0.8571428571428571,safe,0.0,2.3411999791278504e-05,4.857199928665068e-05
1755018037,3,602,501,0.8322259136212624,safe,0.0,2.5052999262697995e-05,0.001282589999391348
1755018038,3,2102,2051,0.9757373929590866,safe,0.0,3.1302999559557065e-05,0.009009631001390517
1755018039,3,800,600,0.75,safe,0.0,2.5554001695127226e-05,6.917300015629735e-05
1755018040,3,62,51,0.8225806451612904,safe,0.0,2.9026999982306734e-05,0.00019655700089060701
1755018041,3,70,65,0.9285714285714286,safe,0.0,2.735599991865456e-05,0.00012572899868246168
1755018042,3,70,55,0.7857142857142857,safe,0.0,3.168600051139947e-05,8.090099981927779e-05
1755018043,3,2404,2202,0.9159733777038269,safe,0.0,2.82300006801961e-05,0.0035273659996164497
1755018044,3,222,211,0.9504504504504504,safe,0.0,2.181899981223978e-05,0.0005134160001034616
