seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G
1755019010,3,2080,2040,0.9807692307692307,safe,0.0,8.731700108910445e-05,0.0010254360004182672
1755019011,3,224,212,0.9464285714285714,safe,0.0,2.549900091253221e-05,0.00033661999987089075
1755019012,3,2240,2120,0.9464285714285714,safe,0.0,3.377800021553412e-05,0.00041978000081144273
1755019013,3,510,455,0.8921568627450981,safe,0.0,2.5860999812721275e-05,0.0002569440002844203
1755019014,3,2044,2022,0.9892367906066536,safe,0.0,3.451900010986719e-05,0.009369288998641423
1755019015,3,250,225,0.9,safe,0.0,2.4288001441163942e-05,0.00019536900072125718
1755019016,3,2050,2025,0.9878048780487805,safe,0.0,3.942900002584793e-05,0.0037625149998348206
1755019017,3,400,310,0.775,safe,0.0,3.298899900983088e-05,0.00013160399976186454
1755019018,3,602,501,0.8322259136212624,safe,0.0,3.779100006795488e-05,0.001515623000159394
1755019019,3,200,160,0.8,safe,0.0,2.9026999982306734e-05,8.478600102534983e-05
1755019020,3,80,61,0.7625,safe,0.0,2.9880000511184335e-05,0.00017538700012664776
1755019021,3,320,260,0.8125,safe,0.0,2.934400072263088e-05,0.00011391800035198685
1755019022,3,400,350,0.875,safe,0.0,3.436099905229639e-05,9.421799950359855e-05
1755019023,3,2500,2250,0.9,safe,0.0,3.260799894633237e-05,0.00024406200100202113
1755019024,3,414,408,0.9855072463768116,safe,0.0,2.9323000489966944e-05,0.0015186350010480965
1755019025,3,2220,2110,0.9504504504504504,safe,0.0,2.7727000997401774e-05,0.0010151459991902811
1755019026,3,2410,2205,0.9149377593360996,safe,0.0,3.713099977176171e-05,0.0017612229985388694
1755019027,3,2022,2011,0.9945598417408507,safe,0.0,2.935699922090862e-05,0.029673629000171786
1755019028,3,114,108,0.9473684210526315,safe,0.0,3.5043000025325455e-05,0.0002981220004585339
1755019029,3,206,203,0.9854368932038835,safe,0.0,3.283499972894788e-05,0.0016602039995632367
1755019030,3,44,42,0.9545454545454546,safe,0.0,3.197799924237188e-05,0.0002472180003678659
1755019031,3,103,102,0.9902912621359223,safe,0.0,2.9797000024700537e-05,0.0008565799998905277
1755019032,3,160,140,0.875,safe,0.0,3.4048000088660046e-05,0.00013149899859854486
1755019033,3,240,220,0.9166666666666666,safe,0.0,3.466599991952535e-05,0.0001444609988539014
