seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,davare_e2e,duerr_e2e,r_davare,r_duerr
1755016037,3,0,302.00000000000006,271.642687924137,0.8994790990865462,safe,0.0,302.0,302.0,0.9999999999999998,0.9999999999999998
1755016038,3,0,444.0,267.6540713856815,0.6028244851028862,safe,0.0,444.0,444.0,1.0,1.0
1755016039,3,0,430.0,424.09587123613005,0.9862694679910001,safe,0.0,430.0,430.0,1.0,1.0
1755016040,3,0,2060.0,2047.343687950031,0.9938561591990441,safe,0.0,2060.0,2060.0,1.0,1.0
1755016041,3,0,2044.0,1190.7362333568115,0.5825519732665418,safe,0.0,2044.0,2044.0,1.0,1.0
1755016042,3,0,326.76769278302595,326.20983609353993,0.9982928034141477,safe,0.0,410.0,410.0,1.2547140034196722,1.2547140034196722
1755016043,3,0,510.0,482.4747937468192,0.9460290073467044,safe,0.0,510.0,510.0,1.0,1.0
1755016044,3,0,3480.0377941951383,3480.0377941951383,1.0,safe,0.0,4020.0,4020.0,1.155159868293828,1.155159868293828
1755016045,3,0,330.9675330664981,241.66942149772586,0.730190720698787,safe,0.0,402.0,402.0,1.214620649570573,1.214620649570573
1755016046,3,0,2220.0,2153.1503310043304,0.9698875364884371,safe,0.0,2220.0,2220.0,1.0,1.0
1755016037,3,0.02,305.0200000000001,273.62815241696444,0.8970826582419656,safe,0.0,305.02,305.02,0.9999999999999997,0.9999999999999997
1755016038,3,0.02,448.44,431.4563004694228,0.9621271529511702,safe,0.0,448.44,448.44,1.0,1.0
1755016039,3,0.02,434.3,424.2383952988894,0.9768325933660819,safe,0.0,434.3,434.3,1.0,1.0
1755016040,3,0.02,2080.6,2067.4093100527825,0.9936601509433733,safe,0.0,2080.6,2080.6,1.0,1.0
1755016041,3,0.02,2064.44,2049.1667760577807,0.9926017593428632,safe,0.0,2064.44,2064.44,1.0,1.0
1755016042,3,0.02,328.867692783026,328.0714795511615,0.9975789253571046,safe,0.0,414.1,414.1,1.259168988281275,1.259168988281275
1755016043,3,0.02,515.0999999999999,487.47506377201535,0.9463697607688127,safe,0.0,515.1,515.1,1.0000000000000002,1.0000000000000002
1755016044,3,0.02,3500.0377941951383,3499.3934188860585,0.9998158947568656,safe,0.0,4060.2,4060.2,1.1600446162992577,1.1600446162992577
1755016045,3,0.02,332.9875330664981,331.8287681437239,0.9965200951756269,safe,0.0,406.02,406.02,1.2193249286570653,1.2193249286570653
1755016046,3,0.02,2242.2,2153.27000743385,0.9603380641485372,safe,0.0,2242.2,2242.2,1.0,1.0
1755016037,3,0.05,309.55000000000007,276.58879325372436,0.8935189573694857,safe,0.0,309.55,309.55,0.9999999999999998,0.9999999999999998
1755016038,3,0.05,455.09999999999997,437.2368098934712,0.9607488681464981,safe,0.0,455.1,455.09999999999997,1.0000000000000002,1.0
1755016039,3,0.05,440.75,434.3203639153287,0.9854120565293901,safe,0.0,440.75,440.75,1.0,1.0
1755016040,3,0.05,2111.5,2086.9852512926154,0.9883898893168911,safe,0.0,2111.5,2111.5,1.0,1.0
1755016041,3,0.05,2095.1,2077.958316012152,0.9918182024782359,safe,0.0,2095.1,2095.1,1.0,1.0
1755016042,3,0.05,332.01769278302595,331.00569595578907,0.9969519792190766,safe,0.0,420.25,420.25,1.2657457995006127,1.2657457995006127
1755016043,3,0.05,522.75,492.5881118684795,0.9423015052481674,safe,0.0,522.75,522.75,1.0,1.0
1755016044,3,0.05,3530.0377941951383,3524.5061312975013,0.9984329734637024,safe,0.0,4120.5,4120.5,1.167267955820708,1.167267955820708
1755016045,3,0.05,336.0175330664981,332.7776874976623,0.9903581056045828,safe,0.0,412.05,412.05,1.2262752965288124,1.2262752965288124
1755016046,3,0.05,2275.5,2253.438818863535,0.990304908311815,safe,0.0,2275.5,2275.5,1.0,1.0
1755016037,3,0.1,317.1,281.52545346431725,0.8878128459928011,safe,0.0,317.1,317.1,1.0,1.0
1755016038,3,0.1,466.2,445.96849869758034,0.9566033863096962,safe,0.0,466.2,466.2,1.0,1.0
1755016039,3,0.1,451.5,443.4024469223514,0.9820652202045435,safe,0.0,451.5,451.5,1.0,1.0
1755016040,3,0.1,2163.0,2146.462013531185,0.9923541440273626,safe,0.0,2163.0,2163.0,1.0,1.0
1755016041,3,0.1,2146.2,2086.477920875601,0.972173106362688,safe,0.0,2146.2,2146.2,1.0,1.0
1755016042,3,0.1,337.26769278302595,335.2950167257572,0.9941510079397441,safe,0.0,430.5,430.5,1.2764341477467072,1.2764341477467072
1755016043,3,0.1,535.5,502.4635032909973,0.9383071956881369,safe,0.0,535.5,535.5,1.0,1.0
1755016044,3,0.1,3580.0377941951383,3575.35697560024,0.9986925225754633,safe,0.0,4221.0,4221.0,1.1790378321827082,1.1790378321827082
1755016045,3,0.1,341.0675330664981,334.68765171278153,0.9812943750571748,safe,0.0,422.1,422.1,1.2375848155494267,1.2375848155494267
1755016046,3,0.1,2331.0,2260.9293358256255,0.9699396550088484,safe,0.0,2331.0,2331.0,1.0,1.0
1755016037,3,0.2,332.20000000000005,291.60945135986185,0.8778129180007881,safe,0.1,332.2,332.2,0.9999999999999998,0.9999999999999998
1755016038,3,0.2,488.4,465.4881794671328,0.953088000546955,safe,0.1,488.4,488.4,1.0,1.0
1755016039,3,0.2,473.0,464.80449141186546,0.9826733433654661,safe,0.1,473.0,473.0,1.0,1.0
1755016040,3,0.2,2266.0,2223.255973898864,0.9811367934240353,safe,0.1,2266.0,2266.0,1.0,1.0
1755016041,3,0.2,2248.4,2153.525097992685,0.9578033703934731,safe,0.1,2248.4,2248.4,1.0,1.0
1755016042,3,0.2,0,427.4164895983366,,,0.1,451.0,451.0,1.2764341477467072,1.2764341477467072
1755016043,3,0.2,561.0,522.8396692614042,0.9319780200738043,safe,0.1,561.0,561.0,1.0,1.0
1755016044,3,0.2,3680.0377941951383,3674.7095023361617,0.9985521094736088,safe,0.1,4422.0,4422.0,1.201618093970455,1.201618093970455
1755016045,3,0.2,351.1675330664981,347.58533118129134,0.9897991655039237,safe,0.1,442.2,442.2,1.2592280275416683,1.2592280275416683
1755016046,3,0.2,2442.0,2367.9478759029444,0.9696756248578806,safe,0.1,2442.0,2442.0,1.0,1.0
1755016037,3,0.3,347.3,299.7156791507914,0.8629878466766236,safe,0.2,347.3,347.3,1.0,1.0
1755016038,3,0.3,510.59999999999997,486.8501504419396,0.9534863894280056,safe,0.2,510.6,510.6,1.0000000000000002,1.0000000000000002
1755016039,3,0.3,494.5,486.207312537299,0.9832301567993913,safe,0.2,494.5,494.5,1.0,1.0
1755016040,3,0.3,2369.0,2325.730177450634,0.9817349841496978,safe,0.2,2369.0,2369.0,1.0,1.0
1755016041,3,0.3,2350.6,2205.4111971157827,0.9382333009086118,safe,0.2,2350.6,2350.6,1.0,1.0
1755016042,3,0.3,0,447.3536231641341,,,0.2,471.5,471.5,1.2764341477467072,1.2764341477467072
1755016043,3,0.3,586.5,532.2827485624603,0.9075579685634446,safe,0.2,586.5,586.5,1.0,1.0
1755016044,3,0.3,3780.0377941951383,3744.259093403467,0.9905348298774643,safe,0.2,4623.0,4623.0,1.2230036448575639,1.2230036448575639
1755016045,3,0.3,0,395.1245706669506,,,0.2,462.3,462.3,1.2592280275416683,1.2592280275416683
1755016046,3,0.3,2553.0,2472.714153392648,0.96855235150515,safe,0.2,2553.0,2553.0,1.0,1.0
1755016037,3,0.4,0,308.74394839163233,,,0.3,362.4,362.4,1.0,1.0
1755016038,3,0.4,532.8,498.5554546423973,0.9357272046591542,safe,0.3,532.8,532.8,1.0,1.0
1755016039,3,0.4,516.0,501.885554498715,0.9726464234471222,safe,0.3,516.0,516.0,1.0,1.0
1755016040,3,0.4,2472.0,2392.443625166139,0.9678170004717391,safe,0.3,2472.0,2472.0,1.0,1.0
1755016041,3,0.4,2452.8,2294.9325219997245,0.9356378514349822,safe,0.3,2452.8,2452.8,1.0,1.0
1755016042,3,0.4,0,437.9520164608118,,,0.3,492.0,492.0,1.2764341477467072,1.2764341477467072
1755016043,3,0.4,612.0,557.4888689116838,0.9109295243654963,safe,0.3,612.0,612.0,1.0,1.0
1755016044,3,0.4,3880.0377941951383,3834.427502535953,0.988244884694829,safe,0.3,4824.0,4824.0,1.2432868584984167,1.2432868584984167
1755016045,3,0.4,0,416.70409104123104,,,0.3,482.4,482.4,1.2592280275416683,1.2592280275416683
1755016046,3,0.4,2664.0,2555.3817388078096,0.9592273794323609,safe,0.3,2664.0,2664.0,1.0,1.0
1755016037,3,0.5,0,321.7371950804645,,,0.4,377.5,377.5,1.0,1.0
1755016038,3,0.5,555.0,524.4073247870274,0.9448780626793286,safe,0.4,555.0,555.0,1.0,1.0
1755016039,3,0.5,537.5,514.9334659503002,0.9580157506052096,safe,0.4,537.5,537.5,1.0,1.0
1755016040,3,0.5,2575.0,2519.772707875847,0.9785525079129503,safe,0.4,2575.0,2575.0,1.0,1.0
1755016041,3,0.5,2555.0,2335.1495897279806,0.9139528726919689,safe,0.4,2555.0,2555.0,1.0,1.0
1755016042,3,0.5,0,470.4480528006254,,,0.4,512.5,512.5,1.2764341477467072,1.2764341477467072
1755016043,3,0.5,637.5,574.3402244495792,0.9009258422738496,safe,0.4,637.5,637.5,1.0,1.0
1755016044,3,0.5,0,4697.0614232380685,,,0.4,5025.0,5025.0,1.2432868584984167,1.2432868584984167
1755016045,3,0.5,0,447.44901369223584,,,0.4,502.5,502.5,1.2592280275416683,1.2592280275416683
1755016046,3,0.5,2775.0,2683.2602167544537,0.9669406186502536,safe,0.4,2775.0,2775.0,1.0,1.0
1755016037,5,0,2704.0,2200.0484848243323,0.8136273982338507,safe,0.0,2704.0,2704.0,1.0,1.0
1755016038,5,0,252.0,227.2725805535327,0.9018753196568757,safe,0.0,252.0,252.0,1.0,1.0
1755016039,5,0,2146.0,1928.1958649747828,0.898506926828883,safe,0.0,2146.0,2146.0,1.0,1.0
1755016040,5,0,2314.0,2059.7867772902996,0.8901412174979687,safe,0.0,2314.0,2314.0,1.0,1.0
1755016041,5,0,2642.0,2598.279568001224,0.9834517668437639,safe,0.0,2642.0,2642.0,1.0,1.0
1755016042,5,0,652.0,546.1729619517816,0.8376885919505853,safe,0.0,652.0,652.0,1.0,1.0
1755016043,5,0,2099.474288303841,1235.0483959228752,0.588265549525099,safe,0.0,2130.0,2130.0,1.0145396930394515,1.0145396930394515
1755016044,5,0,366.2080218621557,366.2080218621557,1.0,safe,0.0,424.0,424.0,1.1578118847423768,1.1578118847423768
1755016045,5,0,354.0,242.34764278285564,0.6845978609685188,safe,0.0,354.0,354.0,1.0,1.0
1755016046,5,0,2404.0,1861.1989844026314,0.7742092281208949,safe,0.0,2404.0,2404.0,1.0,1.0
1755016037,5,0.02,2731.04,2601.8817301446834,0.9527072947099579,safe,0.0,2731.04,2731.04,1.0,1.0
1755016038,5,0.02,254.51999999999998,244.35594431734677,0.9600657878255021,safe,0.0,254.51999999999998,254.51999999999998,1.0,1.0
1755016039,5,0.02,2167.46,2098.2104460714036,0.9680503658989802,safe,0.0,2167.46,2167.46,1.0,1.0
1755016040,5,0.02,2337.1400000000003,2315.6561787840146,0.9908076447213322,safe,0.0,2337.14,2337.14,0.9999999999999998,0.9999999999999998
1755016041,5,0.02,2668.42,2617.5960601135594,0.9809535455863617,safe,0.0,2668.42,2668.42,1.0,1.0
1755016042,5,0.02,658.52,570.0725034945854,0.8656874559536314,safe,0.0,658.52,658.52,1.0,1.0
1755016043,5,0.02,2119.974288303841,2092.5284710011183,0.9870537027481207,safe,0.0,2151.3,2151.3,1.0147764583131913,1.0147764583131913
1755016044,5,0.02,368.2080218621557,368.00755940418094,0.9994555728119096,safe,0.0,428.24,428.24000000000007,1.1630382136549926,1.1630382136549926
1755016045,5,0.02,357.54,328.1505148299352,0.9178008469819746,safe,0.0,357.54,357.54,1.0,1.0
1755016046,5,0.02,2428.04,2311.785700971486,0.9521201055054638,safe,0.0,2428.04,2428.04,1.0,1.0
1755016037,5,0.05,2771.6000000000004,2602.268140425258,0.9389046545047113,safe,0.0,2771.6,2771.6,0.9999999999999999,0.9999999999999999
1755016038,5,0.05,258.3,244.40190232638906,0.9461939695175728,safe,0.0,258.3,258.3,1.0,1.0
1755016039,5,0.05,2199.6500000000005,2138.109903182718,0.972022777797703,safe,0.0,2199.65,2199.6499999999996,0.9999999999999998,0.9999999999999996
1755016040,5,0.05,2371.85,2315.41391853222,0.9762058808660835,safe,0.0,2371.85,2371.85,1.0,1.0
1755016041,5,0.05,2708.0499999999997,2644.2140968323874,0.9764273543074861,safe,0.0,2708.05,2708.05,1.0000000000000002,1.0000000000000002
1755016042,5,0.05,668.3,575.5479215867399,0.8612119131927876,safe,0.0,668.3,668.3,1.0,1.0
1755016043,5,0.05,2150.724288303841,2099.290381950872,0.9760853091990084,safe,0.0,2183.25,2183.25,1.015123143339684,1.015123143339684
1755016044,5,0.05,371.2080218621557,371.0102007286114,0.9994670882042043,safe,0.0,434.6,434.6,1.170772112681833,1.170772112681833
1755016045,5,0.05,362.85,329.5637078701411,0.9082643182310627,safe,0.0,362.85,362.85,1.0,1.0
1755016046,5,0.05,2464.1,2313.150741473568,0.9387406117745092,safe,0.0,2464.1,2464.1,1.0,1.0
1755016037,5,0.1,2839.2,2705.437457025444,0.9528872418376458,safe,0.0,2839.2,2839.2,1.0,1.0
1755016038,5,0.1,264.59999999999997,244.56199569469896,0.9242705808567612,safe,0.0,264.6,264.59999999999997,1.0000000000000002,1.0
1755016039,5,0.1,2253.3,2178.1603936891993,0.9666535275769756,safe,0.0,2253.2999999999997,2253.3,0.9999999999999998,1.0
1755016040,5,0.1,2429.7,2317.3865174077437,0.9537747530179627,safe,0.0,2429.7,2429.7,1.0,1.0
1755016041,5,0.1,2774.1,2675.343175733753,0.964400409406205,safe,0.0,2774.1,2774.1,1.0,1.0
1755016042,5,0.1,684.5999999999999,584.2756911466022,0.8534555815755218,safe,0.0,684.6,684.6,1.0000000000000002,1.0000000000000002
1755016043,5,0.1,2201.974288303841,2158.9052671498753,0.98044072477016,safe,0.0,2236.5,2236.5,1.0156794345327045,1.0156794345327045
1755016044,5,0.1,376.2080218621557,375.3245831148015,0.9976517280440185,safe,0.0,445.2,445.2,1.1833878443004686,1.1833878443004686
1755016045,5,0.1,371.7,331.72860176254244,0.8924632815779996,safe,0.0,371.7,371.7,1.0,1.0
1755016046,5,0.1,2524.2000000000003,2362.622641650407,0.93598868617796,safe,0.0,2524.2,2524.2,0.9999999999999998,0.9999999999999998
1755016037,5,0.2,2974.3999999999996,2805.0845212888235,0.9430757535263663,safe,0.1,2974.4,2974.3999999999996,1.0000000000000002,1.0
1755016038,5,0.2,277.19999999999993,252.92211648911183,0.9124174476519188,safe,0.1,277.2,277.2,1.0000000000000002,1.0000000000000002
1755016039,5,0.2,2360.6,2270.975637684911,0.9620332278594048,safe,0.1,2360.6,2360.6000000000004,1.0,1.0000000000000002
1755016040,5,0.2,2545.3999999999996,2408.0030969239774,0.9460214885377456,safe,0.1,2545.4,2545.4,1.0000000000000002,1.0000000000000002
1755016041,5,0.2,2906.2000000000003,2753.1282702669487,0.9473292513477903,safe,0.1,2906.2,2906.2,0.9999999999999999,0.9999999999999999
1755016042,5,0.2,717.1999999999999,605.213307102913,0.8438556986934092,safe,0.1,717.2,717.2,1.0000000000000002,1.0000000000000002
1755016043,5,0.2,0,2246.4135907708596,,,0.1,2343.0,2343.0,1.0156794345327045,1.0156794345327045
1755016044,5,0.2,386.2080218621557,384.8055205175333,0.9963685338852879,safe,0.1,466.4,466.4,1.2076393383834636,1.2076393383834636
1755016045,5,0.2,389.40000000000003,329.1448310893486,0.8452615076768069,safe,0.1,389.4,389.4,0.9999999999999999,0.9999999999999999
1755016046,5,0.2,2644.3999999999996,2463.390032148498,0.9315497020679543,safe,0.1,2644.4,2644.4,1.0000000000000002,1.0000000000000002
1755016037,5,0.3,3109.6000000000004,2904.272687926001,0.9339698636242605,safe,0.3,3109.6,3109.5999999999995,0.9999999999999999,0.9999999999999997
1755016038,5,0.3,289.79999999999995,264.55220771147447,0.9128785635316581,safe,0.3,289.8,289.8,1.0000000000000002,1.0000000000000002
1755016039,5,0.3,2467.9,2351.469237004643,0.9528219283620256,safe,0.3,2467.9,2467.8999999999996,1.0,0.9999999999999998
1755016040,5,0.3,2661.1000000000004,2472.2915722273974,0.9290487288066578,safe,0.3,2661.1,2661.1,0.9999999999999998,0.9999999999999998
1755016041,5,0.3,0,2846.3689646820567,,,0.3,3038.3,3038.3,0.9999999999999999,0.9999999999999999
1755016042,5,0.3,749.8,619.5500779821632,0.8262871138732505,safe,0.3,749.8,749.8,1.0,1.0
1755016043,5,0.3,0,2332.053347590564,,,0.3,2449.5,2449.5,1.0156794345327045,1.0156794345327045
1755016044,5,0.3,396.2080218621557,394.9644471786887,0.9968613086690616,safe,0.3,487.6,487.6,1.2306666526041221,1.2306666526041221
1755016045,5,0.3,407.09999999999997,335.4715191969094,0.8240518771724624,safe,0.3,407.1,407.1,1.0000000000000002,1.0000000000000002
1755016046,5,0.3,0,2568.9947875457656,,,0.3,2764.6,2764.5999999999995,1.0000000000000002,1.0000000000000002
1755016037,5,0.4,3244.8,2988.8243427961497,0.921112038583626,safe,0.6,3244.8,3244.7999999999997,1.0,0.9999999999999999
1755016038,5,0.4,302.4,266.0336660974619,0.8797409593170037,safe,0.6,302.4,302.4,1.0,1.0
1755016039,5,0.4,2575.2000000000003,2392.4545641852274,0.9290364104478204,safe,0.6,2575.2000000000003,2575.2,1.0,0.9999999999999998
1755016040,5,0.4,2776.8,2632.8095027979425,0.9481451681064327,safe,0.6,2776.8,2776.8,1.0,1.0
1755016041,5,0.4,0,2919.7241980242106,,,0.6,3170.4,3170.4,0.9999999999999999,0.9999999999999999
1755016042,5,0.4,0,744.8795118919222,,,0.6,782.4,782.4,1.0,1.0
1755016043,5,0.4,0,2458.6134418159068,,,0.6,2556.0,2556.0,1.0156794345327045,1.0156794345327045
1755016044,5,0.4,0,404.2480385782874,,,0.6,508.8,508.8,1.2306666526041221,1.2306666526041221
1755016045,5,0.4,0,366.84916701962425,,,0.6,424.8,424.8,1.0000000000000002,1.0000000000000002
1755016046,5,0.4,0,2558.782711276148,,,0.6,2884.8,2884.7999999999997,1.0000000000000002,1.0000000000000002
1755016037,5,0.5,3380.0,3046.1047673077264,0.9012144281975522,safe,0.6,3380.0,3380.0,1.0,1.0
1755016038,5,0.5,315.0,284.79449084512794,0.9041094947464379,safe,0.6,315.0,315.0,1.0,1.0
1755016039,5,0.5,2682.5,2472.0783151411415,0.9215576198103044,safe,0.6,2682.5,2682.5,1.0,1.0
1755016040,5,0.5,2892.5,2623.345973811127,0.9069476141092919,safe,0.6,2892.5,2892.5,1.0,1.0
1755016041,5,0.5,0,2973.866719568119,,,0.6,3302.5,3302.5,0.9999999999999999,0.9999999999999999
1755016042,5,0.5,0,719.1229735937413,,,0.6,815.0,815.0,1.0,1.0
1755016043,5,0.5,0,2463.091568808167,,,0.6,2662.5,2662.5,1.0156794345327045,1.0156794345327045
1755016044,5,0.5,0,507.9771529963009,,,0.6,530.0,530.0,1.2306666526041221,1.2306666526041221
1755016045,5,0.5,0,395.5178748837575,,,0.6,442.5,442.5,1.0000000000000002,1.0000000000000002
1755016046,5,0.5,0,2700.718251819384,,,0.6,3005.0,3005.0,1.0000000000000002,1.0000000000000002
1755016037,8,0,0,871.655021726073,,,0.2,1040.0,1040.0,1.0,1.0
1755016038,8,0,2382.0,2253.117967909145,0.9458933534463245,safe,0.2,2382.0,2382.0,1.0,1.0
1755016039,8,0,2196.0,1758.066567646588,0.8005767612234007,safe,0.2,2196.0,2196.0,1.0,1.0
1755016040,8,0,2252.0,2189.086742953341,0.9720633849704,safe,0.2,2252.0,2252.0,1.0,1.0
1755016041,8,0,0,379.96884265752595,,,0.2,532.0,532.0,0.9999999999999999,0.9999999999999999
1755016042,8,0,2259.267298502612,1247.9657036598899,0.5523762967254966,safe,0.2,2264.0,2264.0,1.0020947948481018,1.0020947948481018
1755016043,8,0,378.0,349.37065457489393,0.9242609909388728,safe,0.2,378.0,378.0,1.0,1.0
1755016044,8,0,4097.302084340761,3623.153056850646,0.8842777472273188,safe,0.2,4330.0,4330.0,1.0567929605553306,1.0567929605553306
1755016045,8,0,3992.940439630899,3523.6558615767585,0.8824714304785571,safe,0.2,4830.0,4830.0,1.2096348726019257,1.2096348726019257
1755016046,8,0,2810.0,1774.3901814248702,0.6314555805782456,safe,0.2,2810.0,2810.0,1.0,1.0
1755016037,8,0.02,0,871.80702375689,,,0.3,1050.4,1050.4,1.0,1.0
1755016038,8,0.02,2405.8199999999997,2271.6484689753343,0.94423043659764,safe,0.3,2405.82,2405.82,1.0000000000000002,1.0000000000000002
1755016039,8,0.02,2217.96,2178.03445221774,0.9819989775368988,safe,0.3,2217.9599999999996,2217.96,0.9999999999999998,1.0
1755016040,8,0.02,2274.5199999999995,2189.147733489517,0.9624658097046926,safe,0.3,2274.5199999999995,2274.5199999999995,1.0,1.0
1755016041,8,0.02,0,400.054774778976,,,0.3,537.32,537.32,0.9999999999999999,0.9999999999999999
1755016042,8,0.02,2281.7072985026125,2264.9249333357857,0.9926448211925165,safe,0.3,2286.64,2286.6400000000003,1.0021618467454718,1.002161846745472
1755016043,8,0.02,0,350.3170069454459,,,0.3,381.78,381.78,1.0,1.0
1755016044,8,0.02,4120.602084340761,4046.1598944220204,0.9819341473903441,safe,0.3,4373.3,4373.3,1.0613254836276351,1.0613254836276351
1755016045,8,0.02,4016.0404396308995,3924.0973500291584,0.9771060349157761,safe,0.3,4878.299999999999,4878.299999999999,1.2147039038402578,1.2147039038402578
1755016046,8,0.02,2838.1,2719.9922698888518,0.9583849300196793,safe,0.3,2838.1,2838.1,1.0,1.0
1755016037,8,0.05,0,881.8180466001068,,,0.4,1066.0,1066.0,1.0,1.0
1755016038,8,0.05,0,2297.3968148528947,,,0.4,2441.55,2441.55,1.0000000000000002,1.0000000000000002
1755016039,8,0.05,2250.8999999999996,2198.427034561045,0.9766880068244014,safe,0.4,2250.9,2250.9,1.0000000000000002,1.0000000000000002
1755016040,8,0.05,2308.3,2199.1405068410386,0.9527100059962043,safe,0.4,2308.3,2308.3,1.0,1.0
1755016041,8,0.05,0,500.16517142382327,,,0.4,545.3,545.3,0.9999999999999999,0.9999999999999999
1755016042,8,0.05,2315.3672985026124,2262.18892194553,0.9770324230667534,safe,0.4,2320.6,2320.6,1.0022599876489453,1.0022599876489453
1755016043,8,0.05,0,351.68668993109713,,,0.4,387.45,387.45,1.0,1.0
1755016044,8,0.05,4155.552084340761,4064.084449924127,0.9779890535456627,safe,0.4,4438.25,4438.25,1.0680289670112717,1.0680289670112717
1755016045,8,0.05,4050.690439630899,3925.98255220821,0.969213177535716,safe,0.4,4950.75,4950.75,1.2221990482321614,1.2221990482321614
1755016046,8,0.05,2880.25,2718.903567067937,0.9439817957010457,safe,0.4,2880.25,2880.25,1.0,1.0
1755016037,8,0.1,0,882.5820465082215,,,0.4,1092.0,1092.0,1.0,1.0
1755016038,8,0.1,0,2345.7913022395514,,,0.4,2501.1,2501.1,1.0000000000000002,1.0000000000000002
1755016039,8,0.1,2305.8,2235.396914070392,0.9694669590035527,safe,0.4,2305.7999999999997,2305.7999999999997,0.9999999999999998,0.9999999999999998
1755016040,8,0.1,2364.6000000000004,2299.941954397538,0.9726558210257709,safe,0.4,2364.5999999999995,2364.5999999999995,0.9999999999999997,0.9999999999999997
1755016041,8,0.1,0,500.41034118863786,,,0.4,558.6,558.6,0.9999999999999999,0.9999999999999999
1755016042,8,0.1,2371.4672985026123,2291.626800557882,0.9663328699513828,safe,0.4,2377.2,2377.2,1.0024173647686423,1.0024173647686423
1755016043,8,0.1,0,354.24290896981256,,,0.4,396.9,396.9,1.0,1.0
1755016044,8,0.1,4213.802084340761,4137.101880897147,0.9817978628543932,safe,0.4,4546.5,4546.5,1.0789543288935195,1.0789543288935195
1755016045,8,0.1,4108.440439630899,3978.1091451478715,0.9682771853704331,safe,0.4,5071.5,5071.5,1.2344100089852152,1.2344100089852152
1755016046,8,0.1,2950.5,2724.031522011246,0.9232440338963722,safe,0.4,2950.5,2950.5,1.0,1.0
1755016037,8,0.2,0,892.7023688778863,,,0.6,1144.0,1144.0,1.0,1.0
1755016038,8,0.2,0,2441.8964759773517,,,0.6,2620.2,2620.2,1.0000000000000002,1.0000000000000002
1755016039,8,0.2,0,2295.812827374396,,,0.6,2415.6,2415.6,0.9999999999999998,0.9999999999999998
