seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G
1755021010,3,2020,2010,0.995049504950495,safe,0.0,0.00020721900000353344,0.007824405000064871
1755021011,3,400,350,0.875,safe,0.0,2.7055999453295954e-05,0.0001819830013118917
1755021012,3,414,408,0.9855072463768116,safe,0.0,2.4307999410666525e-05,0.0012161790000391193
1755021013,3,504,452,0.8968253968253969,safe,0.0,1.4731998817296699e-05,0.00037577500006591436
1755021014,3,2140,2080,0.9719626168224299,safe,0.0,2.7629999749478884e-05,0.0005885699993086746
1755021015,3,2022,2011,0.9945598417408507,safe,0.0,2.428900006634649e-05,0.02427107000039541
1755021016,3,444,422,0.9504504504504504,safe,0.0,3.444799949647859e-05,0.0009872119990177453
1755021017,3,604,602,0.9966887417218543,safe,0.0,3.0606999644078314e-05,0.0008058530002017505
1755021018,3,2120,2060,0.9716981132075472,safe,0.0,3.437099985603709e-05,0.0013552950003941078
1755021019,3,2402,2201,0.9163197335553706,safe,0.0,3.623100019467529e-05,0.008781978000115487
1755021020,3,2202,2101,0.9541326067211626,safe,0.0,3.937700057576876e-05,0.007475158001398086
1755021021,3,700,550,0.7857142857142857,safe,0.0,2.8823000320699066e-05,9.508400034974329e-05
1755021022,3,114,108,0.9473684210526315,safe,0.0,2.788299934763927e-05,0.00021398999888333492
1755021023,3,222,211,0.9504504504504504,safe,0.0,1.9708000763785094e-05,0.0005216070003370987
1755021024,3,150,135,0.9,safe,0.0,3.286200080765411e-05,0.00021874999947613105
1755021025,3,400,305,0.7625,safe,0.0,2.6425001124152914e-05,0.0002047119996859692
1755021026,3,280,240,0.8571428571428571,safe,0.0,1.8273000023327768e-05,6.567600030393805e-05
1755021027,3,52,46,0.8846153846153846,safe,0.0,2.1477000700542703e-05,0.0001819120006985031
1755021028,3,160,140,0.875,safe,0.0,1.7893000404001214e-05,8.500100011588074e-05
1755021029,3,412,406,0.9854368932038835,safe,0.0,3.3246000384679064e-05,0.0028945819994987687
1755021030,3,62,51,0.8225806451612904,safe,0.0,3.264199949626345e-05,0.00017390799985150807
1755021031,3,2020,2010,0.995049504950495,safe,0.0,3.687999924295582e-05,0.008422048000284121
1755021032,3,2400,2200,0.9166666666666666,safe,0.0,2.5180999728036113e-05,0.00015120700118131936
1755021033,3,62,51,0.8225806451612904,safe,0.0,2.3132000933401287e-05,0.0001708449999568984
