seeds,num_tasks,per_jitter,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G
1756846542,3,0,208,204,0.9807692307692307,safe,0.0,1.2558884918689728e-05,4.964601248502731e-05
1756845543,5,0,514,506,0.9844357976653697,safe,0.037,2.626795321702957e-05,0.009013535920530558
1756845544,5,0,2560,2400,0.9375,safe,0.037,2.2016000002622604e-05,0.00015481910668313503
1756845545,5,0,2074,2040,0.9836065573770492,safe,0.037,2.0042061805725098e-05,0.0003524909261614084
1756845546,5,0,322,305,0.9472049689440993,safe,0.037,1.867697574198246e-05,0.0005136418621987104
1756845547,5,0,2540,2280,0.8976377952755905,safe,0.037,1.8486054614186287e-05,0.00024623400531709194
1756845548,5,0,202,201,0.995049504950495,safe,0.037,1.8144957721233368e-05,0.0010822541080415249
1756845549,5,0,118,113,0.9576271186440678,safe,0.037,1.9225990399718285e-05,0.0005573870148509741
1756845550,5,0,118,113,0.9576271186440678,safe,0.037,1.7249956727027893e-05,0.0005482970736920834
1756845551,5,0,30,26,0.8666666666666667,safe,0.037,1.7757993191480637e-05,3.42510174959898e-05
1756845552,5,0,474,445,0.9388185654008439,safe,0.037,1.7107930034399033e-05,8.712592534720898e-05
1756845553,5,0,266,240,0.9022556390977443,safe,0.037,1.6293954104185104e-05,0.00012073293328285217
1756845554,5,0,822,811,0.98661800486618,safe,0.037,3.1634001061320305e-05,0.009840707061812282
1756845555,5,0,2160,2095,0.9699074074074074,safe,0.037,2.3436034098267555e-05,0.002205207012593746
1756845556,5,0,380,300,0.7894736842105263,safe,0.037,1.7450889572501183e-05,9.634997695684433e-05
1756845557,5,0,0,42,,,0.037,1.4391029253602028e-05,2.548214979469776e-05
1756845558,5,0,380,290,0.7631578947368421,safe,0.037,1.6068806871771812e-05,8.788611739873886e-05
1756845559,5,0,534,467,0.8745318352059925,safe,0.037,1.7605023458600044e-05,0.0010859719477593899
1756845560,5,0,2228,2220,0.9964093357271095,safe,0.037,2.0804814994335175e-05,0.0021120579913258553
1756845561,5,0,2720,2360,0.8676470588235294,safe,0.037,2.2863037884235382e-05,0.0006773089990019798
1756845562,5,0,464,450,0.9698275862068966,safe,0.037,1.5238998457789421e-05,0.001196191180497408
1756845563,5,0,706,554,0.7847025495750708,safe,0.037,1.5425030142068863e-05,0.0010842119809240103
1756845564,5,0,332,305,0.9186746987951807,safe,0.037,1.828698441386223e-05,8.315383456647396e-05
1756845565,5,0,920,800,0.8695652173913043,safe,0.037,1.7557060346007347e-05,3.910204395651817e-05
1756845566,5,0,84,62,0.7380952380952381,safe,0.037,1.593097113072872e-05,0.0001923150848597288
1756845567,5,0,644,530,0.8229813664596274,safe,0.037,1.7829006537795067e-05,0.0006838648114353418
1756845568,5,0,600,600,1.0,safe,0.037,1.8449965864419937e-05,3.0537135899066925e-05
1756845569,5,0,334,315,0.9431137724550899,safe,0.037,1.7134007066488266e-05,5.231797695159912e-05
1756845570,5,0,0,800,,,0.037,1.895311288535595e-05,3.5286182537674904e-05
1756845571,5,0,814,808,0.9926289926289926,safe,0.037,2.2333115339279175e-05,0.00011759786866605282
1756845572,5,0,2622,2510,0.9572845156369184,safe,0.037,1.9880011677742004e-05,0.003519105026498437
1756845573,5,0,0,802,,,0.037,2.1559884771704674e-05,9.457394480705261e-05
1756845574,5,0,203,202,0.9950738916256158,safe,0.037,2.3408792912960052e-05,0.0006309740711003542
1756845575,5,0,2330,2165,0.9291845493562232,safe,0.037,2.129189670085907e-05,0.0059427369851619005
1756845576,5,0,216,208,0.9629629629629629,safe,0.037,1.5571946278214455e-05,0.00012867688201367855
1756845577,5,0,4004,4002,0.9995004995004995,safe,0.037,1.8775928765535355e-05,0.03194165602326393
1756845578,5,0,370,340,0.918918918918919,safe,0.037,1.7810147255659103e-05,8.874014019966125e-05
1756845579,5,0,0,165,,,0.037,2.5573186576366425e-05,4.536285996437073e-05
1756845580,5,0,714,700,0.9803921568627451,safe,0.037,2.310005947947502e-05,7.717800326645374e-05
1756845581,5,0,76,72,0.9473684210526315,safe,0.037,2.3453962057828903e-05,4.384899511933327e-05
1756845582,5,0,0,650,,,0.037,1.932797022163868e-05,3.640586510300636e-05
1756845583,5,0,2144,2072,0.9664179104477612,safe,0.037,1.9802944734692574e-05,0.014371366938576102
1756845584,5,0,234,222,0.9487179487179487,safe,0.037,2.6660040020942688e-05,0.00047566997818648815
1756845585,5,0,246,232,0.943089430894309,safe,0.037,1.915404573082924e-05,0.0007438859902322292
1756845586,5,0,308,305,0.9902597402597403,safe,0.037,2.010003663599491e-05,0.0017284289933741093
1756845587,5,0,450,425,0.9444444444444444,safe,0.037,2.0963139832019806e-05,4.591117613017559e-05
1756845588,5,0,2234,2120,0.9489704565801254,safe,0.037,2.1437881514430046e-05,0.011830840026959777
1756845589,5,0,6000,6000,1.0,safe,0.037,2.865586429834366e-05,0.0002606390044093132
1756845590,5,0,902,900,0.9977827050997783,safe,0.037,1.963600516319275e-05,0.0001399950124323368
1756845591,5,0,438,428,0.9771689497716894,safe,0.037,2.9803020879626274e-05,0.0008003020193427801
1756845592,5,0,626,612,0.9776357827476039,safe,0.037,1.7395010218024254e-05,0.0034043050836771727
1756845593,5,0,344,340,0.9883720930232558,safe,0.037,2.4799024686217308e-05,0.0003525819629430771
1756845594,5,0,0,405,,,0.037,2.0693987607955933e-05,0.00043963990174233913
1756845595,5,0,202,201,0.995049504950495,safe,0.037,1.523108221590519e-05,8.526304736733437e-05
1756845596,5,0,2604,2302,0.8840245775729647,safe,0.037,1.9626924768090248e-05,0.24019627110101283
1756845597,5,0,614,600,0.9771986970684039,safe,0.037,1.57761387526989e-05,0.00011129304766654968
1756845598,5,0,360,330,0.9166666666666666,safe,0.037,1.5449943020939827e-05,3.107893280684948e-05
1756845599,5,0,102,100,0.9803921568627451,safe,0.037,1.5279976651072502e-05,2.8788112103939056e-05
1756845600,5,0,480,460,0.9583333333333334,safe,0.037,1.932494342327118e-05,0.00019291392527520657
1756845601,5,0,0,820,,,0.037,1.8242979422211647e-05,0.0004934649914503098
1756845602,5,0,740,660,0.8918918918918919,safe,0.037,1.7626909539103508e-05,5.23650087416172e-05
1756845603,5,0,2810,2405,0.8558718861209964,safe,0.037,2.1385028958320618e-05,0.0014823710080236197
1756845604,5,0,3540,3420,0.9661016949152542,safe,0.037,2.1030893549323082e-05,0.00034688995219767094
1756845605,5,0,2560,2290,0.89453125,safe,0.037,1.7971033230423927e-05,0.0014087781310081482
1756845606,5,0,2314,2207,0.9537597234226448,safe,0.037,1.9534025341272354e-05,0.027313871076330543
1756845607,5,0,2522,2300,0.9119746233148295,safe,0.037,1.7055077478289604e-05,0.0004856840241700411
1756845608,5,0,494,447,0.9048582995951417,safe,0.037,1.7106998711824417e-05,0.0013758668210357428
1756845609,5,0,316,260,0.8227848101265823,safe,0.037,1.6445061191916466e-05,0.00011975690722465515
1756845610,5,0,450,375,0.8333333333333334,safe,0.037,1.6951002180576324e-05,0.00010961107909679413
1756845611,5,0,3520,3260,0.9261363636363636,safe,0.037,1.7161015421152115e-05,0.0010861018672585487
1756845612,5,0,2380,2220,0.9327731092436975,safe,0.037,1.731421798467636e-05,0.0005319779738783836
1756845613,5,0,212,206,0.9716981132075472,safe,0.037,1.7835060134530067e-05,0.00027366005815565586
1756845614,5,0,4200,4100,0.9761904761904762,safe,0.037,2.1538930013775826e-05,5.8327801525592804e-05
1756845615,5,0,644,522,0.8105590062111802,safe,0.037,2.026790753006935e-05,0.0009653980378061533
1756845616,5,0,2522,2301,0.9123711340206185,safe,0.037,5.207490175962448e-05,0.004479171009734273
1756845617,5,0,524,465,0.8874045801526718,safe,0.037,2.2358959540724754e-05,0.00024844217114150524
1756845618,5,0,2450,2305,0.9408163265306122,safe,0.037,2.3674918338656425e-05,0.004575325176119804
1756845619,5,0,348,322,0.9252873563218391,safe,0.037,3.774510696530342e-05,0.001080104848369956
1756845620,5,0,244,240,0.9836065573770492,safe,0.037,1.8284888938069344e-05,5.998089909553528e-05
1756845621,5,0,2032,2016,0.9921259842519685,safe,0.037,2.025091089308262e-05,0.0006676921620965004
1756845622,5,0,2162,2130,0.9851988899167438,safe,0.037,1.8524006009101868e-05,0.0004765000194311142
1756845623,5,0,706,553,0.78328611898017,safe,0.037,1.7412938177585602e-05,0.0024914450477808714
1756845624,5,0,334,270,0.8083832335329342,safe,0.037,1.5283003449440002e-05,0.00010949792340397835
1756845625,5,0,940,780,0.8297872340425532,safe,0.037,1.980504021048546e-05,7.276516407728195e-05
1756845626,5,0,2410,2305,0.9564315352697096,safe,0.037,2.1694926545023918e-05,0.001118608983233571
1756845627,5,0,204,180,0.8823529411764706,safe,0.037,1.6303034499287605e-05,7.276609539985657e-05
1756845628,5,0,4004,4002,0.9995004995004995,safe,0.037,2.0079081878066063e-05,0.05883397697471082
1756845629,5,0,128,121,0.9453125,safe,0.037,1.5647849068045616e-05,0.0007701730355620384
1756845630,5,0,5200,5100,0.9807692307692307,safe,0.037,1.908908598124981e-05,6.750295870006084e-05
1756845631,5,0,90,75,0.8333333333333334,safe,0.037,2.3466069251298904e-05,3.971811383962631e-05
1756845632,5,0,174,162,0.9310344827586207,safe,0.037,1.5017110854387283e-05,3.613601438701153e-05
1756845633,5,0,32,28,0.875,safe,0.037,1.523108221590519e-05,2.800486981868744e-05
1756845634,5,0,520,450,0.8653846153846154,safe,0.037,2.130703069269657e-05,3.224611282348633e-05
1756845635,5,0,6000,6000,1.0,safe,0.037,2.2019026800990105e-05,3.9084115996956825e-05
1756845636,5,0,2416,2402,0.9942052980132451,safe,0.037,2.2319843992590904e-05,0.138530412921682
1756845637,5,0,800,800,1.0,safe,0.037,1.8147053197026253e-05,0.0001097691711038351
1756845638,5,0,812,606,0.7463054187192119,safe,0.037,1.6331905499100685e-05,0.002800608053803444
1756845639,5,0,2254,2200,0.9760425909494232,safe,0.037,1.9271858036518097e-05,0.00030378904193639755
1756845640,5,0,348,324,0.9310344827586207,safe,0.037,2.3189932107925415e-05,0.00015493598766624928
1756845641,5,0,4010,4005,0.9987531172069826,safe,0.037,2.5887973606586456e-05,0.007407610071823001
1756845642,5,0,2044,2031,0.9936399217221135,safe,0.037,1.689908094704151e-05,0.0008724511135369539
1756845643,5,0,842,821,0.9750593824228029,safe,0.037,1.8459046259522438e-05,0.0008578791748732328
1756845644,5,0,2008,2004,0.99800796812749,safe,0.037,1.9248109310865402e-05,0.6863348218612373
1756845645,5,0,820,710,0.8658536585365854,safe,0.037,1.6774982213974e-05,0.00032661412842571735
1756845646,5,0,3200,3150,0.984375,safe,0.037,1.7991987988352776e-05,0.00016795005649328232
1756845647,5,0,5010,5005,0.999001996007984,safe,0.037,2.0208070054650307e-05,0.0001784060150384903
1756845648,5,0,520,500,0.9615384615384616,safe,0.037,1.6085105016827583e-05,5.6307995691895485e-05
1756845649,5,0,640,600,0.9375,safe,0.037,1.8328893929719925e-05,6.087194196879864e-05
1756845650,5,0,3620,3400,0.9392265193370166,safe,0.037,2.180691808462143e-05,0.00011201715096831322
1756845651,5,0,142,130,0.9154929577464789,safe,0.037,2.765003591775894e-05,0.00016144197434186935
1756845652,5,0,2740,2450,0.8941605839416058,safe,0.037,2.8014881536364555e-05,0.0002658800221979618
1756845653,5,0,3310,3250,0.9818731117824774,safe,0.037,2.978602424263954e-05,0.000559662003070116
1756845654,5,0,4006,4003,0.9992511233150274,safe,0.037,2.2056978195905685e-05,0.23859663400799036
1756845655,5,0,4400,4200,0.9545454545454546,safe,0.037,2.1761050447821617e-05,0.0009978280868381262
1756845656,5,0,900,800,0.8888888888888888,safe,0.037,2.0307954400777817e-05,4.863785579800606e-05
1756845657,5,0,2060,2030,0.9854368932038835,safe,0.037,1.8046004697680473e-05,0.0002663650084286928
1756845658,5,0,218,214,0.981651376146789,safe,0.037,1.644296571612358e-05,0.0007551999296993017
1756845659,5,0,324,305,0.941358024691358,safe,0.037,2.1761981770396233e-05,5.163694731891155e-05
1756845660,5,0,364,350,0.9615384615384616,safe,0.037,2.026604488492012e-05,7.009203545749187e-05
1756845661,5,0,2218,2202,0.9927862939585211,safe,0.037,2.4224165827035904e-05,0.07595730409957469
1756845662,5,0,2830,2415,0.8533568904593639,safe,0.037,1.8587103113532066e-05,0.0053053549490869045
1756845663,5,0,2046,2041,0.9975562072336266,safe,0.037,1.9141007214784622e-05,0.4170019638258964
1756845664,5,0,4120,4100,0.9951456310679612,safe,0.037,2.2625084966421127e-05,0.004840465961024165
1756845665,5,0,2312,2205,0.953719723183391,safe,0.037,1.9816914573311806e-05,0.0007165961433202028
1756845666,5,0,174,150,0.8620689655172413,safe,0.037,1.5337951481342316e-05,7.228599861264229e-05
1756845667,5,0,354,308,0.8700564971751412,safe,0.037,1.7171958461403847e-05,7.06228893250227e-05
1756845668,5,0,730,705,0.9657534246575342,safe,0.037,1.6496051102876663e-05,0.0002712351270020008
1756845669,5,0,3100,2700,0.8709677419354839,safe,0.037,1.8061138689517975e-05,0.00012805708684027195
1756845670,5,0,1000,750,0.75,safe,0.037,3.2114097848534584e-05,5.862186662852764e-05
1756845671,5,0,760,610,0.8026315789473685,safe,0.037,1.8448801711201668e-05,0.00013650511391460896
1756845672,5,0,274,250,0.9124087591240876,safe,0.037,1.68532133102417e-05,8.4626954048872e-05
1756845673,5,0,562,521,0.9270462633451957,safe,0.037,1.7481856048107147e-05,0.0006428260821849108
1756845674,5,0,2524,2300,0.9112519809825673,safe,0.037,2.13629100471735e-05,0.0002974858507514
1756845675,5,0,200,165,0.825,safe,0.037,1.5730038285255432e-05,0.00015862192958593369
1756845676,5,0,2624,2402,0.9153963414634146,safe,0.037,1.767207868397236e-05,0.0008927460294216871
1756845677,5,0,0,410,,,0.037,1.736893318593502e-05,6.659002974629402e-05
1756845678,5,0,2550,2290,0.8980392156862745,safe,0.037,1.801806502044201e-05,0.0013190330937504768
1756845679,5,0,414,357,0.8623188405797102,safe,0.037,1.6772188246250153e-05,0.0005104090087115765
1756845680,5,0,842,821,0.9750593824228029,safe,0.037,1.5694880858063698e-05,0.0010880359914153814
1756845681,5,0,2440,2230,0.9139344262295082,safe,0.037,2.018897794187069e-05,0.010108390124514699
1756845682,5,0,2430,2310,0.9506172839506173,safe,0.037,1.916801556944847e-05,0.002662370214238763
1756845683,5,0,2104,2060,0.9790874524714829,safe,0.037,1.9422033801674843e-05,0.003586062928661704
1756845684,5,0,292,246,0.8424657534246576,safe,0.037,1.6807112842798233e-05,0.0005015318747609854
1756845685,5,0,2560,2400,0.9375,safe,0.037,2.0253006368875504e-05,0.0001497180201113224
1756845686,5,0,2446,2420,0.9893704006541292,safe,0.037,2.3484928533434868e-05,0.009124413132667542
1756845687,5,0,2114,2102,0.9943235572374646,safe,0.037,1.8077902495861053e-05,0.28598201810382307
1756845688,5,0,84,81,0.9642857142857143,safe,0.037,1.7669983208179474e-05,5.225278437137604e-05
1756845689,5,0,2430,2310,0.9506172839506173,safe,0.037,2.300180494785309e-05,0.002752950880676508
1756845690,5,0,186,162,0.8709677419354839,safe,0.037,1.89049169421196e-05,7.927487604320049e-05
1756845691,5,0,800,800,1.0,safe,0.037,1.6292091459035873e-05,0.00010354002006351948
1756845692,5,0,2920,2500,0.8561643835616438,safe,0.037,1.9369879737496376e-05,7.907301187515259e-05
1756845693,5,0,2620,2410,0.9198473282442748,safe,0.037,2.3123109713196754e-05,0.00022598681971430779
1756845694,5,0,144,132,0.9166666666666666,safe,0.037,2.7627218514680862e-05,9.366893209517002e-05
1756845695,5,0,168,160,0.9523809523809523,safe,0.037,1.5935860574245453e-05,6.843800656497478e-05
1756845696,5,0,2426,2220,0.9150865622423743,safe,0.037,1.938990317285061e-05,0.0022171419113874435
1756845697,5,0,814,805,0.9889434889434889,safe,0.037,3.966502845287323e-05,0.00016254698857665062
1756845698,5,0,634,520,0.8201892744479495,safe,0.037,1.6666948795318604e-05,0.0002973959781229496
1756845699,5,0,2330,2210,0.9484978540772532,safe,0.037,1.6523059457540512e-05,0.00014723301865160465
1756845700,5,0,2644,2500,0.9455370650529501,safe,0.037,1.929793506860733e-05,0.0007599969394505024
1756845701,5,0,600,600,1.0,safe,0.037,1.6866950318217278e-05,4.630116745829582e-05
1756845702,5,0,722,600,0.8310249307479224,safe,0.037,1.7946120351552963e-05,0.0001362939365208149
1756845703,5,0,328,300,0.9146341463414634,safe,0.037,1.481594517827034e-05,5.2268849685788155e-05
1756845704,5,0,2544,2452,0.9638364779874213,safe,0.037,1.9042985513806343e-05,0.002920340048149228
1756845705,5,0,630,515,0.8174603174603174,safe,0.037,1.7243903130292892e-05,0.0004040610510855913
1756845706,5,0,920,760,0.8260869565217391,safe,0.037,1.7520971596240997e-05,0.00012878794223070145
1756845707,5,0,2314,2205,0.952895419187554,safe,0.037,2.120109274983406e-05,0.0016457939054816961
1756845708,5,0,174,150,0.8620689655172413,safe,0.037,1.398497261106968e-05,4.67030331492424e-05
1756845709,5,0,2020,2012,0.996039603960396,safe,0.037,1.6830163076519966e-05,0.07132627908140421
1756845710,5,0,392,340,0.8673469387755102,safe,0.037,1.5977071598172188e-05,8.196104317903519e-05
1756845711,5,0,2228,2220,0.9964093357271095,safe,0.037,2.1245097741484642e-05,0.009237660095095634
1756845712,5,0,1000,1000,1.0,safe,0.037,1.4929799363017082e-05,0.00015172106213867664
1756845713,5,0,2252,2201,0.9773534635879219,safe,0.037,1.8938910216093063e-05,0.00275619188323617
1756845714,5,0,2314,2250,0.9723422644770959,safe,0.037,1.945486292243004e-05,0.0015498159918934107
1756845715,5,0,2110,2060,0.976303317535545,safe,0.037,1.884298399090767e-05,0.003902704920619726
1756845716,5,0,512,502,0.98046875,safe,0.037,2.060295082628727e-05,0.0023085831198841333
1756845717,5,0,30,25,0.8333333333333334,safe,0.037,2.7665169909596443e-05,5.487492308020592e-05
1756845718,5,0,2514,2400,0.954653937947494,safe,0.037,2.1673040464520454e-05,0.0005155021790415049
1756845719,5,0,176,164,0.9318181818181818,safe,0.037,1.9162893295288086e-05,0.00023032003082334995
1756845720,5,0,2102,2060,0.9800190294957184,safe,0.037,1.770700328052044e-05,0.0005214239936321974
1756845721,5,0,4040,4020,0.995049504950495,safe,0.037,1.7543788999319077e-05,0.00014149886555969715
1756845722,5,0,430,423,0.9837209302325581,safe,0.037,2.0724022760987282e-05,0.007602466968819499
1756845723,5,0,2424,2411,0.9946369636963697,safe,0.037,2.159993164241314e-05,0.14068806101568043
1756845724,5,0,900,850,0.9444444444444444,safe,0.037,1.6843900084495544e-05,0.00015855999663472176
1756845725,5,0,2312,2205,0.953719723183391,safe,0.037,1.867511309683323e-05,0.02181356493383646
1756845726,5,0,240,230,0.9583333333333334,safe,0.037,1.6587087884545326e-05,3.501703031361103e-05
1756845727,5,0,0,100,,,0.037,1.592910848557949e-05,2.4289824068546295e-05
1756845728,5,0,512,456,0.890625,safe,0.037,1.4642952010035515e-05,0.000310760922729969
1756845729,5,0,2226,2220,0.9973045822102425,safe,0.037,1.802598126232624e-05,0.0006244669202715158
1756845730,5,0,2344,2200,0.9385665529010239,safe,0.037,1.6026897355914116e-05,0.000651154899969697
1756845731,5,0,2154,2080,0.9656453110492108,safe,0.037,2.0767096430063248e-05,0.0035229800269007683
1756845732,5,0,522,505,0.9674329501915708,safe,0.037,2.332194708287716e-05,0.002173871034756303
1756845733,5,0,706,700,0.9915014164305949,safe,0.037,1.872819848358631e-05,0.0003103639464825392
1756845734,5,0,2024,2020,0.9980237154150198,safe,0.037,1.658499240875244e-05,0.0011756860185414553
1756845735,5,0,234,220,0.9401709401709402,safe,0.037,1.560896635055542e-05,5.600485019385815e-05
1756845736,5,0,4044,4022,0.9945598417408507,safe,0.037,1.795007847249508e-05,0.012414315016940236
1756845737,5,0,2450,2240,0.9142857142857143,safe,0.037,2.2521009668707848e-05,0.00012767198495566845
1756845738,5,0,520,470,0.9038461538461539,safe,0.037,1.7654849216341972e-05,5.285418592393398e-05
1756845739,5,0,464,447,0.9633620689655172,safe,0.037,2.7308939024806023e-05,0.0017738440074026585
1756845740,5,0,2482,2241,0.90290088638195,safe,0.037,2.1715182811021805e-05,0.05538372416049242
1756845741,5,0,475,450,0.9473684210526315,safe,0.037,1.7211074009537697e-05,0.0005197280552238226
1756845742,5,0,2342,2300,0.982066609735269,safe,0.037,2.2592954337596893e-05,0.0005137620028108358
1756845743,5,0,822,820,0.9975669099756691,safe,0.037,2.045789733529091e-05,0.0005996190011501312
1756845744,5,0,362,300,0.8287292817679558,safe,0.037,1.8587103113532066e-05,0.00031591090373694897
1756845745,5,0,2072,2036,0.9826254826254827,safe,0.037,2.279318869113922e-05,0.05384121905080974
1756845746,5,0,2520,2400,0.9523809523809523,safe,0.037,1.8520979210734367e-05,0.00019213207997381687
1756845747,5,0,2642,2600,0.9841029523088569,safe,0.037,1.971493475139141e-05,0.001293183071538806
1756845748,5,0,2350,2200,0.9361702127659575,safe,0.037,1.995195634663105e-05,0.0003103220369666815
1756845749,5,0,2630,2405,0.9144486692015209,safe,0.037,1.8108868971467018e-05,0.0006650928407907486
1756845750,5,0,414,408,0.9855072463768116,safe,0.037,1.7108162865042686e-05,0.0055294521152973175
1756845751,5,0,0,1000,,,0.037,1.5089055523276329e-05,8.229212835431099e-05
1756845752,5,0,310,304,0.9806451612903225,safe,0.037,1.7973128706216812e-05,0.0012667551636695862
1756845753,5,0,2606,2501,0.9597083653108212,safe,0.037,2.0848121494054794e-05,0.06224486301653087
1756845754,5,0,2210,2106,0.9529411764705882,safe,0.037,2.14260071516037e-05,0.10755360103212297
1756845755,5,0,146,140,0.958904109589041,safe,0.037,1.689419150352478e-05,0.00017968402244150639
1756845756,5,0,150,140,0.9333333333333333,safe,0.037,1.8494902178645134e-05,7.494702003896236e-05
1756845757,5,0,2106,2100,0.9971509971509972,safe,0.037,2.029305323958397e-05,0.0012404730077832937
1756845758,5,0,2720,2550,0.9375,safe,0.037,2.0614126697182655e-05,0.00014679902233183384
1756845759,5,0,330,280,0.8484848484848485,safe,0.037,1.5005934983491898e-05,3.1528063118457794e-05
1756845760,5,0,2460,2230,0.9065040650406504,safe,0.037,1.8659979104995728e-05,0.01037401589564979
1756845761,5,0,2448,2400,0.9803921568627451,safe,0.037,1.8557067960500717e-05,0.0006899558939039707
1756845762,5,0,610,602,0.9868852459016394,safe,0.037,1.6192905604839325e-05,0.003801736980676651
1756845763,5,0,2704,2450,0.9060650887573964,safe,0.037,1.9810860976576805e-05,0.002614550990983844
1756845764,5,0,2234,2220,0.9937332139659804,safe,0.037,1.674005761742592e-05,0.012677671853452921
1756845765,5,0,4210,4105,0.9750593824228029,safe,0.037,1.6639940440654755e-05,0.0005215171258896589
1756845766,5,0,220,200,0.9090909090909091,safe,0.037,1.633400097489357e-05,6.994395516812801e-05
1756845767,5,0,0,802,,,0.037,1.2986129149794579e-05,8.080294355750084e-05
1756845768,5,0,166,143,0.8614457831325302,safe,0.037,2.7097063139081e-05,0.0018281459342688322
1756845769,5,0,2504,2301,0.9189297124600639,safe,0.037,1.9554048776626587e-05,0.002738836919888854
1756845770,5,0,3100,2700,0.8709677419354839,safe,0.037,1.812214031815529e-05,0.00012439489364624023
1756845771,5,0,2330,2210,0.9484978540772532,safe,0.037,1.7625978216528893e-05,0.005419685039669275
1756845772,5,0,234,220,0.9401709401709402,safe,0.037,1.770700328052044e-05,7.12638720870018e-05
1756845773,5,0,0,810,,,0.037,1.595495268702507e-05,3.80899291485548e-05
1756845774,5,0,128,115,0.8984375,safe,0.037,1.6686972230672836e-05,0.00011182599700987339
1756845775,5,0,214,207,0.9672897196261683,safe,0.037,1.783110201358795e-05,0.0004401998594403267
1756845776,5,0,810,705,0.8703703703703703,safe,0.037,2.0303064957261086e-05,6.99970405548811e-05
1756845777,5,0,402,401,0.9975124378109452,safe,0.037,2.4570850655436516e-05,0.00011829310096800327
1756845778,5,0,4040,4020,0.995049504950495,safe,0.037,3.451714292168617e-05,0.0025975799653679132
1756845779,5,0,902,800,0.8869179600886918,safe,0.037,1.6771024093031883e-05,0.00011859997175633907
1756845780,5,0,2580,2420,0.937984496124031,safe,0.037,2.189003862440586e-05,0.0007240530103445053
1756845781,5,0,2630,2400,0.9125475285171103,safe,0.037,1.779315061867237e-05,0.00014347187243402004
1756845782,5,0,272,255,0.9375,safe,0.037,1.594400964677334e-05,0.0004916118923574686
1756845783,5,0,660,610,0.9242424242424242,safe,0.037,1.7539132386446e-05,5.487492308020592e-05
1756845784,5,0,130,121,0.9307692307692308,safe,0.037,1.6182195395231247e-05,5.339202471077442e-05
1756845785,5,0,2514,2407,0.9574383452665075,safe,0.037,2.1527986973524094e-05,0.029837473994120955
1756845786,5,0,468,442,0.9444444444444444,safe,0.037,1.6644131392240524e-05,0.003060000017285347
1756845787,5,0,2580,2320,0.8992248062015504,safe,0.037,3.111804835498333e-05,0.001203726977109909
1756845788,5,0,484,460,0.9504132231404959,safe,0.037,2.666609361767769e-05,0.00034011295065283775
1756845789,5,0,2070,2035,0.9830917874396136,safe,0.037,1.7318176105618477e-05,0.0002069328911602497
1756845790,5,0,532,475,0.8928571428571429,safe,0.037,1.78460031747818e-05,0.0005825250409543514
1756845791,5,0,750,680,0.9066666666666666,safe,0.037,2.548983320593834e-05,0.00024262210354208946
1756845792,5,0,822,811,0.98661800486618,safe,0.037,1.6976147890090942e-05,0.002769361948594451
1756845793,5,0,46,43,0.9347826086956522,safe,0.037,1.7481157556176186e-05,6.360188126564026e-05
1756845794,5,0,440,420,0.9545454545454546,safe,0.037,1.664692535996437e-05,4.5291148126125336e-05
1756845795,5,0,2424,2400,0.9900990099009901,safe,0.037,1.7597107216715813e-05,0.0006177420727908611
1756845796,5,0,528,472,0.8939393939393939,safe,0.037,1.9067199900746346e-05,0.0002524240408092737
1756845797,5,0,2514,2258,0.898170246618934,safe,0.037,3.431411460042e-05,0.0037380638532340527
1756845798,5,0,712,605,0.8497191011235955,safe,0.037,1.739407889544964e-05,0.0009896811097860336
1756845799,5,0,0,705,,,0.037,1.3774959370493889e-05,4.486110992729664e-05
1756845800,5,0,2020,2013,0.9965346534653465,safe,0.037,2.0175939425826073e-05,0.08590125199407339
1756845801,5,0,2132,2115,0.9920262664165104,safe,0.037,1.8974998965859413e-05,0.003325557103380561
1756845802,5,0,156,138,0.8846153846153846,safe,0.037,1.8821097910404205e-05,0.0009451291989535093
1756845803,5,0,2610,2450,0.9386973180076629,safe,0.037,2.002599649131298e-05,0.0010397611185908318
1756845804,5,0,250,250,1.0,safe,0.037,1.4738878235220909e-05,4.378915764391422e-05
1756845805,5,0,221,214,0.9683257918552036,safe,0.037,1.581897959113121e-05,0.0005939130205661058
1756845806,5,0,4022,4011,0.9972650422675285,safe,0.037,1.7415964975953102e-05,0.24800718715414405
1756845807,5,0,182,171,0.9395604395604396,safe,0.037,1.5215948224067688e-05,9.822915308177471e-05
1756845808,5,0,404,352,0.8712871287128713,safe,0.037,1.7872080206871033e-05,0.00046792393550276756
1756845809,5,0,196,190,0.9693877551020408,safe,0.037,1.6762875020503998e-05,8.625187911093235e-05
1756845810,5,0,4020,4010,0.9975124378109452,safe,0.037,1.7251819372177124e-05,0.00010757986456155777
1756845811,5,0,2524,2402,0.9516640253565769,safe,0.037,3.734487108886242e-05,0.007813307922333479
1756845812,5,0,2820,2500,0.8865248226950354,safe,0.037,1.9318191334605217e-05,0.0001903800293803215
1756845813,5,0,256,229,0.89453125,safe,0.037,1.4249002560973167e-05,0.0010899838525801897
1756845814,5,0,2650,2420,0.9132075471698113,safe,0.037,1.8944963812828064e-05,0.0003765260335057974
1756845815,5,0,618,602,0.9741100323624595,safe,0.037,1.6037840396165848e-05,0.00011920812539756298
1756845816,5,0,68,62,0.9117647058823529,safe,0.037,1.7453916370868683e-05,0.00020663184113800526
