seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,mrt,let,rm
1755016087,3,0,240.0,193.7194650253231,0.8071644376055129,safe,0.02,23.71946502532309,312.1775577475281,0.09883110427217953
1755016088,3,0,2440.0,2321.022940007275,0.9512389098390471,safe,0.02,0,3276.757012737361,
1755016089,3,0,2420.0,2293.0632559045725,0.9475467999605671,safe,0.02,83.06325590457311,3294.365838391915,0.03432365946469963
1755016090,3,0,345.0885316137546,345.0885316137545,0.9999999999999999,safe,0.02,145.08853161375455,464.4889776104833,0.4204385782838678
1755016091,3,0,2440.0,2373.823952643823,0.9728786691163208,safe,0.02,173.8239526438233,3518.38733497245,0.07123932485402594
1755016092,3,0,414.0,350.51522302900804,0.8466551280893914,safe,0.02,1.515223029008098,563.7235022855795,0.003659959007265937
1755016093,3,0,2440.0,2266.2755248236404,0.9288014445998526,safe,0.02,466.2755248236408,2901.511816883515,0.1910965265670659
1755016094,3,0,2024.0,1071.8707263060514,0.5295803983725551,safe,0.02,7.870726306051438,2089.103223542092,0.0038886987678119754
1755016095,3,0,0,4068.1589648119443,,,0.02,2068.158964811946,4151.775797129795,0.030306519679334943
1755016096,3,0,2420.0,2084.7393994297818,0.8614625617478437,safe,0.02,274.7393994297816,3328.8113268921566,0.11352867745032298
1755016097,3,0,2044.0,1212.0716789514224,0.5929900581954122,safe,0.02,32.07167895142254,2220.65898948773,0.01569064527956093
1755016098,3,0,3142.50162262495,2665.9994151551964,0.8483685086941248,safe,0.02,1665.9994151551966,4806.795875077974,0.5301506936895637
1755016099,3,0,510.0,467.49360762946975,0.9166541326068034,safe,0.02,267.49360762946975,489.2519211277809,0.5244972698617054
1755016100,3,0,2220.0,2118.5857414709617,0.9543179015634963,safe,0.02,908.5857414709621,2343.5886964598703,0.4092728565184514
1755016101,3,0,89.64808577701659,89.34557511938996,0.9966255759394678,safe,0.02,29.345575119389977,93.92504052144473,0.32734190434787186
1755016102,3,0,2120.0,1470.454530986318,0.693610627823735,safe,0.02,60.454530986318105,2482.1929616543794,0.028516288201093445
1755016103,3,0,2040.0,2024.9138268098131,0.9926048170636339,safe,0.02,0,2380.7860999645727,
1755016104,3,0,502.0,477.1553058949982,0.9505085774800761,safe,0.02,0,602.3056940766533,
1755016105,3,0,406.0,265.7464614673806,0.6545479346487206,safe,0.02,147.74646146737808,469.73341793326296,0.36390754056004454
1755016106,3,0,3342.5821435885823,3342.5821435885823,1.0,safe,0.02,2342.5821435885828,5109.316502757384,0.7008300897202773
1755016107,3,0,414.0,278.2084320247246,0.6720010435379821,safe,0.02,2.2084320247246296,484.28417137363675,0.00533437687131553
1755016108,3,0,510.0,489.92337037742664,0.9606340595635816,safe,0.02,54.92337037742675,601.360013260787,0.10769288309299363
1755016109,3,0,2613.0851157660554,2005.0621984106792,0.7673160687775272,safe,0.02,2005.0621984106795,3757.275601246988,0.7673160687775273
1755016010,3,0.02,2232.1000000000004,2212.1626950485584,0.991067915885739,safe,0.05,1773.0763131523274,3100.153418155242,0.7943534398782882
1755016011,3,0.02,323.20000000000005,296.29273230370745,0.9167473152961244,safe,0.05,96.11120529539711,299.05153466128263,0.29737377876051085
1755016012,3,0.02,85.88604137251795,85.13021712971263,0.991199684713293,safe,0.05,24.74096485510752,86.27763025838291,0.2880673559955716
1755016013,3,0.02,2052.6343462103823,2047.6081483418657,0.9975513428011199,safe,0.05,1149.6293488154524,2218.6923163940896,0.5600750815350639
1755016014,3,0.02,64.64,61.812979343062125,0.9562651507280651,safe,0.05,27.61943065367389,67.70314838008836,0.42728079600361835
1755016015,3,0.02,108.26966315523055,106.45295438005951,0.9832205188209892,safe,0.05,79.48508777010547,141.82553674486235,0.7341399747050521
1755016016,3,0.02,515.1,482.35216832372134,0.9364243221194357,safe,0.05,328.5998153091804,648.8141571956778,0.6379340231201328
1755016017,3,0.02,0,395.8415559866153,,,0.05,193.88137465624305,574.4653474987499,0.0010028117025785237
1755016018,3,0.02,2050.3,2043.8085825128237,0.9968339182133461,safe,0.05,8.838465382893439,2052.5636300483125,0.004310815677165994
1755016019,3,0.02,244.42000000000002,228.24429739539192,0.9338200531682838,safe,0.05,179.43174911596142,329.576845789657,0.7341123848946952
1755016020,3,0.02,2131.1000000000004,2081.2123526842915,0.976590658666553,safe,0.05,1030.7570340323837,2216.2253973811016,0.48367370561324363
1755016021,3,0.02,335.0268460256149,334.92302761474093,0.9996901191289429,safe,0.05,233.02684602561766,529.9950058277894,0.6955467861456133
1755016022,3,0.02,32.31999999999999,27.933258012316855,0.8642715969157445,safe,0.05,3.9368957691565516,40.04624384738416,0.1218098938476656
1755016023,3,0.02,216.14000000000001,211.02781898614558,0.9763478254193836,safe,0.05,50.94532581324348,273.0582157165919,0.23570521797558747
1755016024,3,0.02,2100.7999999999993,2067.209378877048,0.9840105573481763,safe,0.05,26.962398083316657,2808.8470133466294,0.01283434790713855
1755016025,3,0.02,610.04,515.3508223747558,0.8447820181869318,safe,0.05,101.64663415248879,698.1498375241138,0.16662290038766112
1755016026,3,0.02,108.72953638215515,106.6473152965792,0.9808495358771925,safe,0.05,83.68911760025541,146.1232827719582,0.7696999397303657
1755016027,3,0.02,70.92419535496532,70.81184741029028,0.9984159433305835,safe,0.05,18.827695220784875,106.8448861675921,0.2654622322686213
1755016028,3,0.02,244.42000000000002,227.80344006284213,0.932016365529998,safe,0.05,165.91321833417715,276.429060038337,0.6788037735626263
1755016029,3,0.02,545.4,496.1134665704685,0.9096323186110534,safe,0.05,292.397732238615,624.5066568788338,0.5361161207161991
1755016030,3,0.02,252.5,235.86691566390414,0.9341263986689273,safe,0.05,134.01213207908972,280.69502764007865,0.5307411171449098
1755016031,3,0.02,2525.0,2481.712311007099,0.9828563607948906,safe,0.05,328.2650012257004,2779.2861479715407,0.13000594107948532
1755016032,3,0.02,2242.2,2218.3181047723865,0.9893489005317931,safe,0.05,167.1983902001166,3086.948239789288,0.07456890116854724
1755016033,3,0.02,26.259999999999998,24.657946264374175,0.9389926224057188,safe,0.05,0.6599915712694067,32.95352326628427,0.025132961586801474
1755016034,3,0.02,434.29999999999995,429.5322884151181,0.9890220778611977,safe,0.05,287.2704252002115,514.0107246606328,0.6614561943361997
1755016035,3,0.02,515.0999999999999,491.1744225778457,0.9535515872215993,safe,0.05,90.32672011841237,724.0287625712442,0.17535763952322342
1755016036,3,0.02,412.08,409.82644554138096,0.9945312695141258,safe,0.05,57.86176367209754,553.499623303012,0.14041390912467855
1755016037,3,0.02,305.0200000000001,273.6422423549484,0.8971288517308645,safe,0.05,0,381.8585074645036,
1755016038,3,0.02,448.44,431.0818634350362,0.9612921760659981,safe,0.05,267.65407138568713,502.93430585886085,0.5968559258444545
1755016039,3,0.02,434.3,424.2792142336475,0.9769265812425685,safe,0.05,54.095871236131416,598.96939449247,0.12455876407122131
1755016040,3,0.02,2080.6,2067.245430270239,0.9935813853072378,safe,0.05,517.3436879500364,2578.8011620915768,0.2486512005911931
1755016041,3,0.02,2064.44,2050.163703700259,0.993084663976797,safe,0.05,1170.7362333567953,2222.430621700208,0.5670962747073276
1755016042,3,0.02,328.867692783026,327.86717792911793,0.9969576979561561,safe,0.05,126.20983609353938,351.8763061500854,0.38377085637538644
1755016043,3,0.02,515.0999999999999,487.5564021284972,0.9465276686633611,safe,0.05,157.47479374681922,583.2405028124454,0.30571693602566347
1755016044,3,0.02,3500.0377941951383,3497.983493178035,0.9994130631902003,safe,0.05,1480.0377941951383,4769.697775336839,0.4228633749754936
1755016045,3,0.02,332.9875330664981,331.4466787040011,0.9953726364818911,safe,0.05,140.66942149772598,373.99548327006164,0.422446510841696
1755016046,3,0.02,2242.2,2152.911861561588,0.9601783344757775,safe,0.05,343.15033100433425,2863.788270919318,0.15304180314170648
1755016047,3,0.02,545.4000000000001,511.4387128630988,0.9377314133903533,safe,0.05,251.10756888701738,744.2668122383361,0.4604099172845936
1755016048,3,0.02,0,211.86663272503438,,,0.05,90.97959253174119,250.03725024463316,0.41369806212189847
1755016049,3,0.02,107.05999999999999,105.67359316454224,0.9870501883480501,safe,0.05,0,129.698231676094,
1755016050,3,0.02,40.400000000000006,35.07426951391869,0.8681749879682844,safe,0.05,9.98017681800636,41.23985051116699,0.24703407965362273
1755016051,3,0.02,0,695.3943865945112,,,0.05,193.7174655275735,942.7007057166438,0.2421468319094668
1755016052,3,0.02,2026.06,2023.8963602497242,0.998932094927951,safe,0.05,0,2627.544021562136,
1755016053,3,0.02,2032.1200000000001,2012.8065443676496,0.9904959079029041,safe,0.05,3.8876787125699366,2474.285926860167,0.0019131147336623508
1755016054,3,0.02,216.14,214.50678268638694,0.9924437063310213,safe,0.05,82.52233426764244,234.56728234953894,0.38180038062201554
1755016055,3,0.02,2426.02,2363.866154314539,0.9743803242819676,safe,0.05,0,3033.1328625308124,
1755016056,3,0.02,418.13999999999993,414.8083446470852,0.992032201289246,safe,0.05,4.794115516262366,533.5350246753995,0.011465335811599862
1755016057,3,0.02,2626.0,2473.62660000255,0.9419750952027989,safe,0.05,1755.4063825162207,3173.2786025455484,0.6684715851166111
1755016058,3,0.02,79.2584694166549,78.43532407953654,0.9896144179520909,safe,0.05,16.409841352803344,108.54936661970909,0.20704211768887726
1755016059,3,0.02,2428.04,2199.3760018238645,0.905823628039021,safe,0.05,1182.9429902656584,2607.5591177182937,0.4872007834572982
1755016060,3,0.02,313.1,300.51749762550253,0.9598131511513973,safe,0.05,84.6471324213378,330.696185654023,0.2703517483913695
1755016061,3,0.02,34.339999999999996,31.10403292942067,0.9057668296278588,safe,0.05,12.914045283104024,34.83154298753107,0.3760642190769955
1755016062,3,0.02,418.14,412.8483522589445,0.9873447942290728,safe,0.05,9.77468822597666,448.05041764751286,0.023376592112633713
1755016063,3,0.02,52.52,47.70026248145132,0.908230435671198,safe,0.05,17.708040983557012,56.755965413173065,0.3371675739443452
1755016064,3,0.02,115.13999999999999,111.27689574260398,0.966448634207087,safe,0.05,2.2890431665851736,162.58386476262334,0.019880520814531646
1755016065,3,0.02,2224.02,2164.0908674195816,0.9730536899036797,safe,0.05,998.1893394246954,2227.8333913237657,0.4488221056576359
1755016066,3,0.02,19.095446717072527,19.040710994950473,0.9971335720534301,safe,0.05,4.049136045870312,21.4966405425082,0.2120472019253747
1755016067,3,0.02,2123.02,2104.7801593952295,0.9914085403789081,safe,0.05,86.07764169181699,2297.09109676047,0.04054490381240732
1755016068,3,0.02,2125.04,2094.3363280585045,0.9855514851760458,safe,0.05,46.390693957374424,3014.227089927124,0.021830503876338527
1755016069,3,0.02,2323.0,2254.738516502506,0.9706149446846777,safe,0.05,4.9635354497903705,3223.561439333942,0.002136691971498222
1755016070,3,0.02,418.13999999999993,411.6532709466398,0.9844867052820583,safe,0.05,9.638273856217893,619.761066435599,0.02305035121303366
1755016071,3,0.02,2525.0,2482.9689901106467,0.983354055489365,safe,0.05,2064.967076301218,3455.173209676916,0.8178087430895914
1755016072,3,0.02,107.05999999999999,104.76415932819873,0.9785555700373505,safe,0.05,0,157.39033090813325,
1755016073,3,0.02,34.34,31.01171918081286,0.9030786016544222,safe,0.05,12.820479750871732,32.271288248918665,0.3733395384645233
1755016074,3,0.02,454.5,439.65720779140884,0.9673425914002395,safe,0.05,395.90369370399173,645.5253163653827,0.871075233672149
1755016075,3,0.02,867.7899775350487,781.2572618021804,0.900283803716351,safe,0.05,79.55989448997332,1226.4947447533882,0.09168104789129121
1755016076,3,0.02,446.42,426.28939166708733,0.9549065715404491,safe,0.05,182.31244267991846,479.82791219564,0.40838771264710017
1755016077,3,0.02,1017.5949650874493,1017.4246942434111,0.9998326732640392,safe,0.05,413.59496508744974,1071.240239031069,0.4064436040639279
1755016078,3,0.02,454.50000000000006,444.0397454506143,0.9769851385052019,safe,0.05,38.814569026261495,618.2571706972568,0.08540059191696697
1755016079,3,0.02,125.24000000000001,122.69565397012411,0.9796842380239867,safe,0.05,0,139.69269058643448,
1755016080,3,0.02,2024.04,2012.0164868398426,0.9940596464693596,safe,0.05,0,2283.4370917162623,
1755016081,3,0.02,2044.24,2027.3837650360347,0.991754277891067,safe,0.05,1215.5517550909808,2270.214911539705,0.5946228207504896
1755016082,3,0.02,216.14000000000001,211.19467872030873,0.9771198238193242,safe,0.05,71.13335379430566,252.7175061813518,0.32910777178821904
1755016083,3,0.02,159.32982021214116,157.96510943881378,0.9914346807677915,safe,0.05,89.1355385623573,250.7489033277649,0.5594404013239767
1755016084,3,0.02,226.24,217.5492555802375,0.9615861721191544,safe,0.05,83.53222088496408,255.79808960238563,0.3692195053260435
1755016085,3,0.02,410.06000000000006,407.8166101277583,0.994529118001654,safe,0.05,386.893669229802,596.2561648694457,0.9435050217768179
1755016086,3,0.02,2026.06,2023.4545590659254,0.9987140356484633,safe,0.05,0,2120.880089422415,
1755016087,3,0.02,242.40000000000003,233.88708831055783,0.9648807273537863,safe,0.05,23.719465025323146,312.37755774752804,0.09785257848730669
1755016088,3,0.02,2464.4,2324.520335440786,0.9432398699240325,safe,0.05,0,3280.757012737361,
1755016089,3,0.02,2444.2000000000003,2293.1055536830972,0.9381824538430149,safe,0.05,83.06325590457641,3304.565838391915,0.0339838212521792
1755016090,3,0.02,347.0885316137546,346.967266553748,0.9996506221065767,safe,0.05,145.08853161375495,466.4889776104833,0.4180159192790953
1755016091,3,0.02,2464.4,2374.0818563277426,0.9633508587598371,safe,0.05,173.8239526438233,3518.7873349724496,0.07053398500398608
1755016092,3,0.02,418.14,412.49980476397116,0.9865112277322695,safe,0.05,1.5152230290107127,567.7635022855794,0.0036237217893784683
1755016093,3,0.02,2464.3999999999996,2286.367573749594,0.9277583078029519,safe,0.05,466.2755248236431,2901.911816883515,0.18920448174957116
1755016094,3,0.02,2044.24,2023.8427920243712,0.9900221070052299,safe,0.05,7.9107263060292325,2109.143223542092,0.0038697639739116896
1755016095,3,0.02,0,4086.904364765389,,,0.05,2068.158964811947,4171.775797129795,0.030306519679334943
1755016096,3,0.02,2444.2,2386.432932908324,0.9763656545734081,safe,0.05,274.739399429782,3332.8113268921566,0.11240463113893381
1755016097,3,0.02,2064.4399999999996,2042.3307713701768,0.9892904474676799,safe,0.05,32.07167895141788,2241.05898948773,0.015535292355998665
1755016098,3,0.02,3162.70162262495,3152.9891582268797,0.9969290607977085,safe,0.05,1665.9994151551743,4826.795875077974,0.5267646505876971
1755016099,3,0.02,515.1,468.35177787450084,0.9092443756057093,safe,0.05,267.4936076294724,540.2519211277811,0.519304227585852
1755016100,3,0.02,2242.2,2218.742125188641,0.9895380096283297,safe,0.05,908.5857414709676,2343.78869645987,0.4052206500182712
1755016101,3,0.02,0,89.72165828146717,,,0.05,29.345575119389977,94.32504052144473,0.32734190434787186
1755016102,3,0.02,2141.2,2090.5856185174016,0.9763616750034568,safe,0.05,60.454530986319014,2502.392961654379,0.028233948713954335
1755016103,3,0.02,2060.3999999999996,2044.7948383499752,0.9924261494612577,safe,0.05,0,2400.986099964573,
1755016104,3,0.02,507.02000000000004,480.8340428277488,0.9483532066343513,safe,0.05,48.175305894997564,606.3256940766532,0.09501657902054665
1755016105,3,0.02,410.06000000000006,405.73576646980666,0.9894546321753075,safe,0.05,149.76646146738017,473.75341793326294,0.36523060397839374
1755016106,3,0.02,3362.5821435885823,3361.117333241913,0.9995643793120527,safe,0.05,2342.5821435885828,5129.316502757384,0.6966616854416989
1755016107,3,0.02,418.14,413.20246182553984,0.9881916626621224,safe,0.05,2.2484320247248775,488.3241713736367,0.005377222998815893
1755016108,3,0.02,515.0999999999999,489.96481897100284,0.9512032983323684,safe,0.05,54.923370377426494,606.460013260787,0.1066266169237556
1755016109,3,0.02,2637.0851157660554,2622.508514778856,0.9944724571459405,safe,0.05,2005.0621984106795,3777.275601246988,0.7603327577192072
1755016010,3,0.05,2265.25,2196.394872740985,0.9696037403116589,safe,0.05,1773.0763131523663,3130.153418155242,0.7827287553922818
1755016011,3,0.05,328.0,296.5717541073609,0.9041821771565881,safe,0.05,96.1112052953971,299.35153466128264,0.29302196736401553
1755016012,3,0.05,86.63604137251795,85.6829898279409,0.9889993641274638,safe,0.05,24.74096485510752,86.87763025838292,0.2855735841937449
1755016013,3,0.05,2082.9343462103825,2047.5006279168053,0.9829885572927232,safe,0.05,1149.629348815443,2248.6923163940896,0.5519277892301494
1755016014,3,0.05,65.60000000000001,62.09677540712457,0.9465971860842158,safe,0.05,27.619430653673906,68.00314838008838,0.4210279063060046
1755016015,3,0.05,109.82966315523055,107.82020250406777,0.9817038439941069,safe,0.05,79.48508777010532,143.32553674486235,0.7237123877705338
1755016016,3,0.05,522.75,487.7750018221868,0.9330942167808451,safe,0.05,328.5998153091805,654.8141571956778,0.6285984032695944
1755016017,3,0.05,0,398.6846709041056,,,0.05,193.88137465624305,577.4653474987499,0.0010028117025785237
1755016018,3,0.05,2080.75,2048.9926178709948,0.9847375311166622,safe,0.05,8.838465382893443,2082.8636300483126,0.004247730569695274
1755016019,3,0.05,248.05,230.39178951590765,0.9288118908119639,safe,0.05,179.4317491159613,332.576845789657,0.7233692768230651
1755016020,3,0.05,2162.75,2131.999522994316,0.9857817699661616,safe,0.05,1030.7570340323864,2217.7253973811016,0.4765955538237829
1755016021,3,0.05,338.0268460256149,337.787834521032,0.9992929215315497,safe,0.05,38.026846025614844,532.9950058277894,0.11249652645261572
1755016022,3,0.05,32.8,27.957285695106407,0.8523562711922685,safe,0.05,3.9668957691565545,40.07624384738416,0.12094194418160228
1755016023,3,0.05,219.35,216.08644998872478,0.9851217232219046,safe,0.05,50.94532581324331,278.2082157165919,0.23225587332228542
1755016024,3,0.05,2132.0,2087.6680009907286,0.9792063794515613,safe,0.05,26.962398083317794,2829.44701334663,0.012646528181668759
1755016025,3,0.05,619.0999999999999,521.3826172663421,0.8421621987826557,safe,0.05,101.64663415248845,704.2098375241137,0.1641845164795485
1755016026,3,0.05,110.28953638215515,107.7919328521246,0.9773541206903227,safe,0.05,83.68911760025561,147.6232827719582,0.758812851567998
1755016027,3,0.05,71.55419535496534,70.82846543926189,0.9898576189403954,safe,0.05,18.857695220784716,107.8748861675921,0.26354422864006294
