seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,inserted
1754903608,3,0,2024.0,1171.0504030713723,0.5785822149562116,safe,0.0,False
1754903609,3,0,224.0,215.59486461201618,0.9624770741607865,safe,0.0,False
1754903610,3,0,70.0,61.64710217301293,0.8806728881858991,safe,0.0,False
1754903611,3,0,406.0,405.784497447557,0.9994692055358546,safe,0.0,False
1754903612,3,0,46.0,30.44381962929565,0.6618221658542532,safe,0.0,False
1754903613,3,0,99.43021465196041,99.4302146519604,0.9999999999999999,safe,0.0,False
1754903614,3,0,610.0,600.2488373481143,0.9840144874559251,safe,0.0,False
1754903615,3,0,600.0,578.308834737094,0.9638480578951567,safe,0.0,False
1754903616,3,0,2240.0,2207.061243491005,0.9852951979870558,safe,0.0,False
1754903617,3,0,74.41297083500751,74.10335069003905,0.9958391643083977,safe,0.0,False
1754903608,3,0.02,2044.24,2020.662525673007,0.9884663863699991,safe,0.0,False
1754903609,3,0.02,226.24,215.62785635846376,0.9530934244981601,safe,0.0,False
1754903610,3,0.02,70.69999999999999,61.73958332895154,0.8732614332242086,safe,0.0,False
1754903611,3,0.02,410.06,408.8889371798068,0.9971441671458001,safe,0.0,False
1754903612,3,0.02,46.459999999999994,44.834398833393834,0.9650107368358554,safe,0.0,False
1754903613,3,0.02,99.83021465196042,99.79703602215795,0.9996676494193854,safe,0.0,False
1754903614,3,0.02,616.0999999999999,601.9766128824558,0.9770761449155265,safe,0.0,False
1754903615,3,0.02,606.0,579.2025432914379,0.9557797744083134,safe,0.0,False
1754903616,3,0.02,2262.3999999999996,2207.3322940692806,0.9756596066430697,safe,0.0,False
1754903617,3,0.02,74.83297083500752,74.12098048483813,0.9904856062478237,safe,0.0,False
1754903608,3,0.05,2074.6,2042.6005668083362,0.9845756130378561,safe,0.0,False
1754903609,3,0.05,229.60000000000002,225.61221102711716,0.982631581128559,safe,0.0,False
1754903610,3,0.05,71.75,61.87121750886354,0.8623166203325928,safe,0.0,False
1754903611,3,0.05,416.15,413.7114237136557,0.9941401506996412,safe,0.0,False
1754903612,3,0.05,47.15,45.401470117120226,0.962915591031182,safe,0.0,False
1754903613,3,0.05,100.43021465196041,100.32187753541075,0.9989212696903507,safe,0.0,False
1754903614,3,0.05,625.25,604.723110957857,0.9671701094887757,safe,0.0,False
1754903615,3,0.05,615.0,580.4307282823584,0.9437898020851355,safe,0.0,False
1754903616,3,0.05,2296.0,2227.633561820432,0.9702236767510592,safe,0.0,False
1754903617,3,0.05,75.46297083500751,75.14022685257078,0.9957231476727522,safe,0.0,False
1754903608,3,0.1,2125.2,2106.299761823613,0.9911066072951314,safe,0.0,False
1754903609,3,0.1,235.20000000000002,225.75658813824157,0.9598494393632719,safe,0.0,False
1754903610,3,0.1,73.5,62.0702628260301,0.8444933717827224,safe,0.0,False
1754903611,3,0.1,426.3,423.56478865593454,0.9935838345201373,safe,0.0,False
1754903612,3,0.1,48.3,45.92425805034054,0.9508127960733032,safe,0.0,False
1754903613,3,0.1,121.43021465196041,121.33201838794503,0.9991913358277688,safe,0.0,True
1754903614,3,0.1,640.5,609.5119555696147,0.9516189782507645,safe,0.0,False
1754903615,3,0.1,630.0,583.0932074406883,0.9255447737153782,safe,0.0,False
1754903616,3,0.1,2352.0,2327.1953256350243,0.9894537949128505,safe,0.0,False
1754903617,3,0.1,76.51297083500752,76.14474151596369,0.9951873608484255,safe,0.0,False
1754903608,3,0.2,2226.3999999999996,2178.624169423333,0.9785412187492515,safe,0.0,False
1754903609,3,0.2,246.39999999999998,237.46130700473623,0.9637228368698711,safe,0.0,False
1754903610,3,0.2,82.0,72.44161797549896,0.8834343655548653,safe,0.0,True
1754903611,3,0.2,446.6,441.05375600381376,0.9875811822745494,safe,0.0,False
1754903612,3,0.2,50.599999999999994,47.4858351717655,0.9384552405487254,safe,0.0,False
1754903613,3,0.2,123.43021465196041,123.15683928887074,0.9977851827945005,safe,0.0,True
1754903614,3,0.2,671.0,619.237216825346,0.922857253092915,safe,0.0,False
1754903615,3,0.2,660.0,586.6126093880157,0.8888069839212359,safe,0.0,False
1754903616,3,0.2,2464.0,2382.9632212054566,0.967111696917799,safe,0.0,False
1754903617,3,0.2,78.61297083500752,78.16450644825687,0.9942952876352698,safe,0.0,False
1754903608,3,0.3,2327.6,2185.4581497632335,0.9389320114122846,safe,0.1,False
1754903609,3,0.3,257.6,247.47765653882016,0.9607051884270968,safe,0.1,False
1754903610,3,0.3,0,75.07939675981402,,,0.1,False
1754903611,3,0.3,466.9,461.97775864895084,0.9894576111564594,safe,0.1,False
1754903612,3,0.3,52.9,49.99699942499183,0.945122862476216,safe,0.1,False
1754903613,3,0.3,125.43021465196041,124.83574553072685,0.9952605588463428,safe,0.1,True
1754903614,3,0.3,701.5,626.091183563527,0.8925034690855695,safe,0.1,False
1754903615,3,0.3,740.0,642.5321057159454,0.8682866293458721,safe,0.1,True
1754903616,3,0.3,2576.0,2445.33173882385,0.9492747433322399,safe,0.1,False
1754903617,3,0.3,80.71297083500751,79.90731170618437,0.9900182198661718,safe,0.1,False
1754903608,3,0.4,2428.8,2292.2143507199626,0.9437641430829885,safe,0.3,False
1754903609,3,0.4,268.79999999999995,257.7328850118756,0.9588276972167994,safe,0.3,False
1754903610,3,0.4,0,76.44952924515201,,,0.3,False
1754903611,3,0.4,487.20000000000005,482.5707116235999,0.9904981765673232,safe,0.3,False
1754903612,3,0.4,0,51.78220510405026,,,0.3,False
1754903613,3,0.4,127.43021465196041,126.75605105325394,0.9947095467072095,safe,0.3,True
1754903614,3,0.4,0,635.7088016040652,,,0.3,False
1754903615,3,0.4,770.0,697.5120845831698,0.9058598501080127,safe,0.3,True
1754903616,3,0.4,2688.0,2561.0965897046844,0.9527889098603737,safe,0.3,False
1754903617,3,0.4,82.8129708350075,81.791945495253,0.9876707075056063,safe,0.3,True
1754903608,3,0.5,2530.0,2324.4439253656133,0.9187525396702029,safe,0.4,False
1754903609,3,0.5,280.0,266.9695105763485,0.9534625377726732,safe,0.4,False
1754903610,3,0.5,0,78.3982543046352,,,0.4,False
1754903611,3,0.5,507.5,500.8377370978269,0.9868723883701023,safe,0.4,False
1754903612,3,0.5,0,51.341022870264794,,,0.4,False
1754903613,3,0.5,129.4302146519604,128.84541744415492,0.9954817566409976,safe,0.4,True
1754903614,3,0.5,0,657.5078634375386,,,0.4,False
1754903615,3,0.5,0,669.2667663436368,,,0.4,False
1754903616,3,0.5,2800.0,2604.9207150960283,0.9303288268200101,safe,0.4,False
1754903617,3,0.5,84.91297083500751,83.48769932365121,0.9832149140780186,safe,0.4,True
1754903608,5,0,291.8519255649013,266.3511482075006,0.9126242620875569,safe,0.0,False
1754903609,5,0,4240.663643004978,4179.15461295377,0.9854954235399763,safe,0.0,False
1754903610,5,0,118.0,105.53352085671254,0.8943518716670554,safe,0.0,False
1754903611,5,0,46.13599099238041,43.263396150242535,0.9377363576602853,safe,0.0,False
1754903612,5,0,573.0716915874245,488.37110547100343,0.8521989702862514,safe,0.0,False
1754903613,5,0,2132.0,2083.581195773516,0.9772894914509924,safe,0.0,False
1754903614,5,0,244.51387184871834,213.30453400460206,0.8723616880786804,safe,0.0,False
1754903615,5,0,2124.0,2094.376788586209,0.9860531019709081,safe,0.0,False
1754903616,5,0,224.82479994468758,217.9671832273683,0.9694979525434632,safe,0.0,False
1754903617,5,0,2630.0,2159.7102098157093,0.8211825892835396,safe,0.0,False
1754903608,5,0.02,0,287.30791445946716,,,0.1,False
1754903609,5,0.02,4264.663643004978,4198.498622215877,0.984485289737298,safe,0.1,False
1754903610,5,0.02,119.18000000000002,113.607367019006,0.9532418779913239,safe,0.1,False
1754903611,5,0.02,46.41599099238041,43.30179232745104,0.9329067720337891,safe,0.1,False
1754903612,5,0.02,578.1316915874245,542.369393571571,0.9381416059070244,safe,0.1,False
1754903613,5,0.02,2153.32,2134.2372319418355,0.9911379785363231,safe,0.1,False
1754903614,5,0.02,245.61387184871833,244.27372096387035,0.9945436677710393,safe,0.1,False
1754903615,5,0.02,2145.24,2094.517161175958,0.9763556344166425,safe,0.1,False
1754903616,5,0.02,226.3247999446876,218.04292864860872,0.9634071418682224,safe,0.1,False
1754903617,5,0.02,2656.3,2578.9700941387564,0.9708881128407018,safe,0.1,False
1754903608,5,0.05,0,296.0408404513257,,,0.1,False
1754903609,5,0.05,4300.663643004978,4223.375903337321,0.9820288806372091,safe,0.1,False
1754903610,5,0.05,120.95000000000002,118.64289291681459,0.9809251171295128,safe,0.1,False
1754903611,5,0.05,46.8359909923804,43.352546669575986,0.9256246265106011,safe,0.1,False
1754903612,5,0.05,585.7216915874246,548.212652376511,0.9359609866773816,safe,0.1,False
1754903613,5,0.05,2185.3,2135.7389038005203,0.9773206899741547,safe,0.1,False
1754903614,5,0.05,247.26387184871834,245.72908293025142,0.9937929107597008,safe,0.1,False
1754903615,5,0.05,2177.1000000000004,2144.5384084443212,0.9850435939756194,safe,0.1,False
1754903616,5,0.05,228.57479994468758,218.19403185441115,0.9545848094681109,safe,0.1,False
1754903617,5,0.05,2695.75,2604.6933177315004,0.9662221340003712,safe,0.1,False
1754903608,5,0.1,0,341.0568192696255,,,0.1,False
1754903609,5,0.1,4360.663643004978,4275.661404477323,0.9805070407886174,safe,0.1,False
1754903610,5,0.1,123.9,118.6905550307331,0.9579544393118086,safe,0.1,False
1754903611,5,0.1,47.535990992380405,45.324258825744664,0.9534724716901293,safe,0.1,False
1754903612,5,0.1,598.3716915874245,557.8442926146927,0.9322705275959556,safe,0.1,False
1754903613,5,0.1,2238.6000000000004,2188.0668117754103,0.9774264324914723,safe,0.1,False
1754903614,5,0.1,250.01387184871834,247.5847106566232,0.9902838943530101,safe,0.1,False
1754903615,5,0.1,2230.2,2194.6481110347086,0.9840588785914756,safe,0.1,False
1754903616,5,0.1,232.32479994468758,228.08495909638077,0.9817503734025974,safe,0.1,False
1754903617,5,0.1,2761.5,2646.15563559795,0.9582312640224335,safe,0.1,False
1754903608,5,0.2,353.8519255649013,345.8851157972176,0.9774854700734913,safe,0.0,True
1754903609,5,0.2,5480.663643004978,5371.652470916495,0.9801098590993419,safe,0.0,True
1754903610,5,0.2,129.79999999999998,122.24842394441214,0.9418214479538687,safe,0.0,False
1754903611,5,0.2,48.93599099238041,47.48619012254858,0.9703735258971751,safe,0.0,False
1754903612,5,0.2,623.6716915874246,578.5131058233837,0.9275923753263529,safe,0.0,False
1754903613,5,0.2,2345.2,2288.154447312525,0.9756756128741793,safe,0.0,False
1754903614,5,0.2,305.5138718487184,301.65483603797657,0.9873687051020298,safe,0.0,True
1754903615,5,0.2,2336.3999999999996,2298.7829692800296,0.9838995759630329,safe,0.0,False
1754903616,5,0.2,239.82479994468758,228.9123080901445,0.9544980675182054,safe,0.0,False
1754903617,5,0.2,2893.0,2697.197926313296,0.9323186748404065,safe,0.0,False
1754903608,5,0.3,359.8519255649013,350.5807300776795,0.9742360820421685,safe,0.1,True
1754903609,5,0.3,5600.663643004978,5418.535630834704,0.9674809944357673,safe,0.1,True
1754903610,5,0.3,135.70000000000002,124.59419697233596,0.9181591523385111,safe,0.1,False
1754903611,5,0.3,50.3359909923804,47.68176121410852,0.9472697422670457,safe,0.1,True
1754903612,5,0.3,648.9716915874245,593.9398226565863,0.9152014338310707,safe,0.1,False
1754903613,5,0.3,2451.8,2383.824580930115,0.9722753001591137,safe,0.1,False
1754903614,5,0.3,311.0138718487184,304.4862564689372,0.9790118191803473,safe,0.1,True
1754903615,5,0.3,2442.6000000000004,2381.6842730605567,0.9750611123641023,safe,0.1,False
1754903616,5,0.3,252.32479994468758,244.03334515875486,0.9671397548407834,safe,0.1,True
1754903617,5,0.3,0,2819.965629316699,,,0.1,False
1754903608,5,0.4,0,354.8841813679069,,,0.4,False
1754903609,5,0.4,5720.663643004978,5531.520536161195,0.9669368593143803,safe,0.4,True
1754903610,5,0.4,0,128.96740757886081,,,0.4,False
1754903611,5,0.4,0,49.554977212029826,,,0.4,False
1754903612,5,0.4,724.2716915874246,666.0993040934554,0.9196815391659591,safe,0.4,True
1754903613,5,0.4,2558.3999999999996,2492.1393716915045,0.9741007550388934,safe,0.4,False
1754903614,5,0.4,316.5138718487184,308.5299148533828,0.9747753330724424,safe,0.4,True
1754903615,5,0.4,2548.8,2508.4745892054634,0.9841786680812395,safe,0.4,False
1754903616,5,0.4,264.8247999446876,249.4879967317156,0.9420869827290522,safe,0.4,True
1754903617,5,0.4,0,2916.036195062821,,,0.4,False
1754903608,5,0.5,0,356.142263953423,,,0.4,False
1754903609,5,0.5,5840.663643004978,5656.796062165129,0.9685194025750726,safe,0.4,True
1754903610,5,0.5,0,135.17660251445915,,,0.4,False
1754903611,5,0.5,0,49.66860200643805,,,0.4,False
1754903612,5,0.5,749.5716915874245,699.8096354898521,0.9336126795394479,safe,0.4,True
1754903613,5,0.5,2665.0,2574.5435993874053,0.9660576357926474,safe,0.4,False
1754903614,5,0.5,322.0138718487184,317.8966886352164,0.9872142675411317,safe,0.4,True
1754903615,5,0.5,2655.0,2604.775294105617,0.9810829732977842,safe,0.4,False
1754903616,5,0.5,322.3247999446876,299.941285172943,0.9305560267916534,safe,0.4,True
1754903617,5,0.5,0,3003.008706129578,,,0.4,False
1754903608,8,0,885.8064598339427,721.2884656717725,0.8142732056921199,safe,0.2,False
1754903609,8,0,6524.5429342504085,5952.930441427498,0.9123904159136963,safe,0.2,False
1754903610,8,0,3185.995361872574,2773.3965852900346,0.8704961151167421,safe,0.2,False
1754903611,8,0,2682.0,2180.4608250298616,0.8129980704809328,safe,0.2,False
1754903612,8,0,0,510.4052568114803,,,0.2,False
1754903613,8,0,804.0,587.5642379140228,0.7308012909378393,safe,0.2,False
1754903614,8,0,2956.9741567785577,2212.96399471613,0.7483880065854275,safe,0.2,False
1754903615,8,0,448.0,330.87600268410677,0.7385625059913098,safe,0.2,False
1754903616,8,0,0,894.376756404447,,,0.2,False
1754903617,8,0,2578.0,2122.384447563643,0.8232678229494348,safe,0.2,False
1754903608,8,0.02,890.9464598339428,884.2902207121653,0.9925290245577516,safe,0.2,False
1754903609,8,0.02,6546.5429342504085,6503.891721103033,0.9934849257729249,safe,0.2,False
1754903610,8,0.02,3214.435361872574,2897.4276285588858,0.9013799633136766,safe,0.2,False
1754903611,8,0.02,2708.8200000000006,2431.2007424203475,0.8975128441241378,safe,0.2,False
1754903612,8,0.02,0,512.3794733113591,,,0.2,False
1754903613,8,0.02,812.04,732.8984508518283,0.9025398389880158,safe,0.2,False
1754903614,8,0.02,2986.5141567785577,2851.1819961524047,0.9546855787309809,safe,0.2,False
1754903615,8,0.02,452.48,372.8969547419186,0.8241180930470265,safe,0.2,False
1754903616,8,0.02,0,1048.2234254085197,,,0.2,False
1754903617,8,0.02,2603.78,2540.1666662376338,0.9755688522984406,safe,0.2,False
1754903608,8,0.05,898.6564598339426,889.3652622015379,0.9896610128033559,safe,0.1,False
1754903609,8,0.05,6579.5429342504085,6504.740832321275,0.9886311096870051,safe,0.1,False
1754903610,8,0.05,3257.0953618725744,2903.237711839661,0.8913579092048834,safe,0.1,False
1754903611,8,0.05,2749.05,2631.8146480927608,0.9573542307679964,safe,0.1,False
1754903612,8,0.05,647.5733899893803,615.1116990483565,0.9498717960885389,safe,0.1,True
1754903613,8,0.05,824.1,748.3652557021051,0.9081000554569895,safe,0.1,False
1754903614,8,0.05,3030.824156778558,2859.4124085088233,0.9434438491304863,safe,0.1,False
1754903615,8,0.05,459.2,374.9219493845185,0.8164676598094915,safe,0.1,False
