seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our,finalpercent
1755016037,8,1184.0,812,0.6858108108108109,safe,0.029,False,False,0.0015307189969462,6.222799856914207e-05,0.0421
1755016038,8,2656.0,2329,0.8768825301204819,safe,0.029,False,False,0.2056521550002799,0.0004674279989558,0.0421
1755016039,8,664.0,533,0.802710843373494,safe,0.029,False,False,0.0122648630022013,7.092400119290687e-05,0.0421
1755016040,8,1060.0,830,0.7830188679245284,safe,0.029,False,False,0.0003355820008437,0.0004710809989774,0.0421
1755016041,8,1200.0,920,0.7666666666666667,safe,0.029,,False,0.0003507289984554,4.586100112646818e-05,0.0421
1755016042,8,736.0,569,0.7730978260869565,safe,0.029,False,False,0.0045909100008429,5.735499871661887e-05,0.0421
1755016043,8,2618.0,2310,0.8823529411764706,safe,0.029,False,False,0.0750574100020458,7.092599844327196e-05,0.0421
1755016044,8,2218.0,2120,0.9558160504959424,safe,0.029,False,False,0.0760231579988612,7.448999895132147e-05,0.0421
1755016045,8,438.0,344,0.7853881278538812,safe,0.029,False,False,0.0027907509975193,5.833199975313619e-05,0.0421
1755016046,8,822.0,661,0.8041362530413625,safe,0.029,False,False,0.0035812700007227,6.136199954198673e-05,0.0421
1755016047,8,994.0,808,0.8128772635814889,safe,0.029,True,False,0.0017551319979247,0.000837394996779,0.0421
1755016048,8,3072.0,2536,0.8255208333333334,safe,0.029,False,False,0.0636841319974337,6.845999814686365e-05,0.0421
1755016049,8,2750.0,2375,0.8636363636363636,safe,0.029,False,False,0.0117021990008652,6.852600199636072e-05,0.0421
1755016050,8,2636.0,2319,0.879742033383915,safe,0.029,False,False,0.1542186789993138,9.153900100500324e-05,0.0421
1755016051,8,5224.0,4312,0.8254211332312404,safe,0.029,False,False,0.0289471590003813,6.371400013449602e-05,0.0421
1755016052,8,4020.0,3176,0.7900497512437811,safe,0.029,False,False,0.0859176310004841,7.640999683644623e-05,0.0421
1755016053,8,0.0,2236,,,0.029,False,False,0.0761451350008428,0.000232081998547,0.0421
1755016054,8,306.0,253,0.826797385620915,safe,0.029,False,False,0.0041445839997322,7.021599958534352e-05,0.0421
1755016055,8,2348.0,2174,0.9258943781942078,safe,0.029,False,False,0.0977701600022555,0.0001038270020217,0.0421
1755016056,8,2230.0,2115,0.9484304932735426,safe,0.029,False,False,0.5105486300017219,0.0001093189966923,0.0421
1755016057,8,1350.0,1185,0.8777777777777778,safe,0.029,False,False,0.0007297539996216,6.563299757544883e-05,0.0421
1755016058,8,2048.0,2024,0.98828125,safe,0.029,False,True,0.50965615899986,0.0001287890008825,0.0421
1755016059,8,3462.0,2731,0.7888503755054882,safe,0.029,False,False,0.0347673100004612,6.781400225008838e-05,0.0421
1755016060,8,946.0,783,0.8276955602536998,safe,0.029,False,False,0.005184844998439,7.308999920496717e-05,0.0421
1755016061,8,766.0,593,0.7741514360313316,safe,0.029,False,False,0.0085580250015482,5.735200102208182e-05,0.0421
1755016062,8,832.0,616,0.7403846153846154,safe,0.029,False,False,0.0030609809982706,3.465999907348305e-05,0.0421
1755016063,8,482.0,442,0.91701244813278,safe,0.029,False,False,0.0031335940002463,3.765700239455328e-05,0.0421
1755016064,8,4910.0,3458,0.7042769857433808,safe,0.029,False,False,0.0278101029980462,7.12690016371198e-05,0.0421
1755016065,8,3594.0,3308,0.9204229271007234,safe,0.029,False,False,0.0349770240027282,7.703800292802043e-05,0.0421
1755016066,8,962.0,711,0.739085239085239,safe,0.029,,False,0.0053803400005563,6.542800110764802e-05,0.0421
1755016067,8,3600.0,3020,0.8388888888888889,safe,0.029,False,False,0.0011611440022534,7.159300002967939e-05,0.0421
1755016068,8,3664.0,3342,0.912117903930131,safe,0.029,False,False,0.1936999690005905,8.766199971432798e-05,0.0421
1755016069,8,2537.0,2270,0.8947575877020102,safe,0.029,False,False,0.3013591330018244,7.511899821111001e-05,0.0421
