seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our,finalpercent
1755016037,5,2306.0,2153,0.9336513443191674,safe,0.009,False,False,0.1108442459990328,7.36639995011501e-05,0.0112
1755016038,5,256.0,229,0.89453125,safe,0.009,False,False,0.0016349219986295,4.710299981525168e-05,0.0112
1755016039,5,2550.0,2285,0.8960784313725491,safe,0.009,False,False,0.0041099109985225,5.937300011282787e-05,0.0112
1755016040,5,2058.0,2030,0.9863945578231292,safe,0.009,False,False,0.0737168640007439,6.806700184824876e-05,0.0112
1755016041,5,4002.0,3009,0.7518740629685158,safe,0.009,,False,0.1263773259997833,7.098800051608123e-05,0.0112
1755016042,5,100.0,86,0.86,safe,0.009,,False,0.000103381997178,2.764099917840213e-05,0.0112
1755016043,5,94.0,68,0.723404255319149,safe,0.009,False,False,0.000121951001347,3.741800173884258e-05,0.0112
1755016044,5,2460.0,2230,0.9065040650406504,safe,0.009,False,False,0.008776222999586,4.387800072436221e-05,0.0112
1755016045,5,144.0,122,0.8472222222222222,safe,0.009,False,False,0.0002343950000067,3.153199941152707e-05,0.0112
1755016046,5,210.0,205,0.9761904761904762,safe,0.009,False,False,0.003819191999355,3.659100184449926e-05,0.0112
1755016047,5,2250.0,2125,0.9444444444444444,safe,0.009,False,False,0.0038762450021749,3.673500032164157e-05,0.0112
1755016048,5,0.0,355,,,0.009,False,False,0.0001617030029592,0.0003342380005051,0.0112
1755016049,5,2052.0,2026,0.9873294346978556,safe,0.009,False,False,0.0765810080010851,5.439599772216752e-05,0.0112
1755016050,5,28.0,22,0.7857142857142857,safe,0.009,False,False,7.656500019947998e-05,3.6940997233614326e-05,0.0112
1755016051,5,2342.0,2181,0.9312553373185312,safe,0.009,False,False,0.019218692999857,5.003199839848094e-05,0.0112
1755016052,5,562.0,491,0.8736654804270463,safe,0.009,False,False,0.0027022410031349,4.670199996326119e-05,0.0112
1755016053,5,350.0,275,0.7857142857142857,safe,0.009,False,False,0.0002613409997138,4.097000055480749e-05,0.0112
1755016054,5,2028.0,2015,0.9935897435897436,safe,0.009,False,False,0.1916144909991999,5.93229997321032e-05,0.0112
1755016055,5,2210.0,2130,0.9638009049773756,safe,0.009,False,False,0.0026038289979624,0.0001132559991674,0.0112
1755016056,5,2320.0,2160,0.9310344827586208,safe,0.009,False,False,0.0095825229982438,5.070400220574811e-05,0.0112
1755016057,5,422.0,361,0.8554502369668247,safe,0.009,False,False,0.0010224750003544,4.51259984401986e-05,0.0112
1755016058,5,662.0,531,0.8021148036253777,safe,0.009,False,False,0.002602859000035,5.1715000154217705e-05,0.0112
1755016059,5,2904.0,2452,0.8443526170798898,safe,0.009,False,False,0.0053212400016491,3.999199907411821e-05,0.0112
1755016060,5,324.0,262,0.808641975308642,safe,0.009,False,False,0.0017865439986053,3.206999826943502e-05,0.0112
1755016061,5,450.0,435,0.9666666666666668,safe,0.009,False,False,0.0007513950004067,4.3904001358896494e-05,0.0112
1755016062,5,526.0,464,0.8821292775665399,safe,0.009,False,False,0.0013079210002615,2.4552002287236974e-05,0.0112
