seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,ratios
1750860363,3,0,3219.366258744452,3139.0840654441067,0.975062733827727,safe,0.0,1.0
1750860364,3,0,1827.8509546298162,1803.6640955742898,0.9867675977659651,safe,0.0,1.0
1750860365,3,0,2504.624763262267,2483.533810526149,0.9915791965944443,safe,0.0,1.0
1750860366,3,0,1729.5036927395706,1729.5036927395709,1.0000000000000002,exceed,0.0,1.0
1750860367,3,0,2881.520525228505,2482.2248541570825,0.8614288298224916,safe,0.0,1.0
1750860368,3,0,3780.4582573938433,3503.0610747427954,0.9266233975448578,safe,0.0,1.0
1750860369,3,0,3598.8526251941166,3235.31879967799,0.8989861871611043,safe,0.0,1.0
1750860370,3,0,4348.571408802826,4112.4758486156725,0.9457073282252593,safe,0.0,1.0
1750860371,3,0,3857.888293152502,3802.0104603311215,0.9855159536577148,safe,0.0,1.0
1750860372,3,0,1767.3197934480722,1090.2878032334559,0.6169159691842103,safe,0.0,1.0
1750860373,3,0,4558.4289767255395,3884.4593086266373,0.8521486960661092,safe,0.0,1.0
1750860374,3,0,3065.3406783723585,2940.214754727288,0.9591804185003312,safe,0.0,1.0
1750860375,3,0,1630.4012994955788,1228.3559099656577,0.7534070969801682,safe,0.0,1.0
1750860376,3,0,2021.2657906752893,2021.265790675289,0.9999999999999999,safe,0.0,1.0
1750860377,3,0,2823.3486887388976,2571.8346140642525,0.9109163966612326,safe,0.0,1.0
1750860378,3,0,1726.1336548358022,1689.2233054817207,0.9786167489112582,safe,0.0,1.0
1750860379,3,0,1792.831717114553,1231.3256791638407,0.6868049395877378,safe,0.0,1.0
1750860380,3,0,3740.9457892842092,3740.9457892842092,1.0,safe,0.0,1.0
1750860381,3,0,3567.989987884429,2802.2326956929874,0.7853813225957277,safe,0.0,1.0
1750860382,3,0,2182.320914089269,1869.1094384116825,0.8564778105477229,safe,0.0,1.0
1750860383,3,0,2280.419175243755,2234.8136669763617,0.9800012608372676,safe,0.0,1.0
1750860384,3,0,3118.0555081959565,2619.9600534381875,0.8402544619720523,safe,0.0,1.0
1750860385,3,0,4526.075302349854,4270.248583957082,0.943477140501849,safe,0.0,1.0
1750860386,3,0,3088.1237300002476,3088.1237300002476,1.0,safe,0.0,1.0
1750860387,3,0,4465.288980696894,4442.79571987867,0.9949626416307072,safe,0.0,1.0
1750860388,3,0,4640.314047990113,4048.0753069627654,0.872370978579808,safe,0.0,1.0
1750860389,3,0,3257.0254880376615,3104.2117762274243,0.9530818188646394,safe,0.0,1.0
1750860390,3,0,3804.0889663335884,3505.898791157039,0.9216132488447168,safe,0.0,1.0
1750860391,3,0,3779.124484694368,3093.5575603469533,0.8185910712589667,safe,0.0,1.0
1750860392,3,0,3186.0816754666744,2613.0461454070573,0.8201441179389468,safe,0.0,1.0
1750860393,3,0,3955.3959450539014,3955.3959450539005,0.9999999999999998,safe,0.0,1.0
1750860394,3,0,1807.581232075073,1649.2050696967333,0.9123822710880182,safe,0.0,1.0
1750860395,3,0,3963.7309040418004,3436.527827898413,0.8669932220661598,safe,0.0,1.0
1750860396,3,0,3082.295955163725,2844.3949807338413,0.9228169592114178,safe,0.0,1.0
1750860397,3,0,999.3381721994162,858.6667974475417,0.8592354633644438,safe,0.0,1.0
1750860398,3,0,3800.6574070991446,3622.7932059496634,0.9532017274650292,safe,0.0,1.0
1750860399,3,0,3361.7209098091625,3228.959656654203,0.9605079491377242,safe,0.0,1.0
1750860400,3,0,3262.9333687477133,2968.806988140853,0.9098582939437272,safe,0.0,1.0
1750860401,3,0,4258.548812684017,4026.165093257595,0.9454312420385387,safe,0.0,1.0
1750860402,3,0,3234.985168167425,2284.37737525061,0.7061477121221791,safe,0.0,1.0
1750860403,3,0,4599.52805836997,4017.119846234421,0.8733765280384117,safe,0.0,1.0
1750860404,3,0,2135.9601920520126,1354.6963824267052,0.6342329728183048,safe,0.0,1.0
1750860405,3,0,3349.3530416085605,3153.8119738215205,0.941618257210315,safe,0.0,1.0
1750860406,3,0,2800.4791526675203,2800.479152667521,1.0000000000000002,exceed,0.0,1.0
1750860407,3,0,3013.260020621966,2839.4819370824994,0.9423288789051809,safe,0.0,1.0
1750860408,3,0,5161.939500601845,5161.939500601846,1.0000000000000002,exceed,0.0,1.0
1750860409,3,0,2950.3609695205682,2932.9530914785933,0.9940997463626277,safe,0.0,1.0
1750860410,3,0,4831.890514494052,4831.890514494052,1.0,safe,0.0,1.0
1750860411,3,0,3122.7004014131026,3000.9750835328437,0.9610192134265666,safe,0.0,1.0
1750860412,3,0,3711.006997167319,3331.325912437836,0.8976878553397231,safe,0.0,1.0
1750860413,3,0,3232.5980244822076,2378.9460646289785,0.7359238750416653,safe,0.0,1.0
1750860414,3,0,1571.8105528936576,1571.8105528936571,0.9999999999999997,safe,0.0,1.0
1750860415,3,0,2924.094143278347,2888.8210050403245,0.987937071616143,safe,0.0,1.0
1750860416,3,0,3545.2101914434575,3144.813053946952,0.8870596901523966,safe,0.0,1.0
1750860417,3,0,2542.350981633622,2300.065264669928,0.9047001304249465,safe,0.0,1.0
1750860418,3,0,5072.663681731165,5072.663681731165,1.0,safe,0.0,1.0
1750860419,3,0,4106.184061155293,4106.184061155293,1.0,safe,0.0,1.0
1750860420,3,0,4480.7999869497,4480.799986949701,1.0000000000000002,exceed,0.0,1.0
1750860421,3,0,2856.9627411526944,2770.856611621363,0.9698609546806374,safe,0.0,1.0
1750860422,3,0,3407.6088747151284,3407.608874715129,1.0000000000000002,exceed,0.0,1.0
1750860423,3,0,2749.4684700636817,2697.192167217615,0.9809867603810507,safe,0.0,1.0
1750860424,3,0,3188.428209230006,2188.44177460918,0.6863700955455042,safe,0.0,1.0
1750860425,3,0,3828.0885391258366,3404.128501974902,0.8892502007678882,safe,0.0,1.0
1750860426,3,0,3361.5796353472397,3167.556902206497,0.9422822737558914,safe,0.0,1.0
1750860427,3,0,4765.231912146747,4242.350953952868,0.8902716661363245,safe,0.0,1.0
1750860428,3,0,2555.7747389143146,2478.5477698290633,0.9697833428316702,safe,0.0,1.0
1750860429,3,0,1653.4026573565093,1252.4785608198406,0.7575157541008954,safe,0.0,1.0
1750860430,3,0,4137.364806672242,4137.364806672242,1.0,safe,0.0,1.0
1750860431,3,0,4294.691563527659,4294.691563527659,1.0,safe,0.0,1.0
1750860432,3,0,5000.656786575794,4621.8893947755405,0.9242564711065453,safe,0.0,1.0
1750860433,3,0,3319.0944902776655,3290.270420511831,0.9913156826808438,safe,0.0,1.0
1750860434,3,0,4109.711300275715,4109.711300275715,1.0,safe,0.0,1.0
1750860435,3,0,3401.033806128186,3401.033806128186,1.0,safe,0.0,1.0
1750860436,3,0,3927.7622062763194,3798.976785158876,0.9672115025416629,safe,0.0,1.0
1750860437,3,0,4748.941502332789,4484.259976635742,0.944265153494304,safe,0.0,1.0
1750860438,3,0,2843.5339147832865,2843.533914783287,1.0000000000000002,exceed,0.0,1.0
1750860439,3,0,3122.5888316713053,3015.207562100377,0.9656114604389158,safe,0.0,1.0
1750860440,3,0,2031.20263779353,2015.2364529550318,0.9921395411066215,safe,0.0,1.0
1750860441,3,0,3960.8787834065133,3660.696260298755,0.9242131507873136,safe,0.0,1.0
1750860442,3,0,5031.331229716008,4738.224868754776,0.9417437756373324,safe,0.0,1.0
1750860443,3,0,2112.127783078288,1686.5999675629855,0.7985312162812784,safe,0.0,1.0
1750860444,3,0,2618.8738757273377,2560.2207472633986,0.9776036833970673,safe,0.0,1.0
1750860445,3,0,1815.325711917319,1799.2391629726478,0.9911384778835745,safe,0.0,1.0
1750860446,3,0,4627.402729771568,4627.402729771568,1.0,safe,0.0,1.0
1750860447,3,0,4896.922166112332,4254.8598117903775,0.8688845089748102,safe,0.0,1.0
1750860448,3,0,4102.180277983753,3933.7087850686776,0.9589312313212427,safe,0.0,1.0
1750860449,3,0,4732.247543035829,4093.1866839397344,0.8649561644262327,safe,0.0,1.0
1750860450,3,0,4527.888323222885,3816.721753253774,0.8429363713937817,safe,0.0,1.0
1750860451,3,0,4052.6702030264314,3384.347115466288,0.8350906799519348,safe,0.0,1.0
1750860452,3,0,2735.640132713176,2578.510092801522,0.9425618749949343,safe,0.0,1.0
1750860453,3,0,3115.845349565935,2848.100640320466,0.9140699620143958,safe,0.0,1.0
1750860454,3,0,2270.8026689826343,2270.8026689826347,1.0000000000000002,exceed,0.0,1.0
1750860455,3,0,3753.0064516473144,3753.0064516473144,1.0,safe,0.0,1.0
1750860456,3,0,3712.3204031815358,3268.654112119799,0.8804881467985615,safe,0.0,1.0
1750860457,3,0,2678.615002850497,2678.615002850497,1.0,safe,0.0,1.0
1750860458,3,0,3379.491313678738,3379.491313678738,1.0,safe,0.0,1.0
1750860459,3,0,251.23947839131029,245.32663252915117,0.9764652995619194,safe,0.0,1.0
