seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,finalpercent_x,finalpercent_y,finalpercent
1755016010,5,0.2,528.0,496.57686284998,0.9404864826704168,safe,0.33,0.299,0.299,0.299
1755016011,5,0.2,0.0,433.5387224790538,,,0.33,0.299,0.299,0.299
1755016012,5,0.2,0.0,4388.885677577695,,,0.33,0.299,0.299,0.299
1755016013,5,0.2,686.4,628.7959258156236,0.9160779805006172,safe,0.33,0.299,0.299,0.299
1755016014,5,0.2,0.0,801.9586701930475,,,0.33,0.299,0.299,0.299
1755016015,5,0.2,496.1936007612769,469.3317654575512,0.9458642044909218,safe,0.33,0.299,0.299,0.299
1755016016,5,0.2,2664.2,2539.68644135706,0.9532641848799114,safe,0.33,0.299,0.299,0.299
1755016017,5,0.2,2643.6649218308667,2474.5399594949845,0.9360263243124038,safe,0.33,0.299,0.299,0.299
1755016018,5,0.2,0.0,615.3988396081004,,,0.33,0.299,0.299,0.299
1755016019,5,0.2,730.4000000000001,633.6161570009444,0.8674920002751155,safe,0.33,0.299,0.299,0.299
1755016020,5,0.2,477.4,467.5411986990657,0.9793489708819976,safe,0.33,0.299,0.299,0.299
1755016021,5,0.2,0.0,75.84964951547045,,,0.33,0.299,0.299,0.299
1755016022,5,0.2,415.6333796398367,371.08216329573054,0.8928112646228953,safe,0.33,0.299,0.299,0.299
1755016023,5,0.2,3091.0,2890.598810198513,0.93516622782223,safe,0.33,0.299,0.299,0.299
1755016024,5,0.2,2776.4,2544.3347322946097,0.916415045488622,safe,0.33,0.299,0.299,0.299
1755016025,5,0.2,619.4566972614246,590.2115706276882,0.9527890702239122,safe,0.33,0.299,0.299,0.299
1755016026,5,0.2,0.0,39.36473642061537,,,0.33,0.299,0.299,0.299
1755016027,5,0.2,0.0,406.951849877251,,,0.33,0.299,0.299,0.299
1755016028,5,0.2,2281.4,2186.890038923334,0.9585736998874964,safe,0.33,0.299,0.299,0.299
1755016029,5,0.2,2684.0,2575.087752585998,0.9594216663882256,safe,0.33,0.299,0.299,0.299
1755016030,5,0.2,171.6,154.70321664380117,0.901533896525648,safe,0.33,0.299,0.299,0.299
1755016031,5,0.2,2387.0,2274.254279912736,0.9527667699676312,safe,0.33,0.299,0.299,0.299
1755016032,5,0.2,149.6,139.8681818781215,0.9349477398270154,safe,0.33,0.299,0.299,0.299
1755016033,5,0.2,2279.2000000000003,2184.933794821458,0.9586406611185756,safe,0.33,0.299,0.299,0.299
1755016034,5,0.2,0.0,692.9316014046148,,,0.33,0.299,0.299,0.299
1755016035,5,0.2,0.0,546.8454533005728,,,0.33,0.299,0.299,0.299
1755016036,5,0.2,3693.64668269704,3636.458373293639,0.9845171143002656,safe,0.33,0.299,0.299,0.299
1755016037,5,0.2,2710.4,2590.2849854579545,0.9556836575627048,safe,0.33,0.299,0.299,0.299
1755016038,5,0.2,2378.2,2294.6754784556174,0.9648791011923378,safe,0.33,0.299,0.299,0.299
1755016039,5,0.2,136.39999999999998,129.85076738199132,0.9519850981084408,safe,0.33,0.299,0.299,0.299
1755016040,5,0.2,0.0,2580.6292525594176,,,0.33,0.299,0.299,0.299
1755016041,5,0.2,259.6,245.9647041195567,0.947475747764086,safe,0.33,0.299,0.299,0.299
1755016042,5,0.2,239.8,233.49045158404624,0.973688288507282,safe,0.33,0.299,0.299,0.299
1755016043,5,0.2,0.0,3569.1534029606046,,,0.33,0.299,0.299,0.299
1755016044,5,0.2,3586.8409964279103,3557.604902295381,0.9918490688152486,safe,0.33,0.299,0.299,0.299
1755016045,5,0.2,3619.7481853407353,3563.0861383726588,0.9843464119417072,safe,0.33,0.299,0.299,0.299
1755016046,5,0.2,600.6,543.0339052088366,0.9041523563250692,safe,0.33,0.299,0.299,0.299
1755016047,5,0.2,251.48846838273164,237.6017511887608,0.9447818928507006,safe,0.33,0.299,0.299,0.299
1755016048,5,0.2,2237.4,2217.1503596472176,0.990949476913926,safe,0.33,0.299,0.299,0.299
1755016049,5,0.2,2765.4,2568.442455225136,0.9287779182849264,safe,0.33,0.299,0.299,0.299
1755016050,5,0.2,238.83656616748107,230.4202787201956,0.9647613111244296,safe,0.33,0.299,0.299,0.299
1755016051,5,0.2,627.0,591.4106220189196,0.9432386316091222,safe,0.33,0.299,0.299,0.299
1755016052,5,0.2,2263.8,2163.8950047364456,0.9558684533688688,safe,0.33,0.299,0.299,0.299
1755016053,5,0.2,138.6,131.0909905559215,0.9458224426834164,safe,0.33,0.299,0.299,0.299
1755016054,5,0.2,215.7530778916617,206.89312945572144,0.9589347761685734,safe,0.33,0.299,0.299,0.299
1755016055,5,0.2,268.40000000000003,249.06337943055547,0.9279559591302364,safe,0.33,0.299,0.299,0.299
1755016056,5,0.2,440.6724957452288,424.8930620832904,0.9641923791153484,safe,0.33,0.299,0.299,0.299
1755016057,5,0.2,4216.383827783902,4022.646750468412,0.9540513659978348,safe,0.33,0.299,0.299,0.299
1755016058,5,0.2,602.8,558.7663964746107,0.9269515535411592,safe,0.33,0.299,0.299,0.299
1755016059,5,0.2,129.8,123.02236810248786,0.947784037769552,safe,0.33,0.299,0.299,0.299
1755016060,5,0.2,2268.2,2238.894345688983,0.9870797750149825,safe,0.33,0.299,0.299,0.299
1755016061,5,0.2,0.0,120.48710735643816,,,0.33,0.299,0.299,0.299
1755016062,5,0.2,0.0,768.5004499176284,,,0.33,0.299,0.299,0.299
1755016063,5,0.2,0.0,2610.52393827224,,,0.33,0.299,0.299,0.299
1755016064,5,0.2,0.0,821.6679606334612,,,0.33,0.299,0.299,0.299
1755016065,5,0.2,0.0,153.60162028557443,,,0.33,0.299,0.299,0.299
1755016066,5,0.2,0.0,928.6752672504516,,,0.33,0.299,0.299,0.299
1755016067,5,0.2,3086.6000000000004,2816.0955357637613,0.9123616716658332,safe,0.33,0.299,0.299,0.299
1755016068,5,0.2,0.0,2375.8563267017803,,,0.33,0.299,0.299,0.299
1755016069,5,0.2,920.802994577888,887.7794092725708,0.9641361013161608,safe,0.33,0.299,0.299,0.299
