seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,adjust,inserted,run_time_our,run_time_G,finalpercent
1755016010,5,1633.0751123309092,1517.2592146707427,0.9290810956668974,safe,0.0,False,False,2.67549985437654e-05,0.0043599119999271,0.0
1755016011,5,1486.6258080245486,1311.3376638408745,0.8820899359896086,safe,0.0,False,False,3.0920000426704064e-05,0.0111869199990906,0.0
1755016012,5,244.4617462003202,239.49017496739947,0.9796631934844856,safe,0.0,,False,2.5001998437801376e-05,0.0009031699992192,0.0
1755016013,5,1168.839871745566,1060.5856386288694,0.907383179053408,safe,0.0,False,False,2.36510004469892e-05,0.1637247779999597,0.0
1755016014,5,1201.2748537352404,1128.9969317424757,0.939832319166572,safe,0.0,False,False,2.721899909374769e-05,0.0248829160009336,0.0
1755016015,5,1454.4300072489834,1287.9899009523103,0.8855633440817889,safe,0.0,,False,2.901299922086764e-05,0.0127036110006883,0.0
1755016016,5,417.5886235735029,407.28126280002,0.975316950243333,safe,0.0,,False,4.424600047059357e-05,0.0034912009996332,0.0
1755016017,5,140.0613736391965,126.92427345976763,0.90620468842987,safe,0.0,False,False,3.977999949711375e-05,0.0027207029997953,0.0
1755016018,5,155.29666730881638,83.98158323650546,0.540781619411724,safe,0.0,,False,0.0004356110002845,8.798300041235052e-05,0.0
1755016019,5,1342.785761710036,1272.3317144098728,0.947531431067276,safe,0.0,False,False,4.406299922266044e-05,0.0619557709997025,0.0
1755016020,5,1303.541322597808,1261.8755418417416,0.9680364710855264,safe,0.0,False,False,2.557700099714566e-05,0.0481981270004325,0.0
1755016021,5,213.59558005063485,207.5955800506052,0.9719095310932592,safe,0.0,False,False,3.655399996205233e-05,0.0111520119990018,0.0
1755016022,5,244.2378716527812,193.8427638552357,0.7936638267582463,safe,0.0,False,False,3.2335001378669403e-05,0.001027485999657,0.0
1755016023,5,1359.45287976773,1302.0361345578428,0.9577648140186388,safe,0.0,False,False,0.0001762140000209,0.1855277419999765,0.0
1755016024,5,1659.568603199211,1287.0759228182872,0.7755484891297315,safe,0.0,True,False,0.0019914080003218,0.0017320770002697,0.0
1755016025,5,1220.6470197705153,1210.532696348493,0.991713965414896,safe,0.0,False,False,4.258199987816624e-05,0.4117275530006736,0.0
1755016026,5,1302.542617412489,1134.8222992466349,0.8712362145209251,safe,0.0,False,False,9.35160005610669e-05,0.3884815390010772,0.0
1755016027,5,388.3281116561944,348.0418054425593,0.8962570439677502,safe,0.0,,False,3.870900036417879e-05,0.0005622780008707,0.0
1755016028,5,1359.530325428979,1202.834769302854,0.8847428753921454,safe,0.0,False,False,2.721800046856515e-05,0.0177991900000051,0.0
1755016029,5,270.4221480165297,263.9192458052649,0.9759527751001102,safe,0.0,False,False,2.652100010891445e-05,0.0100618989999929,0.0
1755016030,5,1506.1031924161423,1338.4236817727592,0.8886666521339843,safe,0.0,False,False,3.6466999517870136e-05,0.0624490989994228,0.0
1755016031,5,385.2391993163367,292.69485431317486,0.759774329384457,safe,0.0,False,False,3.516000106174033e-05,0.0108454330002132,0.0
1755016032,5,1592.4986109150143,1494.6561535153548,0.9385604127193294,safe,0.0,False,False,3.679099972941913e-05,0.1033754729996871,0.0
1755016033,5,178.1454584571543,154.47232738801176,0.8671134741566474,safe,0.0,False,False,4.38939987361664e-05,0.001063054000042,0.0
1755016034,5,253.9760082433308,237.80828669783435,0.9363415400638692,safe,0.0,False,False,0.0001693480007816,0.0124702569992223,0.0
1755016035,5,244.4393019332693,235.01828210278285,0.9614586535144892,safe,0.0,,False,4.0727998566580936e-05,0.0001701399996818,0.0
1755016036,5,1441.6370196330713,1318.9605277296012,0.9149047296699596,safe,0.0,False,False,3.784500040637795e-05,0.0016462380008306,0.0
1755016037,5,179.60814002488308,154.21216613608755,0.8586034358727997,safe,0.0,,False,5.634400076814927e-05,0.0017896509998536,0.0
1755016038,5,1162.7178058642933,1151.6730563585943,0.9905009199566795,safe,0.0,False,False,4.635799996322021e-05,0.3485673060004046,0.0
1755016039,5,1285.332818866622,1248.8869818087792,0.9716448249644944,safe,0.0,False,False,3.1100998967303894e-05,0.2430217189994437,0.0
1755016040,5,420.87771817600105,274.07673903197895,0.6512027774237423,safe,0.0,False,False,3.4027998481178656e-05,0.000187129000551,0.0
1755016041,5,483.7893994837396,468.711068238153,0.9688328614440976,safe,0.0,,False,3.854399983538315e-05,0.000345582000591,0.0
1755016042,5,96.3131790512665,84.66224811723401,0.8790307718133692,safe,0.0,False,False,0.0001130800010287,0.0024222800002462,0.0
1755016043,5,504.9617079620553,363.3079051874316,0.7194761492979026,safe,0.0,True,False,0.0008674130003782,0.0027203030003875,0.0
1755016044,5,1295.896095311098,1287.5026517390934,0.99352305821248,safe,0.0,False,False,5.099500049254857e-05,0.0521601969994662,0.0
1755016045,5,239.00702631968585,202.5128534405921,0.8473092049173455,safe,0.0,False,False,4.867799907515291e-05,0.0002217220007878,0.0
1755016046,5,1212.295221350335,1072.4192850628965,0.8846189163959293,safe,0.0,False,False,5.575600152951665e-05,0.0085065610001038,0.0
1755016047,5,1185.1888776616572,1144.5086919527405,0.965676200244827,safe,0.0,False,False,5.32730009581428e-05,0.1030557949998183,0.0
1755016048,5,146.24872660530303,133.64067401540387,0.9137903427773026,safe,0.0,False,False,4.9354999646311626e-05,0.0026363140004832,0.0
1755016049,5,277.5316726527129,267.53167265271287,0.9639680764922516,safe,0.0,False,False,0.000176879000719,0.0025975150001613,0.0
1755016050,5,320.155053106481,289.70295281392725,0.9048832745350248,safe,0.0,False,False,4.906899994239211e-05,0.0104178779984067,0.0
