seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,adjust,inserted,run_time_our,run_time_G,finalpercent
1755016010,3,1617.9007597388818,1481.0199076602385,0.9153960147093726,safe,0.0,False,False,2.584399953775573e-05,4.959599937137682e-05,0.0
1755016011,3,14.565572173166396,11.565572173166393,0.7940348676774407,safe,0.0,False,False,2.2885000362293795e-05,5.865300045115873e-05,0.0
1755016012,3,36.513025048824346,31.513025048824343,0.8630625648432547,safe,0.0,False,False,1.8868999177357185e-05,5.154900100023952e-05,0.0
1755016013,3,2419.646185934843,2417.646185934834,0.9991734328714528,safe,0.0,,False,1.978000000235625e-05,0.0019775880009547,0.0
1755016014,3,21.44635847285785,20.2524387490391,0.944329955813722,safe,0.0,,False,2.5815001208684407e-05,3.54389994754456e-05,0.0
1755016015,3,1318.7278905592682,1288.1310406866191,0.976798208264426,safe,0.0,False,False,2.011399919865653e-05,0.0006931309999345,0.0
1755016016,3,358.7570032471277,260.4593611876689,0.7260049527402618,safe,0.0,False,False,3.425000068091322e-05,0.0016429739989689,0.0
1755016017,3,353.3297832674993,289.1095879043563,0.818242903926038,safe,0.0,False,False,3.190500137861818e-05,0.0006934869998076,0.0
1755016018,3,1058.9209982792106,1047.9209982791394,0.9896120673610715,safe,0.0,False,False,3.397900036361534e-05,0.0490295309991779,0.0
1755016019,3,242.57262795888903,242.57262795888903,1.0,safe,0.0,,False,3.182199907314498e-05,3.8072999814176e-05,0.0
1755016020,3,1297.4990276715807,1260.9526597127594,0.9718332213131556,safe,0.0,False,False,2.779700116661843e-05,0.0135547680001764,0.0
1755016021,3,182.04212767999795,127.04212767999792,0.6978721315723052,safe,0.0,False,False,2.3427999622072093e-05,9.432100159756374e-05,0.0
1755016022,3,124.31494785240976,118.31494785240244,0.9517354903520476,safe,0.0,False,False,2.3657999918214045e-05,0.0010313339989806,0.0
1755016023,3,97.82620223471676,86.8534333195267,0.887834049932115,safe,0.0,False,False,2.007200055231806e-05,0.0001050450009643,0.0
1755016024,3,188.378178970479,168.37817897047807,0.8938305906272979,safe,0.0,,False,2.5489998733974065e-05,3.193399970768951e-05,0.0
1755016025,3,126.57046652730568,115.40167860678424,0.91175834120741,safe,0.0,False,False,2.22649996430846e-05,0.0003346480007166,0.0
1755016026,3,421.68693680032766,377.5359249771288,0.8952990762336451,safe,0.0,False,False,2.332599979126826e-05,3.320600080769509e-05,0.0
1755016027,3,263.6587460787586,257.5703737207964,0.9769081342890724,safe,0.0,False,False,2.5727000320330266e-05,0.0020636919998651,0.0
1755016028,3,124.9901897136692,121.99018971366785,0.9759981162771748,safe,0.0,False,False,3.194700002495665e-05,0.0032825639991642,0.0
1755016029,3,532.727435767207,327.81174141170595,0.6153460839493053,safe,0.0,True,False,0.0007121210001059,3.2959998861770146e-05,0.0
1755016030,3,201.39848848094084,130.71129271332637,0.6490182408975533,safe,0.0,False,False,2.352599949517753e-05,3.430700053286273e-05,0.0
1755016031,3,254.3481157193104,239.3481157193075,0.9410257081811592,safe,0.0,False,False,3.428599848120939e-05,0.0006330460000754,0.0
1755016032,3,397.7192320807853,354.51440011165096,0.891368512045305,safe,0.0,False,False,1.8138000086764805e-05,0.0008775630012678,0.0
1755016033,3,231.0201460988376,227.4072376033431,0.9843610673938854,safe,0.0,False,False,3.0294000680441968e-05,0.0052939429988327,0.0
1755016034,3,384.3110162736444,299.39588355196213,0.7790458011195303,safe,0.0,False,False,2.9351000193855725e-05,9.550699905958028e-05,0.0
1755016035,3,1673.523059712207,1571.082180625613,0.9387872915810253,safe,0.0,False,False,3.230099900974892e-05,0.0002130770008079,0.0
1755016036,3,145.79839507177678,143.72538868708034,0.9857816927019264,safe,0.0,False,False,2.1723000827478245e-05,0.0012153369989391,0.0
1755016037,3,178.82301134132825,127.82301134132824,0.7148018053299986,safe,0.0,False,False,1.6337000488420017e-05,0.0003645160013547,0.0
1755016038,3,348.28479893993864,263.2715270357617,0.7559087500719853,safe,0.0,False,False,2.446599864924792e-05,0.0007433459995809,0.0
1755016039,3,1485.556241851282,1302.300858707105,0.8766419082755114,safe,0.0,False,False,2.664800013008061e-05,0.0008613240006525,0.0
1755016040,3,42.139877272625895,28.59100343858177,0.6784785644630844,safe,0.0,False,False,1.8721999367699027e-05,3.557600030035246e-05,0.0
1755016041,3,2214.847176553002,2213.847176553002,0.9995485015803408,safe,0.0,,False,2.449299972795416e-05,0.0043516940004337,0.0
1755016042,3,155.76353222569406,142.2447141055647,0.9132093505651808,safe,0.0,False,False,2.967500040540472e-05,0.0009978660000342,0.0
1755016043,3,43.36352901279741,28.363529012797336,0.6540871939741507,safe,0.0,False,False,3.174999983457383e-05,5.945599878032226e-05,0.0
1755016044,3,1288.2835975102046,1149.7626610966124,0.8924763641473787,safe,0.0,False,False,3.5155000659869984e-05,0.0019659659992612,0.0
1755016045,3,196.5085825321621,162.64006749481237,0.8276486726384759,safe,0.0,False,False,3.396300053282175e-05,0.0003856929997709,0.0
1755016046,3,132.78653710216304,123.58770787434077,0.9307246846813626,safe,0.0,False,False,3.4789998608175665e-05,0.0010135770007764,0.0
1755016047,3,1291.7189358324588,1286.457491548527,0.9959267886085909,safe,0.0,False,False,3.709400152729359e-05,0.0084691370011569,0.0
1755016048,3,224.304814641724,131.05017721086907,0.5842503979247702,safe,0.0,False,False,0.0003302549994259,4.28040002589114e-05,0.0
1755016049,3,19.736043332740905,15.729350553939064,0.796986016333123,safe,0.0,False,False,3.2994999855873175e-05,6.887999916216359e-05,0.0
1755016050,3,10.315867012371996,9.08148378760109,0.8803413010956337,safe,0.0,,False,3.240300065954216e-05,8.103200161713175e-05,0.0
1755016051,3,185.66349774286988,126.69269986763136,0.6823780732769094,safe,0.0,True,False,0.0005070810002507,0.0007159320011851,0.0
1755016052,3,308.8053331221823,278.1416597511457,0.9007022545206363,safe,0.0,False,False,9.938399853126612e-05,0.0016934699997364,0.0
1755016053,3,114.9477024989076,103.94770249890718,0.9043043074296768,safe,0.0,False,False,3.035699955944437e-05,0.0011811989988927,0.0
1755016054,3,5.000000000000001,3.000000000000001,0.6000000000000001,safe,0.0,,False,0.0001502869999967,2.997199953824748e-05,0.0
1755016055,3,79.16138545883581,78.1613854588356,0.9873675783438604,safe,0.0,,False,3.543100137903821e-05,0.0003772910004045,0.0
