num_tasks,run_time_our_avg,run_time_G_avg,run_time_our_median,run_time_our_q1,run_time_our_q3,run_time_our_lower_whisker,run_time_our_upper_whisker,run_time_our_min,run_time_our_max,run_time_G_median,run_time_G_q1,run_time_G_q3,run_time_G_lower_whisker,run_time_G_upper_whisker,run_time_G_min,run_time_G_max,data_count
3,0.00013449738568742164,0.012033835236262488,3.3157499274238944e-05,2.9364993679337204e-05,3.731227479875087e-05,1.7444072000216703e-05,4.9233196477871375e-05,1.5366997104138136e-05,0.0461602849536575,0.0005143314774612999,0.00014300549810282502,0.0024542077444493,1.8221966456621885e-05,0.0059210111139690125,1.8221966456621885e-05,1.248112578992732,10000
5,0.00026733406175624827,0.09085150142368509,5.637900903820992e-05,4.8492031055502594e-05,0.00015237650950435,2.451700856909156e-05,0.00030820322717762107,2.451700856909156e-05,0.0197788910008966,0.0080438965233042,0.00179270726221145,0.05038534825143868,3.512197872623801e-05,0.12327430973527953,3.512197872623801e-05,3.508128707006108,10000
8,0.000483085138420544,0.34544321487335256,0.00017709299572735,8.378978236578405e-05,0.00028424673655535,4.073098534718156e-05,0.000584932167839699,4.073098534718156e-05,0.0213894679909572,0.0880369064980186,0.01680462947115295,0.47793032147455955,0.0001457720063626,1.1696188594796695,0.0001457720063626,5.387121387000661,10000
10,0.0006259436214458713,0.5925144393417519,0.0002267580130137,0.0001151517353719,0.0003896522248396,5.294702714309096e-05,0.00080140295904115,5.294702714309096e-05,0.0210039209923706,0.29794816800858825,0.04489550503785717,0.9207414000266,0.0002982949954457,2.2345102425097143,0.0002982949954457,6.51505507301772,10000
