num_tasks,run_time_our,run_time_G
3,0.00013449738568742164,0.01203383523626249
5,0.00026733406175624827,0.09085150142368507
8,0.000483085138420544,0.3454432148733525
10,0.0006259436214458713,0.5925144393417519
