seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G
1755021037,3,263.1344171787855,259.4107327201898,0.9858487365563219,safe,0.0,False,False,2.7145957574248314e-05,0.001649154000915587
1755021038,3,1339.3576710447678,1317.0261921009192,0.9833267248722076,safe,0.0,False,False,1.6434001736342907e-05,0.0009024009923450649
1755021039,3,1477.011056210502,1293.2597613040775,0.8755924716109665,safe,0.0,False,False,1.735799014568329e-05,0.000452941982075572
1755021040,3,94.93691541915138,84.93691541915138,0.8946668958449989,safe,0.0,,False,1.6599020455032587e-05,2.999597927555442e-05
1755021041,3,1478.536774563647,1344.9143894979145,0.909625254261824,safe,0.0,False,False,1.5761004760861397e-05,0.0010430869879201055
1755021042,3,177.218355451996,122.21835545199514,0.6896484009248186,safe,0.0,False,False,1.379998866468668e-05,8.88319918885827e-05
1755021043,3,204.95438914552955,166.44503884022095,0.8121077061786429,safe,0.0,False,False,1.3847951777279377e-05,5.21739711984992e-05
1755021044,3,88.85207055573622,87.85207055573612,0.9887453382487827,safe,0.0,,False,1.3911980204284191e-05,0.00020974501967430115
1755021045,3,326.3261581607842,306.9715292481277,0.9406893121233626,safe,0.0,False,False,1.4037999790161848e-05,0.0004169429885223508
1755021046,3,13.237070928165883,7.258753006669414,0.5483654991395578,safe,0.0,True,False,6.560800829902291e-05,3.1099014449864626e-05
1755021047,3,400.3551359803005,347.9463636853461,0.8690942925794434,safe,0.0,False,False,1.656298991292715e-05,3.153400029987097e-05
1755021048,3,257.74235117374883,247.6318443936679,0.9607728154335596,safe,0.0,False,False,2.5909976102411747e-05,0.0012821409618481994
1755021049,3,1303.1743625501942,1243.8908467679107,0.9545083777843273,safe,0.0,False,False,2.4959968868643045e-05,0.0016892019775696099
1755021050,3,7.554019970823176,6.527474890571437,0.8641061204210883,safe,0.0,False,False,9.091600077226758e-05,4.934699973091483e-05
