seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our
1755018037,3,602,501,0.8322259136212624,safe,0.0,False,False,0.000808808999863686,3.653200110420585e-05
1755018038,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.006571589998202398,2.8870999813079834e-05
1755018039,3,800,600,0.75,safe,0.0,False,False,2.91579999611713e-05,1.872900247690268e-05
1755018040,3,62,51,0.8225806451612904,safe,0.0,False,False,9.546000001137145e-05,1.7968999600270763e-05
1755018041,3,70,65,0.9285714285714286,safe,0.0,,False,3.223100065952167e-05,1.9057002646150067e-05
1755018042,3,70,55,0.7857142857142857,safe,0.0,False,False,3.134500002488494e-05,1.7362999642500654e-05
1755018043,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.0022333349988912232,1.980399974854663e-05
1755018044,3,222,211,0.9504504504504504,safe,0.0,False,False,0.0004616619989974424,2.090100315399468e-05
1755018045,3,800,601,0.75125,safe,0.0,,False,0.0007374140004685614,1.9658000383060426e-05
1755018046,3,400,301,0.7525,safe,0.0,,False,0.0003741330001503229,1.9487000827211887e-05
1755018047,3,144,132,0.9166666666666666,safe,0.0,False,False,0.00021538300279644318,1.852500281529501e-05
1755018048,3,610,505,0.8278688524590164,safe,0.0,False,False,0.00016743599917390384,1.893700027721934e-05
1755018049,3,17,16,0.9411764705882353,safe,0.0,,False,3.049500082852319e-05,1.314100154559128e-05
1755018050,3,510,455,0.8921568627450981,safe,0.0,False,False,0.00012396499732858501,1.3190001482143998e-05
1755018051,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0005876420000276994,1.4175999240251258e-05
1755018052,3,310,255,0.8225806451612904,safe,0.0,False,False,6.659800055786036e-05,1.211600101669319e-05
1755018053,3,550,500,0.9090909090909091,safe,0.0,False,False,4.449599873623811e-05,2.0693998521892354e-05
1755018054,3,406,404,0.9950738916256158,safe,0.0,False,False,0.0014944050017220434,2.0559997210511938e-05
1755018055,3,2300,2150,0.9347826086956522,safe,0.0,False,False,0.00012758600132656284,1.9737999537028372e-05
1755018056,3,2022,2011,0.9945598417408507,safe,0.0,False,False,0.01726765099738259,2.5194000045303255e-05
1755018057,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0010158469995076302,1.8617000023368746e-05
1755018058,3,2140,2080,0.9719626168224299,safe,0.0,False,False,0.00035008600025321357,1.979100125026889e-05
1755018059,3,40,35,0.875,safe,0.0,,False,2.9219998396001756e-05,1.8282000382896513e-05
1755018060,3,2500,2250,0.9,safe,0.0,False,False,0.00011505800284794532,1.8857001123251393e-05
1755018061,3,2020,2010,0.995049504950495,safe,0.0,False,False,0.006296383999142563,2.3839002096792683e-05
1755018062,3,2202,2101,0.9541326067211626,safe,0.0,False,False,0.0032574840006418526,1.5854002413107082e-05
1755018063,3,242,221,0.9132231404958677,safe,0.0,False,False,0.00026321699988329783,1.151000105892308e-05
1755018064,3,620,510,0.8225806451612904,safe,0.0,False,False,6.4362000557594e-05,1.237800097442232e-05
1755018065,3,230,215,0.9347826086956522,safe,0.0,False,False,7.000500045251101e-05,1.2766999134328216e-05
1755018066,3,230,215,0.9347826086956522,safe,0.0,False,False,7.005500083323568e-05,1.10889995994512e-05
1755018067,3,124,112,0.9032258064516129,safe,0.0,False,False,7.556199852842838e-05,1.253300069947727e-05
1755018068,3,160,140,0.875,safe,0.0,False,False,3.796500095631927e-05,1.1393000022508204e-05
1755018069,3,114,108,0.9473684210526315,safe,0.0,False,False,8.02710019343067e-05,1.0579999070614576e-05
1755018070,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0002627640024002176,1.1682997865136713e-05
1755018071,3,80,62,0.775,safe,0.0,,False,3.662000017357059e-05,1.293099921895191e-05
1755018072,3,112,106,0.9464285714285714,safe,0.0,False,False,0.0001571100001456216,1.3802000466967002e-05
1755018073,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.006232207000721246,1.3012999261263758e-05
1755018074,3,600,500,0.8333333333333334,safe,0.0,False,False,2.301099812029861e-05,1.0616000508889556e-05
1755018075,3,160,155,0.96875,safe,0.0,False,False,3.486199784674682e-05,1.183900167234242e-05
1755018076,3,224,212,0.9464285714285714,safe,0.0,False,False,0.00016349699944839813,1.3756001862930134e-05
1755018077,3,2012,2006,0.9970178926441352,safe,0.0,False,False,0.018047465000563534,1.4872002793708816e-05
1755018078,3,18,15,0.8333333333333334,safe,0.0,False,False,2.6461999368621036e-05,1.1138999980175868e-05
1755018079,3,302,251,0.8311258278145696,safe,0.0,False,False,0.00024049000057857484,1.092000093194656e-05
1755018080,3,80,80,1.0,safe,0.0,,False,1.3588000001618639e-05,1.196200173581019e-05
1755018081,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.043677232999471016,1.7540998669574037e-05
1755018082,3,2420,2210,0.9132231404958677,safe,0.0,False,False,0.00029589699988719076,1.3081000361125916e-05
1755018083,3,120,110,0.9166666666666666,safe,0.0,False,False,3.973700222559273e-05,1.024100129143335e-05
1755018084,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.001612320000276668,1.2962002074345946e-05
1755018085,3,222,211,0.9504504504504504,safe,0.0,False,False,0.0002952840004581958,1.129599695559591e-05
1755018086,3,480,440,0.9166666666666666,safe,0.0,False,False,5.0010999984806404e-05,1.3008000678382814e-05
1755018087,3,152,151,0.993421052631579,safe,0.0,,False,0.0001240109995706007,1.3281998690217733e-05
1755018088,3,170,160,0.9411764705882353,safe,0.0,,False,2.6341000193497166e-05,1.2519998563220724e-05
1755018089,3,200,200,1.0,safe,0.0,,False,1.268800042453222e-05,1.1361000360921025e-05
1755018090,3,414,408,0.9855072463768116,safe,0.0,False,False,0.000509146000695182,1.267300103791058e-05
1755018091,3,152,151,0.993421052631579,safe,0.0,,False,0.00012150100155849941,1.1847998393932357e-05
1755018092,3,17,16,0.9411764705882353,safe,0.0,False,False,2.5533998268656433e-05,1.2030999641865492e-05
1755018093,3,2200,2100,0.9545454545454546,safe,0.0,False,False,9.55420000536833e-05,1.385100040351972e-05
1755018094,3,4000,3005,0.75125,safe,0.0,,False,0.0005256960030237678,1.2919997971039265e-05
1755018095,3,3004,3002,0.9993342210386151,safe,0.0,False,False,0.001321881001786096,1.4635999832535163e-05
1755018096,3,106,103,0.9716981132075472,safe,0.0,False,False,0.0002076439996017143,1.3188000593800098e-05
1755018097,3,604,502,0.8311258278145696,safe,0.0,False,False,0.000265153001237195,1.3173998013371602e-05
1755018098,3,240,220,0.9166666666666666,safe,0.0,False,False,4.115299816476181e-05,1.1860000086016953e-05
