seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our
1755017037,3,2014,2008,0.997020854021847,safe,0.0,False,False,0.02424420800525695,7.008400280028582e-05
1755017038,3,406,403,0.9926108374384236,safe,0.0,False,False,0.004159660020377487,3.506103530526161e-05
1755017039,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.007244438980706036,3.850000211969018e-05
1755017040,3,700,550,0.7857142857142857,safe,0.0,False,False,6.052100798115134e-05,2.7860049158334732e-05
1755017041,3,222,211,0.9504504504504504,safe,0.0,False,False,0.0006133319693617523,3.004097379744053e-05
1755017042,3,70,55,0.7857142857142857,safe,0.0,False,False,5.557999247685075e-05,3.0283990781754255e-05
1755017043,3,2200,2100,0.9545454545454546,safe,0.0,False,False,0.00020956597290933132,3.3928954508155584e-05
1755017044,3,2060,2030,0.9854368932038835,safe,0.0,False,False,0.001498805999290198,3.512098919600248e-05
1755017045,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.01403491001110524,3.241398371756077e-05
1755017046,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00012635299935936928,2.771802246570587e-05
1755017047,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0005489879986271262,2.701696939766407e-05
1755017048,3,3010,3005,0.9983388704318937,safe,0.0,False,False,0.0011145939934067428,3.285100683569908e-05
1755017049,3,2220,2110,0.9504504504504504,safe,0.0,False,False,0.0007139559602364898,3.124901559203863e-05
1755017050,3,32,31,0.96875,safe,0.0,False,False,7.166602881625295e-05,2.7090020012110472e-05
1755017051,3,160,140,0.875,safe,0.0,False,False,8.165504550561309e-05,2.641597529873252e-05
1755017052,3,32,26,0.8125,safe,0.0,False,False,8.170102955773473e-05,2.5752990040928125e-05
1755017053,3,260,230,0.8846153846153846,safe,0.0,False,False,0.00013455096632242203,3.31320334225893e-05
1755017054,3,130,115,0.8846153846153846,safe,0.0,False,False,0.00012393604265525937,3.4169002901762724e-05
1755017055,3,800,602,0.7525,safe,0.0,,False,0.0012733930489048362,3.856600960716605e-05
1755017056,3,2006,2003,0.9985044865403788,safe,0.0,False,False,0.1865231450065039,6.231100996956229e-05
1755017057,3,144,132,0.9166666666666666,safe,0.0,False,False,0.00021105498308315873,2.812896855175495e-05
1755017058,3,280,240,0.8571428571428571,safe,0.0,False,False,7.586897118017077e-05,3.1009025406092405e-05
1755017059,3,2014,2008,0.997020854021847,safe,0.0,False,False,0.05507475900230929,5.320197669789195e-05
1755017060,3,7,6,0.8571428571428571,safe,0.0,False,False,5.212501855567098e-05,3.171095158904791e-05
1755017061,3,414,408,0.9855072463768116,safe,0.0,False,False,0.004572161997202784,3.7214020267128944e-05
1755017062,3,32,26,0.8125,safe,0.0,False,False,0.00010738096898421645,3.1512987334281206e-05
1755017063,3,214,208,0.9719626168224299,safe,0.0,False,False,0.0005345219979062676,2.832198515534401e-05
1755017064,3,206,203,0.9854368932038835,safe,0.0,False,False,0.0015865330351516604,3.301497781649232e-05
1755017065,3,2008,2004,0.99800796812749,safe,0.0,False,False,0.07180372695438564,5.467701703310013e-05
1755017066,3,540,480,0.8888888888888888,safe,0.0,False,False,0.0001273929956369102,3.2356008887290955e-05
1755017067,3,2500,2250,0.9,safe,0.0,False,False,0.0002300600172020495,3.641500370576978e-05
1755017068,3,224,212,0.9464285714285714,safe,0.0,False,False,0.0004930010181851685,3.64060397259891e-05
1755017069,3,430,420,0.9767441860465116,safe,0.0,False,False,0.00027630000840872526,3.744999412447214e-05
1755017070,3,2300,2200,0.9565217391304348,safe,0.0,False,False,0.00014677498256787658,3.682600799947977e-05
1755017071,3,604,602,0.9966887417218543,safe,0.0,False,False,0.0018676940235309303,3.764498978853226e-05
1755017072,3,2022,2011,0.9945598417408507,safe,0.0,False,False,0.06242550502065569,4.440499469637871e-05
1755017073,3,114,108,0.9473684210526315,safe,0.0,False,False,0.00024139595916494727,2.943800063803792e-05
1755017074,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.002039470011368394,3.8534984923899174e-05
1755017075,3,106,103,0.9716981132075472,safe,0.0,False,False,0.00044190901098772883,2.8898008167743683e-05
1755017076,3,224,212,0.9464285714285714,safe,0.0,False,False,0.0003301799879409373,3.122299676761031e-05
1755017077,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.00869133899686858,3.1660019885748625e-05
1755017078,3,800,600,0.75,safe,0.0,False,False,3.874598769471049e-05,2.7855043299496174e-05
1755017079,3,122,111,0.9098360655737705,safe,0.0,False,False,0.0002975520328618586,2.851302269846201e-05
1755017080,3,250,225,0.9,safe,0.0,False,False,0.00014832400484010577,2.8890033718198538e-05
1755017081,3,62,51,0.8225806451612904,safe,0.0,False,False,0.000130851985886693,2.8513954021036625e-05
1755017082,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.00138603599043563,3.3589021768420935e-05
1755017083,3,4000,3001,0.75025,safe,0.0,,False,0.009449743025470525,3.4352997317910194e-05
1755017084,3,16,15,0.9375,safe,0.0,False,False,5.2870018407702446e-05,2.6198977138847113e-05
1755017085,3,302,301,0.9966887417218543,safe,0.0,False,False,0.0005018190131522715,2.8772978112101555e-05
1755017086,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.008652823977172375,2.9104005079716444e-05
1755017087,3,510,455,0.8921568627450981,safe,0.0,False,False,0.00024028297048062086,2.863002009689808e-05
1755017088,3,212,206,0.9716981132075472,safe,0.0,False,False,0.0008898079977370799,2.748199040070176e-05
1755017089,3,2800,2400,0.8571428571428571,safe,0.0,False,False,6.348598981276155e-05,2.7061032596975565e-05
1755017090,3,2050,2025,0.9878048780487805,safe,0.0,False,False,0.0028664980200119317,3.381300484761596e-05
1755017091,3,406,403,0.9926108374384236,safe,0.0,False,False,0.004133370995987207,3.171298885717988e-05
1755017092,3,104,102,0.9807692307692307,safe,0.0,False,False,0.0006300389650277793,2.6658992283046246e-05
1755017093,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.0029741469770669937,2.9838993214070797e-05
1755017094,3,115,110,0.9565217391304348,safe,0.0,False,False,8.345197420567274e-05,2.534902887418866e-05
1755017095,3,55,50,0.9090909090909091,safe,0.0,False,False,4.924304084852338e-05,2.669199602678418e-05
1755017096,3,430,415,0.9651162790697675,safe,0.0,False,False,0.00035098998341709375,3.1153031159192324e-05
1755017097,3,260,230,0.8846153846153846,safe,0.0,False,False,9.695300832390785e-05,2.8939044568687677e-05
1755017098,3,430,415,0.9651162790697675,safe,0.0,False,False,0.0003863680176436901,3.2983021810650826e-05
1755017099,3,130,120,0.9230769230769231,safe,0.0,False,False,5.523202707991004e-05,2.9406975954771042e-05
1755017100,3,140,120,0.8571428571428571,safe,0.0,False,False,5.371600855141878e-05,2.6906025595963e-05
1755017101,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.040095923002809286,3.938097506761551e-05
1755017102,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0017928430461324751,3.816699609160423e-05
1755017103,3,412,406,0.9854368932038835,safe,0.0,False,False,0.003271556051913649,3.7829973734915257e-05
1755017104,3,14,12,0.8571428571428571,safe,0.0,False,False,7.04629928804934e-05,2.946500899270177e-05
1755017105,3,46,43,0.9347826086956522,safe,0.0,False,False,0.0002230660174973309,3.263994585722685e-05
1755017106,3,206,203,0.9854368932038835,safe,0.0,False,False,0.0016480449703522027,3.093999112024903e-05
1755017107,3,502,451,0.898406374501992,safe,0.0,False,False,0.001772020012140274,3.821600694209337e-05
1755017108,3,2060,2040,0.9902912621359223,safe,0.0,False,False,0.0010099959908984601,3.7510006222873926e-05
1755017109,3,2440,2220,0.9098360655737705,safe,0.0,False,False,0.00041312299435958266,3.410899080336094e-05
1755017110,3,214,208,0.9719626168224299,safe,0.0,False,False,0.00040282600093632936,3.436201950535178e-05
1755017111,3,32,31,0.96875,safe,0.0,False,False,0.00012761203106492758,3.50800110027194e-05
1755017112,3,406,403,0.9926108374384236,safe,0.0,False,False,0.0059116139891557395,4.848395474255085e-05
1755017113,3,103,102,0.9902912621359223,safe,0.0,False,False,0.0008508409955538809,3.329402534291148e-05
1755017114,3,800,700,0.875,safe,0.0,,False,5.943101132288575e-05,3.4863012842833996e-05
1755017115,3,3100,3050,0.9838709677419355,safe,0.0,False,False,0.00019713700748980045,4.360900493338704e-05
1755017116,3,150,135,0.9,safe,0.0,False,False,0.0001875170273706317,3.157102037221193e-05
1755017117,3,122,111,0.9098360655737705,safe,0.0,False,False,0.0004028310067951679,3.311102045699954e-05
1755017118,3,350,300,0.8571428571428571,safe,0.0,False,False,5.780399078503251e-05,3.536703297868371e-05
1755017119,3,106,103,0.9716981132075472,safe,0.0,False,False,0.0006251849699765444,3.1370960641652346e-05
1755017120,3,2004,2002,0.999001996007984,safe,0.0,False,False,0.36299514601705596,5.489902105182409e-05
1755017121,3,150,135,0.9,safe,0.0,False,False,0.00021071004448458552,3.0355004128068686e-05
1755017122,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00016646296717226505,3.550498513504863e-05
1755017123,3,108,104,0.9629629629629629,safe,0.0,False,False,0.0003458620049059391,3.4958997275680304e-05
1755017124,3,144,132,0.9166666666666666,safe,0.0,False,False,0.00044063699897378683,3.4100026823580265e-05
1755017125,3,144,132,0.9166666666666666,safe,0.0,False,False,0.004465575970243663,4.330999217927456e-05
1755017126,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00018997100414708257,3.463897155597806e-05
1755017127,3,2440,2220,0.9098360655737705,safe,0.0,False,False,0.0005053160130046308,3.408000338822603e-05
1755017128,3,122,111,0.9098360655737705,safe,0.0,False,False,0.0004444130463525653,3.31960036419332e-05
1755017129,3,180,150,0.8333333333333334,safe,0.0,False,False,7.81139824539423e-05,3.0395982321351767e-05
1755017130,3,640,520,0.8125,safe,0.0,False,False,8.262501796707511e-05,2.8045964427292347e-05
1755017131,3,242,221,0.9132231404958677,safe,0.0,False,False,0.0005655790446326137,3.185600508004427e-05
1755017132,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.0012244040262885392,3.4442986361682415e-05
1755017133,3,48,44,0.9166666666666666,safe,0.0,False,False,9.565998334437609e-05,2.832902828231454e-05
1755017134,3,3100,3050,0.9838709677419355,safe,0.0,False,False,0.0001460550120100379,3.0195980798453093e-05
1755017135,3,16,14,0.875,safe,0.0,False,False,9.36260330490768e-05,2.5957997422665358e-05
